ENSP00000262384	ENSTGUP00000008915
ENSP00000360973	ENSTGUP00000003187
ENSP00000443186	ENSTGUP00000009102
ENSP00000296498	ENSTGUP00000001921
ENSP00000231004	ENSTGUP00000001181
ENSP00000373783	ENSTGUP00000017563
ENSP00000260702	ENSTGUP00000009861
ENSP00000264094	ENSTGUP00000011383
ENSP00000376809	ENSTGUP00000018172
ENSP00000215727	ENSTGUP00000009056
ENSP00000254722	ENSTGUP00000005918
ENSP00000321853	ENSTGUP00000005899
ENSP00000278407	ENSTGUP00000007198
ENSP00000312618	ENSTGUP00000004071
ENSP00000264990	ENSTGUP00000004549
ENSP00000233710	ENSTGUP00000011759
ENSP00000242592	ENSTGUP00000009944
ENSP00000306099	ENSTGUP00000005421
ENSP00000381133	ENSTGUP00000007347
ENSP00000336829	ENSTGUP00000005441
ENSP00000234816	ENSTGUP00000017680
ENSP00000362524	ENSTGUP00000007699
ENSP00000248598	ENSTGUP00000002824
ENSP00000371347	ENSTGUP00000007056
ENSP00000428340	ENSTGUP00000012576
ENSP00000314897	ENSTGUP00000013276
ENSP00000346839	ENSTGUP00000003174
ENSP00000335255	ENSTGUP00000013143
ENSP00000301455	ENSTGUP00000000086
ENSP00000265131	ENSTGUP00000003351
ENSP00000356646	ENSTGUP00000017705
ENSP00000289104	ENSTGUP00000004877
ENSP00000407586	ENSTGUP00000010191
ENSP00000299759	ENSTGUP00000009994
ENSP00000297596	ENSTGUP00000012237
ENSP00000201979	ENSTGUP00000006907
ENSP00000272519	ENSTGUP00000004759
ENSP00000005257	ENSTGUP00000001912
ENSP00000332256	ENSTGUP00000009166
ENSP00000249750	ENSTGUP00000006384
ENSP00000258494	ENSTGUP00000011458
ENSP00000265605	ENSTGUP00000011870
ENSP00000346827	ENSTGUP00000017604
ENSP00000450436	ENSTGUP00000014518
ENSP00000360967	ENSTGUP00000003209
ENSP00000219833	ENSTGUP00000007526
ENSP00000230671	ENSTGUP00000000960
ENSP00000339260	ENSTGUP00000013022
ENSP00000398063	ENSTGUP00000008616
ENSP00000362778	ENSTGUP00000000956
ENSP00000217043	ENSTGUP00000005465
ENSP00000260113	ENSTGUP00000011929
ENSP00000303508	ENSTGUP00000003307
ENSP00000403067	ENSTGUP00000010251
ENSP00000338481	ENSTGUP00000012056
ENSP00000345259	ENSTGUP00000000769
ENSP00000343158	ENSTGUP00000010326
ENSP00000337168	ENSTGUP00000016792
ENSP00000298542	ENSTGUP00000003118
ENSP00000264042	ENSTGUP00000006317
ENSP00000263713	ENSTGUP00000004807
ENSP00000463069	ENSTGUP00000003408
ENSP00000425840	ENSTGUP00000002424
ENSP00000295317	ENSTGUP00000010263
ENSP00000337797	ENSTGUP00000010130
ENSP00000372959	ENSTGUP00000010273
ENSP00000367315	ENSTGUP00000006704
ENSP00000355166	ENSTGUP00000007156
ENSP00000379241	ENSTGUP00000000504
ENSP00000363275	ENSTGUP00000008446
ENSP00000322937	ENSTGUP00000002747
ENSP00000326817	ENSTGUP00000011468
ENSP00000334375	ENSTGUP00000009967
ENSP00000374447	ENSTGUP00000012642
ENSP00000325091	ENSTGUP00000007711
ENSP00000365253	ENSTGUP00000002571
ENSP00000446278	ENSTGUP00000012958
ENSP00000273286	ENSTGUP00000007210
ENSP00000422591	ENSTGUP00000009917
ENSP00000430333	ENSTGUP00000001570
ENSP00000366283	ENSTGUP00000011587
ENSP00000366288	ENSTGUP00000012968
ENSP00000371198	ENSTGUP00000004902
ENSP00000383143	ENSTGUP00000012970
ENSP00000359521	ENSTGUP00000004897
ENSP00000420091	ENSTGUP00000011431
ENSP00000368079	ENSTGUP00000007142
ENSP00000252854	ENSTGUP00000006176
ENSP00000359121	ENSTGUP00000005168
ENSP00000037502	ENSTGUP00000017566
ENSP00000332511	ENSTGUP00000005306
ENSP00000294794	ENSTGUP00000017358
ENSP00000362682	ENSTGUP00000007400
ENSP00000219022	ENSTGUP00000012818
ENSP00000335196	ENSTGUP00000007159
ENSP00000310661	ENSTGUP00000011157
ENSP00000264917	ENSTGUP00000004131
ENSP00000410309	ENSTGUP00000009849
ENSP00000379496	ENSTGUP00000007119
ENSP00000243052	ENSTGUP00000016793
ENSP00000332116	ENSTGUP00000010419
ENSP00000345502	ENSTGUP00000002739
ENSP00000264658	ENSTGUP00000002271
ENSP00000358247	ENSTGUP00000012658
ENSP00000423630	ENSTGUP00000007618
ENSP00000380746	ENSTGUP00000003710
ENSP00000224862	ENSTGUP00000007822
ENSP00000419153	ENSTGUP00000013800
ENSP00000469089	ENSTGUP00000016981
ENSP00000360818	ENSTGUP00000006572
ENSP00000356674	ENSTGUP00000018295
ENSP00000362551	ENSTGUP00000007641
ENSP00000362760	ENSTGUP00000018121
ENSP00000362763	ENSTGUP00000007128
ENSP00000407545	ENSTGUP00000017553
ENSP00000362563	ENSTGUP00000007637
ENSP00000311032	ENSTGUP00000006879
ENSP00000351273	ENSTGUP00000010625
ENSP00000286186	ENSTGUP00000010628
ENSP00000330237	ENSTGUP00000017449
ENSP00000271348	ENSTGUP00000013927
ENSP00000241125	ENSTGUP00000011655
ENSP00000305714	ENSTGUP00000015603
ENSP00000363134	ENSTGUP00000007332
ENSP00000372295	ENSTGUP00000011657
ENSP00000411528	ENSTGUP00000002124
ENSP00000355675	ENSTGUP00000000247
ENSP00000295992	ENSTGUP00000008938
ENSP00000290374	ENSTGUP00000012151
ENSP00000463752	ENSTGUP00000002375
ENSP00000435355	ENSTGUP00000012832
ENSP00000362464	ENSTGUP00000001796
ENSP00000397026	ENSTGUP00000012624
ENSP00000382791	ENSTGUP00000013858
ENSP00000362183	ENSTGUP00000001636
ENSP00000435648	ENSTGUP00000000447
ENSP00000330148	ENSTGUP00000005810
ENSP00000296526	ENSTGUP00000005705
ENSP00000282499	ENSTGUP00000013063
ENSP00000264357	ENSTGUP00000003783
ENSP00000274773	ENSTGUP00000015979
ENSP00000367691	ENSTGUP00000012585
ENSP00000408205	ENSTGUP00000002659
ENSP00000327875	ENSTGUP00000013719
ENSP00000362401	ENSTGUP00000017868
ENSP00000282018	ENSTGUP00000012561
ENSP00000442982	ENSTGUP00000007864
ENSP00000365596	ENSTGUP00000011299
ENSP00000207157	ENSTGUP00000013747
ENSP00000358677	ENSTGUP00000012871
ENSP00000362390	ENSTGUP00000002651
ENSP00000386170	ENSTGUP00000005537
ENSP00000276077	ENSTGUP00000002657
ENSP00000362965	ENSTGUP00000000899
ENSP00000331791	ENSTGUP00000008657
ENSP00000335191	ENSTGUP00000007615
ENSP00000356795	ENSTGUP00000013832
ENSP00000363643	ENSTGUP00000002741
ENSP00000310305	ENSTGUP00000013878
ENSP00000377215	ENSTGUP00000013877
ENSP00000355156	ENSTGUP00000011694
ENSP00000304767	ENSTGUP00000011683
ENSP00000240335	ENSTGUP00000008027
ENSP00000309913	ENSTGUP00000009282
ENSP00000240328	ENSTGUP00000008054
ENSP00000331504	ENSTGUP00000010444
ENSP00000220003	ENSTGUP00000014721
ENSP00000378485	ENSTGUP00000000136
ENSP00000370912	ENSTGUP00000008388
ENSP00000264316	ENSTGUP00000014199
ENSP00000308176	ENSTGUP00000015504
ENSP00000430100	ENSTGUP00000015304
ENSP00000367848	ENSTGUP00000003066
ENSP00000412673	ENSTGUP00000012782
ENSP00000386029	ENSTGUP00000012780
ENSP00000420790	ENSTGUP00000013901
ENSP00000274547	ENSTGUP00000001482
ENSP00000295454	ENSTGUP00000008591
ENSP00000308725	ENSTGUP00000010688
ENSP00000264428	ENSTGUP00000005630
ENSP00000361700	ENSTGUP00000006738
ENSP00000218075	ENSTGUP00000008406
ENSP00000274093	ENSTGUP00000006521
ENSP00000366641	ENSTGUP00000003951
ENSP00000416293	ENSTGUP00000002277
ENSP00000391167	ENSTGUP00000009558
ENSP00000332659	ENSTGUP00000018239
ENSP00000310405	ENSTGUP00000004642
ENSP00000356366	ENSTGUP00000004480
ENSP00000351059	ENSTGUP00000018257
ENSP00000433528	ENSTGUP00000008599
ENSP00000275884	ENSTGUP00000012021
ENSP00000350266	ENSTGUP00000001433
ENSP00000292174	ENSTGUP00000000021
ENSP00000386884	ENSTGUP00000012180
ENSP00000343952	ENSTGUP00000009852
ENSP00000350256	ENSTGUP00000004650
ENSP00000246657	ENSTGUP00000002421
ENSP00000264363	ENSTGUP00000001910
ENSP00000002596	ENSTGUP00000010179
ENSP00000427888	ENSTGUP00000012322
ENSP00000330606	ENSTGUP00000006067
ENSP00000408860	ENSTGUP00000003346
ENSP00000260630	ENSTGUP00000009061
ENSP00000410732	ENSTGUP00000001513
ENSP00000295452	ENSTGUP00000008687
ENSP00000359337	ENSTGUP00000006537
ENSP00000335592	ENSTGUP00000010737
ENSP00000421828	ENSTGUP00000008664
ENSP00000393097	ENSTGUP00000001504
ENSP00000264318	ENSTGUP00000008625
ENSP00000367888	ENSTGUP00000010903
ENSP00000261349	ENSTGUP00000013094
ENSP00000263816	ENSTGUP00000008033
ENSP00000371532	ENSTGUP00000005606
ENSP00000303634	ENSTGUP00000009572
ENSP00000264187	ENSTGUP00000010696
ENSP00000216286	ENSTGUP00000013518
ENSP00000265171	ENSTGUP00000004353
ENSP00000370270	ENSTGUP00000012619
ENSP00000355904	ENSTGUP00000002953
ENSP00000343925	ENSTGUP00000013330
ENSP00000333122	ENSTGUP00000009130
ENSP00000353427	ENSTGUP00000017115
ENSP00000325120	ENSTGUP00000013165
ENSP00000363822	ENSTGUP00000002859
ENSP00000362762	ENSTGUP00000017617
ENSP00000359630	ENSTGUP00000013132
ENSP00000430945	ENSTGUP00000013098
ENSP00000332737	ENSTGUP00000000511
ENSP00000356899	ENSTGUP00000017406
ENSP00000373700	ENSTGUP00000005592
ENSP00000263800	ENSTGUP00000011201
ENSP00000357494	ENSTGUP00000012280
ENSP00000360120	ENSTGUP00000010261
ENSP00000364860	ENSTGUP00000000423
ENSP00000363571	ENSTGUP00000001342
ENSP00000303830	ENSTGUP00000000449
ENSP00000380227	ENSTGUP00000009739
ENSP00000261023	ENSTGUP00000011470
ENSP00000367316	ENSTGUP00000001390
ENSP00000347198	ENSTGUP00000006606
ENSP00000350018	ENSTGUP00000010881
ENSP00000289968	ENSTGUP00000006447
ENSP00000412461	ENSTGUP00000008407
ENSP00000378611	ENSTGUP00000002851
ENSP00000386911	ENSTGUP00000004117
ENSP00000217133	ENSTGUP00000008276
ENSP00000357651	ENSTGUP00000012355
ENSP00000457285	ENSTGUP00000002258
ENSP00000260126	ENSTGUP00000011804
ENSP00000217159	ENSTGUP00000007943
ENSP00000370964	ENSTGUP00000012698
ENSP00000289575	ENSTGUP00000013857
ENSP00000390600	ENSTGUP00000000539
ENSP00000396320	ENSTGUP00000003375
ENSP00000349973	ENSTGUP00000007472
ENSP00000303540	ENSTGUP00000007683
ENSP00000283254	ENSTGUP00000007354
ENSP00000346534	ENSTGUP00000003476
ENSP00000355192	ENSTGUP00000001207
ENSP00000334198	ENSTGUP00000007215
ENSP00000385019	ENSTGUP00000010533
ENSP00000352011	ENSTGUP00000009424
ENSP00000288139	ENSTGUP00000007125
ENSP00000276198	ENSTGUP00000007675
ENSP00000367959	ENSTGUP00000012617
ENSP00000258400	ENSTGUP00000010063
ENSP00000354859	ENSTGUP00000000268
ENSP00000373169	ENSTGUP00000013801
ENSP00000176183	ENSTGUP00000007381
ENSP00000255380	ENSTGUP00000010916
ENSP00000372750	ENSTGUP00000012007
ENSP00000399745	ENSTGUP00000011897
ENSP00000409378	ENSTGUP00000010967
ENSP00000380247	ENSTGUP00000004296
ENSP00000342560	ENSTGUP00000008047
ENSP00000217961	ENSTGUP00000008828
ENSP00000333395	ENSTGUP00000000907
ENSP00000264914	ENSTGUP00000003948
ENSP00000264638	ENSTGUP00000002833
ENSP00000322270	ENSTGUP00000006930
ENSP00000359778	ENSTGUP00000006958
ENSP00000332900	ENSTGUP00000005085
ENSP00000373464	ENSTGUP00000005097
ENSP00000335156	ENSTGUP00000007370
ENSP00000356581	ENSTGUP00000011307
ENSP00000369198	ENSTGUP00000007912
ENSP00000296795	ENSTGUP00000007089
ENSP00000363089	ENSTGUP00000003444
ENSP00000440643	ENSTGUP00000002726
ENSP00000370034	ENSTGUP00000008496
ENSP00000438284	ENSTGUP00000009728
ENSP00000360502	ENSTGUP00000009024
ENSP00000334910	ENSTGUP00000013973
ENSP00000364361	ENSTGUP00000008928
ENSP00000379975	ENSTGUP00000000609
ENSP00000451263	ENSTGUP00000011709
ENSP00000355583	ENSTGUP00000010518
ENSP00000288602	ENSTGUP00000011997
ENSP00000381958	ENSTGUP00000008856
ENSP00000358335	ENSTGUP00000012740
ENSP00000215743	ENSTGUP00000010654
ENSP00000286614	ENSTGUP00000012146
ENSP00000246186	ENSTGUP00000003767
ENSP00000219271	ENSTGUP00000004922
ENSP00000260302	ENSTGUP00000013106
ENSP00000353767	ENSTGUP00000004749
ENSP00000288135	ENSTGUP00000007975
ENSP00000257290	ENSTGUP00000008023
ENSP00000339824	ENSTGUP00000010939
ENSP00000292408	ENSTGUP00000000448
ENSP00000393312	ENSTGUP00000005127
ENSP00000282397	ENSTGUP00000012008
ENSP00000263923	ENSTGUP00000007901
ENSP00000261937	ENSTGUP00000001030
ENSP00000303887	ENSTGUP00000002646
ENSP00000337697	ENSTGUP00000006366
ENSP00000339740	ENSTGUP00000001893
ENSP00000381412	ENSTGUP00000000934
ENSP00000379098	ENSTGUP00000003583
ENSP00000419195	ENSTGUP00000005209
ENSP00000282356	ENSTGUP00000001024
ENSP00000291041	ENSTGUP00000005497
ENSP00000394484	ENSTGUP00000005860
ENSP00000368124	ENSTGUP00000002305
ENSP00000256460	ENSTGUP00000008943
ENSP00000009105	ENSTGUP00000001554
ENSP00000376663	ENSTGUP00000014754
ENSP00000411565	ENSTGUP00000012434
ENSP00000370648	ENSTGUP00000013519
ENSP00000368173	ENSTGUP00000006418
ENSP00000457230	ENSTGUP00000004766
ENSP00000334113	ENSTGUP00000011074
ENSP00000155926	ENSTGUP00000013479
ENSP00000312150	ENSTGUP00000012875
ENSP00000270112	ENSTGUP00000013864
ENSP00000261402	ENSTGUP00000011407
ENSP00000360290	ENSTGUP00000014523
ENSP00000346148	ENSTGUP00000002252
ENSP00000430276	ENSTGUP00000002272
ENSP00000328118	ENSTGUP00000010826
ENSP00000315371	ENSTGUP00000004695
ENSP00000409126	ENSTGUP00000006228
ENSP00000376705	ENSTGUP00000009305
ENSP00000256737	ENSTGUP00000004825
ENSP00000332788	ENSTGUP00000006956
ENSP00000325929	ENSTGUP00000011953
ENSP00000263925	ENSTGUP00000008056
ENSP00000363921	ENSTGUP00000000967
ENSP00000439807	ENSTGUP00000004817
ENSP00000323816	ENSTGUP00000009007
ENSP00000242057	ENSTGUP00000002665
ENSP00000290399	ENSTGUP00000005007
ENSP00000358210	ENSTGUP00000012641
ENSP00000263734	ENSTGUP00000004086
ENSP00000351407	ENSTGUP00000004811
ENSP00000307479	ENSTGUP00000008282
ENSP00000357705	ENSTGUP00000004404
ENSP00000291700	ENSTGUP00000011603
ENSP00000292169	ENSTGUP00000017701
ENSP00000320430	ENSTGUP00000004195
ENSP00000296370	ENSTGUP00000010414
ENSP00000261590	ENSTGUP00000011031
ENSP00000353656	ENSTGUP00000008215
ENSP00000269141	ENSTGUP00000010977
ENSP00000360718	ENSTGUP00000009155
ENSP00000282878	ENSTGUP00000002698
ENSP00000331748	ENSTGUP00000010205
ENSP00000300935	ENSTGUP00000000734
ENSP00000210187	ENSTGUP00000006534
ENSP00000368332	ENSTGUP00000007302
ENSP00000226382	ENSTGUP00000008870
ENSP00000370990	ENSTGUP00000011024
ENSP00000374240	ENSTGUP00000011567
ENSP00000401653	ENSTGUP00000008453
ENSP00000358807	ENSTGUP00000000879
ENSP00000315417	ENSTGUP00000008140
ENSP00000361547	ENSTGUP00000004561
ENSP00000239461	ENSTGUP00000017575
ENSP00000376436	ENSTGUP00000000611
ENSP00000357175	ENSTGUP00000017681
ENSP00000346886	ENSTGUP00000013957
ENSP00000433488	ENSTGUP00000000604
ENSP00000414150	ENSTGUP00000005166
ENSP00000306894	ENSTGUP00000006257
ENSP00000321835	ENSTGUP00000003014
ENSP00000405327	ENSTGUP00000002587
ENSP00000425658	ENSTGUP00000002099
ENSP00000262457	ENSTGUP00000009069
ENSP00000382379	ENSTGUP00000003204
ENSP00000267116	ENSTGUP00000014288
ENSP00000265709	ENSTGUP00000005529
ENSP00000280772	ENSTGUP00000005638
ENSP00000349588	ENSTGUP00000001874
ENSP00000459943	ENSTGUP00000004124
ENSP00000360689	ENSTGUP00000008819
ENSP00000311579	ENSTGUP00000005031
ENSP00000357067	ENSTGUP00000015831
ENSP00000433295	ENSTGUP00000000594
ENSP00000477437	ENSTGUP00000005135
ENSP00000243457	ENSTGUP00000002964
ENSP00000306497	ENSTGUP00000010735
ENSP00000427015	ENSTGUP00000009821
ENSP00000262752	ENSTGUP00000002595
ENSP00000376432	ENSTGUP00000000596
ENSP00000357068	ENSTGUP00000014524
ENSP00000331698	ENSTGUP00000005136
ENSP00000376438	ENSTGUP00000016067
ENSP00000345708	ENSTGUP00000008936
ENSP00000240662	ENSTGUP00000012447
ENSP00000250896	ENSTGUP00000000284
ENSP00000396467	ENSTGUP00000004891
ENSP00000449381	ENSTGUP00000006822
ENSP00000226444	ENSTGUP00000004499
ENSP00000332565	ENSTGUP00000012366
ENSP00000337907	ENSTGUP00000001120
ENSP00000381425	ENSTGUP00000003055
ENSP00000387278	ENSTGUP00000010562
ENSP00000261681	ENSTGUP00000011928
ENSP00000222644	ENSTGUP00000002901
ENSP00000358547	ENSTGUP00000007054
ENSP00000345731	ENSTGUP00000009227
ENSP00000382428	ENSTGUP00000014884
ENSP00000362442	ENSTGUP00000004688
ENSP00000392660	ENSTGUP00000010285
ENSP00000357131	ENSTGUP00000012084
ENSP00000356671	ENSTGUP00000004201
ENSP00000372221	ENSTGUP00000002126
ENSP00000295777	ENSTGUP00000011417
ENSP00000338967	ENSTGUP00000008570
ENSP00000415786	ENSTGUP00000008214
ENSP00000428316	ENSTGUP00000012461
ENSP00000338785	ENSTGUP00000012169
ENSP00000276297	ENSTGUP00000007585
ENSP00000363727	ENSTGUP00000002804
ENSP00000370115	ENSTGUP00000002180
ENSP00000261890	ENSTGUP00000009574
ENSP00000354376	ENSTGUP00000003781
ENSP00000355651	ENSTGUP00000010387
ENSP00000362946	ENSTGUP00000006859
ENSP00000358466	ENSTGUP00000004144
ENSP00000319781	ENSTGUP00000004092
ENSP00000440167	ENSTGUP00000012031
ENSP00000285199	ENSTGUP00000005304
ENSP00000333376	ENSTGUP00000012650
ENSP00000265560	ENSTGUP00000006881
ENSP00000401197	ENSTGUP00000009112
ENSP00000426548	ENSTGUP00000000128
ENSP00000353129	ENSTGUP00000008721
ENSP00000394390	ENSTGUP00000009804
ENSP00000384367	ENSTGUP00000010938
ENSP00000316482	ENSTGUP00000013404
ENSP00000339340	ENSTGUP00000013398
ENSP00000347188	ENSTGUP00000009467
ENSP00000327675	ENSTGUP00000007042
ENSP00000296252	ENSTGUP00000007147
ENSP00000343331	ENSTGUP00000013942
ENSP00000309757	ENSTGUP00000000295
ENSP00000261292	ENSTGUP00000000068
ENSP00000348425	ENSTGUP00000006311
ENSP00000425394	ENSTGUP00000000280
ENSP00000393511	ENSTGUP00000010552
ENSP00000277895	ENSTGUP00000011298
ENSP00000466953	ENSTGUP00000009897
ENSP00000324422	ENSTGUP00000013633
ENSP00000416387	ENSTGUP00000002130
ENSP00000318089	ENSTGUP00000009693
ENSP00000393066	ENSTGUP00000006990
ENSP00000295736	ENSTGUP00000003651
ENSP00000230993	ENSTGUP00000001702
ENSP00000366861	ENSTGUP00000017597
ENSP00000393557	ENSTGUP00000001680
ENSP00000262418	ENSTGUP00000001955
ENSP00000362867	ENSTGUP00000006519
ENSP00000419412	ENSTGUP00000000078
ENSP00000231188	ENSTGUP00000014214
ENSP00000350348	ENSTGUP00000010708
ENSP00000355316	ENSTGUP00000002471
ENSP00000331867	ENSTGUP00000002674
ENSP00000344411	ENSTGUP00000003279
ENSP00000261308	ENSTGUP00000002928
ENSP00000390427	ENSTGUP00000008850
ENSP00000300026	ENSTGUP00000014617
ENSP00000303057	ENSTGUP00000001152
ENSP00000340226	ENSTGUP00000017593
ENSP00000347684	ENSTGUP00000007635
ENSP00000362717	ENSTGUP00000007295
ENSP00000356357	ENSTGUP00000004492
ENSP00000360811	ENSTGUP00000006564
ENSP00000230658	ENSTGUP00000002446
ENSP00000290759	ENSTGUP00000003668
ENSP00000377854	ENSTGUP00000006986
ENSP00000294638	ENSTGUP00000010741
ENSP00000265969	ENSTGUP00000009088
ENSP00000358802	ENSTGUP00000000905
ENSP00000449253	ENSTGUP00000007571
ENSP00000319591	ENSTGUP00000014058
ENSP00000358784	ENSTGUP00000000925
ENSP00000371985	ENSTGUP00000012318
ENSP00000433109	ENSTGUP00000000922
ENSP00000252321	ENSTGUP00000018214
ENSP00000358786	ENSTGUP00000000880
ENSP00000262450	ENSTGUP00000002728
ENSP00000457466	ENSTGUP00000007722
ENSP00000392028	ENSTGUP00000011560
ENSP00000362330	ENSTGUP00000003324
ENSP00000364694	ENSTGUP00000005534
ENSP00000052754	ENSTGUP00000008448
ENSP00000332879	ENSTGUP00000012754
ENSP00000367292	ENSTGUP00000002507
ENSP00000347041	ENSTGUP00000017737
ENSP00000266718	ENSTGUP00000008423
ENSP00000266719	ENSTGUP00000008421
ENSP00000343924	ENSTGUP00000017742
ENSP00000308315	ENSTGUP00000009415
ENSP00000378235	ENSTGUP00000005683
ENSP00000355109	ENSTGUP00000002135
ENSP00000468304	ENSTGUP00000009692
ENSP00000216237	ENSTGUP00000010328
ENSP00000431962	ENSTGUP00000012073
ENSP00000251900	ENSTGUP00000008015
ENSP00000209884	ENSTGUP00000017610
ENSP00000423897	ENSTGUP00000009286
ENSP00000362206	ENSTGUP00000002487
ENSP00000367075	ENSTGUP00000012855
ENSP00000273963	ENSTGUP00000002347
ENSP00000312397	ENSTGUP00000001239
ENSP00000424198	ENSTGUP00000006089
ENSP00000343930	ENSTGUP00000004126
ENSP00000232766	ENSTGUP00000000157
ENSP00000171111	ENSTGUP00000014851
ENSP00000293303	ENSTGUP00000014234
ENSP00000251643	ENSTGUP00000002448
ENSP00000311336	ENSTGUP00000000250
ENSP00000371084	ENSTGUP00000008833
ENSP00000445359	ENSTGUP00000017774
ENSP00000420387	ENSTGUP00000009285
ENSP00000332756	ENSTGUP00000002312
ENSP00000296522	ENSTGUP00000006489
ENSP00000220764	ENSTGUP00000012181
ENSP00000219481	ENSTGUP00000003885
ENSP00000324287	ENSTGUP00000009333
ENSP00000239440	ENSTGUP00000015484
ENSP00000377233	ENSTGUP00000013974
ENSP00000380413	ENSTGUP00000000063
ENSP00000350297	ENSTGUP00000012898
ENSP00000281419	ENSTGUP00000013399
ENSP00000338769	ENSTGUP00000000946
ENSP00000262426	ENSTGUP00000004268
ENSP00000259806	ENSTGUP00000002195
ENSP00000328720	ENSTGUP00000008012
ENSP00000323880	ENSTGUP00000008258
ENSP00000312663	ENSTGUP00000008970
ENSP00000265371	ENSTGUP00000000988
ENSP00000353582	ENSTGUP00000010196
ENSP00000321573	ENSTGUP00000014044
ENSP00000296955	ENSTGUP00000012267
ENSP00000353393	ENSTGUP00000007114
ENSP00000369320	ENSTGUP00000007989
ENSP00000268150	ENSTGUP00000008535
ENSP00000296591	ENSTGUP00000007051
ENSP00000360985	ENSTGUP00000009167
ENSP00000262215	ENSTGUP00000016239
ENSP00000437554	ENSTGUP00000013033
ENSP00000273221	ENSTGUP00000004011
ENSP00000304586	ENSTGUP00000003920
ENSP00000256707	ENSTGUP00000013388
ENSP00000274457	ENSTGUP00000001374
ENSP00000307298	ENSTGUP00000009903
ENSP00000345530	ENSTGUP00000006589
ENSP00000383199	ENSTGUP00000017772
ENSP00000352069	ENSTGUP00000008415
ENSP00000354621	ENSTGUP00000007875
ENSP00000379228	ENSTGUP00000001878
ENSP00000340648	ENSTGUP00000015038
ENSP00000348714	ENSTGUP00000012519
ENSP00000429084	ENSTGUP00000012479
ENSP00000351539	ENSTGUP00000008494
ENSP00000366902	ENSTGUP00000002667
ENSP00000338807	ENSTGUP00000010240
ENSP00000364895	ENSTGUP00000002106
ENSP00000387757	ENSTGUP00000008954
ENSP00000362609	ENSTGUP00000001415
ENSP00000245663	ENSTGUP00000007335
ENSP00000387462	ENSTGUP00000012001
ENSP00000360777	ENSTGUP00000006425
ENSP00000409667	ENSTGUP00000013844
ENSP00000347792	ENSTGUP00000011435
ENSP00000384534	ENSTGUP00000011049
ENSP00000360154	ENSTGUP00000005200
ENSP00000378807	ENSTGUP00000001134
ENSP00000380044	ENSTGUP00000010745
ENSP00000267890	ENSTGUP00000011502
ENSP00000469880	ENSTGUP00000003443
ENSP00000343027	ENSTGUP00000002744
ENSP00000358867	ENSTGUP00000001170
ENSP00000312999	ENSTGUP00000006690
ENSP00000248996	ENSTGUP00000010296
ENSP00000262494	ENSTGUP00000006858
ENSP00000251337	ENSTGUP00000001164
ENSP00000381339	ENSTGUP00000002724
ENSP00000286548	ENSTGUP00000003530
ENSP00000078429	ENSTGUP00000000559
ENSP00000285238	ENSTGUP00000009479
ENSP00000374467	ENSTGUP00000009003
ENSP00000382423	ENSTGUP00000002666
ENSP00000365005	ENSTGUP00000018092
ENSP00000354927	ENSTGUP00000002017
ENSP00000345629	ENSTGUP00000007868
ENSP00000351908	ENSTGUP00000011202
ENSP00000360626	ENSTGUP00000008896
ENSP00000312129	ENSTGUP00000004465
ENSP00000304127	ENSTGUP00000003541
ENSP00000435954	ENSTGUP00000012633
ENSP00000307694	ENSTGUP00000005194
ENSP00000385968	ENSTGUP00000013517
ENSP00000295082	ENSTGUP00000013453
ENSP00000360806	ENSTGUP00000009040
ENSP00000371514	ENSTGUP00000005530
ENSP00000233969	ENSTGUP00000010131
ENSP00000263980	ENSTGUP00000000997
ENSP00000299798	ENSTGUP00000005976
ENSP00000264938	ENSTGUP00000007040
ENSP00000342105	ENSTGUP00000006900
ENSP00000356076	ENSTGUP00000001119
ENSP00000381932	ENSTGUP00000005131
ENSP00000385571	ENSTGUP00000011747
ENSP00000304226	ENSTGUP00000005223
ENSP00000271971	ENSTGUP00000010268
ENSP00000355837	ENSTGUP00000002717
ENSP00000380349	ENSTGUP00000011447
ENSP00000431984	ENSTGUP00000014935
ENSP00000295055	ENSTGUP00000004827
ENSP00000385247	ENSTGUP00000004755
ENSP00000375844	ENSTGUP00000010345
ENSP00000278559	ENSTGUP00000013445
ENSP00000334714	ENSTGUP00000001383
ENSP00000262113	ENSTGUP00000013305
ENSP00000442795	ENSTGUP00000010777
ENSP00000358770	ENSTGUP00000010727
ENSP00000376317	ENSTGUP00000009474
ENSP00000013125	ENSTGUP00000013566
ENSP00000314363	ENSTGUP00000010249
ENSP00000399511	ENSTGUP00000011251
ENSP00000400010	ENSTGUP00000009306
ENSP00000266688	ENSTGUP00000007971
ENSP00000283228	ENSTGUP00000007362
ENSP00000309116	ENSTGUP00000001248
ENSP00000334928	ENSTGUP00000007323
ENSP00000380565	ENSTGUP00000010078
ENSP00000307078	ENSTGUP00000001032
ENSP00000393379	ENSTGUP00000012337
ENSP00000265148	ENSTGUP00000003873
ENSP00000307701	ENSTGUP00000003390
ENSP00000396270	ENSTGUP00000006314
ENSP00000364864	ENSTGUP00000006698
ENSP00000368020	ENSTGUP00000001435
ENSP00000343535	ENSTGUP00000004871
ENSP00000339957	ENSTGUP00000016492
ENSP00000411831	ENSTGUP00000001231
ENSP00000331620	ENSTGUP00000003032
ENSP00000362111	ENSTGUP00000002379
ENSP00000381577	ENSTGUP00000006852
ENSP00000324020	ENSTGUP00000005027
ENSP00000377934	ENSTGUP00000008363
