ENSMODP00000016222	ENSGALP00000006197
ENSMODP00000026265	ENSGALP00000025424
ENSMODP00000010041	ENSGALP00000008559
ENSMODP00000024502	ENSGALP00000023740
ENSMODP00000004312	ENSGALP00000002345
ENSMODP00000023895	ENSGALP00000018965
ENSMODP00000011677	ENSGALP00000009639
ENSMODP00000038017	ENSGALP00000007126
ENSMODP00000015905	ENSGALP00000011434
ENSMODP00000015306	ENSGALP00000006805
ENSMODP00000025759	ENSGALP00000017065
ENSMODP00000005144	ENSGALP00000010837
ENSMODP00000021973	ENSGALP00000042507
ENSMODP00000039250	ENSGALP00000011258
ENSMODP00000001037	ENSGALP00000026061
ENSMODP00000023184	ENSGALP00000026012
ENSMODP00000023177	ENSGALP00000036264
ENSMODP00000020999	ENSGALP00000009015
ENSMODP00000029412	ENSGALP00000043411
ENSMODP00000039715	ENSGALP00000039205
ENSMODP00000000862	ENSGALP00000039315
ENSMODP00000021413	ENSGALP00000013531
ENSMODP00000020528	ENSGALP00000003116
ENSMODP00000022637	ENSGALP00000023439
ENSMODP00000020417	ENSGALP00000032803
ENSMODP00000035214	ENSGALP00000022449
ENSMODP00000006491	ENSGALP00000010486
ENSMODP00000036093	ENSGALP00000041653
ENSMODP00000011050	ENSGALP00000002547
ENSMODP00000004020	ENSGALP00000008307
ENSMODP00000016529	ENSGALP00000004011
ENSMODP00000002148	ENSGALP00000035064
ENSMODP00000020892	ENSGALP00000015687
ENSMODP00000014217	ENSGALP00000043268
ENSMODP00000035230	ENSGALP00000007904
ENSMODP00000005712	ENSGALP00000027157
ENSMODP00000016957	ENSGALP00000009317
ENSMODP00000014496	ENSGALP00000013202
ENSMODP00000019922	ENSGALP00000042245
ENSMODP00000026838	ENSGALP00000030293
ENSMODP00000018185	ENSGALP00000018243
ENSMODP00000020641	ENSGALP00000038878
ENSMODP00000009257	ENSGALP00000006240
ENSMODP00000040159	ENSGALP00000017321
ENSMODP00000016801	ENSGALP00000003563
ENSMODP00000028516	ENSGALP00000003540
ENSMODP00000010174	ENSGALP00000015775
ENSMODP00000032041	ENSGALP00000043413
ENSMODP00000037487	ENSGALP00000024036
ENSMODP00000035157	ENSGALP00000011021
ENSMODP00000000306	ENSGALP00000000899
ENSMODP00000018416	ENSGALP00000043444
ENSMODP00000002370	ENSGALP00000026353
ENSMODP00000004002	ENSGALP00000012225
ENSMODP00000026924	ENSGALP00000019897
ENSMODP00000009901	ENSGALP00000009588
ENSMODP00000016994	ENSGALP00000008470
ENSMODP00000015963	ENSGALP00000028327
ENSMODP00000022539	ENSGALP00000029794
ENSMODP00000008765	ENSGALP00000020720
ENSMODP00000008453	ENSGALP00000003327
ENSMODP00000008448	ENSGALP00000036540
ENSMODP00000035539	ENSGALP00000012413
ENSMODP00000004563	ENSGALP00000026514
ENSMODP00000020609	ENSGALP00000006059
ENSMODP00000021703	ENSGALP00000005647
ENSMODP00000007436	ENSGALP00000021767
ENSMODP00000013206	ENSGALP00000043249
ENSMODP00000010422	ENSGALP00000005930
ENSMODP00000005730	ENSGALP00000042547
ENSMODP00000003247	ENSGALP00000005435
ENSMODP00000004021	ENSGALP00000025121
ENSMODP00000012944	ENSGALP00000038251
ENSMODP00000009988	ENSGALP00000002155
ENSMODP00000019285	ENSGALP00000025693
ENSMODP00000020809	ENSGALP00000000638
ENSMODP00000008519	ENSGALP00000042846
ENSMODP00000029800	ENSGALP00000025470
ENSMODP00000029968	ENSGALP00000025570
ENSMODP00000032418	ENSGALP00000001192
ENSMODP00000006117	ENSGALP00000010269
ENSMODP00000028431	ENSGALP00000042614
ENSMODP00000027222	ENSGALP00000043313
ENSMODP00000035733	ENSGALP00000028046
ENSMODP00000015951	ENSGALP00000031881
ENSMODP00000015930	ENSGALP00000018030
ENSMODP00000006033	ENSGALP00000009540
ENSMODP00000035452	ENSGALP00000039673
ENSMODP00000017078	ENSGALP00000039455
ENSMODP00000023687	ENSGALP00000019565
ENSMODP00000016866	ENSGALP00000040869
ENSMODP00000012290	ENSGALP00000042527
ENSMODP00000027971	ENSGALP00000000547
ENSMODP00000004562	ENSGALP00000021337
ENSMODP00000035156	ENSGALP00000021613
ENSMODP00000002895	ENSGALP00000017847
ENSMODP00000031719	ENSGALP00000041266
ENSMODP00000022010	ENSGALP00000002121
ENSMODP00000013169	ENSGALP00000004753
ENSMODP00000012867	ENSGALP00000004719
ENSMODP00000025122	ENSGALP00000011922
ENSMODP00000000393	ENSGALP00000007454
ENSMODP00000010524	ENSGALP00000008056
ENSMODP00000014650	ENSGALP00000019106
ENSMODP00000019737	ENSGALP00000004548
ENSMODP00000003655	ENSGALP00000011441
ENSMODP00000006760	ENSGALP00000002364
ENSMODP00000001485	ENSGALP00000015057
ENSMODP00000023768	ENSGALP00000022098
ENSMODP00000001536	ENSGALP00000015063
ENSMODP00000007488	ENSGALP00000006813
ENSMODP00000024707	ENSGALP00000001360
ENSMODP00000021429	ENSGALP00000013507
ENSMODP00000013950	ENSGALP00000034387
ENSMODP00000024364	ENSGALP00000041591
ENSMODP00000006514	ENSGALP00000025868
ENSMODP00000015140	ENSGALP00000026291
ENSMODP00000019479	ENSGALP00000005653
ENSMODP00000000663	ENSGALP00000035639
ENSMODP00000001833	ENSGALP00000017863
ENSMODP00000036422	ENSGALP00000040839
ENSMODP00000024446	ENSGALP00000011509
ENSMODP00000006791	ENSGALP00000042383
ENSMODP00000001507	ENSGALP00000015061
ENSMODP00000023162	ENSGALP00000018902
ENSMODP00000037491	ENSGALP00000022686
ENSMODP00000028231	ENSGALP00000008237
ENSMODP00000009115	ENSGALP00000025664
ENSMODP00000024329	ENSGALP00000038582
ENSMODP00000000322	ENSGALP00000018974
ENSMODP00000015816	ENSGALP00000020091
ENSMODP00000015261	ENSGALP00000007511
ENSMODP00000015203	ENSGALP00000011537
ENSMODP00000010751	ENSGALP00000033786
ENSMODP00000021839	ENSGALP00000022601
ENSMODP00000036747	ENSGALP00000005520
ENSMODP00000001192	ENSGALP00000013377
ENSMODP00000007978	ENSGALP00000016585
ENSMODP00000011421	ENSGALP00000006201
ENSMODP00000005377	ENSGALP00000009566
ENSMODP00000037665	ENSGALP00000037723
ENSMODP00000012373	ENSGALP00000006742
ENSMODP00000001631	ENSGALP00000005627
ENSMODP00000012133	ENSGALP00000009080
ENSMODP00000022919	ENSGALP00000021163
ENSMODP00000022928	ENSGALP00000021166
ENSMODP00000006939	ENSGALP00000007775
ENSMODP00000007406	ENSGALP00000007859
ENSMODP00000009009	ENSGALP00000010357
ENSMODP00000038517	ENSGALP00000026867
ENSMODP00000016841	ENSGALP00000000778
ENSMODP00000028150	ENSGALP00000041824
ENSMODP00000005801	ENSGALP00000009114
ENSMODP00000020273	ENSGALP00000006839
ENSMODP00000008550	ENSGALP00000035875
ENSMODP00000008535	ENSGALP00000035874
ENSMODP00000010729	ENSGALP00000020515
ENSMODP00000022116	ENSGALP00000037394
ENSMODP00000029462	ENSGALP00000022646
ENSMODP00000013825	ENSGALP00000002021
ENSMODP00000026810	ENSGALP00000023784
ENSMODP00000019131	ENSGALP00000039206
ENSMODP00000020026	ENSGALP00000009285
ENSMODP00000016657	ENSGALP00000000312
ENSMODP00000040351	ENSGALP00000018929
ENSMODP00000004034	ENSGALP00000036272
ENSMODP00000000389	ENSGALP00000018910
ENSMODP00000004070	ENSGALP00000030359
ENSMODP00000010672	ENSGALP00000009304
ENSMODP00000018391	ENSGALP00000001522
ENSMODP00000011604	ENSGALP00000037374
ENSMODP00000000256	ENSGALP00000031614
ENSMODP00000002143	ENSGALP00000027039
ENSMODP00000026584	ENSGALP00000038118
ENSMODP00000018737	ENSGALP00000022986
ENSMODP00000035310	ENSGALP00000030305
ENSMODP00000025478	ENSGALP00000028881
ENSMODP00000037146	ENSGALP00000016197
ENSMODP00000000680	ENSGALP00000022141
ENSMODP00000004425	ENSGALP00000008460
ENSMODP00000002821	ENSGALP00000009944
ENSMODP00000005657	ENSGALP00000014318
ENSMODP00000022296	ENSGALP00000031997
ENSMODP00000022934	ENSGALP00000012267
ENSMODP00000039959	ENSGALP00000027397
ENSMODP00000006185	ENSGALP00000009440
ENSMODP00000015501	ENSGALP00000006510
ENSMODP00000025097	ENSGALP00000042410
ENSMODP00000022969	ENSGALP00000041980
ENSMODP00000015552	ENSGALP00000008665
ENSMODP00000021438	ENSGALP00000014456
ENSMODP00000000881	ENSGALP00000036529
ENSMODP00000008886	ENSGALP00000002963
ENSMODP00000012219	ENSGALP00000042946
ENSMODP00000036505	ENSGALP00000027275
ENSMODP00000021468	ENSGALP00000013497
ENSMODP00000037356	ENSGALP00000011703
ENSMODP00000012432	ENSGALP00000027274
ENSMODP00000020334	ENSGALP00000041905
ENSMODP00000000390	ENSGALP00000007048
ENSMODP00000017156	ENSGALP00000020843
ENSMODP00000016542	ENSGALP00000003955
ENSMODP00000004096	ENSGALP00000008340
ENSMODP00000004648	ENSGALP00000033262
ENSMODP00000007537	ENSGALP00000041660
ENSMODP00000000770	ENSGALP00000003021
ENSMODP00000001186	ENSGALP00000004192
ENSMODP00000024653	ENSGALP00000001568
ENSMODP00000018420	ENSGALP00000027333
ENSMODP00000033851	ENSGALP00000030701
ENSMODP00000006137	ENSGALP00000026036
ENSMODP00000021793	ENSGALP00000022555
ENSMODP00000010102	ENSGALP00000024969
ENSMODP00000024642	ENSGALP00000037794
ENSMODP00000013092	ENSGALP00000014423
ENSMODP00000016604	ENSGALP00000019935
ENSMODP00000001277	ENSGALP00000018052
ENSMODP00000024412	ENSGALP00000023705
ENSMODP00000015932	ENSGALP00000002570
ENSMODP00000022592	ENSGALP00000024934
ENSMODP00000004206	ENSGALP00000043021
ENSMODP00000020911	ENSGALP00000003842
ENSMODP00000014117	ENSGALP00000009102
ENSMODP00000022670	ENSGALP00000024300
ENSMODP00000021891	ENSGALP00000002649
ENSMODP00000005211	ENSGALP00000007304
ENSMODP00000024701	ENSGALP00000037868
ENSMODP00000030396	ENSGALP00000001875
ENSMODP00000030395	ENSGALP00000001874
ENSMODP00000030484	ENSGALP00000001370
ENSMODP00000012376	ENSGALP00000014503
ENSMODP00000018969	ENSGALP00000013591
ENSMODP00000040167	ENSGALP00000038353
ENSMODP00000036251	ENSGALP00000013506
ENSMODP00000007353	ENSGALP00000019870
ENSMODP00000001598	ENSGALP00000029853
ENSMODP00000031781	ENSGALP00000002083
ENSMODP00000022668	ENSGALP00000025115
ENSMODP00000022388	ENSGALP00000040021
ENSMODP00000022141	ENSGALP00000023950
ENSMODP00000023364	ENSGALP00000024929
ENSMODP00000028958	ENSGALP00000036053
ENSMODP00000010075	ENSGALP00000027629
ENSMODP00000016097	ENSGALP00000006464
ENSMODP00000002962	ENSGALP00000015567
ENSMODP00000005404	ENSGALP00000008876
ENSMODP00000033449	ENSGALP00000027628
ENSMODP00000014206	ENSGALP00000001471
ENSMODP00000027822	ENSGALP00000038397
ENSMODP00000026549	ENSGALP00000004122
ENSMODP00000027369	ENSGALP00000017469
ENSMODP00000001684	ENSGALP00000015989
ENSMODP00000029573	ENSGALP00000042012
ENSMODP00000022522	ENSGALP00000024847
ENSMODP00000026240	ENSGALP00000025484
ENSMODP00000022196	ENSGALP00000003269
ENSMODP00000016371	ENSGALP00000041189
ENSMODP00000013814	ENSGALP00000002910
ENSMODP00000013819	ENSGALP00000016913
ENSMODP00000036431	ENSGALP00000015306
ENSMODP00000011093	ENSGALP00000006483
ENSMODP00000018433	ENSGALP00000027694
ENSMODP00000018762	ENSGALP00000013849
ENSMODP00000004822	ENSGALP00000000148
ENSMODP00000027595	ENSGALP00000006553
ENSMODP00000022563	ENSGALP00000023296
ENSMODP00000022377	ENSGALP00000003959
ENSMODP00000005186	ENSGALP00000006561
ENSMODP00000033041	ENSGALP00000027411
ENSMODP00000036378	ENSGALP00000003121
ENSMODP00000009790	ENSGALP00000027220
ENSMODP00000036016	ENSGALP00000002610
ENSMODP00000006557	ENSGALP00000023798
ENSMODP00000022894	ENSGALP00000040988
ENSMODP00000005244	ENSGALP00000039814
ENSMODP00000000091	ENSGALP00000019818
ENSMODP00000027592	ENSGALP00000006528
ENSMODP00000032054	ENSGALP00000001132
ENSMODP00000026664	ENSGALP00000005682
ENSMODP00000007838	ENSGALP00000018703
ENSMODP00000003559	ENSGALP00000024551
ENSMODP00000005850	ENSGALP00000006922
ENSMODP00000009522	ENSGALP00000027949
ENSMODP00000032578	ENSGALP00000027948
ENSMODP00000019750	ENSGALP00000016845
ENSMODP00000017777	ENSGALP00000008462
ENSMODP00000015086	ENSGALP00000013419
ENSMODP00000017754	ENSGALP00000038419
ENSMODP00000015108	ENSGALP00000013415
ENSMODP00000024272	ENSGALP00000013565
ENSMODP00000001679	ENSGALP00000000358
ENSMODP00000011633	ENSGALP00000002008
ENSMODP00000000763	ENSGALP00000001050
ENSMODP00000025804	ENSGALP00000022818
ENSMODP00000025797	ENSGALP00000022821
ENSMODP00000014600	ENSGALP00000007936
ENSMODP00000021490	ENSGALP00000026666
ENSMODP00000010566	ENSGALP00000006120
ENSMODP00000008379	ENSGALP00000003368
ENSMODP00000025732	ENSGALP00000001956
ENSMODP00000022794	ENSGALP00000025399
ENSMODP00000022793	ENSGALP00000025397
ENSMODP00000037991	ENSGALP00000023243
ENSMODP00000009774	ENSGALP00000002581
ENSMODP00000025784	ENSGALP00000022923
ENSMODP00000001077	ENSGALP00000026977
ENSMODP00000007322	ENSGALP00000011732
ENSMODP00000002131	ENSGALP00000015289
ENSMODP00000031431	ENSGALP00000007885
ENSMODP00000021578	ENSGALP00000026696
ENSMODP00000004466	ENSGALP00000017513
ENSMODP00000011170	ENSGALP00000033861
ENSMODP00000001758	ENSGALP00000031420
ENSMODP00000011662	ENSGALP00000003884
ENSMODP00000022418	ENSGALP00000036432
ENSMODP00000021398	ENSGALP00000007795
ENSMODP00000020004	ENSGALP00000015129
ENSMODP00000005132	ENSGALP00000024286
ENSMODP00000012320	ENSGALP00000012108
ENSMODP00000009681	ENSGALP00000009367
ENSMODP00000013567	ENSGALP00000019479
ENSMODP00000032628	ENSGALP00000019144
ENSMODP00000024635	ENSGALP00000001738
ENSMODP00000015917	ENSGALP00000003510
ENSMODP00000013524	ENSGALP00000019474
ENSMODP00000009339	ENSGALP00000009521
ENSMODP00000017096	ENSGALP00000020939
ENSMODP00000000415	ENSGALP00000003163
ENSMODP00000029046	ENSGALP00000000209
ENSMODP00000016711	ENSGALP00000042818
ENSMODP00000001310	ENSGALP00000020157
ENSMODP00000007616	ENSGALP00000031194
ENSMODP00000014255	ENSGALP00000019246
ENSMODP00000016494	ENSGALP00000042198
ENSMODP00000018741	ENSGALP00000041415
ENSMODP00000032599	ENSGALP00000019109
ENSMODP00000000510	ENSGALP00000008174
ENSMODP00000006425	ENSGALP00000019580
ENSMODP00000006279	ENSGALP00000019573
ENSMODP00000022261	ENSGALP00000042300
ENSMODP00000020020	ENSGALP00000008679
ENSMODP00000008529	ENSGALP00000039457
ENSMODP00000018696	ENSGALP00000016484
ENSMODP00000014021	ENSGALP00000032532
ENSMODP00000010550	ENSGALP00000041426
ENSMODP00000007237	ENSGALP00000011763
ENSMODP00000009557	ENSGALP00000034151
ENSMODP00000025760	ENSGALP00000022934
ENSMODP00000007299	ENSGALP00000011765
ENSMODP00000001000	ENSGALP00000026976
ENSMODP00000025764	ENSGALP00000022932
ENSMODP00000009595	ENSGALP00000002606
ENSMODP00000009659	ENSGALP00000002598
ENSMODP00000025776	ENSGALP00000022926
ENSMODP00000024825	ENSGALP00000013486
ENSMODP00000022743	ENSGALP00000018818
ENSMODP00000009960	ENSGALP00000017630
ENSMODP00000004432	ENSGALP00000016512
ENSMODP00000000529	ENSGALP00000017370
ENSMODP00000010091	ENSGALP00000017869
ENSMODP00000016547	ENSGALP00000020214
ENSMODP00000036954	ENSGALP00000019824
ENSMODP00000006916	ENSGALP00000016869
ENSMODP00000005135	ENSGALP00000015691
ENSMODP00000020873	ENSGALP00000042556
ENSMODP00000011536	ENSGALP00000019234
ENSMODP00000005293	ENSGALP00000020451
ENSMODP00000015839	ENSGALP00000022048
ENSMODP00000000609	ENSGALP00000027736
ENSMODP00000015542	ENSGALP00000007301
ENSMODP00000000987	ENSGALP00000016283
ENSMODP00000012934	ENSGALP00000011948
ENSMODP00000023210	ENSGALP00000026022
ENSMODP00000000700	ENSGALP00000025992
ENSMODP00000010893	ENSGALP00000033049
ENSMODP00000013743	ENSGALP00000002444
ENSMODP00000024041	ENSGALP00000036855
ENSMODP00000006219	ENSGALP00000029335
ENSMODP00000019385	ENSGALP00000014686
ENSMODP00000000128	ENSGALP00000014021
ENSMODP00000041218	ENSGALP00000036566
ENSMODP00000037259	ENSGALP00000017932
ENSMODP00000024012	ENSGALP00000024493
ENSMODP00000015969	ENSGALP00000011384
ENSMODP00000018879	ENSGALP00000005655
ENSMODP00000020848	ENSGALP00000021606
ENSMODP00000035172	ENSGALP00000020539
ENSMODP00000012995	ENSGALP00000014591
ENSMODP00000016638	ENSGALP00000019958
ENSMODP00000013342	ENSGALP00000004173
ENSMODP00000012596	ENSGALP00000014220
ENSMODP00000014402	ENSGALP00000040950
ENSMODP00000011123	ENSGALP00000037814
ENSMODP00000011761	ENSGALP00000012982
ENSMODP00000024269	ENSGALP00000023991
ENSMODP00000018740	ENSGALP00000042088
ENSMODP00000026183	ENSGALP00000015959
ENSMODP00000031958	ENSGALP00000001994
ENSMODP00000034806	ENSGALP00000009572
ENSMODP00000021968	ENSGALP00000016217
ENSMODP00000002765	ENSGALP00000009890
ENSMODP00000014639	ENSGALP00000000183
ENSMODP00000020723	ENSGALP00000012034
ENSMODP00000022299	ENSGALP00000024172
ENSMODP00000026770	ENSGALP00000042665
ENSMODP00000009199	ENSGALP00000025085
ENSMODP00000020952	ENSGALP00000038918
ENSMODP00000008742	ENSGALP00000027908
ENSMODP00000023067	ENSGALP00000043329
ENSMODP00000016737	ENSGALP00000030644
ENSMODP00000032788	ENSGALP00000038088
ENSMODP00000016774	ENSGALP00000042115
ENSMODP00000012176	ENSGALP00000039883
ENSMODP00000007990	ENSGALP00000017912
ENSMODP00000007953	ENSGALP00000017960
ENSMODP00000008632	ENSGALP00000017788
ENSMODP00000035907	ENSGALP00000001033
ENSMODP00000021125	ENSGALP00000008367
ENSMODP00000011239	ENSGALP00000019769
ENSMODP00000027428	ENSGALP00000012318
ENSMODP00000015703	ENSGALP00000035486
ENSMODP00000022989	ENSGALP00000021230
ENSMODP00000006204	ENSGALP00000009390
ENSMODP00000014108	ENSGALP00000027400
ENSMODP00000013435	ENSGALP00000012437
ENSMODP00000017747	ENSGALP00000012625
ENSMODP00000022661	ENSGALP00000040947
ENSMODP00000002206	ENSGALP00000008142
ENSMODP00000034980	ENSGALP00000017509
ENSMODP00000033722	ENSGALP00000015685
ENSMODP00000034137	ENSGALP00000020999
ENSMODP00000015965	ENSGALP00000007040
ENSMODP00000020849	ENSGALP00000008286
ENSMODP00000005427	ENSGALP00000006654
ENSMODP00000007525	ENSGALP00000015844
ENSMODP00000012012	ENSGALP00000008997
ENSMODP00000006543	ENSGALP00000019587
ENSMODP00000024625	ENSGALP00000037820
ENSMODP00000018781	ENSGALP00000004930
ENSMODP00000001882	ENSGALP00000014816
ENSMODP00000025921	ENSGALP00000018445
ENSMODP00000000857	ENSGALP00000037893
ENSMODP00000001087	ENSGALP00000014437
ENSMODP00000017533	ENSGALP00000001622
ENSMODP00000017522	ENSGALP00000039637
ENSMODP00000017515	ENSGALP00000001725
ENSMODP00000024646	ENSGALP00000001637
ENSMODP00000017622	ENSGALP00000010309
ENSMODP00000029356	ENSGALP00000036714
ENSMODP00000021319	ENSGALP00000026589
ENSMODP00000005984	ENSGALP00000043092
ENSMODP00000024473	ENSGALP00000011319
ENSMODP00000024548	ENSGALP00000037878
ENSMODP00000035249	ENSGALP00000015286
ENSMODP00000040860	ENSGALP00000013260
ENSMODP00000007888	ENSGALP00000018787
ENSMODP00000012161	ENSGALP00000014983
ENSMODP00000007282	ENSGALP00000010688
ENSMODP00000007377	ENSGALP00000032161
ENSMODP00000023640	ENSGALP00000019524
ENSMODP00000011395	ENSGALP00000015199
ENSMODP00000023167	ENSGALP00000027964
ENSMODP00000008866	ENSGALP00000019976
ENSMODP00000010636	ENSGALP00000017905
ENSMODP00000007826	ENSGALP00000033314
ENSMODP00000034042	ENSGALP00000020950
ENSMODP00000023999	ENSGALP00000009104
ENSMODP00000036274	ENSGALP00000024805
ENSMODP00000022656	ENSGALP00000025101
ENSMODP00000024762	ENSGALP00000009583
ENSMODP00000009883	ENSGALP00000025571
ENSMODP00000002254	ENSGALP00000002915
ENSMODP00000017595	ENSGALP00000001487
ENSMODP00000000948	ENSGALP00000027710
ENSMODP00000019439	ENSGALP00000003874
ENSMODP00000000800	ENSGALP00000027709
ENSMODP00000012194	ENSGALP00000009176
ENSMODP00000035939	ENSGALP00000022531
ENSMODP00000025859	ENSGALP00000009175
ENSMODP00000012168	ENSGALP00000009178
ENSMODP00000033356	ENSGALP00000027559
ENSMODP00000005261	ENSGALP00000001710
ENSMODP00000006035	ENSGALP00000025286
ENSMODP00000005258	ENSGALP00000005237
ENSMODP00000010602	ENSGALP00000037940
ENSMODP00000026063	ENSGALP00000012356
ENSMODP00000011380	ENSGALP00000027556
ENSMODP00000025863	ENSGALP00000022522
ENSMODP00000004800	ENSGALP00000009174
ENSMODP00000001035	ENSGALP00000016290
ENSMODP00000015800	ENSGALP00000012962
ENSMODP00000006556	ENSGALP00000019616
ENSMODP00000012064	ENSGALP00000009006
ENSMODP00000000649	ENSGALP00000008145
ENSMODP00000015470	ENSGALP00000034774
ENSMODP00000019548	ENSGALP00000000322
ENSMODP00000006736	ENSGALP00000002511
ENSMODP00000002711	ENSGALP00000019665
ENSMODP00000021011	ENSGALP00000016024
ENSMODP00000006295	ENSGALP00000010784
ENSMODP00000002983	ENSGALP00000002009
ENSMODP00000026145	ENSGALP00000030955
ENSMODP00000024102	ENSGALP00000006376
ENSMODP00000010114	ENSGALP00000008618
ENSMODP00000000069	ENSGALP00000026866
ENSMODP00000012999	ENSGALP00000036105
ENSMODP00000002132	ENSGALP00000026263
ENSMODP00000026358	ENSGALP00000025548
ENSMODP00000022225	ENSGALP00000040176
ENSMODP00000028259	ENSGALP00000039376
ENSMODP00000000228	ENSGALP00000038446
ENSMODP00000036810	ENSGALP00000019155
ENSMODP00000003545	ENSGALP00000021147
ENSMODP00000002351	ENSGALP00000020639
ENSMODP00000002163	ENSGALP00000000960
ENSMODP00000025398	ENSGALP00000023897
ENSMODP00000037382	ENSGALP00000010580
ENSMODP00000026612	ENSGALP00000014211
ENSMODP00000011594	ENSGALP00000005939
ENSMODP00000006114	ENSGALP00000018946
ENSMODP00000011715	ENSGALP00000041245
ENSMODP00000019041	ENSGALP00000018747
ENSMODP00000027352	ENSGALP00000012304
ENSMODP00000011208	ENSGALP00000027564
ENSMODP00000025847	ENSGALP00000022552
ENSMODP00000024196	ENSGALP00000010303
ENSMODP00000020285	ENSGALP00000021888
ENSMODP00000008771	ENSGALP00000011528
ENSMODP00000027786	ENSGALP00000041845
ENSMODP00000000760	ENSGALP00000021819
ENSMODP00000039476	ENSGALP00000008817
ENSMODP00000003469	ENSGALP00000017595
ENSMODP00000037952	ENSGALP00000025802
ENSMODP00000022550	ENSGALP00000024893
ENSMODP00000001136	ENSGALP00000016234
ENSMODP00000010901	ENSGALP00000019338
ENSMODP00000007175	ENSGALP00000014735
ENSMODP00000025868	ENSGALP00000036747
ENSMODP00000035178	ENSGALP00000022780
ENSMODP00000034561	ENSGALP00000008620
ENSMODP00000023467	ENSGALP00000028462
ENSMODP00000024227	ENSGALP00000010386
ENSMODP00000021713	ENSGALP00000041430
ENSMODP00000024649	ENSGALP00000024131
ENSMODP00000023607	ENSGALP00000014912
ENSMODP00000013697	ENSGALP00000024387
ENSMODP00000018823	ENSGALP00000008794
ENSMODP00000004010	ENSGALP00000000853
ENSMODP00000020815	ENSGALP00000008166
ENSMODP00000026883	ENSGALP00000024371
ENSMODP00000000946	ENSGALP00000017177
ENSMODP00000024409	ENSGALP00000023703
ENSMODP00000026803	ENSGALP00000041910
ENSMODP00000004085	ENSGALP00000014265
ENSMODP00000018619	ENSGALP00000041790
ENSMODP00000013835	ENSGALP00000005505
ENSMODP00000019740	ENSGALP00000036002
ENSMODP00000019905	ENSGALP00000039626
ENSMODP00000008480	ENSGALP00000042150
ENSMODP00000009070	ENSGALP00000042064
ENSMODP00000040419	ENSGALP00000036658
ENSMODP00000000138	ENSGALP00000026898
ENSMODP00000040545	ENSGALP00000042765
ENSMODP00000002855	ENSGALP00000041053
ENSMODP00000002147	ENSGALP00000041364
ENSMODP00000025643	ENSGALP00000041112
ENSMODP00000001499	ENSGALP00000020477
ENSMODP00000024634	ENSGALP00000041379
ENSMODP00000008388	ENSGALP00000041949
ENSMODP00000004378	ENSGALP00000005255
ENSMODP00000039692	ENSGALP00000040726
ENSMODP00000005828	ENSGALP00000001717
ENSMODP00000020796	ENSGALP00000000943
ENSMODP00000019172	ENSGALP00000042848
ENSMODP00000033603	ENSGALP00000001745
ENSMODP00000026244	ENSGALP00000029713
ENSMODP00000016600	ENSGALP00000009251
ENSMODP00000018974	ENSGALP00000001801
ENSMODP00000032200	ENSGALP00000030567
ENSMODP00000023562	ENSGALP00000019282
ENSMODP00000015806	ENSGALP00000030342
ENSMODP00000032552	ENSGALP00000018290
ENSMODP00000015327	ENSGALP00000012967
ENSMODP00000013080	ENSGALP00000005673
ENSMODP00000021315	ENSGALP00000040238
ENSMODP00000006984	ENSGALP00000019635
ENSMODP00000025742	ENSGALP00000002221
ENSMODP00000008352	ENSGALP00000023517
ENSMODP00000023736	ENSGALP00000018629
ENSMODP00000005222	ENSGALP00000020449
ENSMODP00000005889	ENSGALP00000001788
ENSMODP00000026245	ENSGALP00000025820
ENSMODP00000032292	ENSGALP00000006967
ENSMODP00000021264	ENSGALP00000019985
ENSMODP00000001663	ENSGALP00000007506
ENSMODP00000007740	ENSGALP00000018680
ENSMODP00000017877	ENSGALP00000011476
ENSMODP00000005872	ENSGALP00000001765
ENSMODP00000038084	ENSGALP00000025821
ENSMODP00000032291	ENSGALP00000006963
ENSMODP00000008683	ENSGALP00000032081
ENSMODP00000022169	ENSGALP00000042246
ENSMODP00000002378	ENSGALP00000016979
ENSMODP00000005624	ENSGALP00000006100
ENSMODP00000002541	ENSGALP00000001295
ENSMODP00000014998	ENSGALP00000003578
ENSMODP00000015223	ENSGALP00000007550
ENSMODP00000019084	ENSGALP00000017229
ENSMODP00000006411	ENSGALP00000038056
ENSMODP00000007737	ENSGALP00000022903
ENSMODP00000010188	ENSGALP00000011969
ENSMODP00000019004	ENSGALP00000003758
ENSMODP00000019113	ENSGALP00000013664
ENSMODP00000012377	ENSGALP00000015593
ENSMODP00000014867	ENSGALP00000004310
ENSMODP00000032282	ENSGALP00000017877
ENSMODP00000026374	ENSGALP00000026115
ENSMODP00000011577	ENSGALP00000008114
ENSMODP00000027346	ENSGALP00000011181
ENSMODP00000006111	ENSGALP00000009329
ENSMODP00000030697	ENSGALP00000005606
ENSMODP00000035312	ENSGALP00000023759
ENSMODP00000021984	ENSGALP00000022662
ENSMODP00000005185	ENSGALP00000007292
ENSMODP00000006530	ENSGALP00000020970
ENSMODP00000020279	ENSGALP00000015400
ENSMODP00000019219	ENSGALP00000011583
ENSMODP00000021683	ENSGALP00000035828
ENSMODP00000026497	ENSGALP00000008232
ENSMODP00000039040	ENSGALP00000027435
ENSMODP00000012118	ENSGALP00000027514
ENSMODP00000023804	ENSGALP00000022258
ENSMODP00000009038	ENSGALP00000002905
ENSMODP00000014633	ENSGALP00000007270
ENSMODP00000006741	ENSGALP00000020952
ENSMODP00000007054	ENSGALP00000020954
