ENSTGUP00000008915	ENSDARP00000074624
ENSTGUP00000011458	ENSDARP00000093667
ENSTGUP00000011870	ENSDARP00000053398
ENSTGUP00000001372	ENSDARP00000108190
ENSTGUP00000014518	ENSDARP00000070002
ENSTGUP00000003209	ENSDARP00000042219
ENSTGUP00000007814	ENSDARP00000071929
ENSTGUP00000006711	ENSDARP00000081336
ENSTGUP00000007526	ENSDARP00000008096
ENSTGUP00000013022	ENSDARP00000088027
ENSTGUP00000004414	ENSDARP00000106807
ENSTGUP00000004339	ENSDARP00000005281
ENSTGUP00000004339	ENSDARP00000110030
ENSTGUP00000013030	ENSDARP00000009915
ENSTGUP00000009142	ENSDARP00000086564
ENSTGUP00000008616	ENSDARP00000064081
ENSTGUP00000008616	ENSDARP00000041793
ENSTGUP00000000956	ENSDARP00000067661
ENSTGUP00000005465	ENSDARP00000116687
ENSTGUP00000011929	ENSDARP00000117953
ENSTGUP00000011929	ENSDARP00000119968
ENSTGUP00000011936	ENSDARP00000102943
ENSTGUP00000011936	ENSDARP00000110385
ENSTGUP00000003307	ENSDARP00000078195
ENSTGUP00000010251	ENSDARP00000100646
ENSTGUP00000010251	ENSDARP00000104250
ENSTGUP00000012056	ENSDARP00000079716
ENSTGUP00000000769	ENSDARP00000129408
ENSTGUP00000000769	ENSDARP00000039745
ENSTGUP00000003118	ENSDARP00000098469
ENSTGUP00000003118	ENSDARP00000122496
ENSTGUP00000006317	ENSDARP00000129410
ENSTGUP00000001036	ENSDARP00000058626
ENSTGUP00000004807	ENSDARP00000092043
ENSTGUP00000008394	ENSDARP00000118507
ENSTGUP00000008757	ENSDARP00000118093
ENSTGUP00000010130	ENSDARP00000122836
ENSTGUP00000006704	ENSDARP00000087440
ENSTGUP00000007156	ENSDARP00000067072
ENSTGUP00000000504	ENSDARP00000106491
ENSTGUP00000005392	ENSDARP00000096455
ENSTGUP00000008446	ENSDARP00000126821
ENSTGUP00000008446	ENSDARP00000099731
ENSTGUP00000002747	ENSDARP00000080204
ENSTGUP00000011468	ENSDARP00000102822
ENSTGUP00000009967	ENSDARP00000125877
ENSTGUP00000012642	ENSDARP00000101690
ENSTGUP00000002571	ENSDARP00000106520
ENSTGUP00000002571	ENSDARP00000103681
ENSTGUP00000012958	ENSDARP00000116703
ENSTGUP00000012958	ENSDARP00000129244
ENSTGUP00000007210	ENSDARP00000066456
ENSTGUP00000009917	ENSDARP00000026343
ENSTGUP00000001570	ENSDARP00000112770
ENSTGUP00000011587	ENSDARP00000097956
ENSTGUP00000011587	ENSDARP00000097720
ENSTGUP00000012968	ENSDARP00000098441
ENSTGUP00000015970	ENSDARP00000063441
ENSTGUP00000004902	ENSDARP00000022100
ENSTGUP00000012970	ENSDARP00000111867
ENSTGUP00000004897	ENSDARP00000027451
ENSTGUP00000011431	ENSDARP00000104112
ENSTGUP00000011431	ENSDARP00000113605
ENSTGUP00000007142	ENSDARP00000083913
ENSTGUP00000007142	ENSDARP00000082409
ENSTGUP00000006176	ENSDARP00000008954
ENSTGUP00000006176	ENSDARP00000117426
ENSTGUP00000005168	ENSDARP00000096531
ENSTGUP00000005168	ENSDARP00000057237
ENSTGUP00000017566	ENSDARP00000028581
ENSTGUP00000005306	ENSDARP00000084869
ENSTGUP00000017358	ENSDARP00000123342
ENSTGUP00000017358	ENSDARP00000113441
ENSTGUP00000007400	ENSDARP00000078874
ENSTGUP00000007159	ENSDARP00000124840
ENSTGUP00000011609	ENSDARP00000107119
ENSTGUP00000004131	ENSDARP00000087771
ENSTGUP00000009849	ENSDARP00000080637
ENSTGUP00000007119	ENSDARP00000088259
ENSTGUP00000007119	ENSDARP00000067654
ENSTGUP00000010419	ENSDARP00000030741
ENSTGUP00000002739	ENSDARP00000013442
ENSTGUP00000002271	ENSDARP00000100443
ENSTGUP00000001814	ENSDARP00000018003
ENSTGUP00000012658	ENSDARP00000122173
ENSTGUP00000007618	ENSDARP00000084255
ENSTGUP00000003710	ENSDARP00000080759
ENSTGUP00000007822	ENSDARP00000112101
ENSTGUP00000013800	ENSDARP00000026694
ENSTGUP00000006572	ENSDARP00000101084
ENSTGUP00000018295	ENSDARP00000062628
ENSTGUP00000007641	ENSDARP00000116712
ENSTGUP00000018121	ENSDARP00000043396
ENSTGUP00000017553	ENSDARP00000024683
ENSTGUP00000017553	ENSDARP00000015726
ENSTGUP00000007637	ENSDARP00000067599
ENSTGUP00000006879	ENSDARP00000071815
ENSTGUP00000006879	ENSDARP00000006831
ENSTGUP00000017449	ENSDARP00000047019
ENSTGUP00000013927	ENSDARP00000104936
ENSTGUP00000013927	ENSDARP00000091879
ENSTGUP00000009480	ENSDARP00000096734
ENSTGUP00000009480	ENSDARP00000086788
ENSTGUP00000009074	ENSDARP00000084476
ENSTGUP00000009074	ENSDARP00000086783
ENSTGUP00000012657	ENSDARP00000100304
ENSTGUP00000015603	ENSDARP00000112455
ENSTGUP00000015603	ENSDARP00000059794
ENSTGUP00000006163	ENSDARP00000054471
ENSTGUP00000007332	ENSDARP00000124413
ENSTGUP00000007332	ENSDARP00000051538
ENSTGUP00000000247	ENSDARP00000102358
ENSTGUP00000006398	ENSDARP00000015225
ENSTGUP00000000395	ENSDARP00000110855
ENSTGUP00000008938	ENSDARP00000040110
ENSTGUP00000008938	ENSDARP00000072417
ENSTGUP00000009681	ENSDARP00000124664
ENSTGUP00000012151	ENSDARP00000095009
ENSTGUP00000012151	ENSDARP00000088855
ENSTGUP00000012832	ENSDARP00000104801
ENSTGUP00000012624	ENSDARP00000101999
ENSTGUP00000012624	ENSDARP00000106841
ENSTGUP00000013858	ENSDARP00000038211
ENSTGUP00000013858	ENSDARP00000118019
ENSTGUP00000001636	ENSDARP00000099134
ENSTGUP00000000447	ENSDARP00000128785
ENSTGUP00000002998	ENSDARP00000123565
ENSTGUP00000002998	ENSDARP00000094342
ENSTGUP00000003214	ENSDARP00000116997
ENSTGUP00000000757	ENSDARP00000010256
ENSTGUP00000000757	ENSDARP00000044734
ENSTGUP00000013063	ENSDARP00000054598
ENSTGUP00000013063	ENSDARP00000024670
ENSTGUP00000003783	ENSDARP00000043179
ENSTGUP00000003783	ENSDARP00000049290
ENSTGUP00000012585	ENSDARP00000085057
ENSTGUP00000012585	ENSDARP00000091856
ENSTGUP00000017868	ENSDARP00000113964
ENSTGUP00000011295	ENSDARP00000111258
ENSTGUP00000013747	ENSDARP00000027181
ENSTGUP00000012871	ENSDARP00000110832
ENSTGUP00000002651	ENSDARP00000111502
ENSTGUP00000005537	ENSDARP00000089658
ENSTGUP00000002657	ENSDARP00000102929
ENSTGUP00000000899	ENSDARP00000128308
ENSTGUP00000008657	ENSDARP00000118808
ENSTGUP00000009740	ENSDARP00000129298
ENSTGUP00000013832	ENSDARP00000103376
ENSTGUP00000002741	ENSDARP00000045017
ENSTGUP00000013877	ENSDARP00000062479
ENSTGUP00000011683	ENSDARP00000102031
ENSTGUP00000008027	ENSDARP00000010616
ENSTGUP00000010444	ENSDARP00000006235
ENSTGUP00000000990	ENSDARP00000124066
ENSTGUP00000000136	ENSDARP00000104189
ENSTGUP00000008388	ENSDARP00000106254
ENSTGUP00000014199	ENSDARP00000092779
ENSTGUP00000015504	ENSDARP00000027383
ENSTGUP00000015304	ENSDARP00000069305
ENSTGUP00000003066	ENSDARP00000115099
ENSTGUP00000012782	ENSDARP00000003360
ENSTGUP00000012782	ENSDARP00000021833
ENSTGUP00000013901	ENSDARP00000048429
ENSTGUP00000013901	ENSDARP00000127470
ENSTGUP00000001482	ENSDARP00000003530
ENSTGUP00000001482	ENSDARP00000104215
ENSTGUP00000008591	ENSDARP00000097944
ENSTGUP00000010688	ENSDARP00000081734
ENSTGUP00000006491	ENSDARP00000064717
ENSTGUP00000005630	ENSDARP00000093565
ENSTGUP00000005630	ENSDARP00000069171
ENSTGUP00000006738	ENSDARP00000030826
ENSTGUP00000006738	ENSDARP00000026925
ENSTGUP00000008406	ENSDARP00000066191
ENSTGUP00000006521	ENSDARP00000012434
ENSTGUP00000003951	ENSDARP00000113142
ENSTGUP00000013521	ENSDARP00000008780
ENSTGUP00000013521	ENSDARP00000120492
ENSTGUP00000002277	ENSDARP00000012264
ENSTGUP00000002277	ENSDARP00000022579
ENSTGUP00000004518	ENSDARP00000100985
ENSTGUP00000004642	ENSDARP00000069429
ENSTGUP00000007277	ENSDARP00000055335
ENSTGUP00000004480	ENSDARP00000096391
ENSTGUP00000008599	ENSDARP00000054367
ENSTGUP00000001033	ENSDARP00000121096
ENSTGUP00000000021	ENSDARP00000010091
ENSTGUP00000012180	ENSDARP00000061498
ENSTGUP00000012180	ENSDARP00000074800
ENSTGUP00000009852	ENSDARP00000106824
ENSTGUP00000009852	ENSDARP00000056883
ENSTGUP00000004650	ENSDARP00000071978
ENSTGUP00000002421	ENSDARP00000118528
ENSTGUP00000010179	ENSDARP00000022348
ENSTGUP00000006067	ENSDARP00000069031
ENSTGUP00000003346	ENSDARP00000059832
ENSTGUP00000009061	ENSDARP00000090643
ENSTGUP00000008687	ENSDARP00000073990
ENSTGUP00000015285	ENSDARP00000109250
ENSTGUP00000006537	ENSDARP00000104664
ENSTGUP00000010737	ENSDARP00000094910
ENSTGUP00000008664	ENSDARP00000044677
ENSTGUP00000001504	ENSDARP00000090772
ENSTGUP00000008625	ENSDARP00000005716
ENSTGUP00000010903	ENSDARP00000109475
ENSTGUP00000016176	ENSDARP00000082641
ENSTGUP00000010277	ENSDARP00000108864
ENSTGUP00000013094	ENSDARP00000087554
ENSTGUP00000008033	ENSDARP00000108215
ENSTGUP00000005056	ENSDARP00000117883
ENSTGUP00000005056	ENSDARP00000120558
ENSTGUP00000009572	ENSDARP00000093330
ENSTGUP00000013518	ENSDARP00000128493
ENSTGUP00000013518	ENSDARP00000119933
ENSTGUP00000004353	ENSDARP00000111809
ENSTGUP00000012619	ENSDARP00000008527
ENSTGUP00000011604	ENSDARP00000024987
ENSTGUP00000013330	ENSDARP00000041299
ENSTGUP00000013330	ENSDARP00000110930
ENSTGUP00000009130	ENSDARP00000072712
ENSTGUP00000013165	ENSDARP00000109370
ENSTGUP00000002859	ENSDARP00000088795
ENSTGUP00000002663	ENSDARP00000104593
ENSTGUP00000017617	ENSDARP00000110804
ENSTGUP00000003333	ENSDARP00000118424
ENSTGUP00000003333	ENSDARP00000112161
ENSTGUP00000000511	ENSDARP00000106720
ENSTGUP00000017406	ENSDARP00000124159
ENSTGUP00000017406	ENSDARP00000123523
ENSTGUP00000002862	ENSDARP00000124904
ENSTGUP00000005592	ENSDARP00000124055
ENSTGUP00000011201	ENSDARP00000061546
ENSTGUP00000012280	ENSDARP00000118327
ENSTGUP00000010261	ENSDARP00000118145
ENSTGUP00000000423	ENSDARP00000101065
ENSTGUP00000001342	ENSDARP00000000102
ENSTGUP00000008956	ENSDARP00000046541
ENSTGUP00000008956	ENSDARP00000017066
ENSTGUP00000003194	ENSDARP00000078225
ENSTGUP00000003194	ENSDARP00000116694
ENSTGUP00000009739	ENSDARP00000081397
ENSTGUP00000001965	ENSDARP00000045474
ENSTGUP00000011470	ENSDARP00000044313
ENSTGUP00000001390	ENSDARP00000059037
ENSTGUP00000010881	ENSDARP00000097940
ENSTGUP00000006447	ENSDARP00000099577
ENSTGUP00000012264	ENSDARP00000081131
ENSTGUP00000008407	ENSDARP00000098064
ENSTGUP00000008407	ENSDARP00000012969
ENSTGUP00000002851	ENSDARP00000078930
ENSTGUP00000004117	ENSDARP00000082939
ENSTGUP00000008276	ENSDARP00000069525
ENSTGUP00000007943	ENSDARP00000099049
ENSTGUP00000012698	ENSDARP00000039385
ENSTGUP00000013857	ENSDARP00000120042
ENSTGUP00000003375	ENSDARP00000044156
ENSTGUP00000003375	ENSDARP00000097312
ENSTGUP00000003476	ENSDARP00000024690
ENSTGUP00000003476	ENSDARP00000126281
ENSTGUP00000001207	ENSDARP00000062405
ENSTGUP00000001207	ENSDARP00000096673
ENSTGUP00000007215	ENSDARP00000127548
ENSTGUP00000007215	ENSDARP00000094387
ENSTGUP00000010533	ENSDARP00000120313
ENSTGUP00000009424	ENSDARP00000106730
ENSTGUP00000007125	ENSDARP00000084389
ENSTGUP00000010063	ENSDARP00000095341
ENSTGUP00000000268	ENSDARP00000003786
ENSTGUP00000000268	ENSDARP00000123971
ENSTGUP00000013801	ENSDARP00000109548
ENSTGUP00000007381	ENSDARP00000006774
ENSTGUP00000007381	ENSDARP00000051973
ENSTGUP00000015998	ENSDARP00000109815
ENSTGUP00000010916	ENSDARP00000096103
ENSTGUP00000010916	ENSDARP00000129862
ENSTGUP00000012007	ENSDARP00000129085
ENSTGUP00000012007	ENSDARP00000006023
ENSTGUP00000011897	ENSDARP00000072421
ENSTGUP00000011897	ENSDARP00000043683
ENSTGUP00000010967	ENSDARP00000091412
ENSTGUP00000004296	ENSDARP00000068772
ENSTGUP00000009192	ENSDARP00000052167
ENSTGUP00000008002	ENSDARP00000124843
ENSTGUP00000008828	ENSDARP00000069736
ENSTGUP00000001894	ENSDARP00000100653
ENSTGUP00000003948	ENSDARP00000122633
ENSTGUP00000005001	ENSDARP00000100966
ENSTGUP00000002833	ENSDARP00000129322
ENSTGUP00000006958	ENSDARP00000014501
ENSTGUP00000005085	ENSDARP00000101005
ENSTGUP00000007370	ENSDARP00000119614
ENSTGUP00000011307	ENSDARP00000109070
ENSTGUP00000007912	ENSDARP00000107322
ENSTGUP00000007912	ENSDARP00000109092
ENSTGUP00000007089	ENSDARP00000014779
ENSTGUP00000008496	ENSDARP00000105671
ENSTGUP00000009728	ENSDARP00000027138
ENSTGUP00000009381	ENSDARP00000087859
ENSTGUP00000009024	ENSDARP00000097279
ENSTGUP00000008928	ENSDARP00000093598
ENSTGUP00000008928	ENSDARP00000125869
ENSTGUP00000000609	ENSDARP00000073983
ENSTGUP00000011709	ENSDARP00000057184
ENSTGUP00000010518	ENSDARP00000097982
ENSTGUP00000011997	ENSDARP00000048390
ENSTGUP00000012740	ENSDARP00000009152
ENSTGUP00000010654	ENSDARP00000116976
ENSTGUP00000010654	ENSDARP00000071747
ENSTGUP00000012146	ENSDARP00000121807
ENSTGUP00000003767	ENSDARP00000047398
ENSTGUP00000004922	ENSDARP00000004149
ENSTGUP00000004922	ENSDARP00000068174
ENSTGUP00000004749	ENSDARP00000098785
ENSTGUP00000007975	ENSDARP00000099069
ENSTGUP00000007975	ENSDARP00000044029
ENSTGUP00000000985	ENSDARP00000028652
ENSTGUP00000010939	ENSDARP00000011898
ENSTGUP00000000448	ENSDARP00000091059
ENSTGUP00000005852	ENSDARP00000007209
ENSTGUP00000012008	ENSDARP00000002466
ENSTGUP00000007901	ENSDARP00000049203
ENSTGUP00000001030	ENSDARP00000112456
ENSTGUP00000000934	ENSDARP00000039570
ENSTGUP00000005209	ENSDARP00000108125
ENSTGUP00000005209	ENSDARP00000037116
ENSTGUP00000001024	ENSDARP00000108452
ENSTGUP00000000903	ENSDARP00000099138
ENSTGUP00000005497	ENSDARP00000073709
ENSTGUP00000005860	ENSDARP00000115462
ENSTGUP00000001554	ENSDARP00000011264
ENSTGUP00000001554	ENSDARP00000065379
ENSTGUP00000012434	ENSDARP00000041991
ENSTGUP00000013519	ENSDARP00000057420
ENSTGUP00000013519	ENSDARP00000014422
ENSTGUP00000016764	ENSDARP00000115544
ENSTGUP00000004766	ENSDARP00000020652
ENSTGUP00000011074	ENSDARP00000100957
ENSTGUP00000011874	ENSDARP00000121735
ENSTGUP00000013479	ENSDARP00000089195
ENSTGUP00000012875	ENSDARP00000101435
ENSTGUP00000012868	ENSDARP00000111672
ENSTGUP00000013864	ENSDARP00000106262
ENSTGUP00000007468	ENSDARP00000109117
ENSTGUP00000011407	ENSDARP00000029561
ENSTGUP00000011407	ENSDARP00000025528
ENSTGUP00000002252	ENSDARP00000079966
ENSTGUP00000002272	ENSDARP00000029313
ENSTGUP00000002272	ENSDARP00000083822
ENSTGUP00000010826	ENSDARP00000100489
ENSTGUP00000004695	ENSDARP00000044452
ENSTGUP00000004695	ENSDARP00000118028
ENSTGUP00000006228	ENSDARP00000082268
ENSTGUP00000016232	ENSDARP00000127792
ENSTGUP00000006956	ENSDARP00000102413
ENSTGUP00000006956	ENSDARP00000098054
ENSTGUP00000003952	ENSDARP00000112117
ENSTGUP00000012310	ENSDARP00000100893
ENSTGUP00000012310	ENSDARP00000018872
ENSTGUP00000011953	ENSDARP00000046210
ENSTGUP00000008056	ENSDARP00000118247
ENSTGUP00000005893	ENSDARP00000096499
ENSTGUP00000009007	ENSDARP00000068999
ENSTGUP00000002665	ENSDARP00000049829
ENSTGUP00000005007	ENSDARP00000014024
ENSTGUP00000012641	ENSDARP00000033085
ENSTGUP00000012641	ENSDARP00000003984
ENSTGUP00000004086	ENSDARP00000021260
ENSTGUP00000004086	ENSDARP00000074832
ENSTGUP00000016307	ENSDARP00000004223
ENSTGUP00000016307	ENSDARP00000089031
ENSTGUP00000004811	ENSDARP00000110017
ENSTGUP00000011603	ENSDARP00000074756
ENSTGUP00000004195	ENSDARP00000056560
ENSTGUP00000010994	ENSDARP00000090832
ENSTGUP00000004497	ENSDARP00000116071
ENSTGUP00000008215	ENSDARP00000088707
ENSTGUP00000010977	ENSDARP00000003949
ENSTGUP00000009155	ENSDARP00000062819
ENSTGUP00000002698	ENSDARP00000114513
ENSTGUP00000010205	ENSDARP00000110018
ENSTGUP00000002400	ENSDARP00000043001
ENSTGUP00000000734	ENSDARP00000080761
ENSTGUP00000018162	ENSDARP00000090100
ENSTGUP00000007302	ENSDARP00000075256
ENSTGUP00000007302	ENSDARP00000102311
ENSTGUP00000013978	ENSDARP00000013072
ENSTGUP00000011024	ENSDARP00000033713
ENSTGUP00000011567	ENSDARP00000018280
ENSTGUP00000008453	ENSDARP00000118357
ENSTGUP00000000879	ENSDARP00000107941
ENSTGUP00000008140	ENSDARP00000123391
ENSTGUP00000017575	ENSDARP00000061587
ENSTGUP00000017575	ENSDARP00000041364
ENSTGUP00000000137	ENSDARP00000096944
ENSTGUP00000000137	ENSDARP00000105437
ENSTGUP00000017764	ENSDARP00000069319
ENSTGUP00000000604	ENSDARP00000071331
ENSTGUP00000005166	ENSDARP00000102806
ENSTGUP00000006257	ENSDARP00000107613
ENSTGUP00000006257	ENSDARP00000108566
ENSTGUP00000003014	ENSDARP00000016969
ENSTGUP00000002587	ENSDARP00000005313
ENSTGUP00000009069	ENSDARP00000014904
ENSTGUP00000003204	ENSDARP00000020838
ENSTGUP00000010937	ENSDARP00000036961
ENSTGUP00000014288	ENSDARP00000087454
ENSTGUP00000014288	ENSDARP00000030948
ENSTGUP00000005638	ENSDARP00000082533
ENSTGUP00000005638	ENSDARP00000082539
ENSTGUP00000001874	ENSDARP00000114785
ENSTGUP00000001874	ENSDARP00000006703
ENSTGUP00000009983	ENSDARP00000115713
ENSTGUP00000015831	ENSDARP00000113095
ENSTGUP00000000594	ENSDARP00000125863
ENSTGUP00000005135	ENSDARP00000076416
ENSTGUP00000002964	ENSDARP00000020190
ENSTGUP00000002964	ENSDARP00000107515
ENSTGUP00000010735	ENSDARP00000089083
ENSTGUP00000009821	ENSDARP00000044704
ENSTGUP00000000596	ENSDARP00000021899
ENSTGUP00000014524	ENSDARP00000106306
ENSTGUP00000014524	ENSDARP00000024344
ENSTGUP00000005136	ENSDARP00000090879
ENSTGUP00000016067	ENSDARP00000103816
ENSTGUP00000008936	ENSDARP00000068078
ENSTGUP00000012447	ENSDARP00000067030
ENSTGUP00000000284	ENSDARP00000019044
ENSTGUP00000000284	ENSDARP00000008879
ENSTGUP00000004891	ENSDARP00000106495
ENSTGUP00000006822	ENSDARP00000113922
ENSTGUP00000012366	ENSDARP00000086006
ENSTGUP00000001120	ENSDARP00000072380
ENSTGUP00000003055	ENSDARP00000129002
ENSTGUP00000003055	ENSDARP00000085294
ENSTGUP00000010562	ENSDARP00000075492
ENSTGUP00000011928	ENSDARP00000078936
ENSTGUP00000011928	ENSDARP00000022809
ENSTGUP00000007054	ENSDARP00000104711
ENSTGUP00000009227	ENSDARP00000036537
ENSTGUP00000004688	ENSDARP00000104315
ENSTGUP00000010285	ENSDARP00000110155
ENSTGUP00000012084	ENSDARP00000100615
ENSTGUP00000004201	ENSDARP00000062617
ENSTGUP00000011417	ENSDARP00000089071
ENSTGUP00000008214	ENSDARP00000041676
ENSTGUP00000012461	ENSDARP00000119846
ENSTGUP00000007585	ENSDARP00000103088
ENSTGUP00000002804	ENSDARP00000107691
ENSTGUP00000011536	ENSDARP00000003571
ENSTGUP00000010387	ENSDARP00000012097
ENSTGUP00000004092	ENSDARP00000076952
ENSTGUP00000012031	ENSDARP00000080189
ENSTGUP00000013327	ENSDARP00000055219
ENSTGUP00000006096	ENSDARP00000097526
ENSTGUP00000005304	ENSDARP00000080104
ENSTGUP00000005304	ENSDARP00000106880
ENSTGUP00000012650	ENSDARP00000101998
ENSTGUP00000006881	ENSDARP00000039867
ENSTGUP00000009112	ENSDARP00000116060
ENSTGUP00000005679	ENSDARP00000108482
ENSTGUP00000008721	ENSDARP00000106333
ENSTGUP00000010938	ENSDARP00000122151
ENSTGUP00000013404	ENSDARP00000087528
ENSTGUP00000009467	ENSDARP00000034172
ENSTGUP00000009467	ENSDARP00000063273
ENSTGUP00000005521	ENSDARP00000116571
ENSTGUP00000007042	ENSDARP00000080475
ENSTGUP00000000295	ENSDARP00000109505
ENSTGUP00000000295	ENSDARP00000109101
ENSTGUP00000000068	ENSDARP00000089620
ENSTGUP00000006311	ENSDARP00000069990
ENSTGUP00000010552	ENSDARP00000127095
ENSTGUP00000011298	ENSDARP00000078851
ENSTGUP00000011298	ENSDARP00000127435
ENSTGUP00000005199	ENSDARP00000101263
ENSTGUP00000005199	ENSDARP00000106134
ENSTGUP00000009897	ENSDARP00000087671
ENSTGUP00000013633	ENSDARP00000113371
ENSTGUP00000002130	ENSDARP00000112948
ENSTGUP00000009693	ENSDARP00000113831
ENSTGUP00000006990	ENSDARP00000079241
ENSTGUP00000006990	ENSDARP00000086356
ENSTGUP00000003651	ENSDARP00000099401
ENSTGUP00000017597	ENSDARP00000042001
ENSTGUP00000017597	ENSDARP00000005272
ENSTGUP00000001680	ENSDARP00000041502
ENSTGUP00000001680	ENSDARP00000048398
ENSTGUP00000001955	ENSDARP00000072959
ENSTGUP00000001955	ENSDARP00000110238
ENSTGUP00000006519	ENSDARP00000070226
ENSTGUP00000000078	ENSDARP00000111832
ENSTGUP00000000078	ENSDARP00000041318
ENSTGUP00000011342	ENSDARP00000104490
ENSTGUP00000014214	ENSDARP00000101460
ENSTGUP00000014214	ENSDARP00000026900
ENSTGUP00000006783	ENSDARP00000079907
ENSTGUP00000006783	ENSDARP00000011112
ENSTGUP00000012286	ENSDARP00000002697
ENSTGUP00000011095	ENSDARP00000048545
ENSTGUP00000011095	ENSDARP00000123024
ENSTGUP00000002674	ENSDARP00000094989
ENSTGUP00000003279	ENSDARP00000016755
ENSTGUP00000002876	ENSDARP00000064209
ENSTGUP00000002928	ENSDARP00000086480
ENSTGUP00000010719	ENSDARP00000044646
ENSTGUP00000008850	ENSDARP00000051662
ENSTGUP00000014617	ENSDARP00000069300
ENSTGUP00000001152	ENSDARP00000055578
ENSTGUP00000017546	ENSDARP00000060879
ENSTGUP00000017593	ENSDARP00000006532
ENSTGUP00000007635	ENSDARP00000104973
ENSTGUP00000007635	ENSDARP00000112221
ENSTGUP00000007295	ENSDARP00000123264
ENSTGUP00000004492	ENSDARP00000054806
ENSTGUP00000006564	ENSDARP00000087936
ENSTGUP00000002446	ENSDARP00000012903
ENSTGUP00000003668	ENSDARP00000055935
ENSTGUP00000003668	ENSDARP00000020636
ENSTGUP00000006986	ENSDARP00000017657
ENSTGUP00000010741	ENSDARP00000028001
ENSTGUP00000009088	ENSDARP00000068409
ENSTGUP00000009088	ENSDARP00000090707
ENSTGUP00000000905	ENSDARP00000081727
ENSTGUP00000007571	ENSDARP00000099912
ENSTGUP00000014058	ENSDARP00000105369
ENSTGUP00000012318	ENSDARP00000124631
ENSTGUP00000012318	ENSDARP00000011986
ENSTGUP00000000922	ENSDARP00000109228
ENSTGUP00000000922	ENSDARP00000007629
ENSTGUP00000018214	ENSDARP00000082910
ENSTGUP00000004911	ENSDARP00000103530
ENSTGUP00000000880	ENSDARP00000098262
ENSTGUP00000000880	ENSDARP00000078348
ENSTGUP00000007722	ENSDARP00000014936
ENSTGUP00000011560	ENSDARP00000114372
ENSTGUP00000005534	ENSDARP00000064797
ENSTGUP00000008448	ENSDARP00000112310
ENSTGUP00000012754	ENSDARP00000128755
ENSTGUP00000012754	ENSDARP00000126632
ENSTGUP00000002507	ENSDARP00000120607
ENSTGUP00000017737	ENSDARP00000007698
ENSTGUP00000017737	ENSDARP00000065984
ENSTGUP00000008423	ENSDARP00000119600
ENSTGUP00000008421	ENSDARP00000073976
ENSTGUP00000017742	ENSDARP00000094622
ENSTGUP00000009415	ENSDARP00000021410
ENSTGUP00000005683	ENSDARP00000041724
ENSTGUP00000002135	ENSDARP00000114062
ENSTGUP00000009692	ENSDARP00000080522
ENSTGUP00000010328	ENSDARP00000072956
ENSTGUP00000000777	ENSDARP00000101801
ENSTGUP00000012073	ENSDARP00000047307
ENSTGUP00000012528	ENSDARP00000115766
ENSTGUP00000000845	ENSDARP00000101239
ENSTGUP00000017610	ENSDARP00000056665
ENSTGUP00000009286	ENSDARP00000083875
ENSTGUP00000002347	ENSDARP00000011409
ENSTGUP00000001239	ENSDARP00000073620
ENSTGUP00000006089	ENSDARP00000128705
ENSTGUP00000004126	ENSDARP00000119330
ENSTGUP00000000157	ENSDARP00000106554
ENSTGUP00000001287	ENSDARP00000043814
ENSTGUP00000013631	ENSDARP00000087169
ENSTGUP00000014851	ENSDARP00000124228
ENSTGUP00000010495	ENSDARP00000098004
ENSTGUP00000001292	ENSDARP00000062670
ENSTGUP00000011876	ENSDARP00000127990
ENSTGUP00000001862	ENSDARP00000099353
ENSTGUP00000001862	ENSDARP00000115577
ENSTGUP00000004165	ENSDARP00000103591
ENSTGUP00000009285	ENSDARP00000124793
ENSTGUP00000002312	ENSDARP00000052937
ENSTGUP00000006489	ENSDARP00000015036
ENSTGUP00000006258	ENSDARP00000010074
ENSTGUP00000010175	ENSDARP00000070003
ENSTGUP00000003838	ENSDARP00000069085
ENSTGUP00000012181	ENSDARP00000120922
ENSTGUP00000003885	ENSDARP00000066557
ENSTGUP00000003765	ENSDARP00000019859
ENSTGUP00000009333	ENSDARP00000080366
ENSTGUP00000009333	ENSDARP00000121563
ENSTGUP00000015484	ENSDARP00000042623
ENSTGUP00000012898	ENSDARP00000120481
ENSTGUP00000012898	ENSDARP00000028698
ENSTGUP00000013399	ENSDARP00000024796
ENSTGUP00000000946	ENSDARP00000105792
ENSTGUP00000008785	ENSDARP00000108269
ENSTGUP00000004268	ENSDARP00000022888
ENSTGUP00000013528	ENSDARP00000074846
ENSTGUP00000007455	ENSDARP00000020367
ENSTGUP00000006177	ENSDARP00000005855
ENSTGUP00000008012	ENSDARP00000055200
ENSTGUP00000008258	ENSDARP00000077301
ENSTGUP00000012803	ENSDARP00000126371
ENSTGUP00000000143	ENSDARP00000108882
ENSTGUP00000000143	ENSDARP00000047810
ENSTGUP00000008970	ENSDARP00000121332
ENSTGUP00000008970	ENSDARP00000076380
ENSTGUP00000000988	ENSDARP00000105696
ENSTGUP00000000988	ENSDARP00000089039
ENSTGUP00000010196	ENSDARP00000056102
ENSTGUP00000010196	ENSDARP00000094545
ENSTGUP00000014044	ENSDARP00000122427
ENSTGUP00000012267	ENSDARP00000020932
ENSTGUP00000007114	ENSDARP00000011213
ENSTGUP00000007989	ENSDARP00000034534
ENSTGUP00000008535	ENSDARP00000067323
ENSTGUP00000008535	ENSDARP00000022108
