ENSMUSP00000034074	ENSMODP00000016222
ENSMUSP00000054356	ENSMODP00000034705
ENSMUSP00000109493	ENSMODP00000038084
ENSMUSP00000136382	ENSMODP00000032291
ENSMUSP00000136002	ENSMODP00000008683
ENSMUSP00000032374	ENSMODP00000022169
ENSMUSP00000102123	ENSMODP00000002378
ENSMUSP00000003433	ENSMODP00000005624
ENSMUSP00000016672	ENSMODP00000002541
ENSMUSP00000035194	ENSMODP00000014998
ENSMUSP00000031410	ENSMODP00000015223
ENSMUSP00000075005	ENSMODP00000017615
ENSMUSP00000132823	ENSMODP00000019084
ENSMUSP00000000755	ENSMODP00000006411
ENSMUSP00000101980	ENSMODP00000019535
ENSMUSP00000024738	ENSMODP00000003279
ENSMUSP00000080973	ENSMODP00000007737
ENSMUSP00000041796	ENSMODP00000031113
ENSMUSP00000018491	ENSMODP00000000180
ENSMUSP00000093266	ENSMODP00000034644
ENSMUSP00000039073	ENSMODP00000027490
ENSMUSP00000111495	ENSMODP00000030659
ENSMUSP00000064637	ENSMODP00000004018
ENSMUSP00000019660	ENSMODP00000031119
ENSMUSP00000106584	ENSMODP00000005106
ENSMUSP00000111535	ENSMODP00000010188
ENSMUSP00000102786	ENSMODP00000019004
ENSMUSP00000109914	ENSMODP00000019113
ENSMUSP00000080683	ENSMODP00000012377
ENSMUSP00000017458	ENSMODP00000014867
ENSMUSP00000125880	ENSMODP00000032282
ENSMUSP00000111096	ENSMODP00000026374
ENSMUSP00000033775	ENSMODP00000011577
ENSMUSP00000064280	ENSMODP00000027346
ENSMUSP00000018700	ENSMODP00000007980
ENSMUSP00000130349	ENSMODP00000030697
ENSMUSP00000024840	ENSMODP00000035312
ENSMUSP00000044834	ENSMODP00000021984
ENSMUSP00000068971	ENSMODP00000005185
ENSMUSP00000108350	ENSMODP00000006530
ENSMUSP00000083896	ENSMODP00000006735
ENSMUSP00000029423	ENSMODP00000020279
ENSMUSP00000046943	ENSMODP00000020327
ENSMUSP00000033721	ENSMODP00000021683
ENSMUSP00000039586	ENSMODP00000006045
ENSMUSP00000027467	ENSMODP00000026497
ENSMUSP00000125769	ENSMODP00000039040
ENSMUSP00000053232	ENSMODP00000012118
ENSMUSP00000132812	ENSMODP00000023804
ENSMUSP00000044491	ENSMODP00000014633
ENSMUSP00000065277	ENSMODP00000006741
ENSMUSP00000080030	ENSMODP00000006549
ENSMUSP00000027566	ENSMODP00000006719
ENSMUSP00000022765	ENSMODP00000007584
ENSMUSP00000129163	ENSMODP00000012261
ENSMUSP00000008745	ENSMODP00000021152
ENSMUSP00000090727	ENSMODP00000009869
ENSMUSP00000113886	ENSMODP00000038779
ENSMUSP00000028238	ENSMODP00000030330
ENSMUSP00000033545	ENSMODP00000020597
ENSMUSP00000077716	ENSMODP00000010446
ENSMUSP00000031986	ENSMODP00000017076
ENSMUSP00000032879	ENSMODP00000005562
ENSMUSP00000021288	ENSMODP00000010378
ENSMUSP00000067109	ENSMODP00000022565
ENSMUSP00000020334	ENSMODP00000017859
ENSMUSP00000033383	ENSMODP00000013443
ENSMUSP00000006854	ENSMODP00000027866
ENSMUSP00000089547	ENSMODP00000031493
ENSMUSP00000055326	ENSMODP00000005640
ENSMUSP00000032709	ENSMODP00000030141
ENSMUSP00000128070	ENSMODP00000026877
ENSMUSP00000060557	ENSMODP00000032757
ENSMUSP00000051316	ENSMODP00000032762
ENSMUSP00000061734	ENSMODP00000036327
ENSMUSP00000129059	ENSMODP00000002922
ENSMUSP00000044568	ENSMODP00000028764
ENSMUSP00000022064	ENSMODP00000000716
ENSMUSP00000062310	ENSMODP00000003334
ENSMUSP00000002926	ENSMODP00000022698
ENSMUSP00000015712	ENSMODP00000012379
ENSMUSP00000066536	ENSMODP00000004353
ENSMUSP00000034731	ENSMODP00000010816
ENSMUSP00000056377	ENSMODP00000011976
ENSMUSP00000045465	ENSMODP00000011925
ENSMUSP00000026081	ENSMODP00000011892
ENSMUSP00000041243	ENSMODP00000007069
ENSMUSP00000123525	ENSMODP00000003727
ENSMUSP00000078336	ENSMODP00000012187
ENSMUSP00000047623	ENSMODP00000014938
ENSMUSP00000006381	ENSMODP00000031807
ENSMUSP00000024119	ENSMODP00000005955
ENSMUSP00000036304	ENSMODP00000018816
ENSMUSP00000108099	ENSMODP00000035876
ENSMUSP00000058313	ENSMODP00000032437
ENSMUSP00000073910	ENSMODP00000040128
ENSMUSP00000041007	ENSMODP00000027953
ENSMUSP00000121744	ENSMODP00000037734
ENSMUSP00000006749	ENSMODP00000014534
ENSMUSP00000116747	ENSMODP00000018809
ENSMUSP00000078972	ENSMODP00000005213
ENSMUSP00000096963	ENSMODP00000040200
ENSMUSP00000112578	ENSMODP00000017467
ENSMUSP00000130728	ENSMODP00000017465
ENSMUSP00000133957	ENSMODP00000005676
ENSMUSP00000004076	ENSMODP00000021158
ENSMUSP00000110978	ENSMODP00000019042
ENSMUSP00000020062	ENSMODP00000022215
ENSMUSP00000129181	ENSMODP00000003376
ENSMUSP00000037255	ENSMODP00000021070
ENSMUSP00000030510	ENSMODP00000026115
ENSMUSP00000030792	ENSMODP00000007404
ENSMUSP00000030949	ENSMODP00000007849
ENSMUSP00000022226	ENSMODP00000024511
ENSMUSP00000111386	ENSMODP00000017942
ENSMUSP00000034947	ENSMODP00000013555
ENSMUSP00000025419	ENSMODP00000016791
ENSMUSP00000028003	ENSMODP00000001527
ENSMUSP00000043616	ENSMODP00000024700
ENSMUSP00000000253	ENSMODP00000024639
ENSMUSP00000107657	ENSMODP00000015947
ENSMUSP00000018842	ENSMODP00000004031
ENSMUSP00000031591	ENSMODP00000004363
ENSMUSP00000028302	ENSMODP00000021892
ENSMUSP00000027740	ENSMODP00000007905
ENSMUSP00000044879	ENSMODP00000038070
ENSMUSP00000034869	ENSMODP00000015014
ENSMUSP00000108584	ENSMODP00000024558
ENSMUSP00000136047	ENSMODP00000023822
ENSMUSP00000124938	ENSMODP00000008346
ENSMUSP00000009617	ENSMODP00000002108
ENSMUSP00000089814	ENSMODP00000025573
ENSMUSP00000080257	ENSMODP00000006305
ENSMUSP00000113436	ENSMODP00000001544
ENSMUSP00000009875	ENSMODP00000012565
ENSMUSP00000050680	ENSMODP00000002003
ENSMUSP00000107861	ENSMODP00000022456
ENSMUSP00000055225	ENSMODP00000035895
ENSMUSP00000041702	ENSMODP00000029051
ENSMUSP00000055673	ENSMODP00000035893
ENSMUSP00000088118	ENSMODP00000029052
ENSMUSP00000024627	ENSMODP00000024049
ENSMUSP00000030775	ENSMODP00000007809
ENSMUSP00000087184	ENSMODP00000007713
ENSMUSP00000059079	ENSMODP00000010556
ENSMUSP00000042291	ENSMODP00000000865
ENSMUSP00000021820	ENSMODP00000020268
ENSMUSP00000100924	ENSMODP00000012070
ENSMUSP00000062171	ENSMODP00000032688
ENSMUSP00000105684	ENSMODP00000006519
ENSMUSP00000070130	ENSMODP00000022192
ENSMUSP00000035489	ENSMODP00000001303
ENSMUSP00000040877	ENSMODP00000012084
ENSMUSP00000100923	ENSMODP00000012087
ENSMUSP00000048803	ENSMODP00000001313
ENSMUSP00000091073	ENSMODP00000015007
ENSMUSP00000056744	ENSMODP00000013510
ENSMUSP00000040575	ENSMODP00000020816
ENSMUSP00000103485	ENSMODP00000015732
ENSMUSP00000023029	ENSMODP00000016374
ENSMUSP00000094892	ENSMODP00000026808
ENSMUSP00000044038	ENSMODP00000004493
ENSMUSP00000037619	ENSMODP00000021977
ENSMUSP00000107964	ENSMODP00000021393
ENSMUSP00000107238	ENSMODP00000005084
ENSMUSP00000098752	ENSMODP00000025693
ENSMUSP00000108997	ENSMODP00000026469
ENSMUSP00000022666	ENSMODP00000000134
ENSMUSP00000031254	ENSMODP00000025940
ENSMUSP00000089173	ENSMODP00000018764
ENSMUSP00000034017	ENSMODP00000002849
ENSMUSP00000069674	ENSMODP00000017603
ENSMUSP00000107851	ENSMODP00000001021
ENSMUSP00000131029	ENSMODP00000007119
ENSMUSP00000001599	ENSMODP00000018369
ENSMUSP00000017743	ENSMODP00000016966
ENSMUSP00000103069	ENSMODP00000016997
ENSMUSP00000073869	ENSMODP00000017004
ENSMUSP00000103039	ENSMODP00000018153
ENSMUSP00000099416	ENSMODP00000018144
ENSMUSP00000103042	ENSMODP00000017996
ENSMUSP00000079699	ENSMODP00000018302
ENSMUSP00000017270	ENSMODP00000018303
ENSMUSP00000055255	ENSMODP00000018274
ENSMUSP00000007317	ENSMODP00000018268
ENSMUSP00000007275	ENSMODP00000033291
ENSMUSP00000017741	ENSMODP00000016959
ENSMUSP00000048439	ENSMODP00000016809
ENSMUSP00000006963	ENSMODP00000016826
ENSMUSP00000098051	ENSMODP00000016817
ENSMUSP00000076777	ENSMODP00000023520
ENSMUSP00000078429	ENSMODP00000019061
ENSMUSP00000042215	ENSMODP00000025745
ENSMUSP00000046444	ENSMODP00000002880
ENSMUSP00000025482	ENSMODP00000025580
ENSMUSP00000088779	ENSMODP00000005173
ENSMUSP00000099066	ENSMODP00000017494
ENSMUSP00000034026	ENSMODP00000004436
ENSMUSP00000038069	ENSMODP00000017791
ENSMUSP00000026289	ENSMODP00000026118
ENSMUSP00000029877	ENSMODP00000009490
ENSMUSP00000045621	ENSMODP00000020811
ENSMUSP00000022821	ENSMODP00000004520
ENSMUSP00000051323	ENSMODP00000012777
ENSMUSP00000059596	ENSMODP00000012850
ENSMUSP00000062700	ENSMODP00000034416
ENSMUSP00000050184	ENSMODP00000009068
ENSMUSP00000061501	ENSMODP00000024722
ENSMUSP00000001631	ENSMODP00000008490
ENSMUSP00000101209	ENSMODP00000038831
ENSMUSP00000035662	ENSMODP00000013200
ENSMUSP00000102624	ENSMODP00000009694
ENSMUSP00000024123	ENSMODP00000005349
ENSMUSP00000134825	ENSMODP00000001853
ENSMUSP00000063217	ENSMODP00000001858
ENSMUSP00000137099	ENSMODP00000036576
ENSMUSP00000036952	ENSMODP00000010331
ENSMUSP00000137662	ENSMODP00000005599
ENSMUSP00000046789	ENSMODP00000010322
ENSMUSP00000072616	ENSMODP00000001029
ENSMUSP00000038351	ENSMODP00000010321
ENSMUSP00000135082	ENSMODP00000003646
ENSMUSP00000107857	ENSMODP00000001402
ENSMUSP00000031108	ENSMODP00000025719
ENSMUSP00000081891	ENSMODP00000010245
ENSMUSP00000008734	ENSMODP00000017706
ENSMUSP00000026917	ENSMODP00000009242
ENSMUSP00000109794	ENSMODP00000020036
ENSMUSP00000039915	ENSMODP00000002875
ENSMUSP00000068203	ENSMODP00000022197
ENSMUSP00000083204	ENSMODP00000036640
ENSMUSP00000033539	ENSMODP00000038032
ENSMUSP00000033650	ENSMODP00000021383
ENSMUSP00000032825	ENSMODP00000035196
ENSMUSP00000080462	ENSMODP00000025324
ENSMUSP00000096677	ENSMODP00000020335
ENSMUSP00000085986	ENSMODP00000009653
ENSMUSP00000101909	ENSMODP00000002425
ENSMUSP00000042698	ENSMODP00000000744
ENSMUSP00000038653	ENSMODP00000022914
ENSMUSP00000098710	ENSMODP00000010587
ENSMUSP00000127249	ENSMODP00000012136
ENSMUSP00000023157	ENSMODP00000007866
ENSMUSP00000063999	ENSMODP00000018321
ENSMUSP00000038816	ENSMODP00000019612
ENSMUSP00000034775	ENSMODP00000011769
ENSMUSP00000081665	ENSMODP00000015978
ENSMUSP00000069013	ENSMODP00000013176
ENSMUSP00000097904	ENSMODP00000012651
ENSMUSP00000123270	ENSMODP00000014513
ENSMUSP00000034740	ENSMODP00000010094
ENSMUSP00000132838	ENSMODP00000025569
ENSMUSP00000103881	ENSMODP00000039790
ENSMUSP00000132224	ENSMODP00000003223
ENSMUSP00000090177	ENSMODP00000032216
ENSMUSP00000082827	ENSMODP00000001283
ENSMUSP00000106145	ENSMODP00000002801
ENSMUSP00000084942	ENSMODP00000015243
ENSMUSP00000026292	ENSMODP00000026121
ENSMUSP00000048780	ENSMODP00000007685
ENSMUSP00000105965	ENSMODP00000007389
ENSMUSP00000091831	ENSMODP00000035053
ENSMUSP00000133152	ENSMODP00000017132
ENSMUSP00000127746	ENSMODP00000009896
ENSMUSP00000067521	ENSMODP00000000297
ENSMUSP00000092429	ENSMODP00000001845
ENSMUSP00000006377	ENSMODP00000004151
ENSMUSP00000136507	ENSMODP00000037391
ENSMUSP00000087656	ENSMODP00000022018
ENSMUSP00000058157	ENSMODP00000021751
ENSMUSP00000030610	ENSMODP00000021747
ENSMUSP00000029106	ENSMODP00000021235
ENSMUSP00000119386	ENSMODP00000008165
ENSMUSP00000119485	ENSMODP00000021922
ENSMUSP00000113308	ENSMODP00000026351
ENSMUSP00000111457	ENSMODP00000009664
ENSMUSP00000046625	ENSMODP00000039041
ENSMUSP00000006286	ENSMODP00000012941
ENSMUSP00000092375	ENSMODP00000029496
ENSMUSP00000048057	ENSMODP00000009965
ENSMUSP00000113341	ENSMODP00000023349
ENSMUSP00000018274	ENSMODP00000004383
ENSMUSP00000028740	ENSMODP00000022275
ENSMUSP00000002275	ENSMODP00000015672
ENSMUSP00000074259	ENSMODP00000021359
ENSMUSP00000000001	ENSMODP00000002408
ENSMUSP00000057543	ENSMODP00000021195
ENSMUSP00000036087	ENSMODP00000012568
ENSMUSP00000053818	ENSMODP00000002356
ENSMUSP00000010205	ENSMODP00000015374
ENSMUSP00000030561	ENSMODP00000021323
ENSMUSP00000049175	ENSMODP00000023893
ENSMUSP00000025541	ENSMODP00000016195
ENSMUSP00000043190	ENSMODP00000023891
ENSMUSP00000025602	ENSMODP00000016180
ENSMUSP00000020930	ENSMODP00000005358
ENSMUSP00000095827	ENSMODP00000011024
ENSMUSP00000095775	ENSMODP00000027628
ENSMUSP00000054108	ENSMODP00000014474
ENSMUSP00000095774	ENSMODP00000027627
ENSMUSP00000061561	ENSMODP00000014886
ENSMUSP00000026208	ENSMODP00000004154
ENSMUSP00000042186	ENSMODP00000011638
ENSMUSP00000002850	ENSMODP00000007196
ENSMUSP00000033123	ENSMODP00000008676
ENSMUSP00000078158	ENSMODP00000003802
ENSMUSP00000122402	ENSMODP00000016162
ENSMUSP00000021324	ENSMODP00000040651
ENSMUSP00000104890	ENSMODP00000024354
ENSMUSP00000056254	ENSMODP00000000938
ENSMUSP00000094326	ENSMODP00000023299
ENSMUSP00000002044	ENSMODP00000012500
ENSMUSP00000033665	ENSMODP00000011245
ENSMUSP00000093485	ENSMODP00000029397
ENSMUSP00000030677	ENSMODP00000018096
ENSMUSP00000104815	ENSMODP00000020445
ENSMUSP00000056552	ENSMODP00000005974
ENSMUSP00000054910	ENSMODP00000000417
ENSMUSP00000022967	ENSMODP00000005815
ENSMUSP00000038901	ENSMODP00000020238
ENSMUSP00000072645	ENSMODP00000008089
ENSMUSP00000060706	ENSMODP00000005009
ENSMUSP00000131480	ENSMODP00000018533
ENSMUSP00000057981	ENSMODP00000020367
ENSMUSP00000135382	ENSMODP00000036472
ENSMUSP00000055091	ENSMODP00000004445
ENSMUSP00000027231	ENSMODP00000002960
ENSMUSP00000027233	ENSMODP00000002941
ENSMUSP00000030669	ENSMODP00000018043
ENSMUSP00000072893	ENSMODP00000007451
ENSMUSP00000038142	ENSMODP00000000812
ENSMUSP00000044185	ENSMODP00000020380
ENSMUSP00000033463	ENSMODP00000026552
ENSMUSP00000072274	ENSMODP00000000565
ENSMUSP00000077606	ENSMODP00000022807
ENSMUSP00000016670	ENSMODP00000002533
ENSMUSP00000083064	ENSMODP00000017124
ENSMUSP00000113660	ENSMODP00000026246
ENSMUSP00000124133	ENSMODP00000017168
ENSMUSP00000028600	ENSMODP00000012226
ENSMUSP00000103990	ENSMODP00000009537
ENSMUSP00000063743	ENSMODP00000017002
ENSMUSP00000050277	ENSMODP00000036925
ENSMUSP00000067734	ENSMODP00000033886
ENSMUSP00000062919	ENSMODP00000033888
ENSMUSP00000075876	ENSMODP00000034024
ENSMUSP00000070247	ENSMODP00000033862
ENSMUSP00000056581	ENSMODP00000001796
ENSMUSP00000090717	ENSMODP00000011537
ENSMUSP00000047164	ENSMODP00000006154
ENSMUSP00000028749	ENSMODP00000033355
ENSMUSP00000001845	ENSMODP00000017727
ENSMUSP00000068895	ENSMODP00000006272
ENSMUSP00000025891	ENSMODP00000032871
ENSMUSP00000092832	ENSMODP00000028933
ENSMUSP00000027488	ENSMODP00000003278
ENSMUSP00000069055	ENSMODP00000016738
ENSMUSP00000084573	ENSMODP00000006456
ENSMUSP00000048183	ENSMODP00000006403
ENSMUSP00000101480	ENSMODP00000016325
ENSMUSP00000033842	ENSMODP00000017715
ENSMUSP00000127070	ENSMODP00000024836
ENSMUSP00000042195	ENSMODP00000001235
ENSMUSP00000112699	ENSMODP00000003690
ENSMUSP00000049977	ENSMODP00000013754
ENSMUSP00000112963	ENSMODP00000019607
ENSMUSP00000107609	ENSMODP00000019156
ENSMUSP00000106199	ENSMODP00000014756
ENSMUSP00000082995	ENSMODP00000016644
ENSMUSP00000129796	ENSMODP00000002743
ENSMUSP00000072091	ENSMODP00000006774
ENSMUSP00000125081	ENSMODP00000019974
ENSMUSP00000125833	ENSMODP00000027136
ENSMUSP00000129592	ENSMODP00000034017
ENSMUSP00000058572	ENSMODP00000025624
ENSMUSP00000064392	ENSMODP00000025509
ENSMUSP00000045803	ENSMODP00000000715
ENSMUSP00000089805	ENSMODP00000025507
ENSMUSP00000032501	ENSMODP00000022858
ENSMUSP00000025083	ENSMODP00000009641
ENSMUSP00000057938	ENSMODP00000037257
ENSMUSP00000047029	ENSMODP00000015324
ENSMUSP00000029800	ENSMODP00000025916
ENSMUSP00000026993	ENSMODP00000006261
ENSMUSP00000035263	ENSMODP00000001899
ENSMUSP00000030539	ENSMODP00000032298
ENSMUSP00000028977	ENSMODP00000024278
ENSMUSP00000020999	ENSMODP00000019744
ENSMUSP00000112782	ENSMODP00000017417
ENSMUSP00000124093	ENSMODP00000007075
ENSMUSP00000055016	ENSMODP00000019999
ENSMUSP00000102264	ENSMODP00000010561
ENSMUSP00000085985	ENSMODP00000035281
ENSMUSP00000074661	ENSMODP00000035924
ENSMUSP00000041883	ENSMODP00000003274
ENSMUSP00000092538	ENSMODP00000004672
ENSMUSP00000137430	ENSMODP00000003339
ENSMUSP00000035490	ENSMODP00000014050
ENSMUSP00000061806	ENSMODP00000024385
ENSMUSP00000043304	ENSMODP00000035142
ENSMUSP00000012587	ENSMODP00000008027
ENSMUSP00000052418	ENSMODP00000012600
ENSMUSP00000050893	ENSMODP00000012977
ENSMUSP00000089459	ENSMODP00000035387
ENSMUSP00000030455	ENSMODP00000002869
ENSMUSP00000001854	ENSMODP00000015275
ENSMUSP00000041557	ENSMODP00000028282
ENSMUSP00000034378	ENSMODP00000006253
ENSMUSP00000000984	ENSMODP00000006572
ENSMUSP00000032703	ENSMODP00000015349
ENSMUSP00000093548	ENSMODP00000012217
ENSMUSP00000029297	ENSMODP00000000052
ENSMUSP00000029071	ENSMODP00000007331
ENSMUSP00000137926	ENSMODP00000007216
ENSMUSP00000029076	ENSMODP00000007204
ENSMUSP00000033739	ENSMODP00000021466
ENSMUSP00000060457	ENSMODP00000005388
ENSMUSP00000052136	ENSMODP00000008440
ENSMUSP00000113400	ENSMODP00000012572
ENSMUSP00000063511	ENSMODP00000010658
ENSMUSP00000036983	ENSMODP00000023412
ENSMUSP00000071786	ENSMODP00000013813
ENSMUSP00000030817	ENSMODP00000011731
ENSMUSP00000030183	ENSMODP00000009292
ENSMUSP00000099407	ENSMODP00000018493
ENSMUSP00000000724	ENSMODP00000032522
ENSMUSP00000002825	ENSMODP00000017203
ENSMUSP00000108169	ENSMODP00000006157
ENSMUSP00000133478	ENSMODP00000016198
ENSMUSP00000030508	ENSMODP00000026114
ENSMUSP00000004994	ENSMODP00000026484
ENSMUSP00000117928	ENSMODP00000015865
ENSMUSP00000105594	ENSMODP00000007678
ENSMUSP00000031718	ENSMODP00000019012
ENSMUSP00000028355	ENSMODP00000017217
ENSMUSP00000014174	ENSMODP00000003304
ENSMUSP00000134661	ENSMODP00000024149
ENSMUSP00000051887	ENSMODP00000036789
ENSMUSP00000066427	ENSMODP00000037943
ENSMUSP00000053420	ENSMODP00000028480
ENSMUSP00000093236	ENSMODP00000020578
ENSMUSP00000024699	ENSMODP00000034570
ENSMUSP00000054219	ENSMODP00000002737
ENSMUSP00000062045	ENSMODP00000037956
ENSMUSP00000126169	ENSMODP00000029250
ENSMUSP00000023154	ENSMODP00000018856
ENSMUSP00000018713	ENSMODP00000008198
ENSMUSP00000081334	ENSMODP00000021427
ENSMUSP00000046794	ENSMODP00000013839
ENSMUSP00000113305	ENSMODP00000000911
ENSMUSP00000073534	ENSMODP00000000896
ENSMUSP00000083155	ENSMODP00000003055
ENSMUSP00000102790	ENSMODP00000018991
ENSMUSP00000018792	ENSMODP00000034129
ENSMUSP00000057690	ENSMODP00000016830
ENSMUSP00000028384	ENSMODP00000013235
ENSMUSP00000093603	ENSMODP00000010425
ENSMUSP00000123090	ENSMODP00000024304
ENSMUSP00000091674	ENSMODP00000011138
ENSMUSP00000095821	ENSMODP00000011092
ENSMUSP00000058085	ENSMODP00000011323
ENSMUSP00000095800	ENSMODP00000013963
ENSMUSP00000102501	ENSMODP00000013973
ENSMUSP00000065719	ENSMODP00000004408
ENSMUSP00000089979	ENSMODP00000007760
ENSMUSP00000052306	ENSMODP00000004774
ENSMUSP00000045121	ENSMODP00000004861
ENSMUSP00000075966	ENSMODP00000017995
ENSMUSP00000038616	ENSMODP00000008072
ENSMUSP00000058391	ENSMODP00000019117
ENSMUSP00000056433	ENSMODP00000010624
ENSMUSP00000038841	ENSMODP00000010629
ENSMUSP00000029692	ENSMODP00000021194
ENSMUSP00000114323	ENSMODP00000037111
ENSMUSP00000055605	ENSMODP00000032221
ENSMUSP00000055416	ENSMODP00000038168
ENSMUSP00000118070	ENSMODP00000001349
ENSMUSP00000051959	ENSMODP00000005871
ENSMUSP00000048453	ENSMODP00000010869
ENSMUSP00000132696	ENSMODP00000023870
ENSMUSP00000044603	ENSMODP00000019702
ENSMUSP00000024811	ENSMODP00000016825
ENSMUSP00000033495	ENSMODP00000012569
ENSMUSP00000027493	ENSMODP00000019969
ENSMUSP00000099726	ENSMODP00000020005
ENSMUSP00000047403	ENSMODP00000013541
ENSMUSP00000089079	ENSMODP00000021106
ENSMUSP00000108982	ENSMODP00000004518
ENSMUSP00000113785	ENSMODP00000000007
ENSMUSP00000046229	ENSMODP00000031163
ENSMUSP00000106063	ENSMODP00000010705
ENSMUSP00000105536	ENSMODP00000011100
ENSMUSP00000113071	ENSMODP00000037871
ENSMUSP00000131073	ENSMODP00000025976
ENSMUSP00000052340	ENSMODP00000039082
ENSMUSP00000070935	ENSMODP00000000009
ENSMUSP00000054774	ENSMODP00000007789
ENSMUSP00000092376	ENSMODP00000000032
ENSMUSP00000055199	ENSMODP00000013125
ENSMUSP00000039245	ENSMODP00000000038
ENSMUSP00000025311	ENSMODP00000013090
ENSMUSP00000116886	ENSMODP00000011232
ENSMUSP00000071325	ENSMODP00000007948
ENSMUSP00000007980	ENSMODP00000018401
ENSMUSP00000093127	ENSMODP00000018116
ENSMUSP00000068986	ENSMODP00000024589
ENSMUSP00000054924	ENSMODP00000025163
ENSMUSP00000034368	ENSMODP00000006721
ENSMUSP00000039879	ENSMODP00000031777
ENSMUSP00000099539	ENSMODP00000004464
ENSMUSP00000027517	ENSMODP00000003763
ENSMUSP00000057859	ENSMODP00000005521
ENSMUSP00000074290	ENSMODP00000036353
ENSMUSP00000106934	ENSMODP00000018807
ENSMUSP00000099071	ENSMODP00000017380
ENSMUSP00000103526	ENSMODP00000018534
ENSMUSP00000037900	ENSMODP00000039578
ENSMUSP00000001536	ENSMODP00000015878
ENSMUSP00000066690	ENSMODP00000007645
ENSMUSP00000069666	ENSMODP00000007650
ENSMUSP00000072425	ENSMODP00000015866
ENSMUSP00000015723	ENSMODP00000007627
ENSMUSP00000049898	ENSMODP00000020954
ENSMUSP00000050933	ENSMODP00000004308
ENSMUSP00000051990	ENSMODP00000035480
ENSMUSP00000022646	ENSMODP00000020955
ENSMUSP00000084958	ENSMODP00000004012
ENSMUSP00000039018	ENSMODP00000009369
ENSMUSP00000058205	ENSMODP00000009363
ENSMUSP00000071517	ENSMODP00000013086
ENSMUSP00000042716	ENSMODP00000025990
ENSMUSP00000026236	ENSMODP00000014916
ENSMUSP00000047457	ENSMODP00000008076
ENSMUSP00000087069	ENSMODP00000006027
ENSMUSP00000076880	ENSMODP00000035365
ENSMUSP00000099384	ENSMODP00000017093
ENSMUSP00000131991	ENSMODP00000014312
ENSMUSP00000105709	ENSMODP00000003270
ENSMUSP00000125255	ENSMODP00000026669
ENSMUSP00000025761	ENSMODP00000009288
ENSMUSP00000031519	ENSMODP00000003705
ENSMUSP00000034777	ENSMODP00000011783
ENSMUSP00000015664	ENSMODP00000023461
ENSMUSP00000015667	ENSMODP00000023458
ENSMUSP00000029649	ENSMODP00000002069
ENSMUSP00000112481	ENSMODP00000010090
ENSMUSP00000025844	ENSMODP00000011388
ENSMUSP00000034915	ENSMODP00000024260
ENSMUSP00000016400	ENSMODP00000020718
ENSMUSP00000020549	ENSMODP00000008115
ENSMUSP00000132215	ENSMODP00000007977
ENSMUSP00000038925	ENSMODP00000018692
ENSMUSP00000006679	ENSMODP00000010803
ENSMUSP00000034076	ENSMODP00000016242
ENSMUSP00000113695	ENSMODP00000015546
ENSMUSP00000085263	ENSMODP00000020499
ENSMUSP00000070494	ENSMODP00000003601
ENSMUSP00000107195	ENSMODP00000015817
ENSMUSP00000050469	ENSMODP00000014071
ENSMUSP00000056188	ENSMODP00000012456
ENSMUSP00000037257	ENSMODP00000000501
ENSMUSP00000068402	ENSMODP00000005170
ENSMUSP00000064826	ENSMODP00000026390
ENSMUSP00000033608	ENSMODP00000014790
ENSMUSP00000095041	ENSMODP00000029244
ENSMUSP00000030674	ENSMODP00000032245
ENSMUSP00000095912	ENSMODP00000005368
ENSMUSP00000070119	ENSMODP00000027731
ENSMUSP00000078198	ENSMODP00000031577
ENSMUSP00000084523	ENSMODP00000019506
ENSMUSP00000045285	ENSMODP00000027719
ENSMUSP00000095785	ENSMODP00000014209
ENSMUSP00000081858	ENSMODP00000014215
ENSMUSP00000062821	ENSMODP00000014254
ENSMUSP00000095790	ENSMODP00000027643
ENSMUSP00000102475	ENSMODP00000014220
ENSMUSP00000013995	ENSMODP00000005823
ENSMUSP00000115111	ENSMODP00000006922
ENSMUSP00000030010	ENSMODP00000020336
ENSMUSP00000099983	ENSMODP00000021580
ENSMUSP00000040465	ENSMODP00000022833
ENSMUSP00000047927	ENSMODP00000007812
ENSMUSP00000095815	ENSMODP00000011572
ENSMUSP00000065433	ENSMODP00000017795
ENSMUSP00000040522	ENSMODP00000025737
ENSMUSP00000125846	ENSMODP00000004338
ENSMUSP00000065628	ENSMODP00000005393
ENSMUSP00000090102	ENSMODP00000008889
ENSMUSP00000116648	ENSMODP00000039310
ENSMUSP00000053218	ENSMODP00000030917
ENSMUSP00000009522	ENSMODP00000009120
ENSMUSP00000027422	ENSMODP00000026531
ENSMUSP00000029502	ENSMODP00000002086
ENSMUSP00000095828	ENSMODP00000032494
ENSMUSP00000095816	ENSMODP00000032457
ENSMUSP00000095817	ENSMODP00000032453
ENSMUSP00000081873	ENSMODP00000011580
ENSMUSP00000026538	ENSMODP00000013134
ENSMUSP00000021913	ENSMODP00000024018
ENSMUSP00000051268	ENSMODP00000000651
ENSMUSP00000066092	ENSMODP00000016474
ENSMUSP00000104730	ENSMODP00000010195
ENSMUSP00000037371	ENSMODP00000020935
ENSMUSP00000050832	ENSMODP00000034659
ENSMUSP00000058007	ENSMODP00000024632
ENSMUSP00000075224	ENSMODP00000018384
ENSMUSP00000028735	ENSMODP00000006044
ENSMUSP00000078741	ENSMODP00000028978
