ENSMUSP00000129557	ENSCAFP00000018255
ENSMUSP00000032414	ENSCAFP00000007926
ENSMUSP00000104996	ENSCAFP00000001009
ENSMUSP00000099444	ENSCAFP00000010544
ENSMUSP00000046883	ENSCAFP00000010644
ENSMUSP00000055671	ENSCAFP00000028542
ENSMUSP00000062795	ENSCAFP00000017718
ENSMUSP00000127778	ENSCAFP00000024820
ENSMUSP00000111413	ENSCAFP00000030596
ENSMUSP00000048809	ENSCAFP00000025160
ENSMUSP00000028248	ENSCAFP00000030081
ENSMUSP00000095454	ENSCAFP00000019242
ENSMUSP00000055797	ENSCAFP00000004587
ENSMUSP00000130497	ENSCAFP00000000252
ENSMUSP00000054776	ENSCAFP00000000126
ENSMUSP00000058691	ENSCAFP00000000251
ENSMUSP00000038245	ENSCAFP00000010166
ENSMUSP00000101531	ENSCAFP00000040695
ENSMUSP00000057323	ENSCAFP00000005732
ENSMUSP00000128261	ENSCAFP00000020893
ENSMUSP00000037712	ENSCAFP00000030106
ENSMUSP00000050412	ENSCAFP00000028441
ENSMUSP00000103197	ENSCAFP00000004418
ENSMUSP00000113843	ENSCAFP00000026216
ENSMUSP00000050897	ENSCAFP00000029624
ENSMUSP00000085293	ENSCAFP00000003210
ENSMUSP00000095214	ENSCAFP00000040241
ENSMUSP00000057921	ENSCAFP00000033613
ENSMUSP00000057519	ENSCAFP00000036737
ENSMUSP00000039888	ENSCAFP00000009100
ENSMUSP00000060949	ENSCAFP00000009174
ENSMUSP00000074142	ENSCAFP00000019120
ENSMUSP00000088288	ENSCAFP00000017000
ENSMUSP00000051432	ENSCAFP00000032726
ENSMUSP00000089336	ENSCAFP00000040788
ENSMUSP00000073072	ENSCAFP00000014987
ENSMUSP00000034591	ENSCAFP00000019275
ENSMUSP00000043918	ENSCAFP00000014920
ENSMUSP00000121203	ENSCAFP00000014791
ENSMUSP00000002274	ENSCAFP00000004955
ENSMUSP00000092135	ENSCAFP00000014146
ENSMUSP00000029504	ENSCAFP00000029282
ENSMUSP00000024782	ENSCAFP00000002332
ENSMUSP00000025647	ENSCAFP00000038484
ENSMUSP00000109588	ENSCAFP00000019997
ENSMUSP00000026302	ENSCAFP00000024225
ENSMUSP00000026142	ENSCAFP00000023662
ENSMUSP00000045369	ENSCAFP00000014880
ENSMUSP00000079265	ENSCAFP00000014883
ENSMUSP00000022429	ENSCAFP00000040965
ENSMUSP00000020717	ENSCAFP00000002515
ENSMUSP00000102622	ENSCAFP00000037707
ENSMUSP00000050689	ENSCAFP00000012918
ENSMUSP00000055862	ENSCAFP00000032857
ENSMUSP00000026009	ENSCAFP00000015039
ENSMUSP00000069725	ENSCAFP00000006584
ENSMUSP00000037214	ENSCAFP00000024302
ENSMUSP00000069371	ENSCAFP00000011074
ENSMUSP00000097496	ENSCAFP00000011868
ENSMUSP00000059256	ENSCAFP00000033599
ENSMUSP00000132715	ENSCAFP00000033764
ENSMUSP00000097495	ENSCAFP00000011879
ENSMUSP00000097489	ENSCAFP00000011892
ENSMUSP00000097490	ENSCAFP00000032918
ENSMUSP00000097486	ENSCAFP00000036945
ENSMUSP00000103245	ENSCAFP00000004129
ENSMUSP00000064366	ENSCAFP00000025201
ENSMUSP00000005279	ENSCAFP00000007496
ENSMUSP00000054674	ENSCAFP00000019856
ENSMUSP00000000080	ENSCAFP00000007987
ENSMUSP00000108193	ENSCAFP00000024284
ENSMUSP00000094844	ENSCAFP00000007507
ENSMUSP00000129363	ENSCAFP00000023845
ENSMUSP00000020982	ENSCAFP00000005062
ENSMUSP00000099122	ENSCAFP00000033964
ENSMUSP00000045639	ENSCAFP00000002735
ENSMUSP00000067680	ENSCAFP00000032690
ENSMUSP00000073690	ENSCAFP00000000902
ENSMUSP00000109158	ENSCAFP00000005669
ENSMUSP00000088322	ENSCAFP00000019432
ENSMUSP00000103248	ENSCAFP00000024720
ENSMUSP00000077596	ENSCAFP00000035694
ENSMUSP00000097620	ENSCAFP00000018470
ENSMUSP00000026367	ENSCAFP00000003893
ENSMUSP00000099750	ENSCAFP00000019415
ENSMUSP00000001326	ENSCAFP00000010330
ENSMUSP00000103252	ENSCAFP00000024724
ENSMUSP00000136524	ENSCAFP00000028656
ENSMUSP00000029699	ENSCAFP00000024801
ENSMUSP00000022638	ENSCAFP00000013259
ENSMUSP00000091061	ENSCAFP00000040691
ENSMUSP00000041347	ENSCAFP00000015246
ENSMUSP00000028062	ENSCAFP00000006766
ENSMUSP00000064691	ENSCAFP00000020590
ENSMUSP00000049303	ENSCAFP00000012653
ENSMUSP00000022906	ENSCAFP00000000924
ENSMUSP00000058629	ENSCAFP00000002804
ENSMUSP00000091463	ENSCAFP00000020828
ENSMUSP00000109884	ENSCAFP00000031132
ENSMUSP00000039660	ENSCAFP00000005466
ENSMUSP00000067783	ENSCAFP00000019956
ENSMUSP00000114114	ENSCAFP00000010143
ENSMUSP00000049852	ENSCAFP00000006553
ENSMUSP00000002883	ENSCAFP00000035350
ENSMUSP00000001812	ENSCAFP00000002213
ENSMUSP00000029625	ENSCAFP00000012270
ENSMUSP00000033952	ENSCAFP00000008577
ENSMUSP00000018966	ENSCAFP00000013604
ENSMUSP00000011178	ENSCAFP00000019808
ENSMUSP00000020255	ENSCAFP00000010325
ENSMUSP00000047340	ENSCAFP00000014934
ENSMUSP00000000809	ENSCAFP00000022214
ENSMUSP00000110316	ENSCAFP00000007198
ENSMUSP00000033035	ENSCAFP00000025787
ENSMUSP00000112597	ENSCAFP00000024893
ENSMUSP00000097172	ENSCAFP00000039373
ENSMUSP00000099782	ENSCAFP00000005956
ENSMUSP00000054407	ENSCAFP00000026942
ENSMUSP00000109608	ENSCAFP00000014029
ENSMUSP00000047359	ENSCAFP00000017091
ENSMUSP00000021968	ENSCAFP00000001499
ENSMUSP00000026259	ENSCAFP00000042514
ENSMUSP00000134400	ENSCAFP00000006035
ENSMUSP00000134457	ENSCAFP00000036356
ENSMUSP00000021513	ENSCAFP00000026096
ENSMUSP00000039088	ENSCAFP00000006497
ENSMUSP00000021665	ENSCAFP00000024870
ENSMUSP00000031523	ENSCAFP00000017336
ENSMUSP00000001130	ENSCAFP00000027540
ENSMUSP00000057231	ENSCAFP00000000382
ENSMUSP00000118935	ENSCAFP00000038391
ENSMUSP00000061472	ENSCAFP00000029295
ENSMUSP00000099614	ENSCAFP00000022964
ENSMUSP00000128432	ENSCAFP00000018702
ENSMUSP00000136055	ENSCAFP00000038562
ENSMUSP00000081398	ENSCAFP00000037819
ENSMUSP00000032915	ENSCAFP00000024957
ENSMUSP00000021311	ENSCAFP00000020554
ENSMUSP00000028527	ENSCAFP00000015029
ENSMUSP00000044257	ENSCAFP00000016403
ENSMUSP00000039334	ENSCAFP00000030939
ENSMUSP00000129420	ENSCAFP00000007330
ENSMUSP00000111297	ENSCAFP00000009242
ENSMUSP00000047260	ENSCAFP00000008703
ENSMUSP00000046296	ENSCAFP00000039226
ENSMUSP00000052085	ENSCAFP00000002274
ENSMUSP00000082406	ENSCAFP00000022852
ENSMUSP00000099606	ENSCAFP00000012061
ENSMUSP00000106361	ENSCAFP00000023166
ENSMUSP00000098591	ENSCAFP00000027086
ENSMUSP00000088525	ENSCAFP00000012075
ENSMUSP00000028118	ENSCAFP00000007725
ENSMUSP00000107829	ENSCAFP00000012799
ENSMUSP00000062392	ENSCAFP00000016686
ENSMUSP00000070019	ENSCAFP00000025992
ENSMUSP00000094874	ENSCAFP00000003817
ENSMUSP00000021527	ENSCAFP00000023082
ENSMUSP00000116235	ENSCAFP00000024045
ENSMUSP00000039566	ENSCAFP00000029996
ENSMUSP00000041025	ENSCAFP00000029703
ENSMUSP00000103884	ENSCAFP00000021856
ENSMUSP00000030922	ENSCAFP00000028644
ENSMUSP00000050852	ENSCAFP00000017965
ENSMUSP00000031195	ENSCAFP00000004192
ENSMUSP00000114583	ENSCAFP00000004233
ENSMUSP00000075729	ENSCAFP00000040875
ENSMUSP00000136647	ENSCAFP00000019011
ENSMUSP00000036246	ENSCAFP00000010766
ENSMUSP00000023709	ENSCAFP00000010772
ENSMUSP00000097754	ENSCAFP00000035292
ENSMUSP00000023797	ENSCAFP00000010701
ENSMUSP00000023799	ENSCAFP00000010697
ENSMUSP00000023712	ENSCAFP00000010729
ENSMUSP00000065922	ENSCAFP00000010707
ENSMUSP00000085335	ENSCAFP00000035188
ENSMUSP00000023790	ENSCAFP00000010719
ENSMUSP00000133126	ENSCAFP00000001806
ENSMUSP00000046509	ENSCAFP00000001800
ENSMUSP00000023720	ENSCAFP00000010801
ENSMUSP00000023713	ENSCAFP00000010797
ENSMUSP00000055961	ENSCAFP00000004716
ENSMUSP00000079720	ENSCAFP00000028507
ENSMUSP00000050942	ENSCAFP00000034366
ENSMUSP00000064142	ENSCAFP00000016890
ENSMUSP00000022013	ENSCAFP00000015076
ENSMUSP00000130530	ENSCAFP00000018143
ENSMUSP00000130594	ENSCAFP00000014604
ENSMUSP00000115406	ENSCAFP00000006064
ENSMUSP00000023007	ENSCAFP00000001538
ENSMUSP00000093939	ENSCAFP00000013079
ENSMUSP00000020706	ENSCAFP00000018061
ENSMUSP00000022501	ENSCAFP00000006376
ENSMUSP00000029635	ENSCAFP00000012587
ENSMUSP00000048918	ENSCAFP00000012533
ENSMUSP00000111398	ENSCAFP00000039998
ENSMUSP00000068253	ENSCAFP00000016046
ENSMUSP00000021259	ENSCAFP00000024862
ENSMUSP00000044521	ENSCAFP00000026657
ENSMUSP00000032338	ENSCAFP00000019240
ENSMUSP00000030191	ENSCAFP00000003251
ENSMUSP00000029540	ENSCAFP00000025806
ENSMUSP00000003501	ENSCAFP00000025569
ENSMUSP00000099863	ENSCAFP00000002457
ENSMUSP00000102207	ENSCAFP00000005850
ENSMUSP00000096701	ENSCAFP00000014080
ENSMUSP00000047756	ENSCAFP00000025717
ENSMUSP00000131306	ENSCAFP00000014615
ENSMUSP00000054345	ENSCAFP00000041430
ENSMUSP00000077921	ENSCAFP00000043020
ENSMUSP00000034021	ENSCAFP00000009881
ENSMUSP00000065096	ENSCAFP00000026020
ENSMUSP00000096353	ENSCAFP00000011549
ENSMUSP00000108235	ENSCAFP00000013594
ENSMUSP00000036240	ENSCAFP00000007356
ENSMUSP00000030778	ENSCAFP00000007359
ENSMUSP00000108254	ENSCAFP00000013487
ENSMUSP00000132142	ENSCAFP00000026389
ENSMUSP00000021558	ENSCAFP00000024360
ENSMUSP00000024858	ENSCAFP00000007948
ENSMUSP00000056705	ENSCAFP00000011496
ENSMUSP00000028378	ENSCAFP00000016497
ENSMUSP00000045721	ENSCAFP00000003636
ENSMUSP00000022460	ENSCAFP00000008818
ENSMUSP00000045715	ENSCAFP00000043209
ENSMUSP00000027748	ENSCAFP00000041741
ENSMUSP00000027997	ENSCAFP00000019519
ENSMUSP00000115558	ENSCAFP00000015579
ENSMUSP00000139265	ENSCAFP00000034580
ENSMUSP00000027603	ENSCAFP00000039762
ENSMUSP00000027991	ENSCAFP00000040445
ENSMUSP00000081569	ENSCAFP00000004856
ENSMUSP00000113398	ENSCAFP00000010344
ENSMUSP00000002532	ENSCAFP00000038171
ENSMUSP00000107572	ENSCAFP00000040452
ENSMUSP00000130339	ENSCAFP00000015596
ENSMUSP00000006614	ENSCAFP00000023602
ENSMUSP00000073099	ENSCAFP00000005359
ENSMUSP00000101471	ENSCAFP00000021569
ENSMUSP00000035129	ENSCAFP00000010440
ENSMUSP00000006112	ENSCAFP00000019282
ENSMUSP00000110380	ENSCAFP00000005623
ENSMUSP00000106684	ENSCAFP00000020887
ENSMUSP00000029964	ENSCAFP00000005078
ENSMUSP00000030420	ENSCAFP00000021576
ENSMUSP00000066734	ENSCAFP00000013394
ENSMUSP00000060646	ENSCAFP00000004023
ENSMUSP00000027451	ENSCAFP00000023565
ENSMUSP00000076988	ENSCAFP00000013718
ENSMUSP00000028161	ENSCAFP00000029441
ENSMUSP00000024099	ENSCAFP00000020717
ENSMUSP00000029367	ENSCAFP00000021376
ENSMUSP00000066304	ENSCAFP00000025052
ENSMUSP00000074565	ENSCAFP00000022837
ENSMUSP00000104274	ENSCAFP00000023989
ENSMUSP00000038559	ENSCAFP00000021945
ENSMUSP00000089298	ENSCAFP00000016096
ENSMUSP00000003512	ENSCAFP00000005404
ENSMUSP00000092985	ENSCAFP00000031388
ENSMUSP00000025192	ENSCAFP00000001280
ENSMUSP00000037088	ENSCAFP00000001218
ENSMUSP00000055290	ENSCAFP00000029498
ENSMUSP00000137732	ENSCAFP00000029496
ENSMUSP00000053297	ENSCAFP00000011247
ENSMUSP00000053641	ENSCAFP00000019343
ENSMUSP00000065664	ENSCAFP00000041322
ENSMUSP00000058651	ENSCAFP00000024965
ENSMUSP00000050445	ENSCAFP00000005967
ENSMUSP00000096197	ENSCAFP00000034829
ENSMUSP00000072687	ENSCAFP00000002391
ENSMUSP00000084541	ENSCAFP00000020261
ENSMUSP00000045918	ENSCAFP00000007716
ENSMUSP00000041118	ENSCAFP00000020254
ENSMUSP00000043173	ENSCAFP00000006480
ENSMUSP00000069080	ENSCAFP00000017381
ENSMUSP00000052758	ENSCAFP00000006002
ENSMUSP00000099790	ENSCAFP00000005777
ENSMUSP00000129739	ENSCAFP00000023135
ENSMUSP00000023161	ENSCAFP00000028358
ENSMUSP00000098661	ENSCAFP00000018802
ENSMUSP00000028755	ENSCAFP00000014519
ENSMUSP00000096397	ENSCAFP00000006067
ENSMUSP00000025684	ENSCAFP00000020823
ENSMUSP00000024860	ENSCAFP00000007993
ENSMUSP00000126141	ENSCAFP00000002357
ENSMUSP00000091495	ENSCAFP00000015750
ENSMUSP00000000188	ENSCAFP00000022654
ENSMUSP00000040083	ENSCAFP00000010076
ENSMUSP00000103658	ENSCAFP00000011293
ENSMUSP00000130693	ENSCAFP00000013855
ENSMUSP00000111418	ENSCAFP00000023556
ENSMUSP00000108889	ENSCAFP00000009030
ENSMUSP00000032159	ENSCAFP00000009558
ENSMUSP00000086623	ENSCAFP00000009233
ENSMUSP00000124327	ENSCAFP00000005988
ENSMUSP00000133063	ENSCAFP00000014533
ENSMUSP00000083707	ENSCAFP00000033568
ENSMUSP00000063656	ENSCAFP00000026218
ENSMUSP00000110593	ENSCAFP00000000229
ENSMUSP00000055815	ENSCAFP00000023442
ENSMUSP00000076878	ENSCAFP00000025280
ENSMUSP00000034961	ENSCAFP00000025265
ENSMUSP00000020939	ENSCAFP00000037299
ENSMUSP00000112776	ENSCAFP00000011789
ENSMUSP00000110690	ENSCAFP00000016381
ENSMUSP00000023600	ENSCAFP00000011732
ENSMUSP00000099935	ENSCAFP00000028634
ENSMUSP00000063933	ENSCAFP00000009401
ENSMUSP00000092148	ENSCAFP00000014626
ENSMUSP00000035781	ENSCAFP00000029263
ENSMUSP00000026585	ENSCAFP00000042197
ENSMUSP00000107796	ENSCAFP00000022775
ENSMUSP00000049243	ENSCAFP00000000667
ENSMUSP00000029451	ENSCAFP00000014291
ENSMUSP00000032492	ENSCAFP00000022361
ENSMUSP00000043768	ENSCAFP00000014870
ENSMUSP00000106896	ENSCAFP00000013865
ENSMUSP00000030465	ENSCAFP00000036342
ENSMUSP00000096061	ENSCAFP00000005527
ENSMUSP00000028644	ENSCAFP00000013900
ENSMUSP00000050252	ENSCAFP00000010243
ENSMUSP00000098707	ENSCAFP00000015730
ENSMUSP00000101660	ENSCAFP00000009685
ENSMUSP00000137628	ENSCAFP00000028433
ENSMUSP00000081819	ENSCAFP00000010008
ENSMUSP00000015866	ENSCAFP00000003638
ENSMUSP00000099428	ENSCAFP00000023858
ENSMUSP00000022304	ENSCAFP00000034379
ENSMUSP00000067694	ENSCAFP00000008570
ENSMUSP00000048838	ENSCAFP00000010479
ENSMUSP00000069744	ENSCAFP00000030948
ENSMUSP00000000450	ENSCAFP00000007423
ENSMUSP00000002320	ENSCAFP00000001880
ENSMUSP00000069505	ENSCAFP00000023799
ENSMUSP00000088031	ENSCAFP00000008613
ENSMUSP00000047597	ENSCAFP00000031876
ENSMUSP00000029795	ENSCAFP00000019006
ENSMUSP00000034766	ENSCAFP00000024559
ENSMUSP00000106988	ENSCAFP00000012970
ENSMUSP00000073188	ENSCAFP00000004950
ENSMUSP00000005820	ENSCAFP00000013438
ENSMUSP00000023504	ENSCAFP00000016344
ENSMUSP00000023119	ENSCAFP00000013418
ENSMUSP00000052557	ENSCAFP00000014220
ENSMUSP00000100933	ENSCAFP00000010196
ENSMUSP00000116028	ENSCAFP00000023255
ENSMUSP00000073790	ENSCAFP00000028046
ENSMUSP00000042229	ENSCAFP00000023057
ENSMUSP00000106087	ENSCAFP00000028151
ENSMUSP00000102745	ENSCAFP00000007721
ENSMUSP00000118046	ENSCAFP00000006616
ENSMUSP00000036181	ENSCAFP00000004053
ENSMUSP00000046044	ENSCAFP00000021675
ENSMUSP00000122852	ENSCAFP00000039311
ENSMUSP00000129220	ENSCAFP00000022862
ENSMUSP00000046329	ENSCAFP00000006369
ENSMUSP00000055362	ENSCAFP00000031628
ENSMUSP00000105743	ENSCAFP00000008792
ENSMUSP00000025912	ENSCAFP00000021460
ENSMUSP00000099583	ENSCAFP00000013316
ENSMUSP00000105736	ENSCAFP00000008698
ENSMUSP00000032356	ENSCAFP00000018473
ENSMUSP00000101256	ENSCAFP00000028689
ENSMUSP00000081122	ENSCAFP00000012868
ENSMUSP00000027362	ENSCAFP00000021853
ENSMUSP00000099366	ENSCAFP00000020523
ENSMUSP00000010804	ENSCAFP00000035600
ENSMUSP00000053147	ENSCAFP00000029463
ENSMUSP00000084005	ENSCAFP00000029951
ENSMUSP00000047134	ENSCAFP00000039470
ENSMUSP00000021813	ENSCAFP00000003249
ENSMUSP00000112314	ENSCAFP00000015011
ENSMUSP00000068057	ENSCAFP00000017172
ENSMUSP00000037854	ENSCAFP00000016153
ENSMUSP00000046584	ENSCAFP00000008773
ENSMUSP00000058354	ENSCAFP00000023077
ENSMUSP00000021922	ENSCAFP00000041488
ENSMUSP00000133620	ENSCAFP00000039953
ENSMUSP00000052778	ENSCAFP00000042357
ENSMUSP00000085651	ENSCAFP00000040519
ENSMUSP00000048508	ENSCAFP00000017900
ENSMUSP00000129503	ENSCAFP00000007681
ENSMUSP00000124204	ENSCAFP00000003190
ENSMUSP00000021241	ENSCAFP00000037285
ENSMUSP00000042413	ENSCAFP00000019056
ENSMUSP00000090443	ENSCAFP00000024978
ENSMUSP00000024159	ENSCAFP00000031627
ENSMUSP00000052559	ENSCAFP00000003194
ENSMUSP00000130289	ENSCAFP00000006021
ENSMUSP00000016498	ENSCAFP00000019074
ENSMUSP00000075167	ENSCAFP00000029535
ENSMUSP00000027888	ENSCAFP00000020505
ENSMUSP00000072154	ENSCAFP00000027127
ENSMUSP00000090237	ENSCAFP00000012903
ENSMUSP00000030693	ENSCAFP00000017792
ENSMUSP00000097547	ENSCAFP00000005937
ENSMUSP00000003370	ENSCAFP00000032817
ENSMUSP00000038838	ENSCAFP00000010452
ENSMUSP00000014597	ENSCAFP00000011788
ENSMUSP00000125777	ENSCAFP00000015667
ENSMUSP00000099694	ENSCAFP00000011844
ENSMUSP00000097452	ENSCAFP00000037532
ENSMUSP00000097446	ENSCAFP00000011932
ENSMUSP00000054082	ENSCAFP00000030047
ENSMUSP00000061475	ENSCAFP00000011813
ENSMUSP00000040852	ENSCAFP00000017508
ENSMUSP00000109585	ENSCAFP00000029367
ENSMUSP00000091048	ENSCAFP00000025403
ENSMUSP00000108815	ENSCAFP00000017342
ENSMUSP00000112500	ENSCAFP00000037748
ENSMUSP00000099502	ENSCAFP00000027015
ENSMUSP00000067102	ENSCAFP00000015467
ENSMUSP00000108493	ENSCAFP00000029981
ENSMUSP00000020113	ENSCAFP00000014485
ENSMUSP00000072064	ENSCAFP00000014484
ENSMUSP00000069077	ENSCAFP00000021638
ENSMUSP00000059643	ENSCAFP00000003341
ENSMUSP00000109548	ENSCAFP00000019741
ENSMUSP00000041190	ENSCAFP00000026997
ENSMUSP00000127227	ENSCAFP00000021970
ENSMUSP00000129810	ENSCAFP00000038212
ENSMUSP00000084399	ENSCAFP00000019532
ENSMUSP00000042558	ENSCAFP00000016144
ENSMUSP00000100648	ENSCAFP00000041144
ENSMUSP00000112618	ENSCAFP00000017007
ENSMUSP00000107955	ENSCAFP00000017026
ENSMUSP00000031286	ENSCAFP00000017343
ENSMUSP00000077693	ENSCAFP00000027857
ENSMUSP00000108004	ENSCAFP00000017377
ENSMUSP00000006721	ENSCAFP00000022085
ENSMUSP00000035860	ENSCAFP00000007288
ENSMUSP00000043588	ENSCAFP00000019924
ENSMUSP00000058548	ENSCAFP00000020000
ENSMUSP00000109698	ENSCAFP00000037656
ENSMUSP00000027090	ENSCAFP00000019994
ENSMUSP00000063410	ENSCAFP00000007371
ENSMUSP00000091442	ENSCAFP00000007033
ENSMUSP00000034511	ENSCAFP00000017668
ENSMUSP00000021120	ENSCAFP00000007367
ENSMUSP00000035726	ENSCAFP00000025654
ENSMUSP00000027760	ENSCAFP00000019759
ENSMUSP00000041082	ENSCAFP00000001375
ENSMUSP00000092703	ENSCAFP00000041460
ENSMUSP00000097812	ENSCAFP00000029435
ENSMUSP00000044866	ENSCAFP00000021080
ENSMUSP00000096930	ENSCAFP00000036827
ENSMUSP00000034912	ENSCAFP00000020729
ENSMUSP00000088563	ENSCAFP00000029901
ENSMUSP00000036316	ENSCAFP00000039427
ENSMUSP00000051417	ENSCAFP00000019696
ENSMUSP00000048059	ENSCAFP00000019368
ENSMUSP00000129972	ENSCAFP00000039091
ENSMUSP00000048092	ENSCAFP00000035391
ENSMUSP00000051368	ENSCAFP00000040052
ENSMUSP00000133056	ENSCAFP00000006200
ENSMUSP00000036159	ENSCAFP00000037708
ENSMUSP00000094062	ENSCAFP00000016974
ENSMUSP00000101150	ENSCAFP00000039411
ENSMUSP00000070270	ENSCAFP00000038205
ENSMUSP00000086745	ENSCAFP00000035955
ENSMUSP00000036747	ENSCAFP00000021580
ENSMUSP00000040246	ENSCAFP00000039386
ENSMUSP00000048836	ENSCAFP00000040393
ENSMUSP00000051652	ENSCAFP00000040886
ENSMUSP00000057607	ENSCAFP00000003681
ENSMUSP00000025940	ENSCAFP00000010560
ENSMUSP00000023593	ENSCAFP00000020166
ENSMUSP00000126974	ENSCAFP00000037106
ENSMUSP00000107091	ENSCAFP00000040974
ENSMUSP00000110466	ENSCAFP00000043079
ENSMUSP00000023075	ENSCAFP00000036282
ENSMUSP00000017590	ENSCAFP00000008283
ENSMUSP00000032203	ENSCAFP00000020293
ENSMUSP00000107760	ENSCAFP00000020284
ENSMUSP00000059426	ENSCAFP00000020268
ENSMUSP00000091330	ENSCAFP00000003885
ENSMUSP00000028233	ENSCAFP00000005350
ENSMUSP00000024988	ENSCAFP00000027484
ENSMUSP00000069418	ENSCAFP00000001014
ENSMUSP00000095777	ENSCAFP00000009416
ENSMUSP00000095778	ENSCAFP00000009412
ENSMUSP00000095829	ENSCAFP00000034423
ENSMUSP00000061078	ENSCAFP00000034832
ENSMUSP00000095776	ENSCAFP00000009428
ENSMUSP00000095763	ENSCAFP00000009489
ENSMUSP00000095806	ENSCAFP00000018273
ENSMUSP00000060166	ENSCAFP00000039279
ENSMUSP00000095764	ENSCAFP00000032548
ENSMUSP00000054607	ENSCAFP00000009490
ENSMUSP00000095765	ENSCAFP00000033302
ENSMUSP00000071777	ENSCAFP00000027065
ENSMUSP00000091439	ENSCAFP00000034798
ENSMUSP00000091502	ENSCAFP00000026307
ENSMUSP00000078540	ENSCAFP00000000228
ENSMUSP00000018561	ENSCAFP00000014835
ENSMUSP00000084887	ENSCAFP00000027371
ENSMUSP00000034745	ENSCAFP00000024489
ENSMUSP00000104069	ENSCAFP00000028283
ENSMUSP00000132905	ENSCAFP00000000227
ENSMUSP00000037819	ENSCAFP00000027140
ENSMUSP00000003459	ENSCAFP00000004673
ENSMUSP00000052297	ENSCAFP00000008152
ENSMUSP00000091365	ENSCAFP00000002539
ENSMUSP00000034854	ENSCAFP00000002484
ENSMUSP00000029562	ENSCAFP00000025294
ENSMUSP00000022620	ENSCAFP00000012536
ENSMUSP00000066338	ENSCAFP00000019023
ENSMUSP00000034851	ENSCAFP00000002496
ENSMUSP00000033882	ENSCAFP00000008128
ENSMUSP00000047270	ENSCAFP00000024042
ENSMUSP00000027470	ENSCAFP00000016661
ENSMUSP00000099616	ENSCAFP00000023282
ENSMUSP00000072983	ENSCAFP00000016617
ENSMUSP00000028515	ENSCAFP00000019569
ENSMUSP00000035908	ENSCAFP00000033083
ENSMUSP00000122497	ENSCAFP00000006313
ENSMUSP00000103227	ENSCAFP00000036233
ENSMUSP00000056461	ENSCAFP00000008184
ENSMUSP00000095200	ENSCAFP00000009426
ENSMUSP00000075658	ENSCAFP00000011548
ENSMUSP00000091419	ENSCAFP00000005925
ENSMUSP00000033560	ENSCAFP00000024556
ENSMUSP00000101921	ENSCAFP00000024388
ENSMUSP00000094750	ENSCAFP00000021435
ENSMUSP00000027495	ENSCAFP00000019094
ENSMUSP00000065295	ENSCAFP00000001437
ENSMUSP00000034052	ENSCAFP00000013189
ENSMUSP00000102801	ENSCAFP00000018137
ENSMUSP00000025561	ENSCAFP00000002591
ENSMUSP00000091435	ENSCAFP00000007771
ENSMUSP00000131062	ENSCAFP00000028276
ENSMUSP00000023095	ENSCAFP00000001415
ENSMUSP00000110894	ENSCAFP00000031035
ENSMUSP00000129023	ENSCAFP00000036852
ENSMUSP00000074293	ENSCAFP00000012720
ENSMUSP00000112920	ENSCAFP00000001296
ENSMUSP00000104511	ENSCAFP00000026508
ENSMUSP00000022519	ENSCAFP00000023831
ENSMUSP00000029266	ENSCAFP00000006170
ENSMUSP00000098405	ENSCAFP00000030525
ENSMUSP00000109305	ENSCAFP00000004907
ENSMUSP00000031447	ENSCAFP00000013001
ENSMUSP00000002466	ENSCAFP00000022804
ENSMUSP00000032768	ENSCAFP00000016060
ENSMUSP00000019938	ENSCAFP00000030572
ENSMUSP00000018094	ENSCAFP00000013863
ENSMUSP00000017832	ENSCAFP00000012184
ENSMUSP00000109087	ENSCAFP00000006818
ENSMUSP00000100927	ENSCAFP00000009377
ENSMUSP00000036585	ENSCAFP00000001304
ENSMUSP00000076491	ENSCAFP00000029376
ENSMUSP00000015987	ENSCAFP00000019666
ENSMUSP00000107137	ENSCAFP00000035512
ENSMUSP00000097350	ENSCAFP00000033601
ENSMUSP00000097368	ENSCAFP00000042045
ENSMUSP00000107168	ENSCAFP00000012079
ENSMUSP00000107145	ENSCAFP00000033604
ENSMUSP00000046515	ENSCAFP00000007194
ENSMUSP00000088678	ENSCAFP00000005573
ENSMUSP00000003135	ENSCAFP00000015602
ENSMUSP00000087961	ENSCAFP00000039218
ENSMUSP00000126941	ENSCAFP00000010312
ENSMUSP00000083743	ENSCAFP00000014900
ENSMUSP00000008542	ENSCAFP00000009659
ENSMUSP00000009550	ENSCAFP00000022360
ENSMUSP00000079818	ENSCAFP00000019713
ENSMUSP00000110520	ENSCAFP00000042935
ENSMUSP00000049729	ENSCAFP00000024620
ENSMUSP00000042883	ENSCAFP00000042710
ENSMUSP00000074436	ENSCAFP00000029992
ENSMUSP00000087327	ENSCAFP00000020424
ENSMUSP00000033820	ENSCAFP00000009381
ENSMUSP00000132226	ENSCAFP00000037192
ENSMUSP00000033477	ENSCAFP00000028031
ENSMUSP00000033821	ENSCAFP00000009382
ENSMUSP00000028681	ENSCAFP00000013434
ENSMUSP00000037616	ENSCAFP00000009983
ENSMUSP00000103923	ENSCAFP00000008337
ENSMUSP00000051546	ENSCAFP00000020539
ENSMUSP00000047573	ENSCAFP00000036885
ENSMUSP00000050039	ENSCAFP00000017440
ENSMUSP00000027706	ENSCAFP00000042816
ENSMUSP00000043818	ENSCAFP00000004886
ENSMUSP00000037096	ENSCAFP00000008934
