ENSLOCP00000011371	ENSORLP00000011382
ENSLOCP00000020605	ENSORLP00000017064
ENSLOCP00000002955	ENSORLP00000012232
ENSLOCP00000016136	ENSORLP00000021485
ENSLOCP00000010026	ENSORLP00000024293
ENSLOCP00000008331	ENSORLP00000013181
ENSLOCP00000015088	ENSORLP00000014707
ENSLOCP00000001158	ENSORLP00000018004
ENSLOCP00000017749	ENSORLP00000011929
ENSLOCP00000014315	ENSORLP00000003385
ENSLOCP00000014315	ENSORLP00000017861
ENSLOCP00000002931	ENSORLP00000003093
ENSLOCP00000006645	ENSORLP00000024195
ENSLOCP00000012844	ENSORLP00000017201
ENSLOCP00000008369	ENSORLP00000025798
ENSLOCP00000016530	ENSORLP00000002714
ENSLOCP00000009275	ENSORLP00000006780
ENSLOCP00000000313	ENSORLP00000000111
ENSLOCP00000000313	ENSORLP00000015572
ENSLOCP00000015486	ENSORLP00000005283
ENSLOCP00000011430	ENSORLP00000021432
ENSLOCP00000009127	ENSORLP00000012937
ENSLOCP00000011833	ENSORLP00000003355
ENSLOCP00000011833	ENSORLP00000003764
ENSLOCP00000002189	ENSORLP00000021857
ENSLOCP00000007445	ENSORLP00000019310
ENSLOCP00000007445	ENSORLP00000009786
ENSLOCP00000010485	ENSORLP00000021045
ENSLOCP00000010485	ENSORLP00000004891
ENSLOCP00000002729	ENSORLP00000006771
ENSLOCP00000002729	ENSORLP00000002855
ENSLOCP00000016731	ENSORLP00000013819
ENSLOCP00000006859	ENSORLP00000020871
ENSLOCP00000006324	ENSORLP00000010915
ENSLOCP00000019025	ENSORLP00000013745
ENSLOCP00000016438	ENSORLP00000011030
ENSLOCP00000009069	ENSORLP00000008787
ENSLOCP00000010092	ENSORLP00000021281
ENSLOCP00000008669	ENSORLP00000004218
ENSLOCP00000008681	ENSORLP00000004237
ENSLOCP00000007268	ENSORLP00000005960
ENSLOCP00000008769	ENSORLP00000013656
ENSLOCP00000008769	ENSORLP00000015445
ENSLOCP00000008748	ENSORLP00000015473
ENSLOCP00000008906	ENSORLP00000015354
ENSLOCP00000008834	ENSORLP00000013691
ENSLOCP00000008718	ENSORLP00000015498
ENSLOCP00000005718	ENSORLP00000008571
ENSLOCP00000006930	ENSORLP00000022303
ENSLOCP00000006930	ENSORLP00000014352
ENSLOCP00000006427	ENSORLP00000021009
ENSLOCP00000018999	ENSORLP00000006183
ENSLOCP00000008860	ENSORLP00000013698
ENSLOCP00000008875	ENSORLP00000013710
ENSLOCP00000009704	ENSORLP00000024998
ENSLOCP00000009704	ENSORLP00000004411
ENSLOCP00000004017	ENSORLP00000021392
ENSLOCP00000004017	ENSORLP00000024698
ENSLOCP00000006918	ENSORLP00000019993
ENSLOCP00000010510	ENSORLP00000009058
ENSLOCP00000010510	ENSORLP00000011300
ENSLOCP00000010043	ENSORLP00000014885
ENSLOCP00000016850	ENSORLP00000008682
ENSLOCP00000007272	ENSORLP00000012526
ENSLOCP00000020964	ENSORLP00000022490
ENSLOCP00000000891	ENSORLP00000015533
ENSLOCP00000012859	ENSORLP00000019848
ENSLOCP00000012811	ENSORLP00000006757
ENSLOCP00000012811	ENSORLP00000019544
ENSLOCP00000003168	ENSORLP00000014749
ENSLOCP00000005034	ENSORLP00000011280
ENSLOCP00000005034	ENSORLP00000018422
ENSLOCP00000008275	ENSORLP00000018259
ENSLOCP00000017347	ENSORLP00000012993
ENSLOCP00000018239	ENSORLP00000008117
ENSLOCP00000001119	ENSORLP00000018058
ENSLOCP00000016946	ENSORLP00000004474
ENSLOCP00000016946	ENSORLP00000012833
ENSLOCP00000003015	ENSORLP00000017405
ENSLOCP00000008387	ENSORLP00000006846
ENSLOCP00000021494	ENSORLP00000025058
ENSLOCP00000009330	ENSORLP00000004707
ENSLOCP00000011451	ENSORLP00000022512
ENSLOCP00000021852	ENSORLP00000020976
ENSLOCP00000022155	ENSORLP00000008910
ENSLOCP00000021644	ENSORLP00000007193
ENSLOCP00000021649	ENSORLP00000004043
ENSLOCP00000021851	ENSORLP00000020972
ENSLOCP00000021844	ENSORLP00000012977
ENSLOCP00000021642	ENSORLP00000005601
ENSLOCP00000020854	ENSORLP00000021768
ENSLOCP00000011447	ENSORLP00000024270
ENSLOCP00000018232	ENSORLP00000001760
ENSLOCP00000003816	ENSORLP00000015715
ENSLOCP00000003338	ENSORLP00000007207
ENSLOCP00000003454	ENSORLP00000007101
ENSLOCP00000002807	ENSORLP00000007139
ENSLOCP00000003409	ENSORLP00000008386
ENSLOCP00000008086	ENSORLP00000013992
ENSLOCP00000001168	ENSORLP00000014038
ENSLOCP00000001168	ENSORLP00000020940
ENSLOCP00000011541	ENSORLP00000021481
ENSLOCP00000004503	ENSORLP00000003563
ENSLOCP00000004503	ENSORLP00000022559
ENSLOCP00000003104	ENSORLP00000010403
ENSLOCP00000003104	ENSORLP00000018882
ENSLOCP00000001348	ENSORLP00000022230
ENSLOCP00000009296	ENSORLP00000020462
ENSLOCP00000011942	ENSORLP00000013073
ENSLOCP00000017494	ENSORLP00000002786
ENSLOCP00000017494	ENSORLP00000015041
ENSLOCP00000001030	ENSORLP00000003481
ENSLOCP00000020749	ENSORLP00000021419
ENSLOCP00000006101	ENSORLP00000000387
ENSLOCP00000015588	ENSORLP00000000290
ENSLOCP00000010290	ENSORLP00000004833
ENSLOCP00000003518	ENSORLP00000024918
ENSLOCP00000018054	ENSORLP00000017732
ENSLOCP00000007717	ENSORLP00000019207
ENSLOCP00000017631	ENSORLP00000010666
ENSLOCP00000016834	ENSORLP00000000759
ENSLOCP00000012862	ENSORLP00000017132
ENSLOCP00000012110	ENSORLP00000013936
ENSLOCP00000012110	ENSORLP00000006402
ENSLOCP00000012031	ENSORLP00000014243
ENSLOCP00000006617	ENSORLP00000003263
ENSLOCP00000001488	ENSORLP00000004112
ENSLOCP00000001488	ENSORLP00000012621
ENSLOCP00000014731	ENSORLP00000013236
ENSLOCP00000018431	ENSORLP00000001986
ENSLOCP00000003949	ENSORLP00000019197
ENSLOCP00000016626	ENSORLP00000010814
ENSLOCP00000016626	ENSORLP00000006770
ENSLOCP00000010679	ENSORLP00000010143
ENSLOCP00000001368	ENSORLP00000004170
ENSLOCP00000001368	ENSORLP00000012731
ENSLOCP00000006335	ENSORLP00000006664
ENSLOCP00000018285	ENSORLP00000024796
ENSLOCP00000018285	ENSORLP00000009141
ENSLOCP00000012089	ENSORLP00000006324
ENSLOCP00000012089	ENSORLP00000014073
ENSLOCP00000021216	ENSORLP00000021645
ENSLOCP00000020817	ENSORLP00000020064
ENSLOCP00000020817	ENSORLP00000020776
ENSLOCP00000020014	ENSORLP00000021687
ENSLOCP00000012972	ENSORLP00000008105
ENSLOCP00000021060	ENSORLP00000021622
ENSLOCP00000021060	ENSORLP00000010974
ENSLOCP00000008087	ENSORLP00000019483
ENSLOCP00000008087	ENSORLP00000007430
ENSLOCP00000003282	ENSORLP00000005936
ENSLOCP00000009801	ENSORLP00000020753
ENSLOCP00000009801	ENSORLP00000004586
ENSLOCP00000006934	ENSORLP00000016677
ENSLOCP00000003955	ENSORLP00000009469
ENSLOCP00000008294	ENSORLP00000010192
ENSLOCP00000008335	ENSORLP00000010679
ENSLOCP00000007539	ENSORLP00000009848
ENSLOCP00000007539	ENSORLP00000019255
ENSLOCP00000015919	ENSORLP00000005480
ENSLOCP00000017201	ENSORLP00000005563
ENSLOCP00000021051	ENSORLP00000002998
ENSLOCP00000021051	ENSORLP00000013916
ENSLOCP00000014290	ENSORLP00000008334
ENSLOCP00000011862	ENSORLP00000015578
ENSLOCP00000007861	ENSORLP00000018665
ENSLOCP00000007861	ENSORLP00000004691
ENSLOCP00000018200	ENSORLP00000009581
ENSLOCP00000007662	ENSORLP00000001581
ENSLOCP00000005358	ENSORLP00000022472
ENSLOCP00000006257	ENSORLP00000020536
ENSLOCP00000006257	ENSORLP00000001310
ENSLOCP00000018713	ENSORLP00000014124
ENSLOCP00000016516	ENSORLP00000016118
ENSLOCP00000007333	ENSORLP00000006065
ENSLOCP00000015773	ENSORLP00000022947
ENSLOCP00000016476	ENSORLP00000006894
ENSLOCP00000011515	ENSORLP00000020819
ENSLOCP00000011515	ENSORLP00000017048
ENSLOCP00000015576	ENSORLP00000008027
ENSLOCP00000008023	ENSORLP00000002419
ENSLOCP00000008023	ENSORLP00000018859
ENSLOCP00000006424	ENSORLP00000019484
ENSLOCP00000006424	ENSORLP00000011733
ENSLOCP00000020907	ENSORLP00000018775
ENSLOCP00000020907	ENSORLP00000021648
ENSLOCP00000015296	ENSORLP00000005525
ENSLOCP00000018447	ENSORLP00000002083
ENSLOCP00000018447	ENSORLP00000002086
ENSLOCP00000004932	ENSORLP00000022533
ENSLOCP00000010899	ENSORLP00000022515
ENSLOCP00000009392	ENSORLP00000016274
ENSLOCP00000009558	ENSORLP00000021580
ENSLOCP00000020301	ENSORLP00000012251
ENSLOCP00000020300	ENSORLP00000012105
ENSLOCP00000018988	ENSORLP00000005751
ENSLOCP00000006845	ENSORLP00000021114
ENSLOCP00000003694	ENSORLP00000006975
ENSLOCP00000010902	ENSORLP00000025623
ENSLOCP00000014163	ENSORLP00000003606
ENSLOCP00000014163	ENSORLP00000023208
ENSLOCP00000011902	ENSORLP00000014881
ENSLOCP00000011902	ENSORLP00000012163
ENSLOCP00000005994	ENSORLP00000002843
ENSLOCP00000002868	ENSORLP00000016822
ENSLOCP00000004802	ENSORLP00000025864
ENSLOCP00000007818	ENSORLP00000020658
ENSLOCP00000015450	ENSORLP00000004874
ENSLOCP00000008804	ENSORLP00000000781
ENSLOCP00000012235	ENSORLP00000020936
ENSLOCP00000005170	ENSORLP00000023092
ENSLOCP00000009821	ENSORLP00000007053
ENSLOCP00000011405	ENSORLP00000021913
ENSLOCP00000005761	ENSORLP00000001702
ENSLOCP00000015320	ENSORLP00000013224
ENSLOCP00000013421	ENSORLP00000004696
ENSLOCP00000013421	ENSORLP00000022855
ENSLOCP00000013503	ENSORLP00000005708
ENSLOCP00000016398	ENSORLP00000005139
ENSLOCP00000009229	ENSORLP00000021716
ENSLOCP00000016404	ENSORLP00000005152
ENSLOCP00000009211	ENSORLP00000021729
ENSLOCP00000013515	ENSORLP00000005733
ENSLOCP00000020982	ENSORLP00000022518
ENSLOCP00000006249	ENSORLP00000025158
ENSLOCP00000006269	ENSORLP00000025138
ENSLOCP00000006585	ENSORLP00000009305
ENSLOCP00000011953	ENSORLP00000024174
ENSLOCP00000002706	ENSORLP00000008430
ENSLOCP00000006084	ENSORLP00000013903
ENSLOCP00000020997	ENSORLP00000016873
ENSLOCP00000007096	ENSORLP00000002943
ENSLOCP00000006608	ENSORLP00000015921
ENSLOCP00000020707	ENSORLP00000020477
ENSLOCP00000002964	ENSORLP00000021875
ENSLOCP00000005474	ENSORLP00000015252
ENSLOCP00000007728	ENSORLP00000024928
ENSLOCP00000014226	ENSORLP00000007896
ENSLOCP00000014226	ENSORLP00000013890
ENSLOCP00000011331	ENSORLP00000025375
ENSLOCP00000003097	ENSORLP00000025738
ENSLOCP00000006348	ENSORLP00000014457
ENSLOCP00000000933	ENSORLP00000006409
ENSLOCP00000010060	ENSORLP00000014775
ENSLOCP00000020227	ENSORLP00000024632
ENSLOCP00000017020	ENSORLP00000006013
ENSLOCP00000001660	ENSORLP00000009905
ENSLOCP00000000515	ENSORLP00000021797
ENSLOCP00000020885	ENSORLP00000012312
ENSLOCP00000001091	ENSORLP00000009485
ENSLOCP00000003246	ENSORLP00000019337
ENSLOCP00000021143	ENSORLP00000002867
ENSLOCP00000004003	ENSORLP00000023170
ENSLOCP00000013474	ENSORLP00000010758
ENSLOCP00000018970	ENSORLP00000009046
ENSLOCP00000007878	ENSORLP00000017957
ENSLOCP00000003167	ENSORLP00000012498
ENSLOCP00000003167	ENSORLP00000012504
ENSLOCP00000004429	ENSORLP00000017645
ENSLOCP00000021053	ENSORLP00000020706
ENSLOCP00000003671	ENSORLP00000021429
ENSLOCP00000003516	ENSORLP00000018572
ENSLOCP00000003516	ENSORLP00000011302
ENSLOCP00000003557	ENSORLP00000018588
ENSLOCP00000006668	ENSORLP00000010207
ENSLOCP00000010501	ENSORLP00000001366
ENSLOCP00000006694	ENSORLP00000010240
ENSLOCP00000006537	ENSORLP00000025456
ENSLOCP00000012220	ENSORLP00000004617
ENSLOCP00000012220	ENSORLP00000025230
ENSLOCP00000002393	ENSORLP00000015093
ENSLOCP00000002423	ENSORLP00000015183
ENSLOCP00000007776	ENSORLP00000005857
ENSLOCP00000014287	ENSORLP00000024854
ENSLOCP00000014963	ENSORLP00000016482
ENSLOCP00000017432	ENSORLP00000017511
ENSLOCP00000002878	ENSORLP00000015126
ENSLOCP00000002855	ENSORLP00000015142
ENSLOCP00000008007	ENSORLP00000019660
ENSLOCP00000013167	ENSORLP00000005131
ENSLOCP00000016164	ENSORLP00000017449
ENSLOCP00000010058	ENSORLP00000020628
ENSLOCP00000010058	ENSORLP00000018457
ENSLOCP00000012644	ENSORLP00000020662
ENSLOCP00000007010	ENSORLP00000025580
ENSLOCP00000014546	ENSORLP00000011459
ENSLOCP00000019407	ENSORLP00000024711
ENSLOCP00000006368	ENSORLP00000003975
ENSLOCP00000006368	ENSORLP00000000930
ENSLOCP00000001367	ENSORLP00000015795
ENSLOCP00000012892	ENSORLP00000018315
ENSLOCP00000022249	ENSORLP00000010457
ENSLOCP00000022249	ENSORLP00000008628
ENSLOCP00000021946	ENSORLP00000022046
ENSLOCP00000021671	ENSORLP00000016718
ENSLOCP00000021780	ENSORLP00000007401
ENSLOCP00000022188	ENSORLP00000017756
ENSLOCP00000021686	ENSORLP00000006335
ENSLOCP00000020978	ENSORLP00000016850
ENSLOCP00000001867	ENSORLP00000006601
ENSLOCP00000011536	ENSORLP00000002450
ENSLOCP00000011536	ENSORLP00000014783
ENSLOCP00000006982	ENSORLP00000021590
ENSLOCP00000007002	ENSORLP00000021595
ENSLOCP00000006962	ENSORLP00000024155
ENSLOCP00000011500	ENSORLP00000006892
ENSLOCP00000004193	ENSORLP00000007892
ENSLOCP00000011277	ENSORLP00000008418
ENSLOCP00000005376	ENSORLP00000010884
ENSLOCP00000012062	ENSORLP00000020276
ENSLOCP00000021428	ENSORLP00000022936
ENSLOCP00000004084	ENSORLP00000009576
ENSLOCP00000013747	ENSORLP00000013419
ENSLOCP00000006904	ENSORLP00000021017
ENSLOCP00000020882	ENSORLP00000021593
ENSLOCP00000020882	ENSORLP00000021629
ENSLOCP00000006614	ENSORLP00000021960
ENSLOCP00000000173	ENSORLP00000024945
ENSLOCP00000006064	ENSORLP00000016501
ENSLOCP00000006064	ENSORLP00000011568
ENSLOCP00000014056	ENSORLP00000023305
ENSLOCP00000003728	ENSORLP00000014170
ENSLOCP00000005297	ENSORLP00000022860
ENSLOCP00000001219	ENSORLP00000011525
ENSLOCP00000010255	ENSORLP00000025825
ENSLOCP00000016846	ENSORLP00000010162
ENSLOCP00000008599	ENSORLP00000012221
ENSLOCP00000008599	ENSORLP00000011142
ENSLOCP00000005272	ENSORLP00000009503
ENSLOCP00000005272	ENSORLP00000010378
ENSLOCP00000006946	ENSORLP00000011737
ENSLOCP00000015755	ENSORLP00000017919
ENSLOCP00000015755	ENSORLP00000004018
ENSLOCP00000017601	ENSORLP00000024913
ENSLOCP00000021326	ENSORLP00000011046
ENSLOCP00000001880	ENSORLP00000001058
ENSLOCP00000017597	ENSORLP00000016442
ENSLOCP00000016972	ENSORLP00000004440
ENSLOCP00000016993	ENSORLP00000004409
ENSLOCP00000016705	ENSORLP00000010079
ENSLOCP00000008815	ENSORLP00000021899
ENSLOCP00000008815	ENSORLP00000001705
ENSLOCP00000007518	ENSORLP00000009331
ENSLOCP00000008797	ENSORLP00000021911
ENSLOCP00000003966	ENSORLP00000016441
ENSLOCP00000003966	ENSORLP00000020925
ENSLOCP00000015829	ENSORLP00000003626
ENSLOCP00000001445	ENSORLP00000010875
ENSLOCP00000007134	ENSORLP00000006839
ENSLOCP00000016187	ENSORLP00000014360
ENSLOCP00000008727	ENSORLP00000002732
ENSLOCP00000012900	ENSORLP00000001928
ENSLOCP00000010655	ENSORLP00000009431
ENSLOCP00000006648	ENSORLP00000003295
ENSLOCP00000018067	ENSORLP00000013728
ENSLOCP00000004515	ENSORLP00000023840
ENSLOCP00000008473	ENSORLP00000020496
ENSLOCP00000005253	ENSORLP00000009840
ENSLOCP00000007618	ENSORLP00000006087
ENSLOCP00000009393	ENSORLP00000011777
ENSLOCP00000009393	ENSORLP00000016318
ENSLOCP00000018210	ENSORLP00000022995
ENSLOCP00000018210	ENSORLP00000009538
ENSLOCP00000011835	ENSORLP00000015497
ENSLOCP00000016483	ENSORLP00000012301
ENSLOCP00000016483	ENSORLP00000004107
ENSLOCP00000008127	ENSORLP00000023984
ENSLOCP00000018747	ENSORLP00000001234
ENSLOCP00000012598	ENSORLP00000019934
ENSLOCP00000013057	ENSORLP00000001617
ENSLOCP00000014483	ENSORLP00000008863
ENSLOCP00000003582	ENSORLP00000009789
ENSLOCP00000005823	ENSORLP00000008376
ENSLOCP00000005823	ENSORLP00000011129
ENSLOCP00000018423	ENSORLP00000011061
ENSLOCP00000003403	ENSORLP00000011183
ENSLOCP00000003403	ENSORLP00000010989
ENSLOCP00000017729	ENSORLP00000010585
ENSLOCP00000010977	ENSORLP00000020428
ENSLOCP00000018437	ENSORLP00000000016
ENSLOCP00000020504	ENSORLP00000016838
ENSLOCP00000002274	ENSORLP00000020509
ENSLOCP00000016605	ENSORLP00000008788
ENSLOCP00000013713	ENSORLP00000013643
ENSLOCP00000019398	ENSORLP00000005149
ENSLOCP00000005489	ENSORLP00000015206
ENSLOCP00000001534	ENSORLP00000020880
ENSLOCP00000018890	ENSORLP00000001120
ENSLOCP00000001501	ENSORLP00000015019
ENSLOCP00000014529	ENSORLP00000015307
ENSLOCP00000017931	ENSORLP00000021205
ENSLOCP00000012931	ENSORLP00000010636
ENSLOCP00000020316	ENSORLP00000011480
ENSLOCP00000012202	ENSORLP00000009134
ENSLOCP00000009175	ENSORLP00000015463
ENSLOCP00000005273	ENSORLP00000007266
ENSLOCP00000011924	ENSORLP00000001424
ENSLOCP00000011937	ENSORLP00000001452
ENSLOCP00000011243	ENSORLP00000008454
ENSLOCP00000011959	ENSORLP00000001484
ENSLOCP00000011971	ENSORLP00000001491
ENSLOCP00000003457	ENSORLP00000010759
ENSLOCP00000017984	ENSORLP00000010505
ENSLOCP00000017953	ENSORLP00000000686
ENSLOCP00000017983	ENSORLP00000006369
ENSLOCP00000011270	ENSORLP00000022094
ENSLOCP00000011270	ENSORLP00000011829
ENSLOCP00000020769	ENSORLP00000022819
ENSLOCP00000002271	ENSORLP00000006710
ENSLOCP00000022044	ENSORLP00000019619
ENSLOCP00000022009	ENSORLP00000013302
ENSLOCP00000022079	ENSORLP00000021186
ENSLOCP00000022051	ENSORLP00000002243
ENSLOCP00000022051	ENSORLP00000001390
ENSLOCP00000021740	ENSORLP00000019142
ENSLOCP00000021740	ENSORLP00000006340
ENSLOCP00000014992	ENSORLP00000000228
ENSLOCP00000014992	ENSORLP00000022062
ENSLOCP00000021421	ENSORLP00000015008
ENSLOCP00000021421	ENSORLP00000001206
ENSLOCP00000000369	ENSORLP00000002370
ENSLOCP00000000369	ENSORLP00000008853
ENSLOCP00000022004	ENSORLP00000012047
ENSLOCP00000022004	ENSORLP00000019053
ENSLOCP00000018422	ENSORLP00000011121
ENSLOCP00000018422	ENSORLP00000011601
ENSLOCP00000010223	ENSORLP00000025597
ENSLOCP00000010223	ENSORLP00000019723
ENSLOCP00000014749	ENSORLP00000023732
ENSLOCP00000007917	ENSORLP00000012922
ENSLOCP00000007908	ENSORLP00000005975
ENSLOCP00000010621	ENSORLP00000005178
ENSLOCP00000014552	ENSORLP00000002872
ENSLOCP00000014552	ENSORLP00000007115
ENSLOCP00000012484	ENSORLP00000021815
ENSLOCP00000012484	ENSORLP00000022585
ENSLOCP00000013442	ENSORLP00000010835
ENSLOCP00000017912	ENSORLP00000016520
ENSLOCP00000006250	ENSORLP00000005409
ENSLOCP00000006250	ENSORLP00000019257
ENSLOCP00000014714	ENSORLP00000007672
ENSLOCP00000008017	ENSORLP00000013375
ENSLOCP00000000347	ENSORLP00000015106
ENSLOCP00000018887	ENSORLP00000011049
ENSLOCP00000003624	ENSORLP00000008419
ENSLOCP00000003624	ENSORLP00000001551
ENSLOCP00000006820	ENSORLP00000014461
ENSLOCP00000006510	ENSORLP00000020931
ENSLOCP00000020715	ENSORLP00000020489
ENSLOCP00000021887	ENSORLP00000022225
ENSLOCP00000021507	ENSORLP00000023552
ENSLOCP00000021598	ENSORLP00000002212
ENSLOCP00000021451	ENSORLP00000014647
ENSLOCP00000022439	ENSORLP00000006304
ENSLOCP00000002106	ENSORLP00000010028
ENSLOCP00000014551	ENSORLP00000018288
ENSLOCP00000015384	ENSORLP00000023248
ENSLOCP00000015384	ENSORLP00000009985
ENSLOCP00000016295	ENSORLP00000012169
ENSLOCP00000000759	ENSORLP00000002502
ENSLOCP00000018917	ENSORLP00000008990
ENSLOCP00000001978	ENSORLP00000012044
ENSLOCP00000017307	ENSORLP00000016216
ENSLOCP00000017307	ENSORLP00000014162
ENSLOCP00000018545	ENSORLP00000014796
ENSLOCP00000012299	ENSORLP00000016405
ENSLOCP00000004164	ENSORLP00000008767
ENSLOCP00000005295	ENSORLP00000005469
ENSLOCP00000011747	ENSORLP00000015014
ENSLOCP00000020617	ENSORLP00000025211
ENSLOCP00000013176	ENSORLP00000020882
ENSLOCP00000017907	ENSORLP00000000411
ENSLOCP00000021704	ENSORLP00000018753
ENSLOCP00000005827	ENSORLP00000008870
ENSLOCP00000019817	ENSORLP00000003547
ENSLOCP00000019817	ENSORLP00000003193
ENSLOCP00000002003	ENSORLP00000014763
ENSLOCP00000002003	ENSORLP00000012107
ENSLOCP00000021667	ENSORLP00000002685
ENSLOCP00000021445	ENSORLP00000006689
ENSLOCP00000014217	ENSORLP00000010883
ENSLOCP00000012777	ENSORLP00000002056
ENSLOCP00000005526	ENSORLP00000005583
ENSLOCP00000018405	ENSORLP00000019265
ENSLOCP00000002199	ENSORLP00000013122
ENSLOCP00000012911	ENSORLP00000019874
ENSLOCP00000021596	ENSORLP00000013261
ENSLOCP00000021978	ENSORLP00000002763
ENSLOCP00000010602	ENSORLP00000002366
ENSLOCP00000022393	ENSORLP00000018435
ENSLOCP00000005762	ENSORLP00000019491
ENSLOCP00000013913	ENSORLP00000014627
ENSLOCP00000011863	ENSORLP00000015919
ENSLOCP00000005539	ENSORLP00000016575
ENSLOCP00000005539	ENSORLP00000008856
ENSLOCP00000002453	ENSORLP00000017880
ENSLOCP00000016457	ENSORLP00000016430
ENSLOCP00000002539	ENSORLP00000016862
ENSLOCP00000001350	ENSORLP00000006796
ENSLOCP00000003112	ENSORLP00000021242
ENSLOCP00000017945	ENSORLP00000017867
ENSLOCP00000007817	ENSORLP00000013061
ENSLOCP00000017441	ENSORLP00000000215
ENSLOCP00000015186	ENSORLP00000002436
ENSLOCP00000017315	ENSORLP00000002165
ENSLOCP00000003541	ENSORLP00000014090
ENSLOCP00000009040	ENSORLP00000020040
ENSLOCP00000009264	ENSORLP00000010693
ENSLOCP00000017833	ENSORLP00000013666
ENSLOCP00000017820	ENSORLP00000025535
ENSLOCP00000004803	ENSORLP00000008676
ENSLOCP00000017169	ENSORLP00000012633
ENSLOCP00000016853	ENSORLP00000010059
ENSLOCP00000011041	ENSORLP00000020382
ENSLOCP00000020723	ENSORLP00000020533
ENSLOCP00000002895	ENSORLP00000021885
ENSLOCP00000016492	ENSORLP00000009462
ENSLOCP00000020835	ENSORLP00000012617
ENSLOCP00000001974	ENSORLP00000006921
ENSLOCP00000003962	ENSORLP00000004047
ENSLOCP00000003962	ENSORLP00000006872
ENSLOCP00000016844	ENSORLP00000017331
ENSLOCP00000016844	ENSORLP00000017341
ENSLOCP00000001183	ENSORLP00000010640
ENSLOCP00000009300	ENSORLP00000012465
ENSLOCP00000009300	ENSORLP00000007307
ENSLOCP00000016385	ENSORLP00000005865
ENSLOCP00000000162	ENSORLP00000008535
ENSLOCP00000000162	ENSORLP00000018576
ENSLOCP00000005174	ENSORLP00000003984
ENSLOCP00000019573	ENSORLP00000011933
ENSLOCP00000012799	ENSORLP00000025078
ENSLOCP00000009279	ENSORLP00000011060
ENSLOCP00000008901	ENSORLP00000012273
ENSLOCP00000021379	ENSORLP00000014115
ENSLOCP00000004227	ENSORLP00000025714
ENSLOCP00000004227	ENSORLP00000010471
ENSLOCP00000008651	ENSORLP00000021938
ENSLOCP00000007612	ENSORLP00000009912
ENSLOCP00000014554	ENSORLP00000009534
ENSLOCP00000014554	ENSORLP00000006348
ENSLOCP00000008632	ENSORLP00000021941
ENSLOCP00000007640	ENSORLP00000009924
ENSLOCP00000008617	ENSORLP00000021943
ENSLOCP00000014547	ENSORLP00000006344
ENSLOCP00000016584	ENSORLP00000021315
ENSLOCP00000008603	ENSORLP00000021948
ENSLOCP00000014570	ENSORLP00000006355
ENSLOCP00000014570	ENSORLP00000009523
ENSLOCP00000016590	ENSORLP00000021307
ENSLOCP00000007602	ENSORLP00000009904
ENSLOCP00000015932	ENSORLP00000009838
ENSLOCP00000015932	ENSORLP00000006969
ENSLOCP00000014661	ENSORLP00000008528
ENSLOCP00000001283	ENSORLP00000013124
ENSLOCP00000015366	ENSORLP00000003266
ENSLOCP00000001951	ENSORLP00000018629
ENSLOCP00000012440	ENSORLP00000020959
ENSLOCP00000020970	ENSORLP00000016842
ENSLOCP00000007015	ENSORLP00000018391
ENSLOCP00000007015	ENSORLP00000012063
ENSLOCP00000012704	ENSORLP00000005742
ENSLOCP00000015125	ENSORLP00000008624
ENSLOCP00000003695	ENSORLP00000008458
ENSLOCP00000007067	ENSORLP00000005550
ENSLOCP00000020196	ENSORLP00000015315
ENSLOCP00000012802	ENSORLP00000020615
ENSLOCP00000006305	ENSORLP00000016483
ENSLOCP00000011774	ENSORLP00000000545
ENSLOCP00000012744	ENSORLP00000010336
ENSLOCP00000012886	ENSORLP00000020014
ENSLOCP00000010942	ENSORLP00000006162
ENSLOCP00000008224	ENSORLP00000000639
ENSLOCP00000008224	ENSORLP00000012395
ENSLOCP00000007977	ENSORLP00000019107
ENSLOCP00000008835	ENSORLP00000022270
ENSLOCP00000005763	ENSORLP00000010704
ENSLOCP00000005763	ENSORLP00000008615
ENSLOCP00000011300	ENSORLP00000014853
ENSLOCP00000021778	ENSORLP00000011345
ENSLOCP00000021630	ENSORLP00000002716
ENSLOCP00000021630	ENSORLP00000012243
ENSLOCP00000021875	ENSORLP00000013679
ENSLOCP00000021833	ENSORLP00000008953
ENSLOCP00000021820	ENSORLP00000022742
ENSLOCP00000016322	ENSORLP00000004359
ENSLOCP00000021827	ENSORLP00000001770
ENSLOCP00000011080	ENSORLP00000016974
ENSLOCP00000011080	ENSORLP00000000960
ENSLOCP00000014788	ENSORLP00000020299
ENSLOCP00000014788	ENSORLP00000000607
ENSLOCP00000015138	ENSORLP00000019192
ENSLOCP00000015796	ENSORLP00000017234
ENSLOCP00000015812	ENSORLP00000009981
ENSLOCP00000015812	ENSORLP00000017103
ENSLOCP00000015789	ENSORLP00000017257
ENSLOCP00000015854	ENSORLP00000016927
ENSLOCP00000009399	ENSORLP00000004771
ENSLOCP00000006039	ENSORLP00000002819
ENSLOCP00000021842	ENSORLP00000002833
ENSLOCP00000005250	ENSORLP00000000986
ENSLOCP00000005250	ENSORLP00000005308
ENSLOCP00000006325	ENSORLP00000019032
ENSLOCP00000015776	ENSORLP00000017280
ENSLOCP00000012935	ENSORLP00000003404
ENSLOCP00000011727	ENSORLP00000013950
ENSLOCP00000003079	ENSORLP00000007699
ENSLOCP00000015004	ENSORLP00000010236
