ENSTGUP00000008915	ENSLOCP00000009128
ENSTGUP00000001570	ENSLOCP00000015060
ENSTGUP00000011587	ENSLOCP00000021886
ENSTGUP00000012968	ENSLOCP00000021882
ENSTGUP00000015970	ENSLOCP00000010703
ENSTGUP00000004902	ENSLOCP00000021603
ENSTGUP00000012970	ENSLOCP00000021881
ENSTGUP00000004897	ENSLOCP00000021604
ENSTGUP00000011431	ENSLOCP00000021489
ENSTGUP00000007142	ENSLOCP00000017071
ENSTGUP00000006176	ENSLOCP00000000428
ENSTGUP00000005168	ENSLOCP00000009734
ENSTGUP00000017566	ENSLOCP00000012754
ENSTGUP00000005306	ENSLOCP00000005147
ENSTGUP00000017358	ENSLOCP00000001415
ENSTGUP00000007400	ENSLOCP00000006150
ENSTGUP00000007159	ENSLOCP00000016390
ENSTGUP00000011157	ENSLOCP00000019989
ENSTGUP00000011609	ENSLOCP00000005799
ENSTGUP00000004131	ENSLOCP00000006911
ENSTGUP00000009849	ENSLOCP00000007976
ENSTGUP00000007119	ENSLOCP00000015910
ENSTGUP00000016793	ENSLOCP00000006056
ENSTGUP00000010419	ENSLOCP00000008378
ENSTGUP00000002739	ENSLOCP00000009308
ENSTGUP00000002271	ENSLOCP00000015727
ENSTGUP00000001814	ENSLOCP00000003183
ENSTGUP00000012658	ENSLOCP00000021131
ENSTGUP00000007618	ENSLOCP00000014645
ENSTGUP00000003710	ENSLOCP00000008167
ENSTGUP00000007822	ENSLOCP00000006588
ENSTGUP00000013800	ENSLOCP00000003202
ENSTGUP00000006572	ENSLOCP00000004642
ENSTGUP00000018295	ENSLOCP00000000256
ENSTGUP00000018121	ENSLOCP00000003419
ENSTGUP00000006879	ENSLOCP00000016950
ENSTGUP00000017449	ENSLOCP00000002171
ENSTGUP00000013927	ENSLOCP00000021893
ENSTGUP00000011655	ENSLOCP00000022420
ENSTGUP00000009480	ENSLOCP00000016796
ENSTGUP00000009074	ENSLOCP00000006471
ENSTGUP00000015603	ENSLOCP00000018371
ENSTGUP00000006163	ENSLOCP00000004163
ENSTGUP00000007332	ENSLOCP00000018124
ENSTGUP00000000247	ENSLOCP00000022229
ENSTGUP00000006398	ENSLOCP00000011306
ENSTGUP00000000395	ENSLOCP00000007826
ENSTGUP00000008938	ENSLOCP00000009548
ENSTGUP00000009681	ENSLOCP00000003831
ENSTGUP00000012151	ENSLOCP00000014970
ENSTGUP00000002375	ENSLOCP00000021625
ENSTGUP00000012832	ENSLOCP00000022113
ENSTGUP00000012624	ENSLOCP00000020438
ENSTGUP00000013858	ENSLOCP00000011090
ENSTGUP00000001636	ENSLOCP00000003798
ENSTGUP00000000447	ENSLOCP00000002350
ENSTGUP00000002998	ENSLOCP00000006874
ENSTGUP00000003214	ENSLOCP00000015889
ENSTGUP00000000757	ENSLOCP00000011996
ENSTGUP00000013063	ENSLOCP00000008463
ENSTGUP00000003783	ENSLOCP00000017895
ENSTGUP00000012585	ENSLOCP00000022148
ENSTGUP00000002659	ENSLOCP00000021593
ENSTGUP00000017868	ENSLOCP00000021592
ENSTGUP00000012561	ENSLOCP00000022150
ENSTGUP00000011295	ENSLOCP00000021877
ENSTGUP00000011299	ENSLOCP00000021878
ENSTGUP00000013747	ENSLOCP00000013530
ENSTGUP00000012871	ENSLOCP00000020045
ENSTGUP00000002651	ENSLOCP00000018456
ENSTGUP00000005537	ENSLOCP00000002928
ENSTGUP00000002657	ENSLOCP00000021594
ENSTGUP00000000899	ENSLOCP00000022383
ENSTGUP00000008657	ENSLOCP00000002786
ENSTGUP00000009740	ENSLOCP00000020413
ENSTGUP00000013832	ENSLOCP00000012970
ENSTGUP00000002741	ENSLOCP00000021599
ENSTGUP00000013878	ENSLOCP00000022318
ENSTGUP00000013877	ENSLOCP00000022076
ENSTGUP00000011694	ENSLOCP00000002346
ENSTGUP00000011683	ENSLOCP00000021482
ENSTGUP00000008027	ENSLOCP00000006098
ENSTGUP00000010444	ENSLOCP00000018576
ENSTGUP00000000990	ENSLOCP00000012810
ENSTGUP00000014721	ENSLOCP00000017996
ENSTGUP00000000136	ENSLOCP00000004688
ENSTGUP00000008388	ENSLOCP00000014716
ENSTGUP00000014199	ENSLOCP00000014725
ENSTGUP00000015504	ENSLOCP00000018856
ENSTGUP00000003066	ENSLOCP00000007345
ENSTGUP00000013901	ENSLOCP00000004625
ENSTGUP00000001482	ENSLOCP00000013134
ENSTGUP00000008591	ENSLOCP00000014310
ENSTGUP00000010688	ENSLOCP00000010136
ENSTGUP00000006491	ENSLOCP00000016966
ENSTGUP00000005630	ENSLOCP00000009940
ENSTGUP00000006738	ENSLOCP00000018870
ENSTGUP00000008406	ENSLOCP00000012318
ENSTGUP00000006521	ENSLOCP00000016779
ENSTGUP00000003951	ENSLOCP00000008615
ENSTGUP00000013521	ENSLOCP00000009933
ENSTGUP00000002277	ENSLOCP00000004443
ENSTGUP00000004518	ENSLOCP00000013673
ENSTGUP00000004642	ENSLOCP00000022265
ENSTGUP00000007277	ENSLOCP00000006354
ENSTGUP00000004480	ENSLOCP00000009171
ENSTGUP00000008599	ENSLOCP00000003989
ENSTGUP00000012021	ENSLOCP00000020614
ENSTGUP00000001033	ENSLOCP00000012818
ENSTGUP00000001433	ENSLOCP00000014111
ENSTGUP00000000021	ENSLOCP00000000881
ENSTGUP00000012180	ENSLOCP00000001045
ENSTGUP00000009852	ENSLOCP00000021980
ENSTGUP00000004650	ENSLOCP00000014753
ENSTGUP00000002421	ENSLOCP00000022074
ENSTGUP00000007095	ENSLOCP00000015815
ENSTGUP00000010179	ENSLOCP00000012106
ENSTGUP00000012322	ENSLOCP00000020983
ENSTGUP00000006067	ENSLOCP00000004715
ENSTGUP00000017930	ENSLOCP00000002768
ENSTGUP00000009061	ENSLOCP00000020460
ENSTGUP00000008687	ENSLOCP00000015255
ENSTGUP00000015285	ENSLOCP00000015227
ENSTGUP00000006537	ENSLOCP00000016975
ENSTGUP00000010737	ENSLOCP00000010119
ENSTGUP00000008664	ENSLOCP00000015248
ENSTGUP00000001504	ENSLOCP00000013107
ENSTGUP00000008625	ENSLOCP00000015235
ENSTGUP00000010903	ENSLOCP00000018071
ENSTGUP00000016176	ENSLOCP00000007384
ENSTGUP00000010277	ENSLOCP00000003061
ENSTGUP00000013094	ENSLOCP00000020379
ENSTGUP00000008033	ENSLOCP00000009879
ENSTGUP00000009572	ENSLOCP00000007867
ENSTGUP00000013518	ENSLOCP00000014773
ENSTGUP00000004353	ENSLOCP00000014477
ENSTGUP00000012619	ENSLOCP00000013025
ENSTGUP00000013330	ENSLOCP00000012625
ENSTGUP00000009130	ENSLOCP00000006467
ENSTGUP00000017115	ENSLOCP00000005384
ENSTGUP00000013165	ENSLOCP00000006685
ENSTGUP00000002859	ENSLOCP00000018074
ENSTGUP00000002663	ENSLOCP00000010583
ENSTGUP00000017617	ENSLOCP00000001840
ENSTGUP00000003333	ENSLOCP00000015950
ENSTGUP00000000511	ENSLOCP00000014679
ENSTGUP00000017406	ENSLOCP00000008660
ENSTGUP00000002862	ENSLOCP00000002804
ENSTGUP00000011201	ENSLOCP00000018139
ENSTGUP00000012280	ENSLOCP00000021184
ENSTGUP00000010261	ENSLOCP00000008104
ENSTGUP00000000423	ENSLOCP00000009997
ENSTGUP00000001342	ENSLOCP00000003123
ENSTGUP00000008956	ENSLOCP00000017791
ENSTGUP00000003194	ENSLOCP00000002703
ENSTGUP00000009739	ENSLOCP00000007875
ENSTGUP00000011470	ENSLOCP00000008241
ENSTGUP00000001390	ENSLOCP00000012836
ENSTGUP00000010881	ENSLOCP00000014342
ENSTGUP00000006447	ENSLOCP00000006475
ENSTGUP00000012264	ENSLOCP00000011663
ENSTGUP00000008407	ENSLOCP00000004759
ENSTGUP00000002851	ENSLOCP00000014785
ENSTGUP00000004117	ENSLOCP00000018882
ENSTGUP00000008276	ENSLOCP00000007600
ENSTGUP00000012355	ENSLOCP00000020993
ENSTGUP00000011804	ENSLOCP00000004974
ENSTGUP00000007943	ENSLOCP00000007162
ENSTGUP00000012698	ENSLOCP00000018968
ENSTGUP00000013857	ENSLOCP00000013281
ENSTGUP00000003375	ENSLOCP00000016267
ENSTGUP00000003476	ENSLOCP00000008195
ENSTGUP00000001207	ENSLOCP00000014250
ENSTGUP00000007215	ENSLOCP00000007202
ENSTGUP00000010533	ENSLOCP00000013937
ENSTGUP00000009424	ENSLOCP00000013105
ENSTGUP00000007125	ENSLOCP00000017425
ENSTGUP00000007675	ENSLOCP00000016896
ENSTGUP00000012617	ENSLOCP00000012791
ENSTGUP00000010063	ENSLOCP00000005636
ENSTGUP00000000268	ENSLOCP00000005290
ENSTGUP00000013801	ENSLOCP00000003754
ENSTGUP00000007381	ENSLOCP00000002748
ENSTGUP00000010916	ENSLOCP00000021473
ENSTGUP00000012007	ENSLOCP00000021814
ENSTGUP00000011897	ENSLOCP00000022021
ENSTGUP00000010967	ENSLOCP00000006683
ENSTGUP00000004296	ENSLOCP00000017161
ENSTGUP00000009192	ENSLOCP00000006664
ENSTGUP00000008002	ENSLOCP00000005693
ENSTGUP00000008828	ENSLOCP00000012427
ENSTGUP00000001894	ENSLOCP00000016177
ENSTGUP00000003948	ENSLOCP00000007054
ENSTGUP00000005001	ENSLOCP00000012760
ENSTGUP00000002833	ENSLOCP00000015287
ENSTGUP00000006958	ENSLOCP00000010302
ENSTGUP00000005085	ENSLOCP00000007294
ENSTGUP00000004798	ENSLOCP00000007511
ENSTGUP00000007370	ENSLOCP00000006232
ENSTGUP00000011307	ENSLOCP00000000482
ENSTGUP00000007912	ENSLOCP00000004604
ENSTGUP00000007089	ENSLOCP00000017046
ENSTGUP00000003444	ENSLOCP00000004467
ENSTGUP00000002726	ENSLOCP00000022101
ENSTGUP00000007476	ENSLOCP00000021730
ENSTGUP00000008496	ENSLOCP00000012197
ENSTGUP00000009728	ENSLOCP00000020409
ENSTGUP00000009381	ENSLOCP00000008390
ENSTGUP00000009024	ENSLOCP00000007066
ENSTGUP00000013973	ENSLOCP00000009290
ENSTGUP00000008928	ENSLOCP00000009082
ENSTGUP00000000609	ENSLOCP00000011707
ENSTGUP00000011709	ENSLOCP00000017311
ENSTGUP00000010518	ENSLOCP00000018991
ENSTGUP00000011997	ENSLOCP00000019865
ENSTGUP00000012740	ENSLOCP00000020957
ENSTGUP00000010654	ENSLOCP00000008019
ENSTGUP00000012146	ENSLOCP00000012756
ENSTGUP00000003767	ENSLOCP00000009409
ENSTGUP00000004922	ENSLOCP00000007370
ENSTGUP00000004749	ENSLOCP00000007472
ENSTGUP00000007975	ENSLOCP00000017458
ENSTGUP00000008023	ENSLOCP00000017446
ENSTGUP00000000985	ENSLOCP00000013637
ENSTGUP00000010939	ENSLOCP00000008541
ENSTGUP00000000448	ENSLOCP00000015131
ENSTGUP00000005852	ENSLOCP00000018728
ENSTGUP00000012008	ENSLOCP00000005239
ENSTGUP00000007901	ENSLOCP00000017473
ENSTGUP00000001030	ENSLOCP00000014783
ENSTGUP00000002646	ENSLOCP00000010548
ENSTGUP00000006366	ENSLOCP00000017085
ENSTGUP00000000934	ENSLOCP00000013681
ENSTGUP00000005209	ENSLOCP00000013310
ENSTGUP00000001024	ENSLOCP00000012689
ENSTGUP00000000903	ENSLOCP00000001920
ENSTGUP00000005497	ENSLOCP00000008056
ENSTGUP00000005860	ENSLOCP00000005749
ENSTGUP00000002305	ENSLOCP00000019345
ENSTGUP00000001554	ENSLOCP00000013962
ENSTGUP00000012434	ENSLOCP00000012692
ENSTGUP00000013519	ENSLOCP00000021243
ENSTGUP00000016764	ENSLOCP00000005804
ENSTGUP00000004766	ENSLOCP00000000583
ENSTGUP00000011074	ENSLOCP00000012551
ENSTGUP00000011874	ENSLOCP00000017472
ENSTGUP00000013479	ENSLOCP00000020342
ENSTGUP00000012875	ENSLOCP00000012260
ENSTGUP00000012868	ENSLOCP00000020049
ENSTGUP00000013864	ENSLOCP00000011192
ENSTGUP00000007468	ENSLOCP00000015775
ENSTGUP00000011407	ENSLOCP00000019020
ENSTGUP00000002252	ENSLOCP00000013790
ENSTGUP00000002272	ENSLOCP00000018665
ENSTGUP00000010826	ENSLOCP00000001012
ENSTGUP00000004695	ENSLOCP00000008006
ENSTGUP00000006228	ENSLOCP00000020293
ENSTGUP00000009305	ENSLOCP00000018709
ENSTGUP00000016232	ENSLOCP00000007873
ENSTGUP00000006956	ENSLOCP00000008025
ENSTGUP00000003952	ENSLOCP00000001292
ENSTGUP00000012310	ENSLOCP00000021084
ENSTGUP00000011953	ENSLOCP00000005046
ENSTGUP00000008056	ENSLOCP00000017417
ENSTGUP00000005893	ENSLOCP00000018737
ENSTGUP00000010099	ENSLOCP00000013576
ENSTGUP00000004817	ENSLOCP00000016324
ENSTGUP00000009007	ENSLOCP00000016358
ENSTGUP00000002665	ENSLOCP00000013952
ENSTGUP00000012641	ENSLOCP00000020452
ENSTGUP00000004086	ENSLOCP00000020188
ENSTGUP00000016307	ENSLOCP00000004790
ENSTGUP00000011603	ENSLOCP00000012786
ENSTGUP00000004195	ENSLOCP00000006827
ENSTGUP00000010994	ENSLOCP00000008289
ENSTGUP00000004497	ENSLOCP00000002560
ENSTGUP00000008215	ENSLOCP00000004575
ENSTGUP00000010977	ENSLOCP00000007557
ENSTGUP00000009155	ENSLOCP00000012043
ENSTGUP00000002698	ENSLOCP00000009266
ENSTGUP00000010205	ENSLOCP00000003144
ENSTGUP00000002400	ENSLOCP00000019752
ENSTGUP00000000734	ENSLOCP00000004131
ENSTGUP00000018162	ENSLOCP00000018240
ENSTGUP00000011102	ENSLOCP00000000564
ENSTGUP00000006534	ENSLOCP00000002071
ENSTGUP00000007302	ENSLOCP00000002210
ENSTGUP00000013978	ENSLOCP00000009382
ENSTGUP00000008870	ENSLOCP00000015906
ENSTGUP00000011024	ENSLOCP00000002965
ENSTGUP00000011567	ENSLOCP00000004586
ENSTGUP00000008453	ENSLOCP00000004948
ENSTGUP00000000879	ENSLOCP00000014360
ENSTGUP00000008140	ENSLOCP00000020176
ENSTGUP00000004561	ENSLOCP00000004770
ENSTGUP00000017575	ENSLOCP00000002196
ENSTGUP00000000137	ENSLOCP00000004640
ENSTGUP00000017764	ENSLOCP00000014652
ENSTGUP00000000611	ENSLOCP00000002992
ENSTGUP00000000604	ENSLOCP00000003058
ENSTGUP00000005166	ENSLOCP00000005919
ENSTGUP00000006257	ENSLOCP00000004172
ENSTGUP00000003014	ENSLOCP00000014928
ENSTGUP00000002587	ENSLOCP00000013811
ENSTGUP00000002099	ENSLOCP00000003214
ENSTGUP00000009069	ENSLOCP00000006548
ENSTGUP00000003204	ENSLOCP00000007317
ENSTGUP00000014288	ENSLOCP00000005528
ENSTGUP00000005638	ENSLOCP00000008047
ENSTGUP00000001874	ENSLOCP00000016139
ENSTGUP00000009983	ENSLOCP00000021848
ENSTGUP00000008819	ENSLOCP00000007247
ENSTGUP00000005031	ENSLOCP00000014994
ENSTGUP00000015831	ENSLOCP00000001029
ENSTGUP00000000594	ENSLOCP00000003076
ENSTGUP00000005135	ENSLOCP00000005940
ENSTGUP00000002964	ENSLOCP00000021864
ENSTGUP00000010735	ENSLOCP00000021952
ENSTGUP00000009821	ENSLOCP00000020793
ENSTGUP00000007739	ENSLOCP00000004333
ENSTGUP00000002595	ENSLOCP00000018514
ENSTGUP00000000596	ENSLOCP00000021963
ENSTGUP00000005136	ENSLOCP00000022294
ENSTGUP00000016067	ENSLOCP00000016090
ENSTGUP00000008936	ENSLOCP00000002338
ENSTGUP00000000284	ENSLOCP00000001333
ENSTGUP00000004891	ENSLOCP00000017792
ENSTGUP00000012366	ENSLOCP00000018562
ENSTGUP00000001120	ENSLOCP00000009014
ENSTGUP00000003055	ENSLOCP00000014320
ENSTGUP00000010562	ENSLOCP00000012611
ENSTGUP00000011928	ENSLOCP00000017435
ENSTGUP00000007054	ENSLOCP00000016943
ENSTGUP00000009227	ENSLOCP00000001680
ENSTGUP00000007653	ENSLOCP00000018716
ENSTGUP00000004688	ENSLOCP00000007714
ENSTGUP00000010285	ENSLOCP00000003526
ENSTGUP00000012084	ENSLOCP00000021373
ENSTGUP00000004201	ENSLOCP00000000289
ENSTGUP00000011417	ENSLOCP00000004028
ENSTGUP00000008570	ENSLOCP00000008792
ENSTGUP00000008214	ENSLOCP00000004791
ENSTGUP00000012461	ENSLOCP00000012633
ENSTGUP00000007585	ENSLOCP00000017241
ENSTGUP00000002804	ENSLOCP00000018085
ENSTGUP00000011536	ENSLOCP00000006156
ENSTGUP00000000085	ENSLOCP00000005366
ENSTGUP00000010387	ENSLOCP00000019044
ENSTGUP00000006859	ENSLOCP00000006653
ENSTGUP00000004092	ENSLOCP00000017259
ENSTGUP00000013327	ENSLOCP00000007108
ENSTGUP00000006096	ENSLOCP00000004645
ENSTGUP00000005304	ENSLOCP00000016387
ENSTGUP00000012650	ENSLOCP00000021117
ENSTGUP00000006881	ENSLOCP00000013174
ENSTGUP00000006482	ENSLOCP00000021007
ENSTGUP00000009112	ENSLOCP00000016161
ENSTGUP00000012475	ENSLOCP00000011315
ENSTGUP00000005679	ENSLOCP00000018296
ENSTGUP00000008721	ENSLOCP00000022167
ENSTGUP00000009804	ENSLOCP00000002284
ENSTGUP00000010938	ENSLOCP00000007631
ENSTGUP00000013404	ENSLOCP00000007763
ENSTGUP00000013398	ENSLOCP00000022300
ENSTGUP00000009467	ENSLOCP00000016243
ENSTGUP00000005521	ENSLOCP00000001617
ENSTGUP00000007042	ENSLOCP00000009929
ENSTGUP00000000295	ENSLOCP00000004209
ENSTGUP00000000068	ENSLOCP00000013891
ENSTGUP00000006311	ENSLOCP00000016772
ENSTGUP00000016813	ENSLOCP00000011700
ENSTGUP00000000280	ENSLOCP00000011445
ENSTGUP00000010552	ENSLOCP00000012544
ENSTGUP00000011298	ENSLOCP00000016010
ENSTGUP00000005199	ENSLOCP00000002363
ENSTGUP00000009897	ENSLOCP00000002451
ENSTGUP00000013633	ENSLOCP00000010239
ENSTGUP00000002130	ENSLOCP00000009573
ENSTGUP00000009693	ENSLOCP00000006258
ENSTGUP00000006990	ENSLOCP00000010418
ENSTGUP00000003651	ENSLOCP00000002890
ENSTGUP00000017597	ENSLOCP00000018919
ENSTGUP00000001680	ENSLOCP00000014194
ENSTGUP00000001955	ENSLOCP00000014872
ENSTGUP00000006519	ENSLOCP00000011275
ENSTGUP00000000078	ENSLOCP00000012566
ENSTGUP00000011342	ENSLOCP00000000983
ENSTGUP00000014214	ENSLOCP00000017925
ENSTGUP00000010708	ENSLOCP00000016503
ENSTGUP00000006783	ENSLOCP00000013102
ENSTGUP00000012286	ENSLOCP00000021171
ENSTGUP00000011095	ENSLOCP00000019899
ENSTGUP00000003279	ENSLOCP00000004765
ENSTGUP00000002876	ENSLOCP00000013017
ENSTGUP00000002928	ENSLOCP00000012984
ENSTGUP00000010719	ENSLOCP00000003718
ENSTGUP00000008850	ENSLOCP00000002320
ENSTGUP00000014617	ENSLOCP00000018469
ENSTGUP00000001152	ENSLOCP00000010549
ENSTGUP00000017546	ENSLOCP00000002948
ENSTGUP00000017593	ENSLOCP00000001553
ENSTGUP00000007635	ENSLOCP00000001420
ENSTGUP00000007295	ENSLOCP00000006329
ENSTGUP00000004492	ENSLOCP00000009232
ENSTGUP00000006564	ENSLOCP00000004624
ENSTGUP00000002446	ENSLOCP00000008259
ENSTGUP00000003668	ENSLOCP00000018107
ENSTGUP00000006986	ENSLOCP00000003521
ENSTGUP00000010741	ENSLOCP00000004088
ENSTGUP00000009088	ENSLOCP00000008098
ENSTGUP00000000905	ENSLOCP00000014376
ENSTGUP00000007571	ENSLOCP00000020044
ENSTGUP00000014058	ENSLOCP00000012687
ENSTGUP00000012318	ENSLOCP00000022012
ENSTGUP00000000922	ENSLOCP00000022170
ENSTGUP00000000880	ENSLOCP00000022168
ENSTGUP00000002728	ENSLOCP00000006007
ENSTGUP00000007722	ENSLOCP00000008754
ENSTGUP00000011560	ENSLOCP00000006095
ENSTGUP00000005534	ENSLOCP00000017084
ENSTGUP00000008448	ENSLOCP00000020241
ENSTGUP00000012754	ENSLOCP00000021804
ENSTGUP00000002507	ENSLOCP00000021465
ENSTGUP00000012259	ENSLOCP00000021191
ENSTGUP00000017737	ENSLOCP00000014918
ENSTGUP00000008423	ENSLOCP00000020240
ENSTGUP00000008421	ENSLOCP00000020238
ENSTGUP00000017742	ENSLOCP00000014933
ENSTGUP00000009415	ENSLOCP00000007468
ENSTGUP00000002135	ENSLOCP00000019286
ENSTGUP00000009692	ENSLOCP00000013546
ENSTGUP00000012073	ENSLOCP00000021370
ENSTGUP00000012528	ENSLOCP00000020496
ENSTGUP00000000845	ENSLOCP00000003550
ENSTGUP00000017610	ENSLOCP00000011204
ENSTGUP00000009286	ENSLOCP00000016077
ENSTGUP00000002487	ENSLOCP00000017128
ENSTGUP00000012855	ENSLOCP00000013847
ENSTGUP00000002347	ENSLOCP00000004943
ENSTGUP00000001239	ENSLOCP00000014923
ENSTGUP00000006089	ENSLOCP00000009594
ENSTGUP00000004126	ENSLOCP00000008776
ENSTGUP00000000157	ENSLOCP00000012481
ENSTGUP00000001287	ENSLOCP00000012425
ENSTGUP00000013631	ENSLOCP00000013841
ENSTGUP00000014851	ENSLOCP00000009375
ENSTGUP00000014234	ENSLOCP00000015579
ENSTGUP00000010495	ENSLOCP00000001536
ENSTGUP00000001292	ENSLOCP00000012405
ENSTGUP00000011810	ENSLOCP00000017722
ENSTGUP00000011876	ENSLOCP00000004911
ENSTGUP00000001862	ENSLOCP00000005418
ENSTGUP00000004165	ENSLOCP00000009144
ENSTGUP00000009285	ENSLOCP00000011141
ENSTGUP00000002312	ENSLOCP00000018679
ENSTGUP00000006489	ENSLOCP00000016767
ENSTGUP00000006258	ENSLOCP00000016108
ENSTGUP00000010175	ENSLOCP00000012279
ENSTGUP00000003838	ENSLOCP00000014790
ENSTGUP00000012181	ENSLOCP00000012574
ENSTGUP00000003885	ENSLOCP00000003865
ENSTGUP00000003765	ENSLOCP00000015222
ENSTGUP00000009333	ENSLOCP00000005664
ENSTGUP00000015484	ENSLOCP00000014176
ENSTGUP00000013974	ENSLOCP00000009316
ENSTGUP00000000063	ENSLOCP00000011438
ENSTGUP00000012898	ENSLOCP00000013807
ENSTGUP00000013399	ENSLOCP00000020791
ENSTGUP00000000946	ENSLOCP00000006564
ENSTGUP00000008785	ENSLOCP00000010635
ENSTGUP00000004268	ENSLOCP00000001171
ENSTGUP00000013528	ENSLOCP00000009916
ENSTGUP00000006177	ENSLOCP00000006623
ENSTGUP00000008258	ENSLOCP00000013772
ENSTGUP00000012803	ENSLOCP00000010941
ENSTGUP00000005779	ENSLOCP00000020106
ENSTGUP00000000143	ENSLOCP00000015749
ENSTGUP00000006046	ENSLOCP00000017935
ENSTGUP00000008970	ENSLOCP00000015973
ENSTGUP00000000113	ENSLOCP00000005535
ENSTGUP00000000988	ENSLOCP00000000887
ENSTGUP00000010196	ENSLOCP00000013564
ENSTGUP00000014044	ENSLOCP00000011526
ENSTGUP00000012267	ENSLOCP00000021186
ENSTGUP00000007989	ENSLOCP00000009148
ENSTGUP00000008535	ENSLOCP00000017524
ENSTGUP00000007051	ENSLOCP00000002279
ENSTGUP00000009167	ENSLOCP00000003631
ENSTGUP00000009132	ENSLOCP00000010243
ENSTGUP00000006459	ENSLOCP00000016753
ENSTGUP00000013033	ENSLOCP00000020847
ENSTGUP00000004011	ENSLOCP00000017292
ENSTGUP00000003920	ENSLOCP00000004198
ENSTGUP00000013388	ENSLOCP00000020781
ENSTGUP00000001374	ENSLOCP00000010897
ENSTGUP00000018150	ENSLOCP00000021729
ENSTGUP00000009903	ENSLOCP00000017194
ENSTGUP00000001723	ENSLOCP00000015381
ENSTGUP00000010806	ENSLOCP00000001734
ENSTGUP00000006589	ENSLOCP00000016641
ENSTGUP00000017772	ENSLOCP00000014577
ENSTGUP00000003662	ENSLOCP00000001036
ENSTGUP00000008415	ENSLOCP00000003647
ENSTGUP00000007875	ENSLOCP00000005553
ENSTGUP00000015038	ENSLOCP00000018265
ENSTGUP00000012519	ENSLOCP00000013160
ENSTGUP00000008494	ENSLOCP00000021454
ENSTGUP00000011349	ENSLOCP00000008621
ENSTGUP00000010240	ENSLOCP00000012193
ENSTGUP00000002106	ENSLOCP00000009625
ENSTGUP00000008954	ENSLOCP00000002521
ENSTGUP00000005992	ENSLOCP00000007822
ENSTGUP00000001417	ENSLOCP00000000349
ENSTGUP00000012001	ENSLOCP00000003290
ENSTGUP00000006425	ENSLOCP00000004133
ENSTGUP00000013844	ENSLOCP00000011266
ENSTGUP00000011049	ENSLOCP00000009537
ENSTGUP00000005200	ENSLOCP00000018796
ENSTGUP00000002738	ENSLOCP00000018684
ENSTGUP00000001134	ENSLOCP00000010473
ENSTGUP00000004800	ENSLOCP00000018468
ENSTGUP00000010745	ENSLOCP00000014380
ENSTGUP00000004042	ENSLOCP00000015135
ENSTGUP00000005498	ENSLOCP00000019208
ENSTGUP00000011502	ENSLOCP00000016688
ENSTGUP00000013079	ENSLOCP00000010543
ENSTGUP00000007052	ENSLOCP00000019886
ENSTGUP00000003443	ENSLOCP00000008388
ENSTGUP00000002744	ENSLOCP00000019729
ENSTGUP00000001170	ENSLOCP00000015193
ENSTGUP00000006690	ENSLOCP00000013235
ENSTGUP00000010296	ENSLOCP00000003310
ENSTGUP00000006858	ENSLOCP00000009642
ENSTGUP00000001164	ENSLOCP00000015200
ENSTGUP00000003530	ENSLOCP00000012058
ENSTGUP00000008291	ENSLOCP00000005126
ENSTGUP00000009479	ENSLOCP00000013417
ENSTGUP00000005830	ENSLOCP00000008735
ENSTGUP00000009003	ENSLOCP00000002380
ENSTGUP00000010411	ENSLOCP00000010273
ENSTGUP00000002173	ENSLOCP00000015083
ENSTGUP00000002666	ENSLOCP00000013427
ENSTGUP00000018092	ENSLOCP00000002020
ENSTGUP00000005145	ENSLOCP00000013405
ENSTGUP00000002017	ENSLOCP00000014419
ENSTGUP00000000426	ENSLOCP00000011961
ENSTGUP00000007868	ENSLOCP00000004195
ENSTGUP00000011202	ENSLOCP00000021036
ENSTGUP00000006846	ENSLOCP00000010276
ENSTGUP00000008896	ENSLOCP00000002759
ENSTGUP00000004465	ENSLOCP00000002678
ENSTGUP00000003541	ENSLOCP00000020335
ENSTGUP00000012633	ENSLOCP00000007173
ENSTGUP00000005194	ENSLOCP00000009198
ENSTGUP00000013517	ENSLOCP00000021244
ENSTGUP00000013453	ENSLOCP00000022105
ENSTGUP00000000101	ENSLOCP00000003161
ENSTGUP00000005530	ENSLOCP00000015425
ENSTGUP00000002615	ENSLOCP00000018496
ENSTGUP00000000997	ENSLOCP00000006733
ENSTGUP00000005976	ENSLOCP00000010042
ENSTGUP00000010935	ENSLOCP00000009877
ENSTGUP00000012618	ENSLOCP00000020581
ENSTGUP00000006900	ENSLOCP00000019930
ENSTGUP00000001119	ENSLOCP00000015054
ENSTGUP00000005131	ENSLOCP00000005955
ENSTGUP00000011747	ENSLOCP00000020917
ENSTGUP00000005223	ENSLOCP00000005238
ENSTGUP00000001607	ENSLOCP00000012891
ENSTGUP00000010268	ENSLOCP00000019012
ENSTGUP00000002717	ENSLOCP00000019274
ENSTGUP00000011447	ENSLOCP00000016596
ENSTGUP00000014935	ENSLOCP00000001700
ENSTGUP00000010345	ENSLOCP00000006984
ENSTGUP00000001383	ENSLOCP00000012102
ENSTGUP00000013305	ENSLOCP00000020826
ENSTGUP00000010777	ENSLOCP00000007606
ENSTGUP00000001428	ENSLOCP00000011928
ENSTGUP00000011665	ENSLOCP00000018692
ENSTGUP00000010727	ENSLOCP00000014689
ENSTGUP00000000298	ENSLOCP00000013210
ENSTGUP00000006505	ENSLOCP00000007866
ENSTGUP00000009474	ENSLOCP00000003902
