ENSCAFP00000014731	ENSDARP00000074624
ENSCAFP00000002174	ENSDARP00000106947
ENSCAFP00000025159	ENSDARP00000115172
ENSCAFP00000008817	ENSDARP00000027635
ENSCAFP00000008817	ENSDARP00000126762
ENSCAFP00000023197	ENSDARP00000023215
ENSCAFP00000023421	ENSDARP00000093421
ENSCAFP00000040118	ENSDARP00000094132
ENSCAFP00000042165	ENSDARP00000046359
ENSCAFP00000042165	ENSDARP00000019782
ENSCAFP00000019062	ENSDARP00000106826
ENSCAFP00000016373	ENSDARP00000039143
ENSCAFP00000001416	ENSDARP00000041228
ENSCAFP00000001416	ENSDARP00000018865
ENSCAFP00000024635	ENSDARP00000039596
ENSCAFP00000018351	ENSDARP00000021241
ENSCAFP00000011294	ENSDARP00000056576
ENSCAFP00000029240	ENSDARP00000094267
ENSCAFP00000029240	ENSDARP00000118064
ENSCAFP00000011287	ENSDARP00000093236
ENSCAFP00000020781	ENSDARP00000023327
ENSCAFP00000012605	ENSDARP00000060938
ENSCAFP00000014666	ENSDARP00000128297
ENSCAFP00000014666	ENSDARP00000120003
ENSCAFP00000010123	ENSDARP00000097538
ENSCAFP00000014324	ENSDARP00000098307
ENSCAFP00000029691	ENSDARP00000023956
ENSCAFP00000015291	ENSDARP00000087089
ENSCAFP00000010949	ENSDARP00000012936
ENSCAFP00000027390	ENSDARP00000099288
ENSCAFP00000000462	ENSDARP00000103386
ENSCAFP00000000462	ENSDARP00000100609
ENSCAFP00000020766	ENSDARP00000100355
ENSCAFP00000015777	ENSDARP00000100254
ENSCAFP00000020609	ENSDARP00000040378
ENSCAFP00000040823	ENSDARP00000068841
ENSCAFP00000039089	ENSDARP00000037624
ENSCAFP00000018717	ENSDARP00000055138
ENSCAFP00000016122	ENSDARP00000081152
ENSCAFP00000040677	ENSDARP00000120732
ENSCAFP00000013603	ENSDARP00000081777
ENSCAFP00000043186	ENSDARP00000046950
ENSCAFP00000035390	ENSDARP00000062692
ENSCAFP00000022480	ENSDARP00000129596
ENSCAFP00000022480	ENSDARP00000075984
ENSCAFP00000026647	ENSDARP00000103749
ENSCAFP00000025608	ENSDARP00000115700
ENSCAFP00000029616	ENSDARP00000002692
ENSCAFP00000029616	ENSDARP00000049588
ENSCAFP00000004923	ENSDARP00000088068
ENSCAFP00000004923	ENSDARP00000057303
ENSCAFP00000029402	ENSDARP00000120854
ENSCAFP00000001295	ENSDARP00000096532
ENSCAFP00000013330	ENSDARP00000047843
ENSCAFP00000013330	ENSDARP00000091007
ENSCAFP00000021860	ENSDARP00000122378
ENSCAFP00000021860	ENSDARP00000031878
ENSCAFP00000009112	ENSDARP00000075954
ENSCAFP00000018349	ENSDARP00000128470
ENSCAFP00000026629	ENSDARP00000068317
ENSCAFP00000009106	ENSDARP00000111488
ENSCAFP00000012344	ENSDARP00000027281
ENSCAFP00000027079	ENSDARP00000111997
ENSCAFP00000017530	ENSDARP00000103794
ENSCAFP00000018017	ENSDARP00000123601
ENSCAFP00000036998	ENSDARP00000106805
ENSCAFP00000036998	ENSDARP00000102543
ENSCAFP00000017471	ENSDARP00000088904
ENSCAFP00000017471	ENSDARP00000022485
ENSCAFP00000008050	ENSDARP00000087460
ENSCAFP00000017408	ENSDARP00000028820
ENSCAFP00000012165	ENSDARP00000118742
ENSCAFP00000029015	ENSDARP00000115156
ENSCAFP00000021797	ENSDARP00000079774
ENSCAFP00000001430	ENSDARP00000058940
ENSCAFP00000001430	ENSDARP00000052077
ENSCAFP00000005831	ENSDARP00000109305
ENSCAFP00000005831	ENSDARP00000030003
ENSCAFP00000004694	ENSDARP00000110552
ENSCAFP00000006077	ENSDARP00000038002
ENSCAFP00000007974	ENSDARP00000012991
ENSCAFP00000007974	ENSDARP00000057021
ENSCAFP00000018122	ENSDARP00000090560
ENSCAFP00000018122	ENSDARP00000012238
ENSCAFP00000002389	ENSDARP00000019977
ENSCAFP00000015128	ENSDARP00000065566
ENSCAFP00000029561	ENSDARP00000061785
ENSCAFP00000024935	ENSDARP00000046953
ENSCAFP00000024935	ENSDARP00000031510
ENSCAFP00000024323	ENSDARP00000108189
ENSCAFP00000010316	ENSDARP00000105265
ENSCAFP00000010316	ENSDARP00000064580
ENSCAFP00000040751	ENSDARP00000094282
ENSCAFP00000015339	ENSDARP00000012565
ENSCAFP00000040740	ENSDARP00000094833
ENSCAFP00000040740	ENSDARP00000125940
ENSCAFP00000025716	ENSDARP00000068525
ENSCAFP00000025716	ENSDARP00000076769
ENSCAFP00000038872	ENSDARP00000122318
ENSCAFP00000019145	ENSDARP00000099354
ENSCAFP00000025579	ENSDARP00000087985
ENSCAFP00000009355	ENSDARP00000077690
ENSCAFP00000025193	ENSDARP00000105508
ENSCAFP00000019795	ENSDARP00000001187
ENSCAFP00000019795	ENSDARP00000066470
ENSCAFP00000030937	ENSDARP00000110714
ENSCAFP00000030937	ENSDARP00000060088
ENSCAFP00000021531	ENSDARP00000101388
ENSCAFP00000015948	ENSDARP00000059868
ENSCAFP00000025460	ENSDARP00000021131
ENSCAFP00000025460	ENSDARP00000060350
ENSCAFP00000009109	ENSDARP00000010895
ENSCAFP00000012820	ENSDARP00000035603
ENSCAFP00000012820	ENSDARP00000117062
ENSCAFP00000011506	ENSDARP00000070108
ENSCAFP00000011506	ENSDARP00000129642
ENSCAFP00000019638	ENSDARP00000129450
ENSCAFP00000037035	ENSDARP00000115108
ENSCAFP00000037129	ENSDARP00000074167
ENSCAFP00000017975	ENSDARP00000063664
ENSCAFP00000017975	ENSDARP00000084847
ENSCAFP00000041333	ENSDARP00000074526
ENSCAFP00000039552	ENSDARP00000007507
ENSCAFP00000026975	ENSDARP00000051531
ENSCAFP00000040421	ENSDARP00000124668
ENSCAFP00000040421	ENSDARP00000128626
ENSCAFP00000032748	ENSDARP00000083086
ENSCAFP00000038725	ENSDARP00000110708
ENSCAFP00000037328	ENSDARP00000018477
ENSCAFP00000013518	ENSDARP00000118755
ENSCAFP00000013735	ENSDARP00000044962
ENSCAFP00000013735	ENSDARP00000100065
ENSCAFP00000022517	ENSDARP00000112167
ENSCAFP00000028380	ENSDARP00000090939
ENSCAFP00000028375	ENSDARP00000124022
ENSCAFP00000028375	ENSDARP00000123643
ENSCAFP00000011583	ENSDARP00000075304
ENSCAFP00000006464	ENSDARP00000077445
ENSCAFP00000009541	ENSDARP00000066777
ENSCAFP00000020422	ENSDARP00000108139
ENSCAFP00000015398	ENSDARP00000014757
ENSCAFP00000030246	ENSDARP00000117024
ENSCAFP00000029520	ENSDARP00000117492
ENSCAFP00000029520	ENSDARP00000117174
ENSCAFP00000012386	ENSDARP00000016228
ENSCAFP00000041864	ENSDARP00000105685
ENSCAFP00000012417	ENSDARP00000054229
ENSCAFP00000020634	ENSDARP00000025335
ENSCAFP00000020634	ENSDARP00000006394
ENSCAFP00000026447	ENSDARP00000022066
ENSCAFP00000043006	ENSDARP00000023829
ENSCAFP00000010234	ENSDARP00000101081
ENSCAFP00000000993	ENSDARP00000043712
ENSCAFP00000012670	ENSDARP00000024418
ENSCAFP00000021176	ENSDARP00000112231
ENSCAFP00000021176	ENSDARP00000094530
ENSCAFP00000031996	ENSDARP00000125731
ENSCAFP00000027734	ENSDARP00000117939
ENSCAFP00000021113	ENSDARP00000010406
ENSCAFP00000043117	ENSDARP00000012374
ENSCAFP00000005370	ENSDARP00000014099
ENSCAFP00000011185	ENSDARP00000116362
ENSCAFP00000030247	ENSDARP00000068225
ENSCAFP00000016491	ENSDARP00000100974
ENSCAFP00000041280	ENSDARP00000048035
ENSCAFP00000010379	ENSDARP00000005231
ENSCAFP00000024344	ENSDARP00000070001
ENSCAFP00000002821	ENSDARP00000093667
ENSCAFP00000000320	ENSDARP00000053398
ENSCAFP00000039766	ENSDARP00000070002
ENSCAFP00000026978	ENSDARP00000042219
ENSCAFP00000013848	ENSDARP00000008096
ENSCAFP00000015764	ENSDARP00000111850
ENSCAFP00000023190	ENSDARP00000088027
ENSCAFP00000028381	ENSDARP00000038666
ENSCAFP00000006683	ENSDARP00000064081
ENSCAFP00000006683	ENSDARP00000041793
ENSCAFP00000002073	ENSDARP00000067661
ENSCAFP00000029542	ENSDARP00000110563
ENSCAFP00000013810	ENSDARP00000116687
ENSCAFP00000012058	ENSDARP00000117953
ENSCAFP00000012058	ENSDARP00000119968
ENSCAFP00000002095	ENSDARP00000078195
ENSCAFP00000019847	ENSDARP00000100646
ENSCAFP00000019847	ENSDARP00000104250
ENSCAFP00000001601	ENSDARP00000079716
ENSCAFP00000041578	ENSDARP00000129408
ENSCAFP00000041578	ENSDARP00000039745
ENSCAFP00000027775	ENSDARP00000098469
ENSCAFP00000027775	ENSDARP00000122496
ENSCAFP00000008365	ENSDARP00000102148
ENSCAFP00000019154	ENSDARP00000129410
ENSCAFP00000007253	ENSDARP00000092043
ENSCAFP00000004213	ENSDARP00000124276
ENSCAFP00000007275	ENSDARP00000000854
ENSCAFP00000007275	ENSDARP00000000192
ENSCAFP00000017623	ENSDARP00000085090
ENSCAFP00000013991	ENSDARP00000122836
ENSCAFP00000035308	ENSDARP00000087440
ENSCAFP00000000631	ENSDARP00000067072
ENSCAFP00000020206	ENSDARP00000106491
ENSCAFP00000009870	ENSDARP00000126821
ENSCAFP00000009870	ENSDARP00000099731
ENSCAFP00000029844	ENSDARP00000080204
ENSCAFP00000016379	ENSDARP00000102822
ENSCAFP00000018733	ENSDARP00000125877
ENSCAFP00000006677	ENSDARP00000101690
ENSCAFP00000038904	ENSDARP00000106520
ENSCAFP00000038904	ENSDARP00000103681
ENSCAFP00000023540	ENSDARP00000116703
ENSCAFP00000023540	ENSDARP00000129244
ENSCAFP00000012094	ENSDARP00000066456
ENSCAFP00000024465	ENSDARP00000026343
ENSCAFP00000025090	ENSDARP00000112770
ENSCAFP00000007909	ENSDARP00000097956
ENSCAFP00000007909	ENSDARP00000097720
ENSCAFP00000038145	ENSDARP00000098441
ENSCAFP00000006354	ENSDARP00000055316
ENSCAFP00000028091	ENSDARP00000022100
ENSCAFP00000007899	ENSDARP00000111867
ENSCAFP00000037263	ENSDARP00000027451
ENSCAFP00000021310	ENSDARP00000104112
ENSCAFP00000021310	ENSDARP00000113605
ENSCAFP00000005960	ENSDARP00000121308
ENSCAFP00000010988	ENSDARP00000083913
ENSCAFP00000010988	ENSDARP00000082409
ENSCAFP00000040209	ENSDARP00000008954
ENSCAFP00000040209	ENSDARP00000117426
ENSCAFP00000029623	ENSDARP00000096531
ENSCAFP00000029623	ENSDARP00000057237
ENSCAFP00000026532	ENSDARP00000126863
ENSCAFP00000021988	ENSDARP00000028581
ENSCAFP00000010055	ENSDARP00000084869
ENSCAFP00000013747	ENSDARP00000084034
ENSCAFP00000013747	ENSDARP00000083130
ENSCAFP00000019266	ENSDARP00000123342
ENSCAFP00000019266	ENSDARP00000113441
ENSCAFP00000042081	ENSDARP00000078874
ENSCAFP00000022625	ENSDARP00000124840
ENSCAFP00000010803	ENSDARP00000107119
ENSCAFP00000013605	ENSDARP00000087771
ENSCAFP00000031635	ENSDARP00000080637
ENSCAFP00000004678	ENSDARP00000088259
ENSCAFP00000004678	ENSDARP00000067654
ENSCAFP00000027434	ENSDARP00000030741
ENSCAFP00000021999	ENSDARP00000122498
ENSCAFP00000021999	ENSDARP00000095067
ENSCAFP00000010555	ENSDARP00000013442
ENSCAFP00000006342	ENSDARP00000104238
ENSCAFP00000023406	ENSDARP00000067321
ENSCAFP00000024224	ENSDARP00000100443
ENSCAFP00000005165	ENSDARP00000122173
ENSCAFP00000038630	ENSDARP00000084255
ENSCAFP00000029018	ENSDARP00000080759
ENSCAFP00000042809	ENSDARP00000112101
ENSCAFP00000025120	ENSDARP00000100618
ENSCAFP00000015924	ENSDARP00000026694
ENSCAFP00000041935	ENSDARP00000101084
ENSCAFP00000021401	ENSDARP00000062628
ENSCAFP00000029906	ENSDARP00000116712
ENSCAFP00000041202	ENSDARP00000073800
ENSCAFP00000001388	ENSDARP00000024683
ENSCAFP00000001388	ENSDARP00000015726
ENSCAFP00000029905	ENSDARP00000067599
ENSCAFP00000016420	ENSDARP00000127315
ENSCAFP00000038581	ENSDARP00000071815
ENSCAFP00000038581	ENSDARP00000006831
ENSCAFP00000005420	ENSDARP00000105801
ENSCAFP00000036961	ENSDARP00000047019
ENSCAFP00000034297	ENSDARP00000106367
ENSCAFP00000034297	ENSDARP00000112133
ENSCAFP00000016302	ENSDARP00000104936
ENSCAFP00000016302	ENSDARP00000091879
ENSCAFP00000016306	ENSDARP00000116072
ENSCAFP00000016306	ENSDARP00000026053
ENSCAFP00000014115	ENSDARP00000112455
ENSCAFP00000014115	ENSDARP00000059794
ENSCAFP00000025061	ENSDARP00000124413
ENSCAFP00000025061	ENSDARP00000051538
ENSCAFP00000021146	ENSDARP00000110048
ENSCAFP00000021146	ENSDARP00000068296
ENSCAFP00000039515	ENSDARP00000040110
ENSCAFP00000039515	ENSDARP00000072417
ENSCAFP00000012112	ENSDARP00000095009
ENSCAFP00000012112	ENSDARP00000088855
ENSCAFP00000033869	ENSDARP00000104801
ENSCAFP00000005338	ENSDARP00000101999
ENSCAFP00000005338	ENSDARP00000106841
ENSCAFP00000012930	ENSDARP00000038211
ENSCAFP00000012930	ENSDARP00000118019
ENSCAFP00000004975	ENSDARP00000099134
ENSCAFP00000017493	ENSDARP00000128785
ENSCAFP00000021868	ENSDARP00000054598
ENSCAFP00000021868	ENSDARP00000024670
ENSCAFP00000027400	ENSDARP00000043179
ENSCAFP00000027400	ENSDARP00000049290
ENSCAFP00000037189	ENSDARP00000085057
ENSCAFP00000037189	ENSDARP00000091856
ENSCAFP00000037233	ENSDARP00000113964
ENSCAFP00000014683	ENSDARP00000027181
ENSCAFP00000004433	ENSDARP00000110832
ENSCAFP00000036063	ENSDARP00000089658
ENSCAFP00000025480	ENSDARP00000102929
ENSCAFP00000037334	ENSDARP00000128308
ENSCAFP00000021398	ENSDARP00000118808
ENSCAFP00000022507	ENSDARP00000103376
ENSCAFP00000008395	ENSDARP00000062479
ENSCAFP00000008247	ENSDARP00000127574
ENSCAFP00000039988	ENSDARP00000102031
ENSCAFP00000025169	ENSDARP00000015108
ENSCAFP00000026178	ENSDARP00000010616
ENSCAFP00000013573	ENSDARP00000025722
ENSCAFP00000018167	ENSDARP00000006235
ENSCAFP00000028300	ENSDARP00000104189
ENSCAFP00000014726	ENSDARP00000097423
ENSCAFP00000002868	ENSDARP00000106254
ENSCAFP00000002850	ENSDARP00000092779
ENSCAFP00000026084	ENSDARP00000027383
ENSCAFP00000024918	ENSDARP00000069305
ENSCAFP00000028625	ENSDARP00000115099
ENSCAFP00000039258	ENSDARP00000003360
ENSCAFP00000039258	ENSDARP00000021833
ENSCAFP00000013421	ENSDARP00000048429
ENSCAFP00000013421	ENSDARP00000127470
ENSCAFP00000025409	ENSDARP00000003530
ENSCAFP00000025409	ENSDARP00000104215
ENSCAFP00000002776	ENSDARP00000097944
ENSCAFP00000040250	ENSDARP00000081734
ENSCAFP00000012663	ENSDARP00000093565
ENSCAFP00000012663	ENSDARP00000069171
ENSCAFP00000026269	ENSDARP00000030826
ENSCAFP00000026269	ENSDARP00000026925
ENSCAFP00000017441	ENSDARP00000066191
ENSCAFP00000011700	ENSDARP00000012434
ENSCAFP00000026303	ENSDARP00000066196
ENSCAFP00000029179	ENSDARP00000113142
ENSCAFP00000020500	ENSDARP00000008780
ENSCAFP00000020500	ENSDARP00000120492
ENSCAFP00000003651	ENSDARP00000012264
ENSCAFP00000003651	ENSDARP00000022579
ENSCAFP00000022091	ENSDARP00000073100
ENSCAFP00000025674	ENSDARP00000077899
ENSCAFP00000010732	ENSDARP00000060544
ENSCAFP00000020366	ENSDARP00000069429
ENSCAFP00000016716	ENSDARP00000096391
ENSCAFP00000027498	ENSDARP00000120303
ENSCAFP00000010370	ENSDARP00000054367
ENSCAFP00000025254	ENSDARP00000115748
ENSCAFP00000018310	ENSDARP00000010091
ENSCAFP00000007600	ENSDARP00000061498
ENSCAFP00000007600	ENSDARP00000074800
ENSCAFP00000040673	ENSDARP00000106824
ENSCAFP00000040673	ENSDARP00000056883
ENSCAFP00000030641	ENSDARP00000071978
ENSCAFP00000041961	ENSDARP00000118528
ENSCAFP00000009573	ENSDARP00000058702
ENSCAFP00000009573	ENSDARP00000116973
ENSCAFP00000041327	ENSDARP00000022348
ENSCAFP00000032995	ENSDARP00000078375
ENSCAFP00000037264	ENSDARP00000077475
ENSCAFP00000001018	ENSDARP00000059832
ENSCAFP00000015117	ENSDARP00000043155
ENSCAFP00000042136	ENSDARP00000090643
ENSCAFP00000002762	ENSDARP00000073990
ENSCAFP00000028267	ENSDARP00000104664
ENSCAFP00000014768	ENSDARP00000094910
ENSCAFP00000002767	ENSDARP00000044677
ENSCAFP00000025386	ENSDARP00000090772
ENSCAFP00000025398	ENSDARP00000109146
ENSCAFP00000033560	ENSDARP00000005716
ENSCAFP00000013217	ENSDARP00000109475
ENSCAFP00000016050	ENSDARP00000108864
ENSCAFP00000019674	ENSDARP00000087554
ENSCAFP00000017993	ENSDARP00000108215
ENSCAFP00000036398	ENSDARP00000117883
ENSCAFP00000036398	ENSDARP00000120558
ENSCAFP00000028256	ENSDARP00000093330
ENSCAFP00000021649	ENSDARP00000128493
ENSCAFP00000021649	ENSDARP00000119933
ENSCAFP00000016954	ENSDARP00000111809
ENSCAFP00000025247	ENSDARP00000008527
ENSCAFP00000021334	ENSDARP00000091431
ENSCAFP00000023305	ENSDARP00000041299
ENSCAFP00000023305	ENSDARP00000110930
ENSCAFP00000013553	ENSDARP00000100256
ENSCAFP00000013553	ENSDARP00000065384
ENSCAFP00000005906	ENSDARP00000109370
ENSCAFP00000024499	ENSDARP00000088795
ENSCAFP00000016037	ENSDARP00000110804
ENSCAFP00000021140	ENSDARP00000102269
ENSCAFP00000002284	ENSDARP00000117015
ENSCAFP00000024468	ENSDARP00000106720
ENSCAFP00000000658	ENSDARP00000102505
ENSCAFP00000019449	ENSDARP00000124159
ENSCAFP00000019449	ENSDARP00000123523
ENSCAFP00000007913	ENSDARP00000124055
ENSCAFP00000001313	ENSDARP00000118327
ENSCAFP00000027493	ENSDARP00000118145
ENSCAFP00000003158	ENSDARP00000101065
ENSCAFP00000024305	ENSDARP00000106635
ENSCAFP00000016839	ENSDARP00000086160
ENSCAFP00000016839	ENSDARP00000086161
ENSCAFP00000020903	ENSDARP00000081397
ENSCAFP00000021616	ENSDARP00000044313
ENSCAFP00000006951	ENSDARP00000059037
ENSCAFP00000020854	ENSDARP00000013339
ENSCAFP00000024419	ENSDARP00000065639
ENSCAFP00000025006	ENSDARP00000055262
ENSCAFP00000025006	ENSDARP00000096662
ENSCAFP00000025770	ENSDARP00000052388
ENSCAFP00000025770	ENSDARP00000127550
ENSCAFP00000016696	ENSDARP00000120150
ENSCAFP00000027208	ENSDARP00000118073
ENSCAFP00000027208	ENSDARP00000107979
ENSCAFP00000002145	ENSDARP00000097940
ENSCAFP00000025772	ENSDARP00000099577
ENSCAFP00000019389	ENSDARP00000081131
ENSCAFP00000040583	ENSDARP00000098064
ENSCAFP00000040583	ENSDARP00000012969
ENSCAFP00000013751	ENSDARP00000078930
ENSCAFP00000004848	ENSDARP00000082939
ENSCAFP00000041450	ENSDARP00000069525
ENSCAFP00000027792	ENSDARP00000108727
ENSCAFP00000018690	ENSDARP00000099049
ENSCAFP00000018235	ENSDARP00000039385
ENSCAFP00000008108	ENSDARP00000120042
ENSCAFP00000009991	ENSDARP00000115216
ENSCAFP00000018308	ENSDARP00000044156
ENSCAFP00000018308	ENSDARP00000097312
ENSCAFP00000011341	ENSDARP00000024690
ENSCAFP00000011341	ENSDARP00000126281
ENSCAFP00000016109	ENSDARP00000062405
ENSCAFP00000016109	ENSDARP00000096673
ENSCAFP00000028976	ENSDARP00000127548
ENSCAFP00000028976	ENSDARP00000094387
ENSCAFP00000001896	ENSDARP00000120313
ENSCAFP00000025229	ENSDARP00000106730
ENSCAFP00000023378	ENSDARP00000041563
ENSCAFP00000023378	ENSDARP00000022597
ENSCAFP00000012596	ENSDARP00000084389
ENSCAFP00000016146	ENSDARP00000116425
ENSCAFP00000016154	ENSDARP00000095341
ENSCAFP00000020469	ENSDARP00000003786
ENSCAFP00000020469	ENSDARP00000123971
ENSCAFP00000015904	ENSDARP00000109548
ENSCAFP00000014669	ENSDARP00000096103
ENSCAFP00000014669	ENSDARP00000129862
ENSCAFP00000032974	ENSDARP00000129085
ENSCAFP00000032974	ENSDARP00000006023
ENSCAFP00000004995	ENSDARP00000072421
ENSCAFP00000004995	ENSDARP00000043683
ENSCAFP00000013535	ENSDARP00000091412
ENSCAFP00000032854	ENSDARP00000068772
ENSCAFP00000016319	ENSDARP00000085856
ENSCAFP00000016615	ENSDARP00000069736
ENSCAFP00000013492	ENSDARP00000122633
ENSCAFP00000021901	ENSDARP00000129322
ENSCAFP00000042004	ENSDARP00000086388
ENSCAFP00000024112	ENSDARP00000036302
ENSCAFP00000003450	ENSDARP00000115933
ENSCAFP00000030168	ENSDARP00000014501
ENSCAFP00000012769	ENSDARP00000101005
ENSCAFP00000039742	ENSDARP00000119614
ENSCAFP00000016093	ENSDARP00000106655
ENSCAFP00000016093	ENSDARP00000121957
ENSCAFP00000000416	ENSDARP00000109070
ENSCAFP00000019125	ENSDARP00000107322
ENSCAFP00000019125	ENSDARP00000109092
ENSCAFP00000011004	ENSDARP00000014779
ENSCAFP00000012269	ENSDARP00000110559
ENSCAFP00000031505	ENSDARP00000100221
ENSCAFP00000017193	ENSDARP00000105671
ENSCAFP00000001151	ENSDARP00000027138
ENSCAFP00000011712	ENSDARP00000097279
ENSCAFP00000026963	ENSDARP00000000392
ENSCAFP00000024683	ENSDARP00000123023
ENSCAFP00000008036	ENSDARP00000082742
ENSCAFP00000019377	ENSDARP00000093598
ENSCAFP00000019377	ENSDARP00000125869
ENSCAFP00000033861	ENSDARP00000073983
ENSCAFP00000019767	ENSDARP00000106543
ENSCAFP00000024529	ENSDARP00000057184
ENSCAFP00000017003	ENSDARP00000097982
ENSCAFP00000005842	ENSDARP00000048390
ENSCAFP00000010290	ENSDARP00000062431
ENSCAFP00000010472	ENSDARP00000092499
ENSCAFP00000004664	ENSDARP00000009152
ENSCAFP00000020807	ENSDARP00000116976
ENSCAFP00000020807	ENSDARP00000071747
ENSCAFP00000013128	ENSDARP00000121807
ENSCAFP00000011799	ENSDARP00000047398
ENSCAFP00000012558	ENSDARP00000004149
ENSCAFP00000012558	ENSDARP00000068174
ENSCAFP00000016472	ENSDARP00000044263
ENSCAFP00000016472	ENSDARP00000019511
ENSCAFP00000030466	ENSDARP00000067446
ENSCAFP00000028515	ENSDARP00000075824
ENSCAFP00000028515	ENSDARP00000126081
ENSCAFP00000009861	ENSDARP00000098785
ENSCAFP00000039467	ENSDARP00000099069
ENSCAFP00000039467	ENSDARP00000044029
ENSCAFP00000010018	ENSDARP00000075800
ENSCAFP00000024312	ENSDARP00000011898
ENSCAFP00000024307	ENSDARP00000091059
ENSCAFP00000010012	ENSDARP00000002466
ENSCAFP00000003064	ENSDARP00000049203
ENSCAFP00000000712	ENSDARP00000112456
ENSCAFP00000009346	ENSDARP00000106639
ENSCAFP00000009346	ENSDARP00000121156
ENSCAFP00000026845	ENSDARP00000039570
ENSCAFP00000022369	ENSDARP00000096291
ENSCAFP00000022369	ENSDARP00000073113
ENSCAFP00000016269	ENSDARP00000108125
ENSCAFP00000016269	ENSDARP00000037116
ENSCAFP00000010959	ENSDARP00000108452
ENSCAFP00000012821	ENSDARP00000129758
ENSCAFP00000030160	ENSDARP00000073709
ENSCAFP00000038945	ENSDARP00000115462
ENSCAFP00000028378	ENSDARP00000064089
ENSCAFP00000017531	ENSDARP00000011264
ENSCAFP00000017531	ENSDARP00000065379
ENSCAFP00000043106	ENSDARP00000101311
ENSCAFP00000037739	ENSDARP00000057420
ENSCAFP00000037739	ENSDARP00000014422
ENSCAFP00000012582	ENSDARP00000115544
ENSCAFP00000029680	ENSDARP00000020652
ENSCAFP00000016307	ENSDARP00000100957
ENSCAFP00000043023	ENSDARP00000089195
ENSCAFP00000001510	ENSDARP00000101435
ENSCAFP00000010352	ENSDARP00000036401
ENSCAFP00000013032	ENSDARP00000106262
ENSCAFP00000005029	ENSDARP00000110808
ENSCAFP00000008192	ENSDARP00000099409
ENSCAFP00000030204	ENSDARP00000100386
ENSCAFP00000013057	ENSDARP00000127685
ENSCAFP00000013057	ENSDARP00000128635
ENSCAFP00000002760	ENSDARP00000029561
ENSCAFP00000002760	ENSDARP00000025528
ENSCAFP00000014767	ENSDARP00000116197
ENSCAFP00000027471	ENSDARP00000079966
ENSCAFP00000028038	ENSDARP00000029313
ENSCAFP00000028038	ENSDARP00000083822
ENSCAFP00000017368	ENSDARP00000100489
ENSCAFP00000014790	ENSDARP00000044452
ENSCAFP00000014790	ENSDARP00000118028
ENSCAFP00000013798	ENSDARP00000082268
ENSCAFP00000009748	ENSDARP00000102413
ENSCAFP00000009748	ENSDARP00000098054
ENSCAFP00000022703	ENSDARP00000099800
ENSCAFP00000022703	ENSDARP00000117153
ENSCAFP00000018979	ENSDARP00000128198
ENSCAFP00000010116	ENSDARP00000046210
ENSCAFP00000003006	ENSDARP00000118247
ENSCAFP00000020395	ENSDARP00000058341
ENSCAFP00000035257	ENSDARP00000068999
ENSCAFP00000003573	ENSDARP00000049829
ENSCAFP00000041248	ENSDARP00000092285
ENSCAFP00000036438	ENSDARP00000016823
ENSCAFP00000014237	ENSDARP00000014024
ENSCAFP00000005258	ENSDARP00000033085
ENSCAFP00000005258	ENSDARP00000003984
ENSCAFP00000003819	ENSDARP00000021260
ENSCAFP00000003819	ENSDARP00000074832
ENSCAFP00000023100	ENSDARP00000004329
ENSCAFP00000039580	ENSDARP00000110017
ENSCAFP00000018025	ENSDARP00000074756
ENSCAFP00000032632	ENSDARP00000118440
ENSCAFP00000029392	ENSDARP00000104658
ENSCAFP00000018408	ENSDARP00000088707
ENSCAFP00000026768	ENSDARP00000003949
ENSCAFP00000035608	ENSDARP00000062819
ENSCAFP00000010411	ENSDARP00000114513
ENSCAFP00000022020	ENSDARP00000095064
ENSCAFP00000022020	ENSDARP00000073298
ENSCAFP00000027554	ENSDARP00000110018
ENSCAFP00000037722	ENSDARP00000080761
ENSCAFP00000006847	ENSDARP00000089021
ENSCAFP00000019946	ENSDARP00000075256
ENSCAFP00000019946	ENSDARP00000102311
ENSCAFP00000016165	ENSDARP00000033713
ENSCAFP00000013069	ENSDARP00000018280
ENSCAFP00000009888	ENSDARP00000118357
ENSCAFP00000029305	ENSDARP00000107941
ENSCAFP00000008953	ENSDARP00000123391
ENSCAFP00000022090	ENSDARP00000061587
ENSCAFP00000022090	ENSDARP00000041364
ENSCAFP00000025119	ENSDARP00000109869
ENSCAFP00000014692	ENSDARP00000124036
ENSCAFP00000042024	ENSDARP00000071331
ENSCAFP00000014613	ENSDARP00000102806
ENSCAFP00000019797	ENSDARP00000107613
ENSCAFP00000019797	ENSDARP00000108566
ENSCAFP00000021366	ENSDARP00000016969
ENSCAFP00000003400	ENSDARP00000005313
ENSCAFP00000003719	ENSDARP00000014904
ENSCAFP00000008873	ENSDARP00000020838
ENSCAFP00000040804	ENSDARP00000036961
ENSCAFP00000000164	ENSDARP00000087454
ENSCAFP00000000164	ENSDARP00000030948
ENSCAFP00000018833	ENSDARP00000082533
ENSCAFP00000018833	ENSDARP00000082539
ENSCAFP00000017398	ENSDARP00000114785
ENSCAFP00000017398	ENSDARP00000006703
ENSCAFP00000040299	ENSDARP00000105228
ENSCAFP00000039334	ENSDARP00000113095
ENSCAFP00000015051	ENSDARP00000125863
ENSCAFP00000014417	ENSDARP00000076416
ENSCAFP00000015804	ENSDARP00000020190
