ENSCAFP00000014731	ENSTNIP00000004863
ENSCAFP00000004664	ENSTNIP00000008281
ENSCAFP00000020807	ENSTNIP00000009907
ENSCAFP00000020807	ENSTNIP00000003582
ENSCAFP00000013128	ENSTNIP00000002277
ENSCAFP00000013128	ENSTNIP00000017882
ENSCAFP00000011799	ENSTNIP00000005399
ENSCAFP00000012558	ENSTNIP00000013026
ENSCAFP00000012558	ENSTNIP00000011670
ENSCAFP00000016472	ENSTNIP00000010755
ENSCAFP00000028515	ENSTNIP00000018257
ENSCAFP00000039467	ENSTNIP00000003543
ENSCAFP00000039467	ENSTNIP00000006719
ENSCAFP00000003038	ENSTNIP00000001318
ENSCAFP00000010018	ENSTNIP00000015681
ENSCAFP00000024312	ENSTNIP00000002998
ENSCAFP00000024307	ENSTNIP00000010448
ENSCAFP00000010012	ENSTNIP00000015679
ENSCAFP00000003064	ENSTNIP00000020805
ENSCAFP00000000712	ENSTNIP00000011840
ENSCAFP00000011628	ENSTNIP00000020883
ENSCAFP00000026864	ENSTNIP00000012945
ENSCAFP00000009346	ENSTNIP00000019361
ENSCAFP00000009346	ENSTNIP00000012816
ENSCAFP00000026845	ENSTNIP00000010420
ENSCAFP00000022369	ENSTNIP00000022892
ENSCAFP00000022369	ENSTNIP00000010266
ENSCAFP00000016269	ENSTNIP00000010139
ENSCAFP00000016269	ENSTNIP00000002228
ENSCAFP00000012821	ENSTNIP00000016615
ENSCAFP00000030160	ENSTNIP00000007374
ENSCAFP00000038945	ENSTNIP00000020101
ENSCAFP00000017531	ENSTNIP00000008617
ENSCAFP00000043106	ENSTNIP00000003147
ENSCAFP00000037739	ENSTNIP00000015200
ENSCAFP00000012582	ENSTNIP00000013591
ENSCAFP00000029680	ENSTNIP00000015071
ENSCAFP00000016307	ENSTNIP00000017518
ENSCAFP00000003829	ENSTNIP00000015791
ENSCAFP00000043023	ENSTNIP00000013639
ENSCAFP00000001510	ENSTNIP00000012052
ENSCAFP00000010352	ENSTNIP00000006176
ENSCAFP00000013032	ENSTNIP00000012836
ENSCAFP00000005029	ENSTNIP00000015156
ENSCAFP00000008192	ENSTNIP00000010227
ENSCAFP00000016281	ENSTNIP00000021583
ENSCAFP00000030204	ENSTNIP00000013117
ENSCAFP00000013057	ENSTNIP00000021889
ENSCAFP00000013057	ENSTNIP00000014962
ENSCAFP00000002760	ENSTNIP00000019064
ENSCAFP00000014767	ENSTNIP00000017678
ENSCAFP00000027471	ENSTNIP00000010300
ENSCAFP00000028038	ENSTNIP00000003834
ENSCAFP00000028038	ENSTNIP00000009082
ENSCAFP00000017368	ENSTNIP00000004909
ENSCAFP00000014790	ENSTNIP00000016682
ENSCAFP00000013798	ENSTNIP00000021655
ENSCAFP00000009748	ENSTNIP00000009167
ENSCAFP00000009748	ENSTNIP00000016681
ENSCAFP00000022703	ENSTNIP00000006228
ENSCAFP00000022703	ENSTNIP00000013989
ENSCAFP00000010116	ENSTNIP00000015685
ENSCAFP00000003006	ENSTNIP00000020809
ENSCAFP00000020395	ENSTNIP00000003866
ENSCAFP00000002165	ENSTNIP00000014257
ENSCAFP00000035257	ENSTNIP00000011599
ENSCAFP00000041248	ENSTNIP00000010574
ENSCAFP00000014237	ENSTNIP00000000711
ENSCAFP00000005258	ENSTNIP00000023099
ENSCAFP00000005258	ENSTNIP00000015273
ENSCAFP00000003819	ENSTNIP00000023088
ENSCAFP00000003819	ENSTNIP00000002184
ENSCAFP00000039580	ENSTNIP00000010888
ENSCAFP00000032632	ENSTNIP00000015584
ENSCAFP00000029392	ENSTNIP00000012283
ENSCAFP00000018408	ENSTNIP00000015578
ENSCAFP00000018408	ENSTNIP00000009889
ENSCAFP00000026768	ENSTNIP00000018274
ENSCAFP00000026768	ENSTNIP00000013384
ENSCAFP00000035608	ENSTNIP00000008230
ENSCAFP00000010411	ENSTNIP00000020740
ENSCAFP00000022020	ENSTNIP00000013092
ENSCAFP00000022020	ENSTNIP00000014009
ENSCAFP00000027554	ENSTNIP00000017901
ENSCAFP00000037722	ENSTNIP00000017939
ENSCAFP00000037722	ENSTNIP00000000266
ENSCAFP00000036940	ENSTNIP00000022327
ENSCAFP00000028667	ENSTNIP00000012642
ENSCAFP00000028667	ENSTNIP00000006068
ENSCAFP00000019946	ENSTNIP00000010983
ENSCAFP00000002612	ENSTNIP00000016030
ENSCAFP00000016165	ENSTNIP00000018020
ENSCAFP00000016165	ENSTNIP00000007710
ENSCAFP00000009888	ENSTNIP00000019631
ENSCAFP00000029305	ENSTNIP00000018185
ENSCAFP00000008953	ENSTNIP00000016723
ENSCAFP00000022090	ENSTNIP00000008237
ENSCAFP00000015170	ENSTNIP00000013225
ENSCAFP00000042024	ENSTNIP00000013224
ENSCAFP00000019797	ENSTNIP00000017482
ENSCAFP00000021366	ENSTNIP00000006751
ENSCAFP00000003400	ENSTNIP00000014601
ENSCAFP00000005898	ENSTNIP00000016048
ENSCAFP00000003719	ENSTNIP00000021546
ENSCAFP00000008873	ENSTNIP00000021608
ENSCAFP00000040804	ENSTNIP00000004254
ENSCAFP00000000164	ENSTNIP00000000101
ENSCAFP00000000164	ENSTNIP00000015489
ENSCAFP00000018833	ENSTNIP00000017432
ENSCAFP00000018833	ENSTNIP00000022654
ENSCAFP00000017398	ENSTNIP00000007965
ENSCAFP00000017398	ENSTNIP00000020964
ENSCAFP00000009960	ENSTNIP00000022060
ENSCAFP00000009960	ENSTNIP00000016215
ENSCAFP00000013508	ENSTNIP00000019582
ENSCAFP00000039334	ENSTNIP00000009102
ENSCAFP00000014417	ENSTNIP00000010457
ENSCAFP00000015804	ENSTNIP00000012673
ENSCAFP00000002016	ENSTNIP00000013758
ENSCAFP00000002016	ENSTNIP00000007179
ENSCAFP00000027352	ENSTNIP00000015820
ENSCAFP00000027352	ENSTNIP00000014574
ENSCAFP00000018358	ENSTNIP00000020404
ENSCAFP00000001202	ENSTNIP00000016804
ENSCAFP00000025598	ENSTNIP00000003913
ENSCAFP00000015054	ENSTNIP00000006368
ENSCAFP00000015054	ENSTNIP00000013223
ENSCAFP00000014422	ENSTNIP00000003800
ENSCAFP00000032858	ENSTNIP00000000824
ENSCAFP00000033242	ENSTNIP00000009422
ENSCAFP00000036689	ENSTNIP00000009249
ENSCAFP00000028723	ENSTNIP00000013064
ENSCAFP00000016805	ENSTNIP00000010092
ENSCAFP00000015096	ENSTNIP00000009898
ENSCAFP00000012876	ENSTNIP00000019801
ENSCAFP00000001281	ENSTNIP00000010053
ENSCAFP00000005827	ENSTNIP00000011564
ENSCAFP00000021285	ENSTNIP00000017992
ENSCAFP00000021285	ENSTNIP00000022106
ENSCAFP00000018177	ENSTNIP00000002870
ENSCAFP00000024081	ENSTNIP00000015191
ENSCAFP00000021257	ENSTNIP00000014089
ENSCAFP00000029029	ENSTNIP00000013705
ENSCAFP00000023569	ENSTNIP00000012935
ENSCAFP00000023569	ENSTNIP00000007263
ENSCAFP00000023569	ENSTNIP00000006375
ENSCAFP00000027438	ENSTNIP00000004047
ENSCAFP00000001572	ENSTNIP00000013886
ENSCAFP00000021382	ENSTNIP00000005796
ENSCAFP00000021511	ENSTNIP00000021873
ENSCAFP00000017044	ENSTNIP00000017574
ENSCAFP00000020492	ENSTNIP00000005261
ENSCAFP00000023923	ENSTNIP00000017318
ENSCAFP00000041083	ENSTNIP00000018783
ENSCAFP00000010111	ENSTNIP00000009195
ENSCAFP00000013671	ENSTNIP00000011059
ENSCAFP00000007571	ENSTNIP00000010571
ENSCAFP00000018020	ENSTNIP00000020835
ENSCAFP00000005418	ENSTNIP00000011895
ENSCAFP00000017258	ENSTNIP00000012695
ENSCAFP00000005887	ENSTNIP00000009428
ENSCAFP00000005887	ENSTNIP00000021672
ENSCAFP00000006892	ENSTNIP00000005624
ENSCAFP00000025704	ENSTNIP00000008175
ENSCAFP00000012675	ENSTNIP00000022216
ENSCAFP00000005222	ENSTNIP00000017289
ENSCAFP00000017081	ENSTNIP00000017645
ENSCAFP00000022125	ENSTNIP00000000693
ENSCAFP00000017120	ENSTNIP00000007622
ENSCAFP00000036862	ENSTNIP00000018276
ENSCAFP00000010857	ENSTNIP00000021060
ENSCAFP00000036780	ENSTNIP00000012046
ENSCAFP00000016238	ENSTNIP00000018740
ENSCAFP00000014922	ENSTNIP00000018541
ENSCAFP00000028093	ENSTNIP00000019032
ENSCAFP00000024355	ENSTNIP00000012199
ENSCAFP00000027075	ENSTNIP00000020191
ENSCAFP00000027075	ENSTNIP00000021401
ENSCAFP00000021425	ENSTNIP00000006505
ENSCAFP00000016985	ENSTNIP00000016412
ENSCAFP00000016985	ENSTNIP00000015779
ENSCAFP00000010747	ENSTNIP00000013429
ENSCAFP00000016587	ENSTNIP00000016844
ENSCAFP00000005381	ENSTNIP00000010870
ENSCAFP00000023779	ENSTNIP00000017693
ENSCAFP00000020701	ENSTNIP00000005110
ENSCAFP00000020507	ENSTNIP00000016774
ENSCAFP00000011459	ENSTNIP00000017576
ENSCAFP00000015180	ENSTNIP00000000730
ENSCAFP00000015180	ENSTNIP00000016267
ENSCAFP00000008402	ENSTNIP00000020726
ENSCAFP00000012777	ENSTNIP00000022053
ENSCAFP00000012777	ENSTNIP00000003525
ENSCAFP00000004359	ENSTNIP00000018412
ENSCAFP00000004359	ENSTNIP00000010295
ENSCAFP00000020983	ENSTNIP00000022110
ENSCAFP00000023108	ENSTNIP00000011718
ENSCAFP00000006927	ENSTNIP00000020280
ENSCAFP00000000460	ENSTNIP00000010135
ENSCAFP00000000460	ENSTNIP00000004512
ENSCAFP00000008349	ENSTNIP00000021044
ENSCAFP00000029003	ENSTNIP00000014959
ENSCAFP00000028447	ENSTNIP00000017833
ENSCAFP00000011028	ENSTNIP00000016486
ENSCAFP00000022652	ENSTNIP00000018417
ENSCAFP00000025107	ENSTNIP00000011280
ENSCAFP00000036987	ENSTNIP00000019854
ENSCAFP00000019634	ENSTNIP00000005792
ENSCAFP00000036707	ENSTNIP00000022167
ENSCAFP00000029999	ENSTNIP00000013503
ENSCAFP00000013426	ENSTNIP00000016484
ENSCAFP00000018765	ENSTNIP00000021913
ENSCAFP00000029157	ENSTNIP00000018572
ENSCAFP00000042246	ENSTNIP00000014302
ENSCAFP00000042246	ENSTNIP00000011216
ENSCAFP00000030074	ENSTNIP00000003273
ENSCAFP00000030256	ENSTNIP00000013616
ENSCAFP00000013337	ENSTNIP00000016677
ENSCAFP00000029292	ENSTNIP00000018187
ENSCAFP00000023070	ENSTNIP00000005116
ENSCAFP00000022540	ENSTNIP00000019090
ENSCAFP00000022540	ENSTNIP00000005043
ENSCAFP00000029266	ENSTNIP00000018075
ENSCAFP00000029266	ENSTNIP00000021456
ENSCAFP00000037462	ENSTNIP00000002532
ENSCAFP00000005716	ENSTNIP00000009350
ENSCAFP00000042120	ENSTNIP00000018076
ENSCAFP00000042120	ENSTNIP00000021457
ENSCAFP00000041422	ENSTNIP00000009902
ENSCAFP00000036157	ENSTNIP00000006981
ENSCAFP00000008408	ENSTNIP00000010752
ENSCAFP00000014262	ENSTNIP00000022993
ENSCAFP00000009230	ENSTNIP00000013943
ENSCAFP00000028297	ENSTNIP00000006677
ENSCAFP00000025534	ENSTNIP00000012592
ENSCAFP00000034288	ENSTNIP00000019744
ENSCAFP00000021716	ENSTNIP00000000955
ENSCAFP00000021716	ENSTNIP00000001871
ENSCAFP00000013913	ENSTNIP00000021068
ENSCAFP00000013913	ENSTNIP00000010095
ENSCAFP00000009219	ENSTNIP00000002080
ENSCAFP00000009210	ENSTNIP00000013942
ENSCAFP00000013916	ENSTNIP00000010094
ENSCAFP00000028295	ENSTNIP00000021850
ENSCAFP00000012910	ENSTNIP00000014056
ENSCAFP00000007631	ENSTNIP00000015615
ENSCAFP00000025516	ENSTNIP00000005731
ENSCAFP00000001579	ENSTNIP00000015923
ENSCAFP00000027430	ENSTNIP00000007020
ENSCAFP00000013658	ENSTNIP00000014975
ENSCAFP00000023802	ENSTNIP00000008306
ENSCAFP00000023800	ENSTNIP00000019889
ENSCAFP00000013957	ENSTNIP00000010344
ENSCAFP00000001586	ENSTNIP00000010205
ENSCAFP00000013009	ENSTNIP00000006930
ENSCAFP00000028608	ENSTNIP00000018214
ENSCAFP00000019632	ENSTNIP00000005642
ENSCAFP00000026217	ENSTNIP00000007190
ENSCAFP00000012714	ENSTNIP00000013164
ENSCAFP00000028075	ENSTNIP00000019949
ENSCAFP00000011668	ENSTNIP00000017120
ENSCAFP00000001317	ENSTNIP00000021344
ENSCAFP00000023971	ENSTNIP00000015374
ENSCAFP00000005802	ENSTNIP00000004861
ENSCAFP00000013241	ENSTNIP00000008840
ENSCAFP00000029114	ENSTNIP00000015790
ENSCAFP00000019781	ENSTNIP00000004278
ENSCAFP00000023942	ENSTNIP00000013051
ENSCAFP00000028484	ENSTNIP00000005133
ENSCAFP00000009326	ENSTNIP00000005738
ENSCAFP00000007121	ENSTNIP00000011339
ENSCAFP00000001537	ENSTNIP00000020274
ENSCAFP00000019558	ENSTNIP00000020403
ENSCAFP00000036400	ENSTNIP00000005477
ENSCAFP00000036400	ENSTNIP00000021405
ENSCAFP00000029503	ENSTNIP00000012150
ENSCAFP00000007529	ENSTNIP00000014248
ENSCAFP00000038348	ENSTNIP00000019705
ENSCAFP00000023412	ENSTNIP00000007849
ENSCAFP00000023412	ENSTNIP00000017222
ENSCAFP00000005643	ENSTNIP00000011570
ENSCAFP00000005643	ENSTNIP00000010796
ENSCAFP00000019551	ENSTNIP00000002173
ENSCAFP00000019551	ENSTNIP00000017555
ENSCAFP00000013555	ENSTNIP00000005444
ENSCAFP00000018885	ENSTNIP00000009138
ENSCAFP00000018885	ENSTNIP00000012374
ENSCAFP00000017002	ENSTNIP00000013299
ENSCAFP00000017002	ENSTNIP00000012414
ENSCAFP00000012448	ENSTNIP00000018505
ENSCAFP00000016500	ENSTNIP00000007578
ENSCAFP00000008251	ENSTNIP00000007479
ENSCAFP00000008251	ENSTNIP00000012664
ENSCAFP00000002173	ENSTNIP00000022004
ENSCAFP00000002173	ENSTNIP00000014200
ENSCAFP00000023159	ENSTNIP00000013968
ENSCAFP00000023844	ENSTNIP00000015473
ENSCAFP00000023844	ENSTNIP00000018001
ENSCAFP00000028309	ENSTNIP00000015802
ENSCAFP00000000301	ENSTNIP00000005775
ENSCAFP00000025753	ENSTNIP00000005228
ENSCAFP00000003630	ENSTNIP00000011600
ENSCAFP00000019236	ENSTNIP00000017452
ENSCAFP00000008682	ENSTNIP00000011850
ENSCAFP00000023564	ENSTNIP00000003613
ENSCAFP00000000179	ENSTNIP00000010330
ENSCAFP00000012929	ENSTNIP00000011595
ENSCAFP00000030034	ENSTNIP00000001641
ENSCAFP00000015710	ENSTNIP00000016242
ENSCAFP00000015710	ENSTNIP00000021008
ENSCAFP00000024966	ENSTNIP00000020566
ENSCAFP00000031506	ENSTNIP00000000809
ENSCAFP00000043002	ENSTNIP00000003209
ENSCAFP00000023004	ENSTNIP00000005969
ENSCAFP00000037907	ENSTNIP00000015419
ENSCAFP00000023746	ENSTNIP00000013832
ENSCAFP00000043140	ENSTNIP00000020969
ENSCAFP00000031317	ENSTNIP00000004328
ENSCAFP00000041800	ENSTNIP00000003195
ENSCAFP00000015386	ENSTNIP00000006417
ENSCAFP00000012371	ENSTNIP00000020936
ENSCAFP00000029099	ENSTNIP00000022959
ENSCAFP00000013299	ENSTNIP00000003369
ENSCAFP00000019103	ENSTNIP00000018924
ENSCAFP00000019103	ENSTNIP00000011969
ENSCAFP00000028292	ENSTNIP00000003496
ENSCAFP00000028292	ENSTNIP00000000416
ENSCAFP00000027583	ENSTNIP00000018848
ENSCAFP00000025151	ENSTNIP00000012447
ENSCAFP00000016528	ENSTNIP00000006263
ENSCAFP00000005102	ENSTNIP00000012182
ENSCAFP00000029356	ENSTNIP00000018195
ENSCAFP00000033576	ENSTNIP00000017642
ENSCAFP00000020136	ENSTNIP00000011986
ENSCAFP00000013634	ENSTNIP00000012175
ENSCAFP00000029355	ENSTNIP00000018196
ENSCAFP00000015846	ENSTNIP00000017786
ENSCAFP00000028444	ENSTNIP00000018531
ENSCAFP00000028446	ENSTNIP00000018891
ENSCAFP00000014021	ENSTNIP00000019612
ENSCAFP00000025351	ENSTNIP00000006792
ENSCAFP00000020301	ENSTNIP00000014811
ENSCAFP00000020301	ENSTNIP00000014632
ENSCAFP00000007499	ENSTNIP00000010372
ENSCAFP00000033671	ENSTNIP00000017981
ENSCAFP00000019241	ENSTNIP00000016627
ENSCAFP00000000362	ENSTNIP00000022322
ENSCAFP00000016996	ENSTNIP00000015433
ENSCAFP00000029574	ENSTNIP00000011652
ENSCAFP00000014170	ENSTNIP00000007895
ENSCAFP00000000715	ENSTNIP00000016289
ENSCAFP00000002985	ENSTNIP00000013229
ENSCAFP00000002985	ENSTNIP00000003348
ENSCAFP00000017978	ENSTNIP00000015070
ENSCAFP00000017978	ENSTNIP00000003685
ENSCAFP00000030208	ENSTNIP00000013116
ENSCAFP00000016048	ENSTNIP00000005191
ENSCAFP00000021779	ENSTNIP00000013570
ENSCAFP00000000587	ENSTNIP00000021896
ENSCAFP00000016800	ENSTNIP00000010091
ENSCAFP00000008098	ENSTNIP00000004650
ENSCAFP00000014403	ENSTNIP00000008640
ENSCAFP00000006003	ENSTNIP00000022455
ENSCAFP00000010754	ENSTNIP00000016814
ENSCAFP00000017745	ENSTNIP00000009062
ENSCAFP00000024188	ENSTNIP00000019735
ENSCAFP00000015829	ENSTNIP00000013441
ENSCAFP00000015829	ENSTNIP00000001768
ENSCAFP00000020396	ENSTNIP00000010246
ENSCAFP00000018681	ENSTNIP00000018356
ENSCAFP00000026850	ENSTNIP00000012944
ENSCAFP00000033697	ENSTNIP00000022695
ENSCAFP00000004428	ENSTNIP00000015760
ENSCAFP00000015494	ENSTNIP00000016313
ENSCAFP00000015494	ENSTNIP00000017171
ENSCAFP00000014624	ENSTNIP00000003270
ENSCAFP00000014624	ENSTNIP00000011928
ENSCAFP00000021311	ENSTNIP00000022537
ENSCAFP00000020961	ENSTNIP00000007483
ENSCAFP00000023157	ENSTNIP00000014724
ENSCAFP00000000665	ENSTNIP00000005049
ENSCAFP00000022762	ENSTNIP00000013958
ENSCAFP00000014049	ENSTNIP00000012460
ENSCAFP00000014049	ENSTNIP00000019161
ENSCAFP00000000096	ENSTNIP00000015482
ENSCAFP00000006062	ENSTNIP00000010790
ENSCAFP00000006062	ENSTNIP00000011618
ENSCAFP00000015964	ENSTNIP00000013183
ENSCAFP00000020560	ENSTNIP00000016792
ENSCAFP00000024481	ENSTNIP00000011860
ENSCAFP00000023345	ENSTNIP00000016382
ENSCAFP00000006307	ENSTNIP00000022328
ENSCAFP00000006307	ENSTNIP00000022489
ENSCAFP00000028037	ENSTNIP00000014569
ENSCAFP00000011543	ENSTNIP00000006316
ENSCAFP00000015232	ENSTNIP00000013398
ENSCAFP00000015232	ENSTNIP00000009583
ENSCAFP00000016271	ENSTNIP00000010062
ENSCAFP00000025807	ENSTNIP00000019976
ENSCAFP00000028007	ENSTNIP00000020769
ENSCAFP00000020805	ENSTNIP00000003937
ENSCAFP00000017637	ENSTNIP00000012160
ENSCAFP00000006806	ENSTNIP00000013728
ENSCAFP00000016843	ENSTNIP00000016851
ENSCAFP00000016843	ENSTNIP00000010768
ENSCAFP00000029477	ENSTNIP00000005099
ENSCAFP00000030133	ENSTNIP00000013029
ENSCAFP00000016456	ENSTNIP00000015988
ENSCAFP00000011140	ENSTNIP00000007317
ENSCAFP00000005730	ENSTNIP00000011771
ENSCAFP00000005591	ENSTNIP00000006154
ENSCAFP00000030251	ENSTNIP00000012294
ENSCAFP00000010611	ENSTNIP00000005959
ENSCAFP00000031321	ENSTNIP00000010880
ENSCAFP00000025004	ENSTNIP00000011246
ENSCAFP00000023075	ENSTNIP00000014663
ENSCAFP00000008685	ENSTNIP00000012057
ENSCAFP00000013893	ENSTNIP00000012344
ENSCAFP00000000198	ENSTNIP00000015568
ENSCAFP00000023626	ENSTNIP00000017329
ENSCAFP00000023626	ENSTNIP00000018338
ENSCAFP00000002500	ENSTNIP00000013952
ENSCAFP00000010846	ENSTNIP00000011885
ENSCAFP00000039464	ENSTNIP00000006290
ENSCAFP00000003425	ENSTNIP00000002409
ENSCAFP00000036941	ENSTNIP00000007346
ENSCAFP00000000819	ENSTNIP00000020000
ENSCAFP00000000819	ENSTNIP00000005068
ENSCAFP00000003703	ENSTNIP00000010190
ENSCAFP00000022645	ENSTNIP00000016148
ENSCAFP00000022645	ENSTNIP00000019651
ENSCAFP00000022900	ENSTNIP00000013160
ENSCAFP00000041069	ENSTNIP00000017425
ENSCAFP00000026801	ENSTNIP00000003423
ENSCAFP00000021270	ENSTNIP00000007004
ENSCAFP00000021270	ENSTNIP00000014515
ENSCAFP00000013454	ENSTNIP00000008054
ENSCAFP00000038294	ENSTNIP00000010692
ENSCAFP00000038294	ENSTNIP00000020767
ENSCAFP00000010197	ENSTNIP00000019796
ENSCAFP00000010197	ENSTNIP00000010355
ENSCAFP00000003758	ENSTNIP00000006551
ENSCAFP00000025687	ENSTNIP00000005198
ENSCAFP00000026880	ENSTNIP00000019927
ENSCAFP00000028649	ENSTNIP00000020321
ENSCAFP00000027245	ENSTNIP00000010212
ENSCAFP00000027245	ENSTNIP00000012644
ENSCAFP00000018027	ENSTNIP00000018936
ENSCAFP00000002094	ENSTNIP00000004915
ENSCAFP00000018915	ENSTNIP00000018343
ENSCAFP00000014580	ENSTNIP00000007752
ENSCAFP00000021092	ENSTNIP00000017541
ENSCAFP00000024445	ENSTNIP00000018863
ENSCAFP00000025731	ENSTNIP00000019890
ENSCAFP00000007363	ENSTNIP00000012337
ENSCAFP00000007352	ENSTNIP00000012336
ENSCAFP00000024067	ENSTNIP00000009726
ENSCAFP00000036393	ENSTNIP00000015341
ENSCAFP00000036393	ENSTNIP00000009978
ENSCAFP00000009344	ENSTNIP00000015947
ENSCAFP00000025790	ENSTNIP00000018832
ENSCAFP00000007267	ENSTNIP00000012332
ENSCAFP00000007267	ENSTNIP00000016975
ENSCAFP00000030158	ENSTNIP00000021646
ENSCAFP00000030952	ENSTNIP00000014934
ENSCAFP00000031515	ENSTNIP00000005248
ENSCAFP00000039476	ENSTNIP00000015620
ENSCAFP00000025617	ENSTNIP00000007259
ENSCAFP00000037150	ENSTNIP00000020011
ENSCAFP00000037150	ENSTNIP00000013631
ENSCAFP00000007724	ENSTNIP00000020010
ENSCAFP00000041395	ENSTNIP00000020207
ENSCAFP00000033778	ENSTNIP00000020206
ENSCAFP00000013925	ENSTNIP00000008548
ENSCAFP00000022688	ENSTNIP00000018807
ENSCAFP00000036197	ENSTNIP00000004607
ENSCAFP00000036197	ENSTNIP00000016341
ENSCAFP00000018667	ENSTNIP00000016340
ENSCAFP00000008544	ENSTNIP00000009045
ENSCAFP00000013462	ENSTNIP00000011865
ENSCAFP00000024876	ENSTNIP00000016093
ENSCAFP00000041871	ENSTNIP00000022924
ENSCAFP00000013851	ENSTNIP00000015590
ENSCAFP00000006023	ENSTNIP00000018272
ENSCAFP00000006023	ENSTNIP00000004934
ENSCAFP00000016721	ENSTNIP00000015321
ENSCAFP00000016721	ENSTNIP00000016100
ENSCAFP00000016971	ENSTNIP00000007929
ENSCAFP00000016971	ENSTNIP00000009820
ENSCAFP00000015283	ENSTNIP00000004845
ENSCAFP00000015283	ENSTNIP00000011939
ENSCAFP00000025749	ENSTNIP00000012436
ENSCAFP00000012615	ENSTNIP00000016008
ENSCAFP00000040877	ENSTNIP00000009528
ENSCAFP00000014722	ENSTNIP00000007644
ENSCAFP00000000046	ENSTNIP00000010997
ENSCAFP00000017487	ENSTNIP00000015425
ENSCAFP00000020543	ENSTNIP00000014647
ENSCAFP00000007315	ENSTNIP00000022255
ENSCAFP00000020576	ENSTNIP00000022882
ENSCAFP00000000929	ENSTNIP00000019501
ENSCAFP00000017935	ENSTNIP00000020112
ENSCAFP00000006736	ENSTNIP00000002868
ENSCAFP00000006736	ENSTNIP00000019266
ENSCAFP00000016659	ENSTNIP00000007920
ENSCAFP00000013100	ENSTNIP00000008035
ENSCAFP00000021078	ENSTNIP00000019538
ENSCAFP00000004971	ENSTNIP00000017917
ENSCAFP00000004019	ENSTNIP00000001889
ENSCAFP00000000441	ENSTNIP00000009708
ENSCAFP00000009084	ENSTNIP00000017000
ENSCAFP00000009084	ENSTNIP00000006385
ENSCAFP00000007034	ENSTNIP00000014798
ENSCAFP00000023505	ENSTNIP00000013050
ENSCAFP00000029288	ENSTNIP00000008759
ENSCAFP00000013867	ENSTNIP00000005648
ENSCAFP00000029667	ENSTNIP00000012142
ENSCAFP00000027180	ENSTNIP00000015351
ENSCAFP00000027180	ENSTNIP00000006867
ENSCAFP00000008417	ENSTNIP00000019751
ENSCAFP00000015629	ENSTNIP00000003914
ENSCAFP00000023739	ENSTNIP00000021733
ENSCAFP00000029073	ENSTNIP00000018664
ENSCAFP00000029073	ENSTNIP00000004105
ENSCAFP00000015513	ENSTNIP00000006352
ENSCAFP00000002727	ENSTNIP00000016371
ENSCAFP00000026461	ENSTNIP00000020420
ENSCAFP00000016724	ENSTNIP00000013073
ENSCAFP00000013852	ENSTNIP00000013899
ENSCAFP00000013852	ENSTNIP00000020573
ENSCAFP00000017058	ENSTNIP00000008081
ENSCAFP00000011570	ENSTNIP00000002802
ENSCAFP00000036087	ENSTNIP00000018471
ENSCAFP00000000696	ENSTNIP00000021899
ENSCAFP00000000020	ENSTNIP00000022261
ENSCAFP00000028988	ENSTNIP00000017084
ENSCAFP00000037746	ENSTNIP00000022007
ENSCAFP00000006717	ENSTNIP00000010207
ENSCAFP00000006717	ENSTNIP00000000325
ENSCAFP00000017184	ENSTNIP00000017043
ENSCAFP00000017184	ENSTNIP00000012541
ENSCAFP00000019429	ENSTNIP00000014277
ENSCAFP00000028062	ENSTNIP00000002721
ENSCAFP00000034956	ENSTNIP00000018613
ENSCAFP00000042687	ENSTNIP00000010656
ENSCAFP00000004481	ENSTNIP00000003203
ENSCAFP00000040363	ENSTNIP00000021465
ENSCAFP00000000435	ENSTNIP00000009707
ENSCAFP00000009972	ENSTNIP00000014068
ENSCAFP00000023883	ENSTNIP00000000748
ENSCAFP00000011648	ENSTNIP00000012227
ENSCAFP00000011648	ENSTNIP00000011710
ENSCAFP00000005691	ENSTNIP00000022648
ENSCAFP00000028824	ENSTNIP00000003634
ENSCAFP00000001571	ENSTNIP00000015922
ENSCAFP00000001571	ENSTNIP00000007764
ENSCAFP00000025121	ENSTNIP00000014795
ENSCAFP00000019828	ENSTNIP00000021399
ENSCAFP00000026721	ENSTNIP00000011380
ENSCAFP00000042779	ENSTNIP00000014389
ENSCAFP00000022544	ENSTNIP00000017298
ENSCAFP00000022544	ENSTNIP00000003864
ENSCAFP00000019079	ENSTNIP00000018922
ENSCAFP00000032357	ENSTNIP00000022251
ENSCAFP00000032357	ENSTNIP00000009574
ENSCAFP00000039833	ENSTNIP00000021096
ENSCAFP00000023434	ENSTNIP00000021782
ENSCAFP00000040897	ENSTNIP00000018060
ENSCAFP00000005205	ENSTNIP00000006040
ENSCAFP00000041532	ENSTNIP00000019151
ENSCAFP00000030487	ENSTNIP00000018091
ENSCAFP00000030487	ENSTNIP00000009835
ENSCAFP00000021644	ENSTNIP00000010176
ENSCAFP00000007907	ENSTNIP00000005592
ENSCAFP00000012878	ENSTNIP00000004992
ENSCAFP00000001681	ENSTNIP00000011324
ENSCAFP00000016694	ENSTNIP00000013176
ENSCAFP00000036385	ENSTNIP00000012542
ENSCAFP00000006607	ENSTNIP00000022228
ENSCAFP00000029885	ENSTNIP00000016765
ENSCAFP00000027059	ENSTNIP00000017133
ENSCAFP00000021175	ENSTNIP00000023116
ENSCAFP00000023896	ENSTNIP00000008357
