ENSMUSP00000034074	ENSTNIP00000004863
ENSMUSP00000073616	ENSTNIP00000016328
ENSMUSP00000064048	ENSTNIP00000012970
ENSMUSP00000064048	ENSTNIP00000002894
ENSMUSP00000138350	ENSTNIP00000006230
ENSMUSP00000126279	ENSTNIP00000001948
ENSMUSP00000030741	ENSTNIP00000012551
ENSMUSP00000030741	ENSTNIP00000001360
ENSMUSP00000001878	ENSTNIP00000004141
ENSMUSP00000051003	ENSTNIP00000004137
ENSMUSP00000040920	ENSTNIP00000003617
ENSMUSP00000040920	ENSTNIP00000004129
ENSMUSP00000122582	ENSTNIP00000020078
ENSMUSP00000062412	ENSTNIP00000004139
ENSMUSP00000046939	ENSTNIP00000004131
ENSMUSP00000046939	ENSTNIP00000000288
ENSMUSP00000000010	ENSTNIP00000013750
ENSMUSP00000001706	ENSTNIP00000004124
ENSMUSP00000058490	ENSTNIP00000020079
ENSMUSP00000039170	ENSTNIP00000012067
ENSMUSP00000039170	ENSTNIP00000004145
ENSMUSP00000056315	ENSTNIP00000000506
ENSMUSP00000001700	ENSTNIP00000004138
ENSMUSP00000029941	ENSTNIP00000011913
ENSMUSP00000029941	ENSTNIP00000018884
ENSMUSP00000047173	ENSTNIP00000001500
ENSMUSP00000083709	ENSTNIP00000013937
ENSMUSP00000083709	ENSTNIP00000007821
ENSMUSP00000068529	ENSTNIP00000022123
ENSMUSP00000025601	ENSTNIP00000007779
ENSMUSP00000103839	ENSTNIP00000020360
ENSMUSP00000101944	ENSTNIP00000000819
ENSMUSP00000032908	ENSTNIP00000012250
ENSMUSP00000017549	ENSTNIP00000019322
ENSMUSP00000027931	ENSTNIP00000013678
ENSMUSP00000034065	ENSTNIP00000002342
ENSMUSP00000106358	ENSTNIP00000022226
ENSMUSP00000106151	ENSTNIP00000022531
ENSMUSP00000130343	ENSTNIP00000022357
ENSMUSP00000037978	ENSTNIP00000005778
ENSMUSP00000036053	ENSTNIP00000020702
ENSMUSP00000036053	ENSTNIP00000021494
ENSMUSP00000011733	ENSTNIP00000016163
ENSMUSP00000103432	ENSTNIP00000010525
ENSMUSP00000055564	ENSTNIP00000005188
ENSMUSP00000022185	ENSTNIP00000016478
ENSMUSP00000061754	ENSTNIP00000018495
ENSMUSP00000022182	ENSTNIP00000016479
ENSMUSP00000074581	ENSTNIP00000020383
ENSMUSP00000105693	ENSTNIP00000011754
ENSMUSP00000061243	ENSTNIP00000022184
ENSMUSP00000087756	ENSTNIP00000001018
ENSMUSP00000016771	ENSTNIP00000006335
ENSMUSP00000016771	ENSTNIP00000017126
ENSMUSP00000090672	ENSTNIP00000010114
ENSMUSP00000090672	ENSTNIP00000008222
ENSMUSP00000074632	ENSTNIP00000015144
ENSMUSP00000052078	ENSTNIP00000011539
ENSMUSP00000052055	ENSTNIP00000007189
ENSMUSP00000066015	ENSTNIP00000016759
ENSMUSP00000113603	ENSTNIP00000016760
ENSMUSP00000074681	ENSTNIP00000012738
ENSMUSP00000117326	ENSTNIP00000013033
ENSMUSP00000130851	ENSTNIP00000015145
ENSMUSP00000057956	ENSTNIP00000016457
ENSMUSP00000101659	ENSTNIP00000021239
ENSMUSP00000066864	ENSTNIP00000009870
ENSMUSP00000066005	ENSTNIP00000010771
ENSMUSP00000108321	ENSTNIP00000016662
ENSMUSP00000092210	ENSTNIP00000016663
ENSMUSP00000034339	ENSTNIP00000012735
ENSMUSP00000028059	ENSTNIP00000007958
ENSMUSP00000002603	ENSTNIP00000016674
ENSMUSP00000109048	ENSTNIP00000019664
ENSMUSP00000040847	ENSTNIP00000022083
ENSMUSP00000027560	ENSTNIP00000009078
ENSMUSP00000038170	ENSTNIP00000016092
ENSMUSP00000038170	ENSTNIP00000013695
ENSMUSP00000101428	ENSTNIP00000013805
ENSMUSP00000021932	ENSTNIP00000021384
ENSMUSP00000005620	ENSTNIP00000017098
ENSMUSP00000005620	ENSTNIP00000013354
ENSMUSP00000081712	ENSTNIP00000018465
ENSMUSP00000059074	ENSTNIP00000014757
ENSMUSP00000113414	ENSTNIP00000007571
ENSMUSP00000080796	ENSTNIP00000019542
ENSMUSP00000049414	ENSTNIP00000009510
ENSMUSP00000098419	ENSTNIP00000005942
ENSMUSP00000020118	ENSTNIP00000019140
ENSMUSP00000042625	ENSTNIP00000019253
ENSMUSP00000025025	ENSTNIP00000011838
ENSMUSP00000033930	ENSTNIP00000016213
ENSMUSP00000028846	ENSTNIP00000018436
ENSMUSP00000136377	ENSTNIP00000019773
ENSMUSP00000136377	ENSTNIP00000007702
ENSMUSP00000112919	ENSTNIP00000009239
ENSMUSP00000112919	ENSTNIP00000012116
ENSMUSP00000131684	ENSTNIP00000002622
ENSMUSP00000027929	ENSTNIP00000011504
ENSMUSP00000082017	ENSTNIP00000015361
ENSMUSP00000082862	ENSTNIP00000022171
ENSMUSP00000121032	ENSTNIP00000009209
ENSMUSP00000024839	ENSTNIP00000016921
ENSMUSP00000099636	ENSTNIP00000020108
ENSMUSP00000020899	ENSTNIP00000005690
ENSMUSP00000026068	ENSTNIP00000022086
ENSMUSP00000128127	ENSTNIP00000007503
ENSMUSP00000040405	ENSTNIP00000013803
ENSMUSP00000040405	ENSTNIP00000017682
ENSMUSP00000024880	ENSTNIP00000019756
ENSMUSP00000022338	ENSTNIP00000011495
ENSMUSP00000033771	ENSTNIP00000010126
ENSMUSP00000027809	ENSTNIP00000005220
ENSMUSP00000000964	ENSTNIP00000001353
ENSMUSP00000019117	ENSTNIP00000005927
ENSMUSP00000019117	ENSTNIP00000012991
ENSMUSP00000014848	ENSTNIP00000004111
ENSMUSP00000098092	ENSTNIP00000003394
ENSMUSP00000110077	ENSTNIP00000004112
ENSMUSP00000091476	ENSTNIP00000004115
ENSMUSP00000051355	ENSTNIP00000004125
ENSMUSP00000082729	ENSTNIP00000015683
ENSMUSP00000069728	ENSTNIP00000012924
ENSMUSP00000051158	ENSTNIP00000017423
ENSMUSP00000043587	ENSTNIP00000007666
ENSMUSP00000031787	ENSTNIP00000001316
ENSMUSP00000134131	ENSTNIP00000004184
ENSMUSP00000009143	ENSTNIP00000015586
ENSMUSP00000126999	ENSTNIP00000023050
ENSMUSP00000012281	ENSTNIP00000019669
ENSMUSP00000032125	ENSTNIP00000014374
ENSMUSP00000032125	ENSTNIP00000011907
ENSMUSP00000098286	ENSTNIP00000007357
ENSMUSP00000038301	ENSTNIP00000005396
ENSMUSP00000062884	ENSTNIP00000009680
ENSMUSP00000073720	ENSTNIP00000020368
ENSMUSP00000028836	ENSTNIP00000013645
ENSMUSP00000127973	ENSTNIP00000012260
ENSMUSP00000127973	ENSTNIP00000019167
ENSMUSP00000025110	ENSTNIP00000005040
ENSMUSP00000103129	ENSTNIP00000014773
ENSMUSP00000055237	ENSTNIP00000008385
ENSMUSP00000112438	ENSTNIP00000009586
ENSMUSP00000112438	ENSTNIP00000015538
ENSMUSP00000100912	ENSTNIP00000015628
ENSMUSP00000029441	ENSTNIP00000015631
ENSMUSP00000088196	ENSTNIP00000015379
ENSMUSP00000073164	ENSTNIP00000010617
ENSMUSP00000073164	ENSTNIP00000016817
ENSMUSP00000112432	ENSTNIP00000008938
ENSMUSP00000032568	ENSTNIP00000011430
ENSMUSP00000042565	ENSTNIP00000007460
ENSMUSP00000028119	ENSTNIP00000016647
ENSMUSP00000132078	ENSTNIP00000022326
ENSMUSP00000036384	ENSTNIP00000022005
ENSMUSP00000102536	ENSTNIP00000009085
ENSMUSP00000031106	ENSTNIP00000007848
ENSMUSP00000041411	ENSTNIP00000013895
ENSMUSP00000041411	ENSTNIP00000020575
ENSMUSP00000038915	ENSTNIP00000020829
ENSMUSP00000038915	ENSTNIP00000004059
ENSMUSP00000020024	ENSTNIP00000005980
ENSMUSP00000020024	ENSTNIP00000020354
ENSMUSP00000005019	ENSTNIP00000010879
ENSMUSP00000005019	ENSTNIP00000020692
ENSMUSP00000023820	ENSTNIP00000015328
ENSMUSP00000030848	ENSTNIP00000018225
ENSMUSP00000035029	ENSTNIP00000017336
ENSMUSP00000023610	ENSTNIP00000000390
ENSMUSP00000067022	ENSTNIP00000017390
ENSMUSP00000067022	ENSTNIP00000014705
ENSMUSP00000126498	ENSTNIP00000014071
ENSMUSP00000036330	ENSTNIP00000019072
ENSMUSP00000023611	ENSTNIP00000017563
ENSMUSP00000090801	ENSTNIP00000014845
ENSMUSP00000079041	ENSTNIP00000006342
ENSMUSP00000064570	ENSTNIP00000016488
ENSMUSP00000084905	ENSTNIP00000013061
ENSMUSP00000040171	ENSTNIP00000007400
ENSMUSP00000090143	ENSTNIP00000016130
ENSMUSP00000101094	ENSTNIP00000007053
ENSMUSP00000079210	ENSTNIP00000009984
ENSMUSP00000030372	ENSTNIP00000012080
ENSMUSP00000125069	ENSTNIP00000007005
ENSMUSP00000128718	ENSTNIP00000015575
ENSMUSP00000035802	ENSTNIP00000012079
ENSMUSP00000022508	ENSTNIP00000000551
ENSMUSP00000027302	ENSTNIP00000006489
ENSMUSP00000029433	ENSTNIP00000015434
ENSMUSP00000029053	ENSTNIP00000015445
ENSMUSP00000027404	ENSTNIP00000020287
ENSMUSP00000027404	ENSTNIP00000019543
ENSMUSP00000034832	ENSTNIP00000011291
ENSMUSP00000095051	ENSTNIP00000019477
ENSMUSP00000082197	ENSTNIP00000020381
ENSMUSP00000089793	ENSTNIP00000022148
ENSMUSP00000089793	ENSTNIP00000004488
ENSMUSP00000029848	ENSTNIP00000000633
ENSMUSP00000043816	ENSTNIP00000018669
ENSMUSP00000043816	ENSTNIP00000021933
ENSMUSP00000028280	ENSTNIP00000003924
ENSMUSP00000084772	ENSTNIP00000021343
ENSMUSP00000023123	ENSTNIP00000001174
ENSMUSP00000023123	ENSTNIP00000001679
ENSMUSP00000083620	ENSTNIP00000000744
ENSMUSP00000083620	ENSTNIP00000013524
ENSMUSP00000033899	ENSTNIP00000002564
ENSMUSP00000107701	ENSTNIP00000017639
ENSMUSP00000108553	ENSTNIP00000008202
ENSMUSP00000033898	ENSTNIP00000016928
ENSMUSP00000046525	ENSTNIP00000015174
ENSMUSP00000043220	ENSTNIP00000021827
ENSMUSP00000043220	ENSTNIP00000020249
ENSMUSP00000107658	ENSTNIP00000021606
ENSMUSP00000107658	ENSTNIP00000012072
ENSMUSP00000001181	ENSTNIP00000010734
ENSMUSP00000001181	ENSTNIP00000019564
ENSMUSP00000001147	ENSTNIP00000010735
ENSMUSP00000137585	ENSTNIP00000021001
ENSMUSP00000111199	ENSTNIP00000000535
ENSMUSP00000023509	ENSTNIP00000018344
ENSMUSP00000053023	ENSTNIP00000016955
ENSMUSP00000050219	ENSTNIP00000020043
ENSMUSP00000089707	ENSTNIP00000007425
ENSMUSP00000095380	ENSTNIP00000015418
ENSMUSP00000050183	ENSTNIP00000013190
ENSMUSP00000022985	ENSTNIP00000022300
ENSMUSP00000020958	ENSTNIP00000013638
ENSMUSP00000109960	ENSTNIP00000011542
ENSMUSP00000132930	ENSTNIP00000017739
ENSMUSP00000132930	ENSTNIP00000008885
ENSMUSP00000095873	ENSTNIP00000015711
ENSMUSP00000095873	ENSTNIP00000010746
ENSMUSP00000097627	ENSTNIP00000020040
ENSMUSP00000097627	ENSTNIP00000016249
ENSMUSP00000024774	ENSTNIP00000015536
ENSMUSP00000060027	ENSTNIP00000017663
ENSMUSP00000000199	ENSTNIP00000016406
ENSMUSP00000104964	ENSTNIP00000016094
ENSMUSP00000104964	ENSTNIP00000013696
ENSMUSP00000084656	ENSTNIP00000014267
ENSMUSP00000099504	ENSTNIP00000019817
ENSMUSP00000099504	ENSTNIP00000011961
ENSMUSP00000051487	ENSTNIP00000017039
ENSMUSP00000071756	ENSTNIP00000017041
ENSMUSP00000087611	ENSTNIP00000016300
ENSMUSP00000087611	ENSTNIP00000012010
ENSMUSP00000021290	ENSTNIP00000014193
ENSMUSP00000081048	ENSTNIP00000008580
ENSMUSP00000065213	ENSTNIP00000016330
ENSMUSP00000065213	ENSTNIP00000001678
ENSMUSP00000011400	ENSTNIP00000001335
ENSMUSP00000029676	ENSTNIP00000008935
ENSMUSP00000101684	ENSTNIP00000006193
ENSMUSP00000101684	ENSTNIP00000014801
ENSMUSP00000071798	ENSTNIP00000018435
ENSMUSP00000071798	ENSTNIP00000016556
ENSMUSP00000059705	ENSTNIP00000013049
ENSMUSP00000059705	ENSTNIP00000015008
ENSMUSP00000036203	ENSTNIP00000013492
ENSMUSP00000036203	ENSTNIP00000016322
ENSMUSP00000070200	ENSTNIP00000010415
ENSMUSP00000070200	ENSTNIP00000007306
ENSMUSP00000099473	ENSTNIP00000006373
ENSMUSP00000124570	ENSTNIP00000020976
ENSMUSP00000063136	ENSTNIP00000019519
ENSMUSP00000139389	ENSTNIP00000005381
ENSMUSP00000022235	ENSTNIP00000006646
ENSMUSP00000038884	ENSTNIP00000015748
ENSMUSP00000083583	ENSTNIP00000021420
ENSMUSP00000069114	ENSTNIP00000016951
ENSMUSP00000058732	ENSTNIP00000012022
ENSMUSP00000045335	ENSTNIP00000001385
ENSMUSP00000086592	ENSTNIP00000018855
ENSMUSP00000079172	ENSTNIP00000006860
ENSMUSP00000052126	ENSTNIP00000006320
ENSMUSP00000129247	ENSTNIP00000011973
ENSMUSP00000057406	ENSTNIP00000021718
ENSMUSP00000022660	ENSTNIP00000022045
ENSMUSP00000022660	ENSTNIP00000013935
ENSMUSP00000125803	ENSTNIP00000011532
ENSMUSP00000125803	ENSTNIP00000017092
ENSMUSP00000000707	ENSTNIP00000013457
ENSMUSP00000048357	ENSTNIP00000020507
ENSMUSP00000048357	ENSTNIP00000007466
ENSMUSP00000023450	ENSTNIP00000018456
ENSMUSP00000023994	ENSTNIP00000007921
ENSMUSP00000011492	ENSTNIP00000010196
ENSMUSP00000027153	ENSTNIP00000011156
ENSMUSP00000031524	ENSTNIP00000016578
ENSMUSP00000072483	ENSTNIP00000009149
ENSMUSP00000028188	ENSTNIP00000016445
ENSMUSP00000039472	ENSTNIP00000005682
ENSMUSP00000037018	ENSTNIP00000009919
ENSMUSP00000027885	ENSTNIP00000010681
ENSMUSP00000027885	ENSTNIP00000013783
ENSMUSP00000035784	ENSTNIP00000021737
ENSMUSP00000046131	ENSTNIP00000021670
ENSMUSP00000028955	ENSTNIP00000007893
ENSMUSP00000022921	ENSTNIP00000020895
ENSMUSP00000033846	ENSTNIP00000019655
ENSMUSP00000054499	ENSTNIP00000020181
ENSMUSP00000054499	ENSTNIP00000012352
ENSMUSP00000039452	ENSTNIP00000018311
ENSMUSP00000107298	ENSTNIP00000000724
ENSMUSP00000127487	ENSTNIP00000021621
ENSMUSP00000034351	ENSTNIP00000012296
ENSMUSP00000020497	ENSTNIP00000005253
ENSMUSP00000038878	ENSTNIP00000019415
ENSMUSP00000058699	ENSTNIP00000002731
ENSMUSP00000022100	ENSTNIP00000010020
ENSMUSP00000032185	ENSTNIP00000021053
ENSMUSP00000032185	ENSTNIP00000008729
ENSMUSP00000122962	ENSTNIP00000012211
ENSMUSP00000085826	ENSTNIP00000011003
ENSMUSP00000081514	ENSTNIP00000003797
ENSMUSP00000115136	ENSTNIP00000022448
ENSMUSP00000115136	ENSTNIP00000000152
ENSMUSP00000055122	ENSTNIP00000013882
ENSMUSP00000030739	ENSTNIP00000001892
ENSMUSP00000030739	ENSTNIP00000021627
ENSMUSP00000057103	ENSTNIP00000014179
ENSMUSP00000026635	ENSTNIP00000000597
ENSMUSP00000112725	ENSTNIP00000003854
ENSMUSP00000058966	ENSTNIP00000002028
ENSMUSP00000030142	ENSTNIP00000000311
ENSMUSP00000067614	ENSTNIP00000010378
ENSMUSP00000130685	ENSTNIP00000011395
ENSMUSP00000026580	ENSTNIP00000019169
ENSMUSP00000073502	ENSTNIP00000011184
ENSMUSP00000035076	ENSTNIP00000022069
ENSMUSP00000041199	ENSTNIP00000008699
ENSMUSP00000108825	ENSTNIP00000010014
ENSMUSP00000099555	ENSTNIP00000005152
ENSMUSP00000023491	ENSTNIP00000014143
ENSMUSP00000053597	ENSTNIP00000015168
ENSMUSP00000053597	ENSTNIP00000009288
ENSMUSP00000063882	ENSTNIP00000010389
ENSMUSP00000063882	ENSTNIP00000007140
ENSMUSP00000061828	ENSTNIP00000018062
ENSMUSP00000061906	ENSTNIP00000010780
ENSMUSP00000061906	ENSTNIP00000005953
ENSMUSP00000127615	ENSTNIP00000007852
ENSMUSP00000066857	ENSTNIP00000018796
ENSMUSP00000041499	ENSTNIP00000016976
ENSMUSP00000097897	ENSTNIP00000002971
ENSMUSP00000064443	ENSTNIP00000013012
ENSMUSP00000130057	ENSTNIP00000008815
ENSMUSP00000088561	ENSTNIP00000022986
ENSMUSP00000088561	ENSTNIP00000020334
ENSMUSP00000003017	ENSTNIP00000001643
ENSMUSP00000092966	ENSTNIP00000009926
ENSMUSP00000028177	ENSTNIP00000005452
ENSMUSP00000028177	ENSTNIP00000005782
ENSMUSP00000060985	ENSTNIP00000022147
ENSMUSP00000060985	ENSTNIP00000017918
ENSMUSP00000034692	ENSTNIP00000011093
ENSMUSP00000028020	ENSTNIP00000005204
ENSMUSP00000028020	ENSTNIP00000010686
ENSMUSP00000029440	ENSTNIP00000021417
ENSMUSP00000029440	ENSTNIP00000015380
ENSMUSP00000047291	ENSTNIP00000013599
ENSMUSP00000058761	ENSTNIP00000005536
ENSMUSP00000056080	ENSTNIP00000012394
ENSMUSP00000020165	ENSTNIP00000019412
ENSMUSP00000124068	ENSTNIP00000016474
ENSMUSP00000099715	ENSTNIP00000022945
ENSMUSP00000046601	ENSTNIP00000007960
ENSMUSP00000046601	ENSTNIP00000021810
ENSMUSP00000023132	ENSTNIP00000017864
ENSMUSP00000037025	ENSTNIP00000011076
ENSMUSP00000102521	ENSTNIP00000021281
ENSMUSP00000102521	ENSTNIP00000010675
ENSMUSP00000034307	ENSTNIP00000014008
ENSMUSP00000034307	ENSTNIP00000013094
ENSMUSP00000113488	ENSTNIP00000020741
ENSMUSP00000052716	ENSTNIP00000000783
ENSMUSP00000099432	ENSTNIP00000014667
ENSMUSP00000042219	ENSTNIP00000006574
ENSMUSP00000026256	ENSTNIP00000022604
ENSMUSP00000001975	ENSTNIP00000021990
ENSMUSP00000001975	ENSTNIP00000015594
ENSMUSP00000110342	ENSTNIP00000012934
ENSMUSP00000130439	ENSTNIP00000005856
ENSMUSP00000109796	ENSTNIP00000008946
ENSMUSP00000109796	ENSTNIP00000008785
ENSMUSP00000125253	ENSTNIP00000000611
ENSMUSP00000108783	ENSTNIP00000003827
ENSMUSP00000070071	ENSTNIP00000014384
ENSMUSP00000057515	ENSTNIP00000006476
ENSMUSP00000057466	ENSTNIP00000000549
ENSMUSP00000057466	ENSTNIP00000005184
ENSMUSP00000026062	ENSTNIP00000022078
ENSMUSP00000091238	ENSTNIP00000009934
ENSMUSP00000029626	ENSTNIP00000021186
ENSMUSP00000031895	ENSTNIP00000010874
ENSMUSP00000030747	ENSTNIP00000013855
ENSMUSP00000088264	ENSTNIP00000004604
ENSMUSP00000088264	ENSTNIP00000012746
ENSMUSP00000049532	ENSTNIP00000016942
ENSMUSP00000022693	ENSTNIP00000013746
ENSMUSP00000022693	ENSTNIP00000011959
ENSMUSP00000113516	ENSTNIP00000014779
ENSMUSP00000104421	ENSTNIP00000011319
ENSMUSP00000031731	ENSTNIP00000013703
ENSMUSP00000015498	ENSTNIP00000015739
ENSMUSP00000087742	ENSTNIP00000020372
ENSMUSP00000055246	ENSTNIP00000015824
ENSMUSP00000101127	ENSTNIP00000007618
ENSMUSP00000101127	ENSTNIP00000015271
ENSMUSP00000072107	ENSTNIP00000022213
ENSMUSP00000072107	ENSTNIP00000000911
ENSMUSP00000030676	ENSTNIP00000015153
ENSMUSP00000110515	ENSTNIP00000010606
ENSMUSP00000027020	ENSTNIP00000004867
ENSMUSP00000075687	ENSTNIP00000011832
ENSMUSP00000075687	ENSTNIP00000014748
ENSMUSP00000042327	ENSTNIP00000022227
ENSMUSP00000042327	ENSTNIP00000014739
ENSMUSP00000053986	ENSTNIP00000005522
ENSMUSP00000109108	ENSTNIP00000005523
ENSMUSP00000052404	ENSTNIP00000018031
ENSMUSP00000029462	ENSTNIP00000018735
ENSMUSP00000034991	ENSTNIP00000012570
ENSMUSP00000128247	ENSTNIP00000019983
ENSMUSP00000052591	ENSTNIP00000007826
ENSMUSP00000113032	ENSTNIP00000022929
ENSMUSP00000070925	ENSTNIP00000020395
ENSMUSP00000009241	ENSTNIP00000019880
ENSMUSP00000027859	ENSTNIP00000009360
ENSMUSP00000055869	ENSTNIP00000019948
ENSMUSP00000036765	ENSTNIP00000013194
ENSMUSP00000055697	ENSTNIP00000013191
ENSMUSP00000029326	ENSTNIP00000010514
ENSMUSP00000055137	ENSTNIP00000016248
ENSMUSP00000029331	ENSTNIP00000010511
ENSMUSP00000091579	ENSTNIP00000018270
ENSMUSP00000103682	ENSTNIP00000017411
ENSMUSP00000018748	ENSTNIP00000011891
ENSMUSP00000079733	ENSTNIP00000012162
ENSMUSP00000034863	ENSTNIP00000019135
ENSMUSP00000034863	ENSTNIP00000014890
ENSMUSP00000113221	ENSTNIP00000018577
ENSMUSP00000035358	ENSTNIP00000004768
ENSMUSP00000033617	ENSTNIP00000001849
ENSMUSP00000020366	ENSTNIP00000020188
ENSMUSP00000030925	ENSTNIP00000013844
ENSMUSP00000138151	ENSTNIP00000020432
ENSMUSP00000109980	ENSTNIP00000012909
ENSMUSP00000109980	ENSTNIP00000011556
ENSMUSP00000007797	ENSTNIP00000011789
ENSMUSP00000007797	ENSTNIP00000011788
ENSMUSP00000029654	ENSTNIP00000016014
ENSMUSP00000018739	ENSTNIP00000018829
ENSMUSP00000018739	ENSTNIP00000014786
ENSMUSP00000060827	ENSTNIP00000016964
ENSMUSP00000000275	ENSTNIP00000017119
ENSMUSP00000099777	ENSTNIP00000015934
ENSMUSP00000063352	ENSTNIP00000014040
ENSMUSP00000032476	ENSTNIP00000016827
ENSMUSP00000032476	ENSTNIP00000021354
ENSMUSP00000030398	ENSTNIP00000021470
ENSMUSP00000030398	ENSTNIP00000005858
ENSMUSP00000018710	ENSTNIP00000013036
ENSMUSP00000029240	ENSTNIP00000009441
ENSMUSP00000079295	ENSTNIP00000001279
ENSMUSP00000127580	ENSTNIP00000013075
ENSMUSP00000011623	ENSTNIP00000003998
ENSMUSP00000077067	ENSTNIP00000012243
ENSMUSP00000052444	ENSTNIP00000011031
ENSMUSP00000137518	ENSTNIP00000019388
ENSMUSP00000053489	ENSTNIP00000003765
ENSMUSP00000053489	ENSTNIP00000010726
ENSMUSP00000095029	ENSTNIP00000007450
ENSMUSP00000137144	ENSTNIP00000005644
ENSMUSP00000137144	ENSTNIP00000016669
ENSMUSP00000075507	ENSTNIP00000000091
ENSMUSP00000075507	ENSTNIP00000004647
ENSMUSP00000113919	ENSTNIP00000003257
ENSMUSP00000060229	ENSTNIP00000007836
ENSMUSP00000040919	ENSTNIP00000021170
ENSMUSP00000081678	ENSTNIP00000021767
ENSMUSP00000081678	ENSTNIP00000015763
ENSMUSP00000025223	ENSTNIP00000021622
ENSMUSP00000026012	ENSTNIP00000022923
ENSMUSP00000024894	ENSTNIP00000004470
ENSMUSP00000031119	ENSTNIP00000007520
ENSMUSP00000031119	ENSTNIP00000005495
ENSMUSP00000062638	ENSTNIP00000013708
ENSMUSP00000000572	ENSTNIP00000006841
ENSMUSP00000020707	ENSTNIP00000021361
ENSMUSP00000126114	ENSTNIP00000021360
ENSMUSP00000031121	ENSTNIP00000000790
ENSMUSP00000028689	ENSTNIP00000012483
ENSMUSP00000032322	ENSTNIP00000005946
ENSMUSP00000079752	ENSTNIP00000007101
ENSMUSP00000102343	ENSTNIP00000021260
ENSMUSP00000102343	ENSTNIP00000010670
ENSMUSP00000022340	ENSTNIP00000000598
ENSMUSP00000029653	ENSTNIP00000016005
ENSMUSP00000105833	ENSTNIP00000019448
ENSMUSP00000105833	ENSTNIP00000020553
ENSMUSP00000025906	ENSTNIP00000013713
ENSMUSP00000098849	ENSTNIP00000015350
ENSMUSP00000098849	ENSTNIP00000005636
ENSMUSP00000028166	ENSTNIP00000019583
ENSMUSP00000030025	ENSTNIP00000021548
ENSMUSP00000023779	ENSTNIP00000009884
ENSMUSP00000023779	ENSTNIP00000015485
ENSMUSP00000063562	ENSTNIP00000002483
ENSMUSP00000052648	ENSTNIP00000014780
ENSMUSP00000052648	ENSTNIP00000018864
ENSMUSP00000001156	ENSTNIP00000005790
ENSMUSP00000077080	ENSTNIP00000002832
ENSMUSP00000026994	ENSTNIP00000011846
ENSMUSP00000112570	ENSTNIP00000010838
ENSMUSP00000129624	ENSTNIP00000016156
ENSMUSP00000129624	ENSTNIP00000009736
ENSMUSP00000083840	ENSTNIP00000011762
ENSMUSP00000028759	ENSTNIP00000020461
ENSMUSP00000048171	ENSTNIP00000021270
ENSMUSP00000095665	ENSTNIP00000005174
ENSMUSP00000029712	ENSTNIP00000013205
ENSMUSP00000037909	ENSTNIP00000014870
ENSMUSP00000099718	ENSTNIP00000006123
ENSMUSP00000028499	ENSTNIP00000022592
ENSMUSP00000028106	ENSTNIP00000003907
ENSMUSP00000096712	ENSTNIP00000017862
ENSMUSP00000001548	ENSTNIP00000003664
ENSMUSP00000001548	ENSTNIP00000015830
ENSMUSP00000034774	ENSTNIP00000012433
ENSMUSP00000034774	ENSTNIP00000005229
ENSMUSP00000029744	ENSTNIP00000022710
ENSMUSP00000053891	ENSTNIP00000019024
ENSMUSP00000052181	ENSTNIP00000015913
ENSMUSP00000102050	ENSTNIP00000000154
ENSMUSP00000102050	ENSTNIP00000021162
ENSMUSP00000106353	ENSTNIP00000005130
ENSMUSP00000107587	ENSTNIP00000003779
ENSMUSP00000092138	ENSTNIP00000010340
ENSMUSP00000109267	ENSTNIP00000014373
ENSMUSP00000016399	ENSTNIP00000009846
ENSMUSP00000019991	ENSTNIP00000007945
ENSMUSP00000001513	ENSTNIP00000016512
ENSMUSP00000032362	ENSTNIP00000003444
ENSMUSP00000032362	ENSTNIP00000019119
ENSMUSP00000102703	ENSTNIP00000003692
ENSMUSP00000035148	ENSTNIP00000021848
ENSMUSP00000021056	ENSTNIP00000001759
ENSMUSP00000021056	ENSTNIP00000000434
ENSMUSP00000080842	ENSTNIP00000018160
ENSMUSP00000107695	ENSTNIP00000018136
ENSMUSP00000107695	ENSTNIP00000011124
ENSMUSP00000077586	ENSTNIP00000009661
ENSMUSP00000077586	ENSTNIP00000008140
ENSMUSP00000125063	ENSTNIP00000022002
ENSMUSP00000125063	ENSTNIP00000015604
ENSMUSP00000098127	ENSTNIP00000009659
ENSMUSP00000111391	ENSTNIP00000017186
ENSMUSP00000111391	ENSTNIP00000015468
ENSMUSP00000107869	ENSTNIP00000014981
ENSMUSP00000107869	ENSTNIP00000017711
ENSMUSP00000108413	ENSTNIP00000010392
ENSMUSP00000094021	ENSTNIP00000021796
ENSMUSP00000075170	ENSTNIP00000010598
ENSMUSP00000023390	ENSTNIP00000015701
ENSMUSP00000055579	ENSTNIP00000020151
ENSMUSP00000097185	ENSTNIP00000015179
ENSMUSP00000097185	ENSTNIP00000020585
ENSMUSP00000130874	ENSTNIP00000014342
ENSMUSP00000130874	ENSTNIP00000015093
ENSMUSP00000130000	ENSTNIP00000017489
ENSMUSP00000086383	ENSTNIP00000017847
ENSMUSP00000020928	ENSTNIP00000015839
ENSMUSP00000088964	ENSTNIP00000004393
ENSMUSP00000099398	ENSTNIP00000014644
ENSMUSP00000075240	ENSTNIP00000021719
ENSMUSP00000072336	ENSTNIP00000014256
ENSMUSP00000072336	ENSTNIP00000007808
ENSMUSP00000041939	ENSTNIP00000000617
ENSMUSP00000051079	ENSTNIP00000013027
ENSMUSP00000094165	ENSTNIP00000019961
ENSMUSP00000043055	ENSTNIP00000002924
