ENSGACP00000024945	ENSDARP00000122973
ENSGACP00000027219	ENSDARP00000118019
ENSGACP00000018295	ENSDARP00000099134
ENSGACP00000012440	ENSDARP00000106550
ENSGACP00000013027	ENSDARP00000104383
ENSGACP00000011973	ENSDARP00000128785
ENSGACP00000017195	ENSDARP00000123565
ENSGACP00000001606	ENSDARP00000094342
ENSGACP00000013605	ENSDARP00000129516
ENSGACP00000009772	ENSDARP00000116997
ENSGACP00000021877	ENSDARP00000069157
ENSGACP00000023886	ENSDARP00000093557
ENSGACP00000024435	ENSDARP00000010256
ENSGACP00000010770	ENSDARP00000054598
ENSGACP00000027480	ENSDARP00000024670
ENSGACP00000024200	ENSDARP00000043179
ENSGACP00000026920	ENSDARP00000049290
ENSGACP00000015806	ENSDARP00000085057
ENSGACP00000026938	ENSDARP00000091856
ENSGACP00000026536	ENSDARP00000098277
ENSGACP00000024559	ENSDARP00000113964
ENSGACP00000004999	ENSDARP00000083628
ENSGACP00000005028	ENSDARP00000128860
ENSGACP00000002454	ENSDARP00000111258
ENSGACP00000014878	ENSDARP00000067835
ENSGACP00000007402	ENSDARP00000110832
ENSGACP00000016797	ENSDARP00000089658
ENSGACP00000024551	ENSDARP00000085657
ENSGACP00000024549	ENSDARP00000102929
ENSGACP00000012761	ENSDARP00000128308
ENSGACP00000017265	ENSDARP00000118808
ENSGACP00000010151	ENSDARP00000005351
ENSGACP00000006962	ENSDARP00000129298
ENSGACP00000022689	ENSDARP00000045017
ENSGACP00000010846	ENSDARP00000062479
ENSGACP00000000942	ENSDARP00000091897
ENSGACP00000002502	ENSDARP00000074166
ENSGACP00000013551	ENSDARP00000102031
ENSGACP00000018133	ENSDARP00000127948
ENSGACP00000016474	ENSDARP00000003051
ENSGACP00000017934	ENSDARP00000010616
ENSGACP00000012597	ENSDARP00000107718
ENSGACP00000022166	ENSDARP00000033053
ENSGACP00000017953	ENSDARP00000107769
ENSGACP00000022159	ENSDARP00000025722
ENSGACP00000021012	ENSDARP00000006235
ENSGACP00000020422	ENSDARP00000124066
ENSGACP00000014158	ENSDARP00000104189
ENSGACP00000001372	ENSDARP00000097423
ENSGACP00000024568	ENSDARP00000106254
ENSGACP00000024570	ENSDARP00000092779
ENSGACP00000023098	ENSDARP00000027383
ENSGACP00000024442	ENSDARP00000022015
ENSGACP00000024423	ENSDARP00000069305
ENSGACP00000007242	ENSDARP00000115099
ENSGACP00000016137	ENSDARP00000003360
ENSGACP00000012147	ENSDARP00000021833
ENSGACP00000016120	ENSDARP00000007445
ENSGACP00000027332	ENSDARP00000048429
ENSGACP00000002155	ENSDARP00000127470
ENSGACP00000003728	ENSDARP00000078223
ENSGACP00000027425	ENSDARP00000003530
ENSGACP00000024006	ENSDARP00000104215
ENSGACP00000017392	ENSDARP00000097944
ENSGACP00000026814	ENSDARP00000064717
ENSGACP00000021429	ENSDARP00000093565
ENSGACP00000021861	ENSDARP00000069171
ENSGACP00000023089	ENSDARP00000030826
ENSGACP00000026855	ENSDARP00000026925
ENSGACP00000005153	ENSDARP00000066191
ENSGACP00000021438	ENSDARP00000012434
ENSGACP00000022259	ENSDARP00000066196
ENSGACP00000001915	ENSDARP00000070548
ENSGACP00000024175	ENSDARP00000069770
ENSGACP00000009963	ENSDARP00000113142
ENSGACP00000012474	ENSDARP00000086765
ENSGACP00000013859	ENSDARP00000008780
ENSGACP00000002597	ENSDARP00000120492
ENSGACP00000006419	ENSDARP00000012264
ENSGACP00000016691	ENSDARP00000022579
ENSGACP00000014542	ENSDARP00000073100
ENSGACP00000016416	ENSDARP00000018250
ENSGACP00000003860	ENSDARP00000077899
ENSGACP00000025971	ENSDARP00000100985
ENSGACP00000006444	ENSDARP00000108460
ENSGACP00000025524	ENSDARP00000073917
ENSGACP00000020681	ENSDARP00000060544
ENSGACP00000022687	ENSDARP00000069429
ENSGACP00000024195	ENSDARP00000055335
ENSGACP00000010484	ENSDARP00000096391
ENSGACP00000024937	ENSDARP00000120303
ENSGACP00000020657	ENSDARP00000054367
ENSGACP00000005878	ENSDARP00000121096
ENSGACP00000004705	ENSDARP00000096652
ENSGACP00000002339	ENSDARP00000115748
ENSGACP00000002317	ENSDARP00000122984
ENSGACP00000016232	ENSDARP00000010091
ENSGACP00000003103	ENSDARP00000071727
ENSGACP00000019128	ENSDARP00000068360
ENSGACP00000009641	ENSDARP00000061498
ENSGACP00000016367	ENSDARP00000074800
ENSGACP00000018230	ENSDARP00000106824
ENSGACP00000017510	ENSDARP00000056883
ENSGACP00000003192	ENSDARP00000071978
ENSGACP00000023930	ENSDARP00000118528
ENSGACP00000005003	ENSDARP00000058702
ENSGACP00000022476	ENSDARP00000116973
ENSGACP00000023815	ENSDARP00000084646
ENSGACP00000023811	ENSDARP00000115823
ENSGACP00000003765	ENSDARP00000109214
ENSGACP00000023214	ENSDARP00000022348
ENSGACP00000019303	ENSDARP00000051585
ENSGACP00000014312	ENSDARP00000077422
ENSGACP00000003119	ENSDARP00000078262
ENSGACP00000018508	ENSDARP00000077475
ENSGACP00000010487	ENSDARP00000059832
ENSGACP00000000407	ENSDARP00000070565
ENSGACP00000003360	ENSDARP00000043155
ENSGACP00000015246	ENSDARP00000051564
ENSGACP00000019391	ENSDARP00000033498
ENSGACP00000008166	ENSDARP00000004126
ENSGACP00000008169	ENSDARP00000019538
ENSGACP00000003935	ENSDARP00000090643
ENSGACP00000027419	ENSDARP00000087253
ENSGACP00000026611	ENSDARP00000073990
ENSGACP00000026813	ENSDARP00000104664
ENSGACP00000024729	ENSDARP00000044677
ENSGACP00000027424	ENSDARP00000109146
ENSGACP00000024010	ENSDARP00000054981
ENSGACP00000024732	ENSDARP00000005716
ENSGACP00000022592	ENSDARP00000109475
ENSGACP00000012292	ENSDARP00000082641
ENSGACP00000000775	ENSDARP00000087554
ENSGACP00000006952	ENSDARP00000108215
ENSGACP00000009126	ENSDARP00000126913
ENSGACP00000023416	ENSDARP00000117883
ENSGACP00000017603	ENSDARP00000120558
ENSGACP00000023636	ENSDARP00000020206
ENSGACP00000009055	ENSDARP00000093330
ENSGACP00000008876	ENSDARP00000046296
ENSGACP00000005548	ENSDARP00000090249
ENSGACP00000026056	ENSDARP00000080159
ENSGACP00000018617	ENSDARP00000128493
ENSGACP00000021776	ENSDARP00000111809
ENSGACP00000013963	ENSDARP00000008527
ENSGACP00000021476	ENSDARP00000111028
ENSGACP00000017742	ENSDARP00000091109
ENSGACP00000026808	ENSDARP00000091431
ENSGACP00000006470	ENSDARP00000106954
ENSGACP00000011507	ENSDARP00000024987
ENSGACP00000000274	ENSDARP00000041299
ENSGACP00000009971	ENSDARP00000110930
ENSGACP00000007725	ENSDARP00000100256
ENSGACP00000011928	ENSDARP00000072712
ENSGACP00000016086	ENSDARP00000109370
ENSGACP00000026869	ENSDARP00000088795
ENSGACP00000022713	ENSDARP00000104593
ENSGACP00000024074	ENSDARP00000054263
ENSGACP00000009680	ENSDARP00000110804
ENSGACP00000007979	ENSDARP00000121570
ENSGACP00000004185	ENSDARP00000098517
ENSGACP00000006719	ENSDARP00000102269
ENSGACP00000007135	ENSDARP00000082290
ENSGACP00000019514	ENSDARP00000117015
ENSGACP00000010332	ENSDARP00000118424
ENSGACP00000024246	ENSDARP00000106720
ENSGACP00000014970	ENSDARP00000026587
ENSGACP00000012882	ENSDARP00000102505
ENSGACP00000019077	ENSDARP00000124159
ENSGACP00000021283	ENSDARP00000123523
ENSGACP00000016962	ENSDARP00000124055
ENSGACP00000011618	ENSDARP00000061546
ENSGACP00000009368	ENSDARP00000118145
ENSGACP00000024672	ENSDARP00000101065
ENSGACP00000024106	ENSDARP00000000102
ENSGACP00000019455	ENSDARP00000046541
ENSGACP00000017416	ENSDARP00000017066
ENSGACP00000013853	ENSDARP00000096601
ENSGACP00000022371	ENSDARP00000023951
ENSGACP00000017390	ENSDARP00000106635
ENSGACP00000010114	ENSDARP00000078225
ENSGACP00000021397	ENSDARP00000116694
ENSGACP00000002644	ENSDARP00000086160
ENSGACP00000019520	ENSDARP00000086161
ENSGACP00000002667	ENSDARP00000081397
ENSGACP00000007085	ENSDARP00000045474
ENSGACP00000000330	ENSDARP00000044313
ENSGACP00000014528	ENSDARP00000027718
ENSGACP00000011565	ENSDARP00000059037
ENSGACP00000024001	ENSDARP00000065639
ENSGACP00000006477	ENSDARP00000098022
ENSGACP00000020338	ENSDARP00000092986
ENSGACP00000019553	ENSDARP00000055262
ENSGACP00000022387	ENSDARP00000052388
ENSGACP00000010642	ENSDARP00000127550
ENSGACP00000015637	ENSDARP00000120150
ENSGACP00000006039	ENSDARP00000118073
ENSGACP00000021414	ENSDARP00000114988
ENSGACP00000012481	ENSDARP00000076487
ENSGACP00000016706	ENSDARP00000121334
ENSGACP00000011422	ENSDARP00000121347
ENSGACP00000001197	ENSDARP00000079269
ENSGACP00000017628	ENSDARP00000083341
ENSGACP00000000950	ENSDARP00000048706
ENSGACP00000000479	ENSDARP00000045390
ENSGACP00000006078	ENSDARP00000097940
ENSGACP00000005362	ENSDARP00000088873
ENSGACP00000014307	ENSDARP00000056126
ENSGACP00000012074	ENSDARP00000099577
ENSGACP00000014302	ENSDARP00000081131
ENSGACP00000026914	ENSDARP00000079254
ENSGACP00000007521	ENSDARP00000098064
ENSGACP00000021661	ENSDARP00000078930
ENSGACP00000017541	ENSDARP00000082939
ENSGACP00000017399	ENSDARP00000021016
ENSGACP00000008372	ENSDARP00000069525
ENSGACP00000004581	ENSDARP00000119055
ENSGACP00000012745	ENSDARP00000055379
ENSGACP00000024944	ENSDARP00000002175
ENSGACP00000002665	ENSDARP00000108727
ENSGACP00000005867	ENSDARP00000099049
ENSGACP00000011556	ENSDARP00000039385
ENSGACP00000025212	ENSDARP00000105493
ENSGACP00000002446	ENSDARP00000120042
ENSGACP00000004882	ENSDARP00000115216
ENSGACP00000019600	ENSDARP00000077535
ENSGACP00000014227	ENSDARP00000020823
ENSGACP00000007211	ENSDARP00000085412
ENSGACP00000019585	ENSDARP00000044156
ENSGACP00000004617	ENSDARP00000097312
ENSGACP00000018390	ENSDARP00000125843
ENSGACP00000011193	ENSDARP00000024690
ENSGACP00000000856	ENSDARP00000126281
ENSGACP00000011776	ENSDARP00000062405
ENSGACP00000015426	ENSDARP00000096673
ENSGACP00000022164	ENSDARP00000094387
ENSGACP00000007051	ENSDARP00000106730
ENSGACP00000001030	ENSDARP00000041563
ENSGACP00000016027	ENSDARP00000022597
ENSGACP00000002098	ENSDARP00000084389
ENSGACP00000026026	ENSDARP00000116425
ENSGACP00000012208	ENSDARP00000095341
ENSGACP00000012073	ENSDARP00000003786
ENSGACP00000016546	ENSDARP00000127653
ENSGACP00000004268	ENSDARP00000109548
ENSGACP00000011797	ENSDARP00000006774
ENSGACP00000013365	ENSDARP00000129862
ENSGACP00000010506	ENSDARP00000129085
ENSGACP00000007983	ENSDARP00000006023
ENSGACP00000026355	ENSDARP00000072421
ENSGACP00000015757	ENSDARP00000043683
ENSGACP00000020243	ENSDARP00000091412
ENSGACP00000010408	ENSDARP00000128513
ENSGACP00000009721	ENSDARP00000068772
ENSGACP00000018955	ENSDARP00000079631
ENSGACP00000017515	ENSDARP00000066377
ENSGACP00000012834	ENSDARP00000085856
ENSGACP00000016442	ENSDARP00000121810
ENSGACP00000020342	ENSDARP00000124843
ENSGACP00000020040	ENSDARP00000069736
ENSGACP00000008362	ENSDARP00000128408
ENSGACP00000002117	ENSDARP00000086968
ENSGACP00000002089	ENSDARP00000100653
ENSGACP00000014419	ENSDARP00000100054
ENSGACP00000020819	ENSDARP00000122633
ENSGACP00000011247	ENSDARP00000100966
ENSGACP00000011219	ENSDARP00000129322
ENSGACP00000026607	ENSDARP00000082612
ENSGACP00000007006	ENSDARP00000107689
ENSGACP00000027313	ENSDARP00000119607
ENSGACP00000026463	ENSDARP00000107929
ENSGACP00000013565	ENSDARP00000036302
ENSGACP00000020992	ENSDARP00000115933
ENSGACP00000013589	ENSDARP00000106818
ENSGACP00000012621	ENSDARP00000085983
ENSGACP00000012565	ENSDARP00000014501
ENSGACP00000010027	ENSDARP00000060709
ENSGACP00000022793	ENSDARP00000106655
ENSGACP00000027016	ENSDARP00000121957
ENSGACP00000017910	ENSDARP00000109070
ENSGACP00000027331	ENSDARP00000109092
ENSGACP00000022288	ENSDARP00000014779
ENSGACP00000024681	ENSDARP00000110559
ENSGACP00000002280	ENSDARP00000124565
ENSGACP00000023718	ENSDARP00000063175
ENSGACP00000005259	ENSDARP00000105671
ENSGACP00000013425	ENSDARP00000105677
ENSGACP00000012342	ENSDARP00000098992
ENSGACP00000010816	ENSDARP00000127893
ENSGACP00000005270	ENSDARP00000111158
ENSGACP00000008922	ENSDARP00000120497
ENSGACP00000009619	ENSDARP00000122335
ENSGACP00000011080	ENSDARP00000094729
ENSGACP00000006944	ENSDARP00000027138
ENSGACP00000005854	ENSDARP00000087859
ENSGACP00000011042	ENSDARP00000027114
ENSGACP00000008914	ENSDARP00000097279
ENSGACP00000022195	ENSDARP00000000392
ENSGACP00000022884	ENSDARP00000123023
ENSGACP00000021182	ENSDARP00000073815
ENSGACP00000011543	ENSDARP00000119110
ENSGACP00000020624	ENSDARP00000084073
ENSGACP00000012905	ENSDARP00000082742
ENSGACP00000006340	ENSDARP00000093598
ENSGACP00000020317	ENSDARP00000125869
ENSGACP00000015023	ENSDARP00000073983
ENSGACP00000015944	ENSDARP00000111958
ENSGACP00000026465	ENSDARP00000106543
ENSGACP00000016043	ENSDARP00000057184
ENSGACP00000013741	ENSDARP00000097982
ENSGACP00000004834	ENSDARP00000118602
ENSGACP00000025456	ENSDARP00000048390
ENSGACP00000018716	ENSDARP00000105920
ENSGACP00000018054	ENSDARP00000048102
ENSGACP00000026826	ENSDARP00000117861
ENSGACP00000004181	ENSDARP00000062431
ENSGACP00000008198	ENSDARP00000120489
ENSGACP00000000129	ENSDARP00000092499
ENSGACP00000002608	ENSDARP00000009152
ENSGACP00000024320	ENSDARP00000116976
ENSGACP00000022830	ENSDARP00000121807
ENSGACP00000002547	ENSDARP00000047398
ENSGACP00000018847	ENSDARP00000004149
ENSGACP00000018298	ENSDARP00000068174
ENSGACP00000018580	ENSDARP00000044263
ENSGACP00000025382	ENSDARP00000019511
ENSGACP00000008544	ENSDARP00000072302
ENSGACP00000008540	ENSDARP00000036104
ENSGACP00000010393	ENSDARP00000075824
ENSGACP00000023794	ENSDARP00000089365
ENSGACP00000027653	ENSDARP00000121694
ENSGACP00000021042	ENSDARP00000044029
ENSGACP00000023788	ENSDARP00000028652
ENSGACP00000005985	ENSDARP00000011898
ENSGACP00000027500	ENSDARP00000091059
ENSGACP00000016410	ENSDARP00000069260
ENSGACP00000020469	ENSDARP00000067688
ENSGACP00000004504	ENSDARP00000075360
ENSGACP00000004312	ENSDARP00000072093
ENSGACP00000022613	ENSDARP00000007209
ENSGACP00000004028	ENSDARP00000002466
ENSGACP00000018862	ENSDARP00000049203
ENSGACP00000024222	ENSDARP00000112456
ENSGACP00000024627	ENSDARP00000068093
ENSGACP00000015328	ENSDARP00000106639
ENSGACP00000027182	ENSDARP00000121156
ENSGACP00000002103	ENSDARP00000056465
ENSGACP00000021218	ENSDARP00000044895
ENSGACP00000027643	ENSDARP00000039570
ENSGACP00000003791	ENSDARP00000096291
ENSGACP00000014406	ENSDARP00000073113
ENSGACP00000015878	ENSDARP00000108125
ENSGACP00000013996	ENSDARP00000037116
ENSGACP00000013066	ENSDARP00000074038
ENSGACP00000017983	ENSDARP00000099138
ENSGACP00000000750	ENSDARP00000129758
ENSGACP00000004094	ENSDARP00000073709
ENSGACP00000007391	ENSDARP00000115462
ENSGACP00000025332	ENSDARP00000095447
ENSGACP00000005911	ENSDARP00000095445
ENSGACP00000001777	ENSDARP00000078814
ENSGACP00000015019	ENSDARP00000011264
ENSGACP00000015335	ENSDARP00000065379
ENSGACP00000003730	ENSDARP00000109355
ENSGACP00000001644	ENSDARP00000129044
ENSGACP00000018374	ENSDARP00000111930
ENSGACP00000002703	ENSDARP00000108502
ENSGACP00000002721	ENSDARP00000109071
ENSGACP00000000326	ENSDARP00000041991
ENSGACP00000018542	ENSDARP00000128976
ENSGACP00000000303	ENSDARP00000023671
ENSGACP00000011048	ENSDARP00000014422
ENSGACP00000011623	ENSDARP00000115544
ENSGACP00000017997	ENSDARP00000060303
ENSGACP00000005084	ENSDARP00000002327
ENSGACP00000020093	ENSDARP00000100957
ENSGACP00000016297	ENSDARP00000121735
ENSGACP00000003205	ENSDARP00000076384
ENSGACP00000006673	ENSDARP00000066589
ENSGACP00000003190	ENSDARP00000107686
ENSGACP00000004186	ENSDARP00000058666
ENSGACP00000016406	ENSDARP00000089195
ENSGACP00000006748	ENSDARP00000101435
ENSGACP00000005654	ENSDARP00000036401
ENSGACP00000018190	ENSDARP00000110808
ENSGACP00000025011	ENSDARP00000099409
ENSGACP00000023155	ENSDARP00000100386
ENSGACP00000010771	ENSDARP00000127685
ENSGACP00000008327	ENSDARP00000128635
ENSGACP00000011154	ENSDARP00000119401
ENSGACP00000013888	ENSDARP00000010346
ENSGACP00000008565	ENSDARP00000000382
ENSGACP00000010861	ENSDARP00000081489
ENSGACP00000011882	ENSDARP00000048693
ENSGACP00000000926	ENSDARP00000124252
ENSGACP00000021251	ENSDARP00000109117
ENSGACP00000005202	ENSDARP00000029561
ENSGACP00000001370	ENSDARP00000116197
ENSGACP00000001523	ENSDARP00000080103
ENSGACP00000021019	ENSDARP00000079966
ENSGACP00000022707	ENSDARP00000029313
ENSGACP00000027039	ENSDARP00000083822
ENSGACP00000003766	ENSDARP00000099542
ENSGACP00000019658	ENSDARP00000103362
ENSGACP00000002696	ENSDARP00000100489
ENSGACP00000007786	ENSDARP00000044452
ENSGACP00000020503	ENSDARP00000118028
ENSGACP00000024873	ENSDARP00000082268
ENSGACP00000007843	ENSDARP00000127792
ENSGACP00000018642	ENSDARP00000102413
ENSGACP00000007772	ENSDARP00000098054
ENSGACP00000004996	ENSDARP00000112117
ENSGACP00000004287	ENSDARP00000122262
ENSGACP00000010349	ENSDARP00000099800
ENSGACP00000020563	ENSDARP00000117153
ENSGACP00000006939	ENSDARP00000100533
ENSGACP00000005929	ENSDARP00000128198
ENSGACP00000025365	ENSDARP00000100893
ENSGACP00000017397	ENSDARP00000018872
ENSGACP00000003118	ENSDARP00000102768
ENSGACP00000004059	ENSDARP00000046210
ENSGACP00000018815	ENSDARP00000118247
ENSGACP00000022593	ENSDARP00000096499
ENSGACP00000016467	ENSDARP00000058341
ENSGACP00000002241	ENSDARP00000104460
ENSGACP00000004159	ENSDARP00000116882
ENSGACP00000002505	ENSDARP00000068999
ENSGACP00000012522	ENSDARP00000092285
ENSGACP00000026630	ENSDARP00000109549
ENSGACP00000018687	ENSDARP00000033085
ENSGACP00000012519	ENSDARP00000003984
ENSGACP00000015093	ENSDARP00000074832
ENSGACP00000011270	ENSDARP00000044281
ENSGACP00000017437	ENSDARP00000010923
ENSGACP00000026877	ENSDARP00000016938
ENSGACP00000021040	ENSDARP00000120780
ENSGACP00000003194	ENSDARP00000004223
ENSGACP00000015458	ENSDARP00000110017
ENSGACP00000018427	ENSDARP00000110276
ENSGACP00000020607	ENSDARP00000074756
ENSGACP00000002267	ENSDARP00000123790
ENSGACP00000020795	ENSDARP00000056560
ENSGACP00000004450	ENSDARP00000054468
ENSGACP00000016004	ENSDARP00000128381
ENSGACP00000005933	ENSDARP00000115567
ENSGACP00000002807	ENSDARP00000119724
ENSGACP00000017402	ENSDARP00000103538
ENSGACP00000017408	ENSDARP00000090832
ENSGACP00000019931	ENSDARP00000109048
ENSGACP00000019937	ENSDARP00000118440
ENSGACP00000020371	ENSDARP00000104658
ENSGACP00000018221	ENSDARP00000116071
ENSGACP00000013184	ENSDARP00000088707
ENSGACP00000003829	ENSDARP00000003949
ENSGACP00000004739	ENSDARP00000062819
ENSGACP00000009553	ENSDARP00000114513
ENSGACP00000010810	ENSDARP00000095064
ENSGACP00000020463	ENSDARP00000073298
ENSGACP00000021965	ENSDARP00000110018
ENSGACP00000001014	ENSDARP00000073437
ENSGACP00000017724	ENSDARP00000005519
ENSGACP00000022270	ENSDARP00000080761
ENSGACP00000010260	ENSDARP00000049461
ENSGACP00000015778	ENSDARP00000046921
ENSGACP00000020096	ENSDARP00000089021
ENSGACP00000010326	ENSDARP00000013072
ENSGACP00000002593	ENSDARP00000033713
ENSGACP00000012204	ENSDARP00000018280
ENSGACP00000009218	ENSDARP00000118357
ENSGACP00000013054	ENSDARP00000126209
ENSGACP00000020598	ENSDARP00000112442
ENSGACP00000012606	ENSDARP00000123391
ENSGACP00000006761	ENSDARP00000061587
ENSGACP00000014166	ENSDARP00000096944
ENSGACP00000022326	ENSDARP00000105437
ENSGACP00000021721	ENSDARP00000069319
ENSGACP00000025096	ENSDARP00000089689
ENSGACP00000008713	ENSDARP00000109277
ENSGACP00000004512	ENSDARP00000091474
ENSGACP00000010102	ENSDARP00000087775
ENSGACP00000008711	ENSDARP00000071331
ENSGACP00000016309	ENSDARP00000107684
ENSGACP00000019105	ENSDARP00000107613
ENSGACP00000004894	ENSDARP00000016969
ENSGACP00000016920	ENSDARP00000005313
ENSGACP00000016315	ENSDARP00000045402
ENSGACP00000011953	ENSDARP00000014904
ENSGACP00000008438	ENSDARP00000110715
ENSGACP00000010707	ENSDARP00000020838
ENSGACP00000011655	ENSDARP00000036961
ENSGACP00000000626	ENSDARP00000087454
ENSGACP00000014349	ENSDARP00000030948
ENSGACP00000011220	ENSDARP00000117763
ENSGACP00000023402	ENSDARP00000065997
ENSGACP00000004782	ENSDARP00000082533
ENSGACP00000013121	ENSDARP00000082539
ENSGACP00000002132	ENSDARP00000114785
ENSGACP00000021199	ENSDARP00000006703
ENSGACP00000026720	ENSDARP00000080972
ENSGACP00000012561	ENSDARP00000077829
ENSGACP00000023343	ENSDARP00000113095
ENSGACP00000008701	ENSDARP00000125863
ENSGACP00000027494	ENSDARP00000076416
ENSGACP00000019060	ENSDARP00000020190
ENSGACP00000014480	ENSDARP00000107515
ENSGACP00000015357	ENSDARP00000099559
ENSGACP00000009693	ENSDARP00000089083
ENSGACP00000011289	ENSDARP00000078026
ENSGACP00000017159	ENSDARP00000116442
ENSGACP00000012601	ENSDARP00000044377
ENSGACP00000021164	ENSDARP00000044704
ENSGACP00000026789	ENSDARP00000065261
ENSGACP00000014949	ENSDARP00000079873
ENSGACP00000025099	ENSDARP00000106306
ENSGACP00000023405	ENSDARP00000024344
ENSGACP00000027597	ENSDARP00000090879
ENSGACP00000019061	ENSDARP00000103816
ENSGACP00000014604	ENSDARP00000068078
ENSGACP00000010450	ENSDARP00000111955
ENSGACP00000001441	ENSDARP00000067030
ENSGACP00000015720	ENSDARP00000112016
ENSGACP00000010202	ENSDARP00000019044
ENSGACP00000000505	ENSDARP00000020470
ENSGACP00000003715	ENSDARP00000016454
ENSGACP00000012959	ENSDARP00000106495
ENSGACP00000008338	ENSDARP00000113922
ENSGACP00000019198	ENSDARP00000011877
ENSGACP00000014792	ENSDARP00000105990
ENSGACP00000020396	ENSDARP00000116860
ENSGACP00000007917	ENSDARP00000036121
ENSGACP00000009844	ENSDARP00000023637
ENSGACP00000025536	ENSDARP00000086006
ENSGACP00000002195	ENSDARP00000072380
ENSGACP00000012589	ENSDARP00000129002
ENSGACP00000009149	ENSDARP00000085294
ENSGACP00000021645	ENSDARP00000061376
ENSGACP00000010466	ENSDARP00000075492
ENSGACP00000002456	ENSDARP00000078936
ENSGACP00000011258	ENSDARP00000022809
ENSGACP00000013133	ENSDARP00000109525
ENSGACP00000000597	ENSDARP00000112307
ENSGACP00000009088	ENSDARP00000108697
ENSGACP00000011141	ENSDARP00000123608
ENSGACP00000010886	ENSDARP00000091622
ENSGACP00000026817	ENSDARP00000104711
ENSGACP00000027364	ENSDARP00000048431
ENSGACP00000026569	ENSDARP00000073282
ENSGACP00000008453	ENSDARP00000104315
ENSGACP00000017316	ENSDARP00000100615
ENSGACP00000017947	ENSDARP00000062617
ENSGACP00000009482	ENSDARP00000089071
ENSGACP00000005278	ENSDARP00000112141
ENSGACP00000000928	ENSDARP00000073803
ENSGACP00000000289	ENSDARP00000041676
ENSGACP00000000316	ENSDARP00000119846
ENSGACP00000027176	ENSDARP00000121318
ENSGACP00000015268	ENSDARP00000129317
ENSGACP00000023829	ENSDARP00000103088
ENSGACP00000027518	ENSDARP00000103672
ENSGACP00000019675	ENSDARP00000003571
ENSGACP00000006569	ENSDARP00000076180
ENSGACP00000017548	ENSDARP00000016540
ENSGACP00000012612	ENSDARP00000020980
ENSGACP00000021327	ENSDARP00000012097
ENSGACP00000022177	ENSDARP00000050970
ENSGACP00000010333	ENSDARP00000046529
ENSGACP00000015901	ENSDARP00000055219
ENSGACP00000018507	ENSDARP00000097526
ENSGACP00000025621	ENSDARP00000080104
ENSGACP00000009132	ENSDARP00000106880
ENSGACP00000015615	ENSDARP00000080080
ENSGACP00000006620	ENSDARP00000101998
ENSGACP00000001136	ENSDARP00000039867
ENSGACP00000000603	ENSDARP00000070106
ENSGACP00000005471	ENSDARP00000116060
ENSGACP00000024151	ENSDARP00000108482
ENSGACP00000002373	ENSDARP00000102846
ENSGACP00000024076	ENSDARP00000111170
ENSGACP00000027398	ENSDARP00000009601
ENSGACP00000017686	ENSDARP00000087528
ENSGACP00000009120	ENSDARP00000090220
ENSGACP00000003635	ENSDARP00000034172
ENSGACP00000005222	ENSDARP00000063273
ENSGACP00000005235	ENSDARP00000053010
ENSGACP00000007171	ENSDARP00000080475
ENSGACP00000027339	ENSDARP00000014304
ENSGACP00000017023	ENSDARP00000014985
ENSGACP00000014996	ENSDARP00000048762
ENSGACP00000015044	ENSDARP00000109101
ENSGACP00000006165	ENSDARP00000089620
ENSGACP00000020879	ENSDARP00000069990
ENSGACP00000001249	ENSDARP00000127095
ENSGACP00000004910	ENSDARP00000078851
ENSGACP00000011065	ENSDARP00000127435
ENSGACP00000009396	ENSDARP00000101263
ENSGACP00000004024	ENSDARP00000106134
ENSGACP00000019746	ENSDARP00000087671
ENSGACP00000013664	ENSDARP00000113371
ENSGACP00000001521	ENSDARP00000112948
ENSGACP00000025577	ENSDARP00000091571
ENSGACP00000005049	ENSDARP00000113831
ENSGACP00000000854	ENSDARP00000047415
ENSGACP00000007433	ENSDARP00000079241
ENSGACP00000018323	ENSDARP00000086356
ENSGACP00000018024	ENSDARP00000042001
ENSGACP00000019098	ENSDARP00000041502
ENSGACP00000020938	ENSDARP00000048398
ENSGACP00000009315	ENSDARP00000072959
ENSGACP00000012717	ENSDARP00000110238
ENSGACP00000003267	ENSDARP00000070226
ENSGACP00000006171	ENSDARP00000111832
ENSGACP00000005916	ENSDARP00000104490
ENSGACP00000006580	ENSDARP00000058735
ENSGACP00000015990	ENSDARP00000101460
ENSGACP00000000379	ENSDARP00000026900
ENSGACP00000001166	ENSDARP00000079907
ENSGACP00000013792	ENSDARP00000011112
ENSGACP00000016828	ENSDARP00000117786
ENSGACP00000011577	ENSDARP00000127806
ENSGACP00000024898	ENSDARP00000097863
ENSGACP00000027224	ENSDARP00000042766
ENSGACP00000015341	ENSDARP00000048545
ENSGACP00000015408	ENSDARP00000123024
ENSGACP00000008386	ENSDARP00000094989
ENSGACP00000010049	ENSDARP00000016755
ENSGACP00000020738	ENSDARP00000064209
ENSGACP00000020752	ENSDARP00000086480
ENSGACP00000018553	ENSDARP00000044646
ENSGACP00000001954	ENSDARP00000127620
ENSGACP00000019013	ENSDARP00000051662
ENSGACP00000008811	ENSDARP00000064389
ENSGACP00000009579	ENSDARP00000069300
ENSGACP00000008516	ENSDARP00000060879
ENSGACP00000015447	ENSDARP00000006532
ENSGACP00000015894	ENSDARP00000104973
ENSGACP00000024230	ENSDARP00000112221
