ENSMODP00000016222	ENSLOCP00000009128
ENSMODP00000011982	ENSLOCP00000008603
ENSMODP00000000533	ENSLOCP00000014570
ENSMODP00000015421	ENSLOCP00000016590
ENSMODP00000011934	ENSLOCP00000008662
ENSMODP00000024047	ENSLOCP00000015932
ENSMODP00000031099	ENSLOCP00000014661
ENSMODP00000030375	ENSLOCP00000001951
ENSMODP00000025222	ENSLOCP00000012440
ENSMODP00000022609	ENSLOCP00000020970
ENSMODP00000032224	ENSLOCP00000005159
ENSMODP00000003480	ENSLOCP00000012704
ENSMODP00000023519	ENSLOCP00000021317
ENSMODP00000025774	ENSLOCP00000015125
ENSMODP00000009015	ENSLOCP00000003695
ENSMODP00000014927	ENSLOCP00000001773
ENSMODP00000003392	ENSLOCP00000020196
ENSMODP00000018731	ENSLOCP00000008434
ENSMODP00000003626	ENSLOCP00000011774
ENSMODP00000041275	ENSLOCP00000012744
ENSMODP00000014006	ENSLOCP00000012886
ENSMODP00000011676	ENSLOCP00000019409
ENSMODP00000019595	ENSLOCP00000010942
ENSMODP00000021340	ENSLOCP00000008224
ENSMODP00000018306	ENSLOCP00000003675
ENSMODP00000001052	ENSLOCP00000007977
ENSMODP00000021715	ENSLOCP00000008835
ENSMODP00000017626	ENSLOCP00000005699
ENSMODP00000033082	ENSLOCP00000011300
ENSMODP00000017360	ENSLOCP00000021778
ENSMODP00000016977	ENSLOCP00000021630
ENSMODP00000000090	ENSLOCP00000021875
ENSMODP00000018390	ENSLOCP00000021820
ENSMODP00000032723	ENSLOCP00000010334
ENSMODP00000010173	ENSLOCP00000016298
ENSMODP00000035682	ENSLOCP00000011080
ENSMODP00000001289	ENSLOCP00000014788
ENSMODP00000001542	ENSLOCP00000005513
ENSMODP00000022529	ENSLOCP00000004661
ENSMODP00000003126	ENSLOCP00000005189
ENSMODP00000023744	ENSLOCP00000014948
ENSMODP00000020107	ENSLOCP00000008658
ENSMODP00000004606	ENSLOCP00000015789
ENSMODP00000006041	ENSLOCP00000015854
ENSMODP00000018710	ENSLOCP00000009399
ENSMODP00000015126	ENSLOCP00000006039
ENSMODP00000008057	ENSLOCP00000005250
ENSMODP00000008672	ENSLOCP00000006301
ENSMODP00000009072	ENSLOCP00000006325
ENSMODP00000004497	ENSLOCP00000015776
ENSMODP00000024530	ENSLOCP00000012935
ENSMODP00000000774	ENSLOCP00000011727
ENSMODP00000029734	ENSLOCP00000003079
ENSMODP00000026746	ENSLOCP00000015004
ENSMODP00000026744	ENSLOCP00000014982
ENSMODP00000028225	ENSLOCP00000006278
ENSMODP00000000725	ENSLOCP00000011742
ENSMODP00000013304	ENSLOCP00000012996
ENSMODP00000012449	ENSLOCP00000012857
ENSMODP00000011349	ENSLOCP00000012423
ENSMODP00000023439	ENSLOCP00000020887
ENSMODP00000012311	ENSLOCP00000022354
ENSMODP00000006994	ENSLOCP00000014974
ENSMODP00000006627	ENSLOCP00000011910
ENSMODP00000008546	ENSLOCP00000009196
ENSMODP00000031180	ENSLOCP00000013283
ENSMODP00000026024	ENSLOCP00000004533
ENSMODP00000035222	ENSLOCP00000007904
ENSMODP00000009370	ENSLOCP00000007439
ENSMODP00000010018	ENSLOCP00000000243
ENSMODP00000019980	ENSLOCP00000001167
ENSMODP00000019049	ENSLOCP00000013051
ENSMODP00000005757	ENSLOCP00000020246
ENSMODP00000024112	ENSLOCP00000001792
ENSMODP00000022738	ENSLOCP00000020370
ENSMODP00000014700	ENSLOCP00000017014
ENSMODP00000025670	ENSLOCP00000020226
ENSMODP00000027550	ENSLOCP00000019120
ENSMODP00000012099	ENSLOCP00000007996
ENSMODP00000007714	ENSLOCP00000014799
ENSMODP00000023720	ENSLOCP00000015003
ENSMODP00000010294	ENSLOCP00000019266
ENSMODP00000035725	ENSLOCP00000015199
ENSMODP00000013849	ENSLOCP00000000861
ENSMODP00000025370	ENSLOCP00000009869
ENSMODP00000019045	ENSLOCP00000001255
ENSMODP00000010960	ENSLOCP00000002045
ENSMODP00000005696	ENSLOCP00000019164
ENSMODP00000016879	ENSLOCP00000012101
ENSMODP00000017236	ENSLOCP00000002115
ENSMODP00000018106	ENSLOCP00000001475
ENSMODP00000026300	ENSLOCP00000001477
ENSMODP00000029292	ENSLOCP00000006174
ENSMODP00000029056	ENSLOCP00000009258
ENSMODP00000012212	ENSLOCP00000014787
ENSMODP00000021913	ENSLOCP00000011788
ENSMODP00000008151	ENSLOCP00000009247
ENSMODP00000004569	ENSLOCP00000011219
ENSMODP00000023082	ENSLOCP00000020888
ENSMODP00000019203	ENSLOCP00000019620
ENSMODP00000023530	ENSLOCP00000020391
ENSMODP00000036976	ENSLOCP00000014408
ENSMODP00000037822	ENSLOCP00000018118
ENSMODP00000008608	ENSLOCP00000020474
ENSMODP00000000605	ENSLOCP00000014505
ENSMODP00000015472	ENSLOCP00000016561
ENSMODP00000011240	ENSLOCP00000005095
ENSMODP00000011233	ENSLOCP00000005087
ENSMODP00000018976	ENSLOCP00000014919
ENSMODP00000002025	ENSLOCP00000013854
ENSMODP00000000528	ENSLOCP00000014581
ENSMODP00000011931	ENSLOCP00000008686
ENSMODP00000022026	ENSLOCP00000001451
ENSMODP00000020542	ENSLOCP00000004162
ENSMODP00000012538	ENSLOCP00000016307
ENSMODP00000023423	ENSLOCP00000020913
ENSMODP00000014647	ENSLOCP00000018878
ENSMODP00000002525	ENSLOCP00000004678
ENSMODP00000039923	ENSLOCP00000021264
ENSMODP00000008652	ENSLOCP00000003456
ENSMODP00000002190	ENSLOCP00000009338
ENSMODP00000016205	ENSLOCP00000014922
ENSMODP00000004813	ENSLOCP00000020307
ENSMODP00000003296	ENSLOCP00000015868
ENSMODP00000000216	ENSLOCP00000011494
ENSMODP00000021201	ENSLOCP00000008418
ENSMODP00000007620	ENSLOCP00000008597
ENSMODP00000009678	ENSLOCP00000001745
ENSMODP00000000817	ENSLOCP00000012076
ENSMODP00000025612	ENSLOCP00000020091
ENSMODP00000023137	ENSLOCP00000018748
ENSMODP00000000752	ENSLOCP00000012863
ENSMODP00000007558	ENSLOCP00000005168
ENSMODP00000031040	ENSLOCP00000017867
ENSMODP00000016766	ENSLOCP00000012040
ENSMODP00000007747	ENSLOCP00000019739
ENSMODP00000000496	ENSLOCP00000001176
ENSMODP00000010473	ENSLOCP00000009176
ENSMODP00000020983	ENSLOCP00000021019
ENSMODP00000003950	ENSLOCP00000015230
ENSMODP00000009847	ENSLOCP00000010207
ENSMODP00000037193	ENSLOCP00000021588
ENSMODP00000032518	ENSLOCP00000022124
ENSMODP00000001150	ENSLOCP00000020165
ENSMODP00000011159	ENSLOCP00000012493
ENSMODP00000035731	ENSLOCP00000022027
ENSMODP00000000242	ENSLOCP00000015172
ENSMODP00000011017	ENSLOCP00000019047
ENSMODP00000037134	ENSLOCP00000008110
ENSMODP00000021318	ENSLOCP00000006380
ENSMODP00000022108	ENSLOCP00000021345
ENSMODP00000020970	ENSLOCP00000007757
ENSMODP00000014666	ENSLOCP00000018522
ENSMODP00000023642	ENSLOCP00000015466
ENSMODP00000003475	ENSLOCP00000008185
ENSMODP00000023202	ENSLOCP00000005201
ENSMODP00000026267	ENSLOCP00000013215
ENSMODP00000006354	ENSLOCP00000005098
ENSMODP00000003824	ENSLOCP00000012591
ENSMODP00000026265	ENSLOCP00000013240
ENSMODP00000010041	ENSLOCP00000006355
ENSMODP00000001854	ENSLOCP00000010729
ENSMODP00000024502	ENSLOCP00000013005
ENSMODP00000004312	ENSLOCP00000001249
ENSMODP00000023895	ENSLOCP00000014148
ENSMODP00000011677	ENSLOCP00000012376
ENSMODP00000038017	ENSLOCP00000006076
ENSMODP00000015905	ENSLOCP00000015699
ENSMODP00000015306	ENSLOCP00000011649
ENSMODP00000025759	ENSLOCP00000013763
ENSMODP00000021973	ENSLOCP00000001661
ENSMODP00000001037	ENSLOCP00000004573
ENSMODP00000020999	ENSLOCP00000004648
ENSMODP00000029412	ENSLOCP00000001774
ENSMODP00000000862	ENSLOCP00000013529
ENSMODP00000021413	ENSLOCP00000019707
ENSMODP00000020528	ENSLOCP00000008903
ENSMODP00000020417	ENSLOCP00000002681
ENSMODP00000036093	ENSLOCP00000013039
ENSMODP00000011050	ENSLOCP00000018536
ENSMODP00000003992	ENSLOCP00000020637
ENSMODP00000004020	ENSLOCP00000009718
ENSMODP00000004868	ENSLOCP00000003792
ENSMODP00000016529	ENSLOCP00000005613
ENSMODP00000002148	ENSLOCP00000006172
ENSMODP00000013550	ENSLOCP00000007466
ENSMODP00000014217	ENSLOCP00000007522
ENSMODP00000035230	ENSLOCP00000011609
ENSMODP00000005712	ENSLOCP00000010986
ENSMODP00000016957	ENSLOCP00000017937
ENSMODP00000014496	ENSLOCP00000017727
ENSMODP00000036819	ENSLOCP00000010939
ENSMODP00000019922	ENSLOCP00000020729
ENSMODP00000026838	ENSLOCP00000013466
ENSMODP00000018185	ENSLOCP00000007372
ENSMODP00000020641	ENSLOCP00000011817
ENSMODP00000009257	ENSLOCP00000005889
ENSMODP00000040159	ENSLOCP00000009810
ENSMODP00000016801	ENSLOCP00000007304
ENSMODP00000008655	ENSLOCP00000005831
ENSMODP00000028516	ENSLOCP00000007381
ENSMODP00000010174	ENSLOCP00000009662
ENSMODP00000032041	ENSLOCP00000021736
ENSMODP00000037487	ENSLOCP00000021648
ENSMODP00000035157	ENSLOCP00000017860
ENSMODP00000000306	ENSLOCP00000003270
ENSMODP00000018416	ENSLOCP00000008235
ENSMODP00000002370	ENSLOCP00000012239
ENSMODP00000004002	ENSLOCP00000012480
ENSMODP00000026924	ENSLOCP00000015867
ENSMODP00000018461	ENSLOCP00000007189
ENSMODP00000009901	ENSLOCP00000016107
ENSMODP00000016994	ENSLOCP00000011802
ENSMODP00000015963	ENSLOCP00000013902
ENSMODP00000022539	ENSLOCP00000011305
ENSMODP00000008453	ENSLOCP00000011809
ENSMODP00000008448	ENSLOCP00000015409
ENSMODP00000009969	ENSLOCP00000019250
ENSMODP00000004563	ENSLOCP00000020357
ENSMODP00000020609	ENSLOCP00000002351
ENSMODP00000021703	ENSLOCP00000002301
ENSMODP00000007436	ENSLOCP00000011787
ENSMODP00000001828	ENSLOCP00000000918
ENSMODP00000013206	ENSLOCP00000009480
ENSMODP00000010422	ENSLOCP00000011279
ENSMODP00000005730	ENSLOCP00000002107
ENSMODP00000021366	ENSLOCP00000009525
ENSMODP00000003247	ENSLOCP00000005247
ENSMODP00000010078	ENSLOCP00000019260
ENSMODP00000004021	ENSLOCP00000022139
ENSMODP00000012944	ENSLOCP00000022355
ENSMODP00000009988	ENSLOCP00000011558
ENSMODP00000019285	ENSLOCP00000002949
ENSMODP00000020809	ENSLOCP00000019834
ENSMODP00000008519	ENSLOCP00000000029
ENSMODP00000029800	ENSLOCP00000022112
ENSMODP00000029968	ENSLOCP00000022111
ENSMODP00000032418	ENSLOCP00000022382
ENSMODP00000000608	ENSLOCP00000003684
ENSMODP00000006117	ENSLOCP00000015404
ENSMODP00000028431	ENSLOCP00000005844
ENSMODP00000035733	ENSLOCP00000021654
ENSMODP00000037892	ENSLOCP00000022049
ENSMODP00000033805	ENSLOCP00000021787
ENSMODP00000006033	ENSLOCP00000021576
ENSMODP00000035452	ENSLOCP00000021511
ENSMODP00000025442	ENSLOCP00000010062
ENSMODP00000017078	ENSLOCP00000003449
ENSMODP00000023687	ENSLOCP00000003983
ENSMODP00000016866	ENSLOCP00000010666
ENSMODP00000012290	ENSLOCP00000017564
ENSMODP00000027971	ENSLOCP00000019017
ENSMODP00000004562	ENSLOCP00000010913
ENSMODP00000035156	ENSLOCP00000002482
ENSMODP00000002895	ENSLOCP00000015984
ENSMODP00000022010	ENSLOCP00000002675
ENSMODP00000013169	ENSLOCP00000007695
ENSMODP00000012867	ENSLOCP00000007668
ENSMODP00000025122	ENSLOCP00000008395
ENSMODP00000000393	ENSLOCP00000018153
ENSMODP00000010524	ENSLOCP00000017286
ENSMODP00000014387	ENSLOCP00000010149
ENSMODP00000014650	ENSLOCP00000014242
ENSMODP00000015272	ENSLOCP00000009665
ENSMODP00000019737	ENSLOCP00000005611
ENSMODP00000003655	ENSLOCP00000003346
ENSMODP00000006760	ENSLOCP00000006083
ENSMODP00000038188	ENSLOCP00000004158
ENSMODP00000015199	ENSLOCP00000007724
ENSMODP00000001485	ENSLOCP00000010201
ENSMODP00000023768	ENSLOCP00000017129
ENSMODP00000001536	ENSLOCP00000010170
ENSMODP00000007488	ENSLOCP00000012902
ENSMODP00000024707	ENSLOCP00000001380
ENSMODP00000006323	ENSLOCP00000008933
ENSMODP00000021429	ENSLOCP00000019697
ENSMODP00000013950	ENSLOCP00000007765
ENSMODP00000024364	ENSLOCP00000009052
ENSMODP00000006514	ENSLOCP00000003727
ENSMODP00000015140	ENSLOCP00000020852
ENSMODP00000019479	ENSLOCP00000012301
ENSMODP00000000663	ENSLOCP00000006753
ENSMODP00000001833	ENSLOCP00000007988
ENSMODP00000036422	ENSLOCP00000002812
ENSMODP00000006791	ENSLOCP00000002783
ENSMODP00000040473	ENSLOCP00000003801
ENSMODP00000023162	ENSLOCP00000002184
ENSMODP00000028231	ENSLOCP00000005956
ENSMODP00000006419	ENSLOCP00000000163
ENSMODP00000009115	ENSLOCP00000012378
ENSMODP00000024329	ENSLOCP00000007945
ENSMODP00000015816	ENSLOCP00000014688
ENSMODP00000010751	ENSLOCP00000016744
ENSMODP00000002524	ENSLOCP00000018525
ENSMODP00000002528	ENSLOCP00000016926
ENSMODP00000021839	ENSLOCP00000020005
ENSMODP00000001192	ENSLOCP00000010430
ENSMODP00000007978	ENSLOCP00000013420
ENSMODP00000011421	ENSLOCP00000005960
ENSMODP00000037665	ENSLOCP00000003185
ENSMODP00000005245	ENSLOCP00000004936
ENSMODP00000001631	ENSLOCP00000008528
ENSMODP00000001627	ENSLOCP00000010849
ENSMODP00000012133	ENSLOCP00000013661
ENSMODP00000022928	ENSLOCP00000021013
ENSMODP00000006939	ENSLOCP00000017150
ENSMODP00000007406	ENSLOCP00000017158
ENSMODP00000010279	ENSLOCP00000017964
ENSMODP00000009009	ENSLOCP00000016712
ENSMODP00000016841	ENSLOCP00000015258
ENSMODP00000028150	ENSLOCP00000001814
ENSMODP00000005801	ENSLOCP00000005115
ENSMODP00000020273	ENSLOCP00000002292
ENSMODP00000008550	ENSLOCP00000004267
ENSMODP00000008535	ENSLOCP00000004251
ENSMODP00000010729	ENSLOCP00000002492
ENSMODP00000022116	ENSLOCP00000018027
ENSMODP00000029462	ENSLOCP00000021369
ENSMODP00000013825	ENSLOCP00000004928
ENSMODP00000026810	ENSLOCP00000003641
ENSMODP00000019131	ENSLOCP00000017558
ENSMODP00000010535	ENSLOCP00000004190
ENSMODP00000020026	ENSLOCP00000007666
ENSMODP00000016657	ENSLOCP00000012661
ENSMODP00000040351	ENSLOCP00000002280
ENSMODP00000004034	ENSLOCP00000006229
ENSMODP00000000389	ENSLOCP00000002224
ENSMODP00000004070	ENSLOCP00000006176
ENSMODP00000010672	ENSLOCP00000003704
ENSMODP00000018391	ENSLOCP00000003560
ENSMODP00000011604	ENSLOCP00000009093
ENSMODP00000006569	ENSLOCP00000016810
ENSMODP00000026584	ENSLOCP00000002061
ENSMODP00000037146	ENSLOCP00000022016
ENSMODP00000000680	ENSLOCP00000012595
ENSMODP00000004425	ENSLOCP00000000419
ENSMODP00000002821	ENSLOCP00000004868
ENSMODP00000005657	ENSLOCP00000002983
ENSMODP00000022296	ENSLOCP00000014346
ENSMODP00000022934	ENSLOCP00000010317
ENSMODP00000039959	ENSLOCP00000012846
ENSMODP00000005606	ENSLOCP00000016481
ENSMODP00000001561	ENSLOCP00000012965
ENSMODP00000015501	ENSLOCP00000003920
ENSMODP00000022969	ENSLOCP00000020557
ENSMODP00000015552	ENSLOCP00000017477
ENSMODP00000013894	ENSLOCP00000010177
ENSMODP00000000881	ENSLOCP00000003951
ENSMODP00000008886	ENSLOCP00000015060
ENSMODP00000012219	ENSLOCP00000021886
ENSMODP00000036505	ENSLOCP00000021882
ENSMODP00000021468	ENSLOCP00000019687
ENSMODP00000037356	ENSLOCP00000021603
ENSMODP00000012432	ENSLOCP00000021881
ENSMODP00000020334	ENSLOCP00000021489
ENSMODP00000017156	ENSLOCP00000020904
ENSMODP00000016542	ENSLOCP00000000428
ENSMODP00000004096	ENSLOCP00000009734
ENSMODP00000004648	ENSLOCP00000012754
ENSMODP00000007537	ENSLOCP00000005147
ENSMODP00000000770	ENSLOCP00000012874
ENSMODP00000001186	ENSLOCP00000001415
ENSMODP00000024653	ENSLOCP00000006150
ENSMODP00000033851	ENSLOCP00000016390
ENSMODP00000006137	ENSLOCP00000004738
ENSMODP00000021793	ENSLOCP00000019989
ENSMODP00000010102	ENSLOCP00000005799
ENSMODP00000024642	ENSLOCP00000006911
ENSMODP00000013092	ENSLOCP00000007976
ENSMODP00000016604	ENSLOCP00000015910
ENSMODP00000001277	ENSLOCP00000008378
ENSMODP00000003986	ENSLOCP00000002298
ENSMODP00000024412	ENSLOCP00000009308
ENSMODP00000039930	ENSLOCP00000002465
ENSMODP00000022961	ENSLOCP00000022022
ENSMODP00000015932	ENSLOCP00000015727
ENSMODP00000022592	ENSLOCP00000021131
ENSMODP00000004206	ENSLOCP00000014645
ENSMODP00000020911	ENSLOCP00000008167
ENSMODP00000014117	ENSLOCP00000006588
ENSMODP00000022670	ENSLOCP00000003202
ENSMODP00000021891	ENSLOCP00000004642
ENSMODP00000005211	ENSLOCP00000000256
ENSMODP00000030396	ENSLOCP00000003419
ENSMODP00000012376	ENSLOCP00000014876
ENSMODP00000007353	ENSLOCP00000015092
ENSMODP00000001598	ENSLOCP00000010183
ENSMODP00000031781	ENSLOCP00000002171
ENSMODP00000022668	ENSLOCP00000020955
ENSMODP00000023364	ENSLOCP00000021893
ENSMODP00000028958	ENSLOCP00000021894
ENSMODP00000010075	ENSLOCP00000022420
ENSMODP00000016097	ENSLOCP00000006471
ENSMODP00000011921	ENSLOCP00000018371
ENSMODP00000002962	ENSLOCP00000004163
ENSMODP00000005404	ENSLOCP00000018124
ENSMODP00000027822	ENSLOCP00000022229
ENSMODP00000005539	ENSLOCP00000016470
ENSMODP00000026549	ENSLOCP00000009548
ENSMODP00000027369	ENSLOCP00000003831
ENSMODP00000024117	ENSLOCP00000021542
ENSMODP00000001684	ENSLOCP00000014970
ENSMODP00000016411	ENSLOCP00000021625
ENSMODP00000029795	ENSLOCP00000022113
ENSMODP00000022522	ENSLOCP00000020438
ENSMODP00000026240	ENSLOCP00000011090
ENSMODP00000022196	ENSLOCP00000003798
ENSMODP00000016371	ENSLOCP00000002350
ENSMODP00000013819	ENSLOCP00000015889
ENSMODP00000011093	ENSLOCP00000011996
ENSMODP00000018433	ENSLOCP00000008463
ENSMODP00000018762	ENSLOCP00000017895
ENSMODP00000013985	ENSLOCP00000022148
ENSMODP00000027595	ENSLOCP00000021593
ENSMODP00000022377	ENSLOCP00000002041
ENSMODP00000005186	ENSLOCP00000021592
ENSMODP00000033041	ENSLOCP00000022150
ENSMODP00000009684	ENSLOCP00000021877
ENSMODP00000009790	ENSLOCP00000021878
ENSMODP00000036016	ENSLOCP00000022182
ENSMODP00000006557	ENSLOCP00000013530
ENSMODP00000022894	ENSLOCP00000020045
ENSMODP00000005244	ENSLOCP00000018456
ENSMODP00000000091	ENSLOCP00000002928
ENSMODP00000027592	ENSLOCP00000021594
ENSMODP00000032054	ENSLOCP00000022383
ENSMODP00000026468	ENSLOCP00000002786
ENSMODP00000007838	ENSLOCP00000020413
ENSMODP00000003559	ENSLOCP00000012970
ENSMODP00000005850	ENSLOCP00000021599
ENSMODP00000009522	ENSLOCP00000022318
ENSMODP00000032578	ENSLOCP00000022076
ENSMODP00000010666	ENSLOCP00000021888
ENSMODP00000019750	ENSLOCP00000021482
ENSMODP00000017777	ENSLOCP00000006098
ENSMODP00000015108	ENSLOCP00000009221
ENSMODP00000024272	ENSLOCP00000018576
ENSMODP00000001679	ENSLOCP00000012810
ENSMODP00000011633	ENSLOCP00000017996
ENSMODP00000000763	ENSLOCP00000004688
ENSMODP00000025804	ENSLOCP00000014716
ENSMODP00000025797	ENSLOCP00000014725
ENSMODP00000014600	ENSLOCP00000018856
ENSMODP00000021490	ENSLOCP00000009372
ENSMODP00000025732	ENSLOCP00000007345
ENSMODP00000037991	ENSLOCP00000004625
ENSMODP00000009774	ENSLOCP00000013134
ENSMODP00000025784	ENSLOCP00000014310
ENSMODP00000001077	ENSLOCP00000010136
ENSMODP00000007322	ENSLOCP00000016966
ENSMODP00000002131	ENSLOCP00000009940
ENSMODP00000031431	ENSLOCP00000018870
ENSMODP00000021578	ENSLOCP00000012318
ENSMODP00000004466	ENSLOCP00000016779
ENSMODP00000011170	ENSLOCP00000014304
ENSMODP00000001758	ENSLOCP00000012153
ENSMODP00000011662	ENSLOCP00000008615
ENSMODP00000022418	ENSLOCP00000009933
ENSMODP00000021398	ENSLOCP00000004443
ENSMODP00000008242	ENSLOCP00000017051
ENSMODP00000020004	ENSLOCP00000008884
ENSMODP00000021628	ENSLOCP00000010711
ENSMODP00000005132	ENSLOCP00000013673
ENSMODP00000009681	ENSLOCP00000004233
ENSMODP00000032628	ENSLOCP00000022265
ENSMODP00000024635	ENSLOCP00000006354
ENSMODP00000015917	ENSLOCP00000009171
ENSMODP00000002496	ENSLOCP00000011029
ENSMODP00000009339	ENSLOCP00000003989
ENSMODP00000017096	ENSLOCP00000020614
ENSMODP00000000415	ENSLOCP00000012818
ENSMODP00000029046	ENSLOCP00000014111
ENSMODP00000016711	ENSLOCP00000000881
ENSMODP00000001310	ENSLOCP00000001045
ENSMODP00000007616	ENSLOCP00000021980
ENSMODP00000014255	ENSLOCP00000014753
ENSMODP00000016494	ENSLOCP00000022074
ENSMODP00000018741	ENSLOCP00000021622
ENSMODP00000032599	ENSLOCP00000022235
ENSMODP00000000510	ENSLOCP00000015815
ENSMODP00000022261	ENSLOCP00000020983
ENSMODP00000008529	ENSLOCP00000004676
ENSMODP00000014021	ENSLOCP00000014424
ENSMODP00000002733	ENSLOCP00000011780
ENSMODP00000010550	ENSLOCP00000020460
ENSMODP00000025760	ENSLOCP00000015255
ENSMODP00000007299	ENSLOCP00000016975
ENSMODP00000001000	ENSLOCP00000010119
ENSMODP00000025764	ENSLOCP00000015248
ENSMODP00000009595	ENSLOCP00000013107
ENSMODP00000009659	ENSLOCP00000013119
ENSMODP00000025776	ENSLOCP00000015235
ENSMODP00000024825	ENSLOCP00000018071
ENSMODP00000022743	ENSLOCP00000020379
ENSMODP00000009960	ENSLOCP00000009879
ENSMODP00000000529	ENSLOCP00000007867
ENSMODP00000007833	ENSLOCP00000009478
ENSMODP00000016547	ENSLOCP00000014773
ENSMODP00000036954	ENSLOCP00000014477
ENSMODP00000006916	ENSLOCP00000013025
ENSMODP00000011536	ENSLOCP00000012625
ENSMODP00000005293	ENSLOCP00000006932
ENSMODP00000015839	ENSLOCP00000006467
ENSMODP00000000609	ENSLOCP00000006685
ENSMODP00000015542	ENSLOCP00000018074
ENSMODP00000000987	ENSLOCP00000010583
ENSMODP00000013517	ENSLOCP00000017633
ENSMODP00000010893	ENSLOCP00000010774
ENSMODP00000024041	ENSLOCP00000015950
ENSMODP00000006219	ENSLOCP00000014679
ENSMODP00000001377	ENSLOCP00000008660
ENSMODP00000000128	ENSLOCP00000018139
ENSMODP00000041218	ENSLOCP00000021184
ENSMODP00000037259	ENSLOCP00000008104
ENSMODP00000024012	ENSLOCP00000009997
ENSMODP00000015969	ENSLOCP00000017791
ENSMODP00000020848	ENSLOCP00000000451
ENSMODP00000035172	ENSLOCP00000002703
ENSMODP00000035165	ENSLOCP00000017879
ENSMODP00000012995	ENSLOCP00000007875
ENSMODP00000013342	ENSLOCP00000008241
ENSMODP00000012596	ENSLOCP00000012836
ENSMODP00000014402	ENSLOCP00000016352
ENSMODP00000036144	ENSLOCP00000004151
ENSMODP00000019597	ENSLOCP00000004063
ENSMODP00000011123	ENSLOCP00000009194
ENSMODP00000032838	ENSLOCP00000016426
ENSMODP00000011761	ENSLOCP00000017211
ENSMODP00000028950	ENSLOCP00000007679
ENSMODP00000024269	ENSLOCP00000008347
ENSMODP00000000583	ENSLOCP00000014342
ENSMODP00000031958	ENSLOCP00000016234
ENSMODP00000034806	ENSLOCP00000006475
ENSMODP00000021968	ENSLOCP00000011663
ENSMODP00000002765	ENSLOCP00000004759
ENSMODP00000014639	ENSLOCP00000018882
ENSMODP00000020723	ENSLOCP00000007600
ENSMODP00000022299	ENSLOCP00000020993
ENSMODP00000026770	ENSLOCP00000014901
ENSMODP00000009199	ENSLOCP00000004974
ENSMODP00000020952	ENSLOCP00000007162
ENSMODP00000008742	ENSLOCP00000013281
ENSMODP00000023067	ENSLOCP00000006530
ENSMODP00000016511	ENSLOCP00000017702
ENSMODP00000012176	ENSLOCP00000016267
ENSMODP00000035907	ENSLOCP00000014250
ENSMODP00000021125	ENSLOCP00000007202
ENSMODP00000011239	ENSLOCP00000013937
ENSMODP00000027428	ENSLOCP00000013105
ENSMODP00000015703	ENSLOCP00000017425
ENSMODP00000022989	ENSLOCP00000020536
ENSMODP00000006204	ENSLOCP00000016896
ENSMODP00000014108	ENSLOCP00000012791
ENSMODP00000013435	ENSLOCP00000005636
ENSMODP00000017747	ENSLOCP00000005290
ENSMODP00000022661	ENSLOCP00000003754
ENSMODP00000002206	ENSLOCP00000002748
ENSMODP00000034980	ENSLOCP00000021473
ENSMODP00000010143	ENSLOCP00000021718
ENSMODP00000033722	ENSLOCP00000021814
ENSMODP00000034137	ENSLOCP00000022021
ENSMODP00000015965	ENSLOCP00000006664
ENSMODP00000038429	ENSLOCP00000004377
ENSMODP00000005427	ENSLOCP00000015315
ENSMODP00000006543	ENSLOCP00000016177
ENSMODP00000024625	ENSLOCP00000007054
ENSMODP00000018781	ENSLOCP00000015287
ENSMODP00000001571	ENSLOCP00000020079
ENSMODP00000002957	ENSLOCP00000010488
ENSMODP00000025921	ENSLOCP00000016312
ENSMODP00000001087	ENSLOCP00000010302
ENSMODP00000017533	ENSLOCP00000007294
ENSMODP00000024646	ENSLOCP00000006232
ENSMODP00000017622	ENSLOCP00000018601
ENSMODP00000029356	ENSLOCP00000000482
ENSMODP00000021319	ENSLOCP00000004604
ENSMODP00000005984	ENSLOCP00000017046
ENSMODP00000024473	ENSLOCP00000004467
ENSMODP00000035249	ENSLOCP00000022101
ENSMODP00000036364	ENSLOCP00000022321
ENSMODP00000040860	ENSLOCP00000021730
ENSMODP00000039895	ENSLOCP00000019310
ENSMODP00000007888	ENSLOCP00000020409
ENSMODP00000012161	ENSLOCP00000008390
ENSMODP00000007282	ENSLOCP00000007066
ENSMODP00000012371	ENSLOCP00000014990
ENSMODP00000007377	ENSLOCP00000015073
ENSMODP00000009787	ENSLOCP00000009290
ENSMODP00000009423	ENSLOCP00000017997
ENSMODP00000011395	ENSLOCP00000009082
ENSMODP00000023167	ENSLOCP00000011707
ENSMODP00000012058	ENSLOCP00000002939
ENSMODP00000008866	ENSLOCP00000017311
ENSMODP00000010636	ENSLOCP00000018991
ENSMODP00000034042	ENSLOCP00000019865
ENSMODP00000036274	ENSLOCP00000021919
ENSMODP00000022656	ENSLOCP00000020957
ENSMODP00000024762	ENSLOCP00000008019
ENSMODP00000009883	ENSLOCP00000012756
ENSMODP00000002254	ENSLOCP00000009409
ENSMODP00000017595	ENSLOCP00000007370
ENSMODP00000000745	ENSLOCP00000001468
ENSMODP00000000764	ENSLOCP00000001357
ENSMODP00000019439	ENSLOCP00000007472
ENSMODP00000035939	ENSLOCP00000017458
ENSMODP00000025859	ENSLOCP00000017446
ENSMODP00000012168	ENSLOCP00000013637
ENSMODP00000033356	ENSLOCP00000005152
