ENSORLP00000017023	ENSMODP00000016222
ENSORLP00000005486	ENSMODP00000016411
ENSORLP00000005034	ENSMODP00000022522
ENSORLP00000016139	ENSMODP00000022522
ENSORLP00000004178	ENSMODP00000026240
ENSORLP00000005573	ENSMODP00000026240
ENSORLP00000018120	ENSMODP00000022196
ENSORLP00000009517	ENSMODP00000016371
ENSORLP00000006144	ENSMODP00000013819
ENSORLP00000009669	ENSMODP00000011093
ENSORLP00000013286	ENSMODP00000018433
ENSORLP00000018639	ENSMODP00000018433
ENSORLP00000008175	ENSMODP00000018762
ENSORLP00000010869	ENSMODP00000018762
ENSORLP00000003758	ENSMODP00000013985
ENSORLP00000010446	ENSMODP00000013985
ENSORLP00000012926	ENSMODP00000027595
ENSORLP00000012912	ENSMODP00000005186
ENSORLP00000013995	ENSMODP00000009684
ENSORLP00000014030	ENSMODP00000009790
ENSORLP00000019977	ENSMODP00000036016
ENSORLP00000010637	ENSMODP00000006557
ENSORLP00000013026	ENSMODP00000022894
ENSORLP00000013007	ENSMODP00000005244
ENSORLP00000020962	ENSMODP00000000091
ENSORLP00000015749	ENSMODP00000032054
ENSORLP00000019109	ENSMODP00000026468
ENSORLP00000014116	ENSMODP00000007838
ENSORLP00000001523	ENSMODP00000003559
ENSORLP00000002219	ENSMODP00000005850
ENSORLP00000012908	ENSMODP00000009522
ENSORLP00000012964	ENSMODP00000032578
ENSORLP00000004425	ENSMODP00000010666
ENSORLP00000007398	ENSMODP00000019750
ENSORLP00000007878	ENSMODP00000019570
ENSORLP00000018562	ENSMODP00000017777
ENSORLP00000009174	ENSMODP00000015108
ENSORLP00000011554	ENSMODP00000024272
ENSORLP00000024444	ENSMODP00000001679
ENSORLP00000006130	ENSMODP00000011633
ENSORLP00000018026	ENSMODP00000011633
ENSORLP00000021787	ENSMODP00000000763
ENSORLP00000003479	ENSMODP00000025804
ENSORLP00000003427	ENSMODP00000025797
ENSORLP00000001032	ENSMODP00000014600
ENSORLP00000022386	ENSMODP00000022794
ENSORLP00000018473	ENSMODP00000022794
ENSORLP00000008048	ENSMODP00000037991
ENSORLP00000002919	ENSMODP00000037991
ENSORLP00000023690	ENSMODP00000009774
ENSORLP00000007227	ENSMODP00000009774
ENSORLP00000022650	ENSMODP00000025784
ENSORLP00000012945	ENSMODP00000007322
ENSORLP00000018599	ENSMODP00000002131
ENSORLP00000025233	ENSMODP00000002131
ENSORLP00000001065	ENSMODP00000031431
ENSORLP00000012104	ENSMODP00000031431
ENSORLP00000022309	ENSMODP00000021578
ENSORLP00000025210	ENSMODP00000004466
ENSORLP00000014361	ENSMODP00000011170
ENSORLP00000010422	ENSMODP00000001758
ENSORLP00000007185	ENSMODP00000011662
ENSORLP00000014838	ENSMODP00000022418
ENSORLP00000007658	ENSMODP00000022418
ENSORLP00000009373	ENSMODP00000021398
ENSORLP00000023799	ENSMODP00000021398
ENSORLP00000007968	ENSMODP00000008242
ENSORLP00000014509	ENSMODP00000020004
ENSORLP00000025808	ENSMODP00000021628
ENSORLP00000006420	ENSMODP00000005132
ENSORLP00000008836	ENSMODP00000009681
ENSORLP00000020837	ENSMODP00000032628
ENSORLP00000016448	ENSMODP00000024635
ENSORLP00000010975	ENSMODP00000015917
ENSORLP00000014282	ENSMODP00000002496
ENSORLP00000008688	ENSMODP00000009339
ENSORLP00000000778	ENSMODP00000000415
ENSORLP00000003081	ENSMODP00000016711
ENSORLP00000025392	ENSMODP00000001310
ENSORLP00000014200	ENSMODP00000001310
ENSORLP00000025240	ENSMODP00000007616
ENSORLP00000022325	ENSMODP00000007616
ENSORLP00000009610	ENSMODP00000014255
ENSORLP00000015574	ENSMODP00000014255
ENSORLP00000003262	ENSMODP00000016494
ENSORLP00000012852	ENSMODP00000032599
ENSORLP00000022425	ENSMODP00000032599
ENSORLP00000022525	ENSMODP00000022261
ENSORLP00000006214	ENSMODP00000008529
ENSORLP00000008857	ENSMODP00000008529
ENSORLP00000008663	ENSMODP00000018696
ENSORLP00000023959	ENSMODP00000014021
ENSORLP00000015460	ENSMODP00000002733
ENSORLP00000001044	ENSMODP00000010550
ENSORLP00000022657	ENSMODP00000025760
ENSORLP00000013039	ENSMODP00000007299
ENSORLP00000011899	ENSMODP00000025764
ENSORLP00000023654	ENSMODP00000009595
ENSORLP00000023667	ENSMODP00000009659
ENSORLP00000011834	ENSMODP00000025776
ENSORLP00000025367	ENSMODP00000024825
ENSORLP00000021438	ENSMODP00000009960
ENSORLP00000013246	ENSMODP00000000529
ENSORLP00000013029	ENSMODP00000000529
ENSORLP00000004855	ENSMODP00000007833
ENSORLP00000019271	ENSMODP00000007833
ENSORLP00000004861	ENSMODP00000016547
ENSORLP00000025514	ENSMODP00000036954
ENSORLP00000011452	ENSMODP00000006916
ENSORLP00000020759	ENSMODP00000006916
ENSORLP00000018192	ENSMODP00000020873
ENSORLP00000022554	ENSMODP00000011536
ENSORLP00000022182	ENSMODP00000011536
ENSORLP00000020881	ENSMODP00000005293
ENSORLP00000000058	ENSMODP00000005293
ENSORLP00000010966	ENSMODP00000015839
ENSORLP00000003304	ENSMODP00000000609
ENSORLP00000011941	ENSMODP00000015542
ENSORLP00000010323	ENSMODP00000015542
ENSORLP00000009438	ENSMODP00000000987
ENSORLP00000007326	ENSMODP00000013517
ENSORLP00000006652	ENSMODP00000021907
ENSORLP00000014478	ENSMODP00000010893
ENSORLP00000007059	ENSMODP00000024041
ENSORLP00000008481	ENSMODP00000006219
ENSORLP00000016175	ENSMODP00000019788
ENSORLP00000018947	ENSMODP00000001377
ENSORLP00000013617	ENSMODP00000001377
ENSORLP00000019323	ENSMODP00000000128
ENSORLP00000012786	ENSMODP00000037259
ENSORLP00000018466	ENSMODP00000015969
ENSORLP00000010716	ENSMODP00000015969
ENSORLP00000020338	ENSMODP00000020848
ENSORLP00000006595	ENSMODP00000035172
ENSORLP00000005833	ENSMODP00000035172
ENSORLP00000023354	ENSMODP00000035165
ENSORLP00000018307	ENSMODP00000035165
ENSORLP00000013363	ENSMODP00000012995
ENSORLP00000013981	ENSMODP00000016638
ENSORLP00000017711	ENSMODP00000013342
ENSORLP00000010458	ENSMODP00000012596
ENSORLP00000002048	ENSMODP00000036144
ENSORLP00000005279	ENSMODP00000032838
ENSORLP00000002247	ENSMODP00000011761
ENSORLP00000023573	ENSMODP00000011761
ENSORLP00000012855	ENSMODP00000028950
ENSORLP00000002399	ENSMODP00000024269
ENSORLP00000015712	ENSMODP00000031958
ENSORLP00000009211	ENSMODP00000031958
ENSORLP00000003838	ENSMODP00000034806
ENSORLP00000011408	ENSMODP00000034806
ENSORLP00000022625	ENSMODP00000021968
ENSORLP00000002968	ENSMODP00000002765
ENSORLP00000019441	ENSMODP00000014639
ENSORLP00000007127	ENSMODP00000020723
ENSORLP00000022550	ENSMODP00000022299
ENSORLP00000004321	ENSMODP00000026770
ENSORLP00000002993	ENSMODP00000020952
ENSORLP00000016826	ENSMODP00000008742
ENSORLP00000001215	ENSMODP00000023067
ENSORLP00000018677	ENSMODP00000016511
ENSORLP00000010494	ENSMODP00000016511
ENSORLP00000024363	ENSMODP00000012176
ENSORLP00000014568	ENSMODP00000012176
ENSORLP00000009314	ENSMODP00000035907
ENSORLP00000013457	ENSMODP00000035907
ENSORLP00000015880	ENSMODP00000021125
ENSORLP00000010812	ENSMODP00000021125
ENSORLP00000013388	ENSMODP00000011239
ENSORLP00000021248	ENSMODP00000012386
ENSORLP00000018227	ENSMODP00000012386
ENSORLP00000004220	ENSMODP00000015703
ENSORLP00000003230	ENSMODP00000015703
ENSORLP00000017938	ENSMODP00000022989
ENSORLP00000010602	ENSMODP00000006204
ENSORLP00000017544	ENSMODP00000014108
ENSORLP00000009451	ENSMODP00000013435
ENSORLP00000009423	ENSMODP00000017747
ENSORLP00000011570	ENSMODP00000022661
ENSORLP00000024111	ENSMODP00000002206
ENSORLP00000006604	ENSMODP00000034980
ENSORLP00000022333	ENSMODP00000033722
ENSORLP00000021109	ENSMODP00000033722
ENSORLP00000020136	ENSMODP00000034137
ENSORLP00000013517	ENSMODP00000034137
ENSORLP00000004677	ENSMODP00000005427
ENSORLP00000024736	ENSMODP00000006543
ENSORLP00000002981	ENSMODP00000024625
ENSORLP00000005500	ENSMODP00000018781
ENSORLP00000018820	ENSMODP00000002957
ENSORLP00000008434	ENSMODP00000002957
ENSORLP00000005327	ENSMODP00000025921
ENSORLP00000006036	ENSMODP00000025921
ENSORLP00000008147	ENSMODP00000001087
ENSORLP00000002197	ENSMODP00000017622
ENSORLP00000002147	ENSMODP00000017622
ENSORLP00000011742	ENSMODP00000029356
ENSORLP00000010277	ENSMODP00000005984
ENSORLP00000003159	ENSMODP00000036364
ENSORLP00000022276	ENSMODP00000021626
ENSORLP00000014230	ENSMODP00000007888
ENSORLP00000006480	ENSMODP00000007282
ENSORLP00000012384	ENSMODP00000007377
ENSORLP00000008405	ENSMODP00000009423
ENSORLP00000021833	ENSMODP00000011395
ENSORLP00000018072	ENSMODP00000011395
ENSORLP00000005213	ENSMODP00000023167
ENSORLP00000013970	ENSMODP00000012058
ENSORLP00000011854	ENSMODP00000008866
ENSORLP00000012350	ENSMODP00000034042
ENSORLP00000022458	ENSMODP00000022656
ENSORLP00000015527	ENSMODP00000024762
ENSORLP00000023580	ENSMODP00000024762
ENSORLP00000007510	ENSMODP00000009883
ENSORLP00000022158	ENSMODP00000009883
ENSORLP00000003680	ENSMODP00000002254
ENSORLP00000019295	ENSMODP00000017595
ENSORLP00000019563	ENSMODP00000017595
ENSORLP00000015212	ENSMODP00000006509
ENSORLP00000009176	ENSMODP00000006509
ENSORLP00000008275	ENSMODP00000020563
ENSORLP00000000707	ENSMODP00000035939
ENSORLP00000024620	ENSMODP00000025859
ENSORLP00000006025	ENSMODP00000012168
ENSORLP00000016066	ENSMODP00000012168
ENSORLP00000022507	ENSMODP00000005261
ENSORLP00000017514	ENSMODP00000006035
ENSORLP00000002414	ENSMODP00000026063
ENSORLP00000010960	ENSMODP00000011380
ENSORLP00000000727	ENSMODP00000025863
ENSORLP00000008282	ENSMODP00000004800
ENSORLP00000009536	ENSMODP00000001035
ENSORLP00000004577	ENSMODP00000012455
ENSORLP00000004902	ENSMODP00000012455
ENSORLP00000016108	ENSMODP00000012064
ENSORLP00000013394	ENSMODP00000000649
ENSORLP00000005224	ENSMODP00000000649
ENSORLP00000017929	ENSMODP00000015470
ENSORLP00000004377	ENSMODP00000015470
ENSORLP00000016030	ENSMODP00000006736
ENSORLP00000014507	ENSMODP00000002711
ENSORLP00000020316	ENSMODP00000002983
ENSORLP00000012876	ENSMODP00000002983
ENSORLP00000014400	ENSMODP00000026145
ENSORLP00000011110	ENSMODP00000006166
ENSORLP00000012951	ENSMODP00000010114
ENSORLP00000025570	ENSMODP00000000069
ENSORLP00000012572	ENSMODP00000012999
ENSORLP00000015436	ENSMODP00000002132
ENSORLP00000025466	ENSMODP00000024339
ENSORLP00000005474	ENSMODP00000026358
ENSORLP00000018197	ENSMODP00000022225
ENSORLP00000012641	ENSMODP00000008257
ENSORLP00000010080	ENSMODP00000038416
ENSORLP00000023187	ENSMODP00000028259
ENSORLP00000020764	ENSMODP00000000228
ENSORLP00000004901	ENSMODP00000000228
ENSORLP00000022804	ENSMODP00000036810
ENSORLP00000001837	ENSMODP00000036810
ENSORLP00000006690	ENSMODP00000037411
ENSORLP00000003647	ENSMODP00000002351
ENSORLP00000000284	ENSMODP00000002163
ENSORLP00000004715	ENSMODP00000025398
ENSORLP00000002014	ENSMODP00000037382
ENSORLP00000002529	ENSMODP00000037382
ENSORLP00000000060	ENSMODP00000026612
ENSORLP00000007355	ENSMODP00000011594
ENSORLP00000007817	ENSMODP00000011594
ENSORLP00000004532	ENSMODP00000019041
ENSORLP00000011107	ENSMODP00000018868
ENSORLP00000010946	ENSMODP00000018868
ENSORLP00000025733	ENSMODP00000034645
ENSORLP00000011028	ENSMODP00000011208
ENSORLP00000000605	ENSMODP00000025847
ENSORLP00000025377	ENSMODP00000024196
ENSORLP00000005372	ENSMODP00000027786
ENSORLP00000006693	ENSMODP00000000760
ENSORLP00000016081	ENSMODP00000022550
ENSORLP00000011820	ENSMODP00000007175
ENSORLP00000005653	ENSMODP00000025868
ENSORLP00000024120	ENSMODP00000034561
ENSORLP00000013228	ENSMODP00000023467
ENSORLP00000002753	ENSMODP00000024649
ENSORLP00000007083	ENSMODP00000004710
ENSORLP00000019734	ENSMODP00000018823
ENSORLP00000014867	ENSMODP00000020815
ENSORLP00000017002	ENSMODP00000020815
ENSORLP00000021380	ENSMODP00000026883
ENSORLP00000000094	ENSMODP00000026883
ENSORLP00000004207	ENSMODP00000000946
ENSORLP00000005863	ENSMODP00000024409
ENSORLP00000010514	ENSMODP00000003912
ENSORLP00000006885	ENSMODP00000003912
ENSORLP00000004873	ENSMODP00000026803
ENSORLP00000000742	ENSMODP00000004091
ENSORLP00000022571	ENSMODP00000018619
ENSORLP00000021325	ENSMODP00000018619
ENSORLP00000022066	ENSMODP00000019740
ENSORLP00000021029	ENSMODP00000012095
ENSORLP00000013606	ENSMODP00000012095
ENSORLP00000012549	ENSMODP00000021576
ENSORLP00000009337	ENSMODP00000009070
ENSORLP00000014086	ENSMODP00000009803
ENSORLP00000024886	ENSMODP00000040419
ENSORLP00000013627	ENSMODP00000000138
ENSORLP00000009226	ENSMODP00000040545
ENSORLP00000011329	ENSMODP00000002855
ENSORLP00000007786	ENSMODP00000002147
ENSORLP00000003317	ENSMODP00000025643
ENSORLP00000016854	ENSMODP00000004378
ENSORLP00000007573	ENSMODP00000039692
ENSORLP00000016938	ENSMODP00000005828
ENSORLP00000025445	ENSMODP00000019172
ENSORLP00000016983	ENSMODP00000033603
ENSORLP00000014922	ENSMODP00000018974
ENSORLP00000020799	ENSMODP00000032200
ENSORLP00000011032	ENSMODP00000015806
ENSORLP00000009178	ENSMODP00000032552
ENSORLP00000006805	ENSMODP00000021315
ENSORLP00000006307	ENSMODP00000006984
ENSORLP00000014208	ENSMODP00000023736
ENSORLP00000020876	ENSMODP00000005222
ENSORLP00000003050	ENSMODP00000012505
ENSORLP00000017050	ENSMODP00000005889
ENSORLP00000017670	ENSMODP00000026245
ENSORLP00000017360	ENSMODP00000032292
ENSORLP00000018318	ENSMODP00000021264
ENSORLP00000005092	ENSMODP00000021264
ENSORLP00000010256	ENSMODP00000001663
ENSORLP00000014409	ENSMODP00000001663
ENSORLP00000018054	ENSMODP00000017846
ENSORLP00000012525	ENSMODP00000007740
ENSORLP00000010672	ENSMODP00000017877
ENSORLP00000018907	ENSMODP00000005872
ENSORLP00000016999	ENSMODP00000005872
ENSORLP00000003386	ENSMODP00000034705
ENSORLP00000017837	ENSMODP00000038084
ENSORLP00000017364	ENSMODP00000032291
ENSORLP00000021390	ENSMODP00000022169
ENSORLP00000020747	ENSMODP00000002378
ENSORLP00000011321	ENSMODP00000005624
ENSORLP00000019719	ENSMODP00000002541
ENSORLP00000016665	ENSMODP00000014998
ENSORLP00000001594	ENSMODP00000014998
ENSORLP00000004523	ENSMODP00000015223
ENSORLP00000007258	ENSMODP00000006411
ENSORLP00000016179	ENSMODP00000007737
ENSORLP00000005754	ENSMODP00000010188
ENSORLP00000003483	ENSMODP00000019004
ENSORLP00000006821	ENSMODP00000019004
ENSORLP00000000022	ENSMODP00000019113
ENSORLP00000010540	ENSMODP00000019113
ENSORLP00000022660	ENSMODP00000012377
ENSORLP00000014772	ENSMODP00000012377
ENSORLP00000005421	ENSMODP00000014867
ENSORLP00000023362	ENSMODP00000014867
ENSORLP00000017137	ENSMODP00000026374
ENSORLP00000012923	ENSMODP00000011577
ENSORLP00000008601	ENSMODP00000007980
ENSORLP00000024906	ENSMODP00000007980
ENSORLP00000002385	ENSMODP00000006111
ENSORLP00000007061	ENSMODP00000030697
ENSORLP00000024515	ENSMODP00000035312
ENSORLP00000022647	ENSMODP00000021984
ENSORLP00000017641	ENSMODP00000005185
ENSORLP00000015492	ENSMODP00000020279
ENSORLP00000005892	ENSMODP00000021683
ENSORLP00000013125	ENSMODP00000006045
ENSORLP00000011683	ENSMODP00000026497
ENSORLP00000012629	ENSMODP00000039040
ENSORLP00000007492	ENSMODP00000023804
ENSORLP00000015722	ENSMODP00000007054
ENSORLP00000016847	ENSMODP00000010639
ENSORLP00000017474	ENSMODP00000002555
ENSORLP00000008671	ENSMODP00000009869
ENSORLP00000013608	ENSMODP00000038779
ENSORLP00000009283	ENSMODP00000030330
ENSORLP00000010380	ENSMODP00000032039
ENSORLP00000017678	ENSMODP00000013690
ENSORLP00000020682	ENSMODP00000017076
ENSORLP00000016466	ENSMODP00000017076
ENSORLP00000003565	ENSMODP00000005562
ENSORLP00000006234	ENSMODP00000008521
ENSORLP00000008873	ENSMODP00000008521
ENSORLP00000004012	ENSMODP00000010378
ENSORLP00000019104	ENSMODP00000010378
ENSORLP00000002700	ENSMODP00000022565
ENSORLP00000023454	ENSMODP00000013443
ENSORLP00000002094	ENSMODP00000027866
ENSORLP00000006360	ENSMODP00000001351
ENSORLP00000021261	ENSMODP00000026877
ENSORLP00000000756	ENSMODP00000032757
ENSORLP00000019395	ENSMODP00000036327
ENSORLP00000012875	ENSMODP00000002922
ENSORLP00000017649	ENSMODP00000028764
ENSORLP00000015920	ENSMODP00000000716
ENSORLP00000010801	ENSMODP00000022698
ENSORLP00000021262	ENSMODP00000012379
ENSORLP00000002318	ENSMODP00000004353
ENSORLP00000010348	ENSMODP00000010816
ENSORLP00000009514	ENSMODP00000007069
ENSORLP00000002727	ENSMODP00000007069
ENSORLP00000024773	ENSMODP00000003727
ENSORLP00000016427	ENSMODP00000012187
ENSORLP00000009148	ENSMODP00000012187
ENSORLP00000005761	ENSMODP00000014155
ENSORLP00000002756	ENSMODP00000014155
ENSORLP00000008336	ENSMODP00000005955
ENSORLP00000019533	ENSMODP00000018816
ENSORLP00000021081	ENSMODP00000035876
ENSORLP00000003504	ENSMODP00000035876
ENSORLP00000021304	ENSMODP00000032437
ENSORLP00000002969	ENSMODP00000032437
ENSORLP00000020100	ENSMODP00000027953
ENSORLP00000001529	ENSMODP00000027953
ENSORLP00000024829	ENSMODP00000037734
ENSORLP00000003833	ENSMODP00000037734
ENSORLP00000006917	ENSMODP00000014534
ENSORLP00000003182	ENSMODP00000014534
ENSORLP00000015229	ENSMODP00000005213
ENSORLP00000008672	ENSMODP00000005213
ENSORLP00000017876	ENSMODP00000017465
ENSORLP00000024869	ENSMODP00000017465
ENSORLP00000013642	ENSMODP00000005676
ENSORLP00000012377	ENSMODP00000005676
ENSORLP00000003140	ENSMODP00000022215
ENSORLP00000021171	ENSMODP00000022215
ENSORLP00000004947	ENSMODP00000007404
ENSORLP00000005292	ENSMODP00000007849
ENSORLP00000002481	ENSMODP00000024496
ENSORLP00000002495	ENSMODP00000024511
ENSORLP00000000979	ENSMODP00000018799
ENSORLP00000002275	ENSMODP00000016893
ENSORLP00000024726	ENSMODP00000017942
ENSORLP00000019173	ENSMODP00000021002
ENSORLP00000002123	ENSMODP00000013555
ENSORLP00000021394	ENSMODP00000016791
ENSORLP00000005249	ENSMODP00000021488
ENSORLP00000020908	ENSMODP00000001527
ENSORLP00000016672	ENSMODP00000024700
ENSORLP00000020614	ENSMODP00000024639
ENSORLP00000010999	ENSMODP00000015947
ENSORLP00000002550	ENSMODP00000004363
ENSORLP00000008409	ENSMODP00000021892
ENSORLP00000021711	ENSMODP00000007905
ENSORLP00000015476	ENSMODP00000015014
ENSORLP00000009843	ENSMODP00000015014
ENSORLP00000012486	ENSMODP00000024558
ENSORLP00000004997	ENSMODP00000023822
ENSORLP00000007445	ENSMODP00000008346
ENSORLP00000007743	ENSMODP00000002108
ENSORLP00000022955	ENSMODP00000012565
ENSORLP00000004652	ENSMODP00000035895
ENSORLP00000025727	ENSMODP00000035895
ENSORLP00000010656	ENSMODP00000029051
ENSORLP00000008061	ENSMODP00000029051
ENSORLP00000001592	ENSMODP00000011896
ENSORLP00000008694	ENSMODP00000017226
ENSORLP00000001968	ENSMODP00000017226
ENSORLP00000010645	ENSMODP00000029052
ENSORLP00000008055	ENSMODP00000029052
ENSORLP00000018273	ENSMODP00000024049
ENSORLP00000021515	ENSMODP00000007809
ENSORLP00000015149	ENSMODP00000007713
ENSORLP00000016920	ENSMODP00000010556
ENSORLP00000024684	ENSMODP00000020268
ENSORLP00000019171	ENSMODP00000012070
ENSORLP00000010902	ENSMODP00000010025
ENSORLP00000013784	ENSMODP00000032688
ENSORLP00000019881	ENSMODP00000032688
ENSORLP00000023944	ENSMODP00000001303
ENSORLP00000019665	ENSMODP00000001303
ENSORLP00000019181	ENSMODP00000012084
ENSORLP00000019190	ENSMODP00000012087
ENSORLP00000009794	ENSMODP00000013510
ENSORLP00000021157	ENSMODP00000020816
ENSORLP00000018415	ENSMODP00000015732
ENSORLP00000003118	ENSMODP00000016374
ENSORLP00000004378	ENSMODP00000004493
ENSORLP00000016478	ENSMODP00000005084
ENSORLP00000006878	ENSMODP00000025693
ENSORLP00000003841	ENSMODP00000026469
ENSORLP00000000268	ENSMODP00000018764
ENSORLP00000009995	ENSMODP00000002849
ENSORLP00000009587	ENSMODP00000017603
ENSORLP00000021428	ENSMODP00000009317
ENSORLP00000004762	ENSMODP00000007119
ENSORLP00000011342	ENSMODP00000010797
ENSORLP00000012042	ENSMODP00000034000
ENSORLP00000001979	ENSMODP00000017494
ENSORLP00000008217	ENSMODP00000017791
ENSORLP00000000440	ENSMODP00000003465
ENSORLP00000020907	ENSMODP00000026118
ENSORLP00000007707	ENSMODP00000025844
ENSORLP00000024047	ENSMODP00000009490
ENSORLP00000009413	ENSMODP00000020811
ENSORLP00000009344	ENSMODP00000024722
ENSORLP00000008435	ENSMODP00000008490
ENSORLP00000020387	ENSMODP00000038831
ENSORLP00000020063	ENSMODP00000038831
ENSORLP00000025376	ENSMODP00000013200
ENSORLP00000014151	ENSMODP00000009694
ENSORLP00000021907	ENSMODP00000005349
ENSORLP00000018982	ENSMODP00000001858
ENSORLP00000004044	ENSMODP00000036576
ENSORLP00000013442	ENSMODP00000021887
ENSORLP00000011875	ENSMODP00000005599
ENSORLP00000014582	ENSMODP00000022414
ENSORLP00000009191	ENSMODP00000013696
ENSORLP00000010181	ENSMODP00000024031
ENSORLP00000016283	ENSMODP00000008970
ENSORLP00000001187	ENSMODP00000008970
ENSORLP00000011317	ENSMODP00000001029
ENSORLP00000001568	ENSMODP00000010321
ENSORLP00000024459	ENSMODP00000016695
ENSORLP00000013803	ENSMODP00000001402
ENSORLP00000007165	ENSMODP00000025719
ENSORLP00000005501	ENSMODP00000025719
ENSORLP00000018339	ENSMODP00000017702
ENSORLP00000005941	ENSMODP00000009242
ENSORLP00000002501	ENSMODP00000009242
ENSORLP00000025823	ENSMODP00000020036
ENSORLP00000006802	ENSMODP00000020036
ENSORLP00000014794	ENSMODP00000002875
ENSORLP00000016804	ENSMODP00000036640
ENSORLP00000020495	ENSMODP00000021383
ENSORLP00000004463	ENSMODP00000021383
ENSORLP00000001898	ENSMODP00000035196
ENSORLP00000002852	ENSMODP00000035196
ENSORLP00000012418	ENSMODP00000025324
ENSORLP00000002314	ENSMODP00000020335
ENSORLP00000013655	ENSMODP00000002425
ENSORLP00000009695	ENSMODP00000002425
ENSORLP00000011039	ENSMODP00000010012
ENSORLP00000013594	ENSMODP00000000744
ENSORLP00000001746	ENSMODP00000000744
ENSORLP00000013751	ENSMODP00000004381
ENSORLP00000018419	ENSMODP00000022914
ENSORLP00000018029	ENSMODP00000012136
ENSORLP00000023259	ENSMODP00000012136
ENSORLP00000009626	ENSMODP00000007866
ENSORLP00000006227	ENSMODP00000019612
ENSORLP00000018520	ENSMODP00000032626
ENSORLP00000022951	ENSMODP00000011769
ENSORLP00000006709	ENSMODP00000015978
ENSORLP00000014225	ENSMODP00000012651
ENSORLP00000008684	ENSMODP00000014513
ENSORLP00000007519	ENSMODP00000025569
ENSORLP00000006490	ENSMODP00000039790
ENSORLP00000018958	ENSMODP00000003223
ENSORLP00000017106	ENSMODP00000001283
ENSORLP00000019301	ENSMODP00000015243
ENSORLP00000009128	ENSMODP00000026121
ENSORLP00000020857	ENSMODP00000007685
ENSORLP00000006071	ENSMODP00000035053
ENSORLP00000021275	ENSMODP00000017132
ENSORLP00000003111	ENSMODP00000009896
ENSORLP00000024072	ENSMODP00000000297
ENSORLP00000003426	ENSMODP00000020132
ENSORLP00000010362	ENSMODP00000001845
ENSORLP00000006492	ENSMODP00000037391
ENSORLP00000002649	ENSMODP00000022018
ENSORLP00000006161	ENSMODP00000028701
ENSORLP00000017146	ENSMODP00000021751
ENSORLP00000000682	ENSMODP00000021922
ENSORLP00000005410	ENSMODP00000026351
ENSORLP00000007880	ENSMODP00000039041
ENSORLP00000011547	ENSMODP00000039041
ENSORLP00000012080	ENSMODP00000012941
ENSORLP00000006382	ENSMODP00000012941
ENSORLP00000018090	ENSMODP00000029496
ENSORLP00000001906	ENSMODP00000013540
ENSORLP00000014075	ENSMODP00000022275
ENSORLP00000015628	ENSMODP00000022275
ENSORLP00000013634	ENSMODP00000031766
ENSORLP00000010986	ENSMODP00000015672
ENSORLP00000007582	ENSMODP00000002408
ENSORLP00000012126	ENSMODP00000012568
ENSORLP00000017230	ENSMODP00000016703
ENSORLP00000007558	ENSMODP00000002356
ENSORLP00000023702	ENSMODP00000015374
ENSORLP00000007128	ENSMODP00000016195
ENSORLP00000011218	ENSMODP00000000226
ENSORLP00000010369	ENSMODP00000004154
ENSORLP00000022219	ENSMODP00000011638
ENSORLP00000021373	ENSMODP00000036084
ENSORLP00000005630	ENSMODP00000009900
ENSORLP00000017703	ENSMODP00000040651
ENSORLP00000005737	ENSMODP00000040651
ENSORLP00000022705	ENSMODP00000000938
ENSORLP00000002927	ENSMODP00000012500
ENSORLP00000017657	ENSMODP00000011245
ENSORLP00000022142	ENSMODP00000029397
ENSORLP00000017038	ENSMODP00000015023
ENSORLP00000020241	ENSMODP00000020445
ENSORLP00000019789	ENSMODP00000005974
ENSORLP00000024891	ENSMODP00000020238
ENSORLP00000003496	ENSMODP00000008089
ENSORLP00000015655	ENSMODP00000005009
ENSORLP00000015911	ENSMODP00000018533
ENSORLP00000018702	ENSMODP00000004445
ENSORLP00000018669	ENSMODP00000004445
ENSORLP00000018689	ENSMODP00000018043
ENSORLP00000009662	ENSMODP00000018043
ENSORLP00000023205	ENSMODP00000007451
ENSORLP00000011453	ENSMODP00000000812
ENSORLP00000011959	ENSMODP00000020380
ENSORLP00000020073	ENSMODP00000000565
ENSORLP00000019731	ENSMODP00000002533
ENSORLP00000004246	ENSMODP00000017124
ENSORLP00000006824	ENSMODP00000026246
ENSORLP00000020125	ENSMODP00000017168
ENSORLP00000015420	ENSMODP00000012226
ENSORLP00000012217	ENSMODP00000012226
ENSORLP00000024513	ENSMODP00000011537
ENSORLP00000014855	ENSMODP00000006154
ENSORLP00000022710	ENSMODP00000033355
ENSORLP00000015525	ENSMODP00000033355
ENSORLP00000010389	ENSMODP00000032871
ENSORLP00000019680	ENSMODP00000003278
ENSORLP00000007684	ENSMODP00000013754
ENSORLP00000002963	ENSMODP00000013754
ENSORLP00000004099	ENSMODP00000024124
ENSORLP00000006222	ENSMODP00000024124
ENSORLP00000001389	ENSMODP00000019156
ENSORLP00000010232	ENSMODP00000019156
ENSORLP00000011370	ENSMODP00000014756
ENSORLP00000002478	ENSMODP00000016644
ENSORLP00000011249	ENSMODP00000003497
ENSORLP00000010011	ENSMODP00000006774
ENSORLP00000021747	ENSMODP00000025509
ENSORLP00000018747	ENSMODP00000022858
ENSORLP00000019584	ENSMODP00000037964
ENSORLP00000006092	ENSMODP00000004646
ENSORLP00000009991	ENSMODP00000015157
ENSORLP00000015517	ENSMODP00000015157
