ENSGACP00000003450	ENSCAFP00000014731
ENSGACP00000011973	ENSCAFP00000017493
ENSGACP00000010770	ENSCAFP00000021868
ENSGACP00000027480	ENSCAFP00000021868
ENSGACP00000024200	ENSCAFP00000027400
ENSGACP00000026920	ENSCAFP00000027400
ENSGACP00000015806	ENSCAFP00000037189
ENSGACP00000026938	ENSCAFP00000037189
ENSGACP00000024554	ENSCAFP00000025466
ENSGACP00000024559	ENSCAFP00000037233
ENSGACP00000002451	ENSCAFP00000008673
ENSGACP00000007402	ENSCAFP00000004433
ENSGACP00000016797	ENSCAFP00000036063
ENSGACP00000024549	ENSCAFP00000025480
ENSGACP00000012761	ENSCAFP00000037334
ENSGACP00000017265	ENSCAFP00000021398
ENSGACP00000010846	ENSCAFP00000008395
ENSGACP00000013482	ENSCAFP00000020897
ENSGACP00000013543	ENSCAFP00000012574
ENSGACP00000018449	ENSCAFP00000008247
ENSGACP00000013551	ENSCAFP00000039988
ENSGACP00000017934	ENSCAFP00000026178
ENSGACP00000022159	ENSCAFP00000013573
ENSGACP00000021012	ENSCAFP00000018167
ENSGACP00000012933	ENSCAFP00000026494
ENSGACP00000019367	ENSCAFP00000026494
ENSGACP00000014158	ENSCAFP00000028300
ENSGACP00000001372	ENSCAFP00000014726
ENSGACP00000024568	ENSCAFP00000002868
ENSGACP00000024570	ENSCAFP00000002850
ENSGACP00000023098	ENSCAFP00000026084
ENSGACP00000024423	ENSCAFP00000024918
ENSGACP00000007242	ENSCAFP00000028625
ENSGACP00000016137	ENSCAFP00000039258
ENSGACP00000012147	ENSCAFP00000039258
ENSGACP00000027332	ENSCAFP00000013421
ENSGACP00000002155	ENSCAFP00000013421
ENSGACP00000027425	ENSCAFP00000025409
ENSGACP00000024006	ENSCAFP00000025409
ENSGACP00000017392	ENSCAFP00000002776
ENSGACP00000021429	ENSCAFP00000012663
ENSGACP00000021861	ENSCAFP00000012663
ENSGACP00000023089	ENSCAFP00000026269
ENSGACP00000026855	ENSCAFP00000026269
ENSGACP00000005153	ENSCAFP00000017441
ENSGACP00000021438	ENSCAFP00000011700
ENSGACP00000022259	ENSCAFP00000026303
ENSGACP00000012062	ENSCAFP00000041644
ENSGACP00000009963	ENSCAFP00000029179
ENSGACP00000013859	ENSCAFP00000020500
ENSGACP00000002597	ENSCAFP00000020500
ENSGACP00000006419	ENSCAFP00000003651
ENSGACP00000016691	ENSCAFP00000003651
ENSGACP00000025625	ENSCAFP00000023753
ENSGACP00000014542	ENSCAFP00000022091
ENSGACP00000003860	ENSCAFP00000025674
ENSGACP00000020681	ENSCAFP00000010732
ENSGACP00000022687	ENSCAFP00000020366
ENSGACP00000015532	ENSCAFP00000020366
ENSGACP00000010484	ENSCAFP00000016716
ENSGACP00000024937	ENSCAFP00000027498
ENSGACP00000020657	ENSCAFP00000010370
ENSGACP00000002339	ENSCAFP00000025254
ENSGACP00000016232	ENSCAFP00000018310
ENSGACP00000009641	ENSCAFP00000007600
ENSGACP00000016367	ENSCAFP00000007600
ENSGACP00000018230	ENSCAFP00000040673
ENSGACP00000017510	ENSCAFP00000040673
ENSGACP00000003192	ENSCAFP00000030641
ENSGACP00000006372	ENSCAFP00000030641
ENSGACP00000023930	ENSCAFP00000041961
ENSGACP00000005003	ENSCAFP00000009573
ENSGACP00000022476	ENSCAFP00000009573
ENSGACP00000003218	ENSCAFP00000022197
ENSGACP00000023214	ENSCAFP00000041327
ENSGACP00000008371	ENSCAFP00000006013
ENSGACP00000015715	ENSCAFP00000032995
ENSGACP00000018508	ENSCAFP00000037264
ENSGACP00000010858	ENSCAFP00000037264
ENSGACP00000010487	ENSCAFP00000001018
ENSGACP00000003360	ENSCAFP00000015117
ENSGACP00000003935	ENSCAFP00000042136
ENSGACP00000026611	ENSCAFP00000002762
ENSGACP00000026813	ENSCAFP00000028267
ENSGACP00000024729	ENSCAFP00000002767
ENSGACP00000027424	ENSCAFP00000025398
ENSGACP00000024732	ENSCAFP00000033560
ENSGACP00000022592	ENSCAFP00000013217
ENSGACP00000000775	ENSCAFP00000019674
ENSGACP00000006952	ENSCAFP00000017993
ENSGACP00000023416	ENSCAFP00000036398
ENSGACP00000017603	ENSCAFP00000036398
ENSGACP00000009055	ENSCAFP00000028256
ENSGACP00000021384	ENSCAFP00000028256
ENSGACP00000018617	ENSCAFP00000021649
ENSGACP00000021776	ENSCAFP00000016954
ENSGACP00000013963	ENSCAFP00000025247
ENSGACP00000010001	ENSCAFP00000025247
ENSGACP00000026808	ENSCAFP00000021334
ENSGACP00000000274	ENSCAFP00000023305
ENSGACP00000009971	ENSCAFP00000023305
ENSGACP00000007725	ENSCAFP00000013553
ENSGACP00000000578	ENSCAFP00000010883
ENSGACP00000014291	ENSCAFP00000010883
ENSGACP00000016086	ENSCAFP00000005906
ENSGACP00000026869	ENSCAFP00000024499
ENSGACP00000024489	ENSCAFP00000024499
ENSGACP00000009680	ENSCAFP00000016037
ENSGACP00000006719	ENSCAFP00000021140
ENSGACP00000019514	ENSCAFP00000002284
ENSGACP00000024246	ENSCAFP00000024468
ENSGACP00000012882	ENSCAFP00000000658
ENSGACP00000019077	ENSCAFP00000019449
ENSGACP00000021283	ENSCAFP00000019449
ENSGACP00000016962	ENSCAFP00000007913
ENSGACP00000009368	ENSCAFP00000027493
ENSGACP00000024672	ENSCAFP00000003158
ENSGACP00000017390	ENSCAFP00000024305
ENSGACP00000002644	ENSCAFP00000016839
ENSGACP00000019520	ENSCAFP00000016839
ENSGACP00000002667	ENSCAFP00000020903
ENSGACP00000000330	ENSCAFP00000021616
ENSGACP00000011565	ENSCAFP00000006951
ENSGACP00000024001	ENSCAFP00000024419
ENSGACP00000009259	ENSCAFP00000000074
ENSGACP00000019553	ENSCAFP00000025006
ENSGACP00000022387	ENSCAFP00000025770
ENSGACP00000010642	ENSCAFP00000025770
ENSGACP00000015637	ENSCAFP00000016696
ENSGACP00000006039	ENSCAFP00000027208
ENSGACP00000006078	ENSCAFP00000002145
ENSGACP00000012074	ENSCAFP00000025772
ENSGACP00000015560	ENSCAFP00000025772
ENSGACP00000014302	ENSCAFP00000019389
ENSGACP00000007521	ENSCAFP00000040583
ENSGACP00000021661	ENSCAFP00000013751
ENSGACP00000017541	ENSCAFP00000004848
ENSGACP00000008372	ENSCAFP00000041450
ENSGACP00000002665	ENSCAFP00000027792
ENSGACP00000005867	ENSCAFP00000018690
ENSGACP00000011556	ENSCAFP00000018235
ENSGACP00000002446	ENSCAFP00000008108
ENSGACP00000004882	ENSCAFP00000009991
ENSGACP00000019585	ENSCAFP00000018308
ENSGACP00000004617	ENSCAFP00000018308
ENSGACP00000011193	ENSCAFP00000011341
ENSGACP00000000856	ENSCAFP00000011341
ENSGACP00000011776	ENSCAFP00000016109
ENSGACP00000015426	ENSCAFP00000016109
ENSGACP00000022164	ENSCAFP00000028976
ENSGACP00000007051	ENSCAFP00000025229
ENSGACP00000010019	ENSCAFP00000017137
ENSGACP00000001030	ENSCAFP00000023378
ENSGACP00000016027	ENSCAFP00000023378
ENSGACP00000007920	ENSCAFP00000012596
ENSGACP00000002098	ENSCAFP00000012596
ENSGACP00000026026	ENSCAFP00000016146
ENSGACP00000012208	ENSCAFP00000016154
ENSGACP00000012073	ENSCAFP00000020469
ENSGACP00000004268	ENSCAFP00000015904
ENSGACP00000013365	ENSCAFP00000014669
ENSGACP00000010506	ENSCAFP00000032974
ENSGACP00000007983	ENSCAFP00000032974
ENSGACP00000026355	ENSCAFP00000004995
ENSGACP00000015757	ENSCAFP00000004995
ENSGACP00000020243	ENSCAFP00000013535
ENSGACP00000009721	ENSCAFP00000032854
ENSGACP00000012834	ENSCAFP00000016319
ENSGACP00000020040	ENSCAFP00000016615
ENSGACP00000020819	ENSCAFP00000013492
ENSGACP00000011219	ENSCAFP00000021901
ENSGACP00000024822	ENSCAFP00000024112
ENSGACP00000013565	ENSCAFP00000024112
ENSGACP00000025768	ENSCAFP00000003450
ENSGACP00000020992	ENSCAFP00000003450
ENSGACP00000012565	ENSCAFP00000030168
ENSGACP00000022793	ENSCAFP00000016093
ENSGACP00000027016	ENSCAFP00000016093
ENSGACP00000017910	ENSCAFP00000000416
ENSGACP00000027331	ENSCAFP00000019125
ENSGACP00000022288	ENSCAFP00000011004
ENSGACP00000024681	ENSCAFP00000012269
ENSGACP00000005236	ENSCAFP00000031505
ENSGACP00000005259	ENSCAFP00000017193
ENSGACP00000006944	ENSCAFP00000001151
ENSGACP00000008914	ENSCAFP00000011712
ENSGACP00000022195	ENSCAFP00000026963
ENSGACP00000022884	ENSCAFP00000024683
ENSGACP00000010240	ENSCAFP00000008536
ENSGACP00000012905	ENSCAFP00000008036
ENSGACP00000006340	ENSCAFP00000019377
ENSGACP00000020317	ENSCAFP00000019377
ENSGACP00000015023	ENSCAFP00000033861
ENSGACP00000026465	ENSCAFP00000019767
ENSGACP00000016043	ENSCAFP00000024529
ENSGACP00000013741	ENSCAFP00000017003
ENSGACP00000025456	ENSCAFP00000005842
ENSGACP00000008918	ENSCAFP00000010290
ENSGACP00000004181	ENSCAFP00000010290
ENSGACP00000000129	ENSCAFP00000010472
ENSGACP00000002608	ENSCAFP00000004664
ENSGACP00000008264	ENSCAFP00000004664
ENSGACP00000024320	ENSCAFP00000020807
ENSGACP00000002779	ENSCAFP00000013128
ENSGACP00000022830	ENSCAFP00000013128
ENSGACP00000002547	ENSCAFP00000011799
ENSGACP00000018847	ENSCAFP00000012558
ENSGACP00000018298	ENSCAFP00000012558
ENSGACP00000018580	ENSCAFP00000016472
ENSGACP00000025382	ENSCAFP00000016472
ENSGACP00000010393	ENSCAFP00000028515
ENSGACP00000021042	ENSCAFP00000039467
ENSGACP00000018837	ENSCAFP00000003038
ENSGACP00000005985	ENSCAFP00000024312
ENSGACP00000027500	ENSCAFP00000024307
ENSGACP00000004028	ENSCAFP00000010012
ENSGACP00000018862	ENSCAFP00000003064
ENSGACP00000024222	ENSCAFP00000000712
ENSGACP00000022702	ENSCAFP00000011628
ENSGACP00000027378	ENSCAFP00000026864
ENSGACP00000015328	ENSCAFP00000009346
ENSGACP00000027182	ENSCAFP00000009346
ENSGACP00000027643	ENSCAFP00000026845
ENSGACP00000003791	ENSCAFP00000022369
ENSGACP00000014406	ENSCAFP00000022369
ENSGACP00000015878	ENSCAFP00000016269
ENSGACP00000013996	ENSCAFP00000016269
ENSGACP00000000750	ENSCAFP00000012821
ENSGACP00000004094	ENSCAFP00000030160
ENSGACP00000007391	ENSCAFP00000038945
ENSGACP00000015019	ENSCAFP00000017531
ENSGACP00000015335	ENSCAFP00000017531
ENSGACP00000011048	ENSCAFP00000037739
ENSGACP00000011623	ENSCAFP00000012582
ENSGACP00000020093	ENSCAFP00000016307
ENSGACP00000011224	ENSCAFP00000003829
ENSGACP00000016406	ENSCAFP00000043023
ENSGACP00000006748	ENSCAFP00000001510
ENSGACP00000005654	ENSCAFP00000010352
ENSGACP00000018190	ENSCAFP00000005029
ENSGACP00000025011	ENSCAFP00000008192
ENSGACP00000011292	ENSCAFP00000016281
ENSGACP00000023155	ENSCAFP00000030204
ENSGACP00000010771	ENSCAFP00000013057
ENSGACP00000008327	ENSCAFP00000013057
ENSGACP00000005202	ENSCAFP00000002760
ENSGACP00000001370	ENSCAFP00000014767
ENSGACP00000021019	ENSCAFP00000027471
ENSGACP00000022707	ENSCAFP00000028038
ENSGACP00000027039	ENSCAFP00000028038
ENSGACP00000002696	ENSCAFP00000017368
ENSGACP00000007786	ENSCAFP00000014790
ENSGACP00000020503	ENSCAFP00000014790
ENSGACP00000024873	ENSCAFP00000013798
ENSGACP00000025786	ENSCAFP00000010300
ENSGACP00000018642	ENSCAFP00000009748
ENSGACP00000007772	ENSCAFP00000009748
ENSGACP00000010349	ENSCAFP00000022703
ENSGACP00000020563	ENSCAFP00000022703
ENSGACP00000005929	ENSCAFP00000018979
ENSGACP00000004059	ENSCAFP00000010116
ENSGACP00000018815	ENSCAFP00000003006
ENSGACP00000016467	ENSCAFP00000020395
ENSGACP00000025773	ENSCAFP00000002165
ENSGACP00000002505	ENSCAFP00000035257
ENSGACP00000012522	ENSCAFP00000041248
ENSGACP00000018687	ENSCAFP00000005258
ENSGACP00000012519	ENSCAFP00000005258
ENSGACP00000015093	ENSCAFP00000003819
ENSGACP00000015458	ENSCAFP00000039580
ENSGACP00000020607	ENSCAFP00000018025
ENSGACP00000019937	ENSCAFP00000032632
ENSGACP00000020371	ENSCAFP00000029392
ENSGACP00000019902	ENSCAFP00000018408
ENSGACP00000013184	ENSCAFP00000018408
ENSGACP00000017426	ENSCAFP00000026768
ENSGACP00000003829	ENSCAFP00000026768
ENSGACP00000004739	ENSCAFP00000035608
ENSGACP00000008552	ENSCAFP00000032892
ENSGACP00000009553	ENSCAFP00000010411
ENSGACP00000010810	ENSCAFP00000022020
ENSGACP00000020463	ENSCAFP00000022020
ENSGACP00000021965	ENSCAFP00000027554
ENSGACP00000022270	ENSCAFP00000037722
ENSGACP00000014914	ENSCAFP00000037722
ENSGACP00000009509	ENSCAFP00000036940
ENSGACP00000014846	ENSCAFP00000028667
ENSGACP00000007403	ENSCAFP00000028667
ENSGACP00000020096	ENSCAFP00000006847
ENSGACP00000022029	ENSCAFP00000002612
ENSGACP00000002593	ENSCAFP00000016165
ENSGACP00000012204	ENSCAFP00000013069
ENSGACP00000009218	ENSCAFP00000009888
ENSGACP00000012606	ENSCAFP00000008953
ENSGACP00000006761	ENSCAFP00000022090
ENSGACP00000008579	ENSCAFP00000038138
ENSGACP00000008711	ENSCAFP00000042024
ENSGACP00000019105	ENSCAFP00000019797
ENSGACP00000004894	ENSCAFP00000021366
ENSGACP00000016920	ENSCAFP00000003400
ENSGACP00000022094	ENSCAFP00000005898
ENSGACP00000011953	ENSCAFP00000003719
ENSGACP00000010707	ENSCAFP00000008873
ENSGACP00000011655	ENSCAFP00000040804
ENSGACP00000000626	ENSCAFP00000000164
ENSGACP00000014349	ENSCAFP00000000164
ENSGACP00000004782	ENSCAFP00000018833
ENSGACP00000013121	ENSCAFP00000018833
ENSGACP00000002132	ENSCAFP00000017398
ENSGACP00000021199	ENSCAFP00000017398
ENSGACP00000016973	ENSCAFP00000009960
ENSGACP00000023435	ENSCAFP00000009960
ENSGACP00000007736	ENSCAFP00000013508
ENSGACP00000023343	ENSCAFP00000039334
ENSGACP00000008701	ENSCAFP00000015051
ENSGACP00000027494	ENSCAFP00000014417
ENSGACP00000019060	ENSCAFP00000015804
ENSGACP00000014480	ENSCAFP00000015804
ENSGACP00000009693	ENSCAFP00000002016
ENSGACP00000021134	ENSCAFP00000002016
ENSGACP00000011289	ENSCAFP00000027352
ENSGACP00000017159	ENSCAFP00000027352
ENSGACP00000012601	ENSCAFP00000018358
ENSGACP00000021164	ENSCAFP00000001202
ENSGACP00000024513	ENSCAFP00000025598
ENSGACP00000008706	ENSCAFP00000015054
ENSGACP00000027597	ENSCAFP00000014422
ENSGACP00000019061	ENSCAFP00000032858
ENSGACP00000014604	ENSCAFP00000033242
ENSGACP00000001441	ENSCAFP00000036689
ENSGACP00000010202	ENSCAFP00000028723
ENSGACP00000000505	ENSCAFP00000016805
ENSGACP00000003715	ENSCAFP00000016805
ENSGACP00000012959	ENSCAFP00000015096
ENSGACP00000001064	ENSCAFP00000015096
ENSGACP00000008338	ENSCAFP00000012876
ENSGACP00000025536	ENSCAFP00000001281
ENSGACP00000002195	ENSCAFP00000005827
ENSGACP00000012589	ENSCAFP00000021285
ENSGACP00000009149	ENSCAFP00000021285
ENSGACP00000019801	ENSCAFP00000018177
ENSGACP00000010466	ENSCAFP00000018177
ENSGACP00000002456	ENSCAFP00000024081
ENSGACP00000011258	ENSCAFP00000024081
ENSGACP00000013133	ENSCAFP00000021257
ENSGACP00000000597	ENSCAFP00000021257
ENSGACP00000010886	ENSCAFP00000021243
ENSGACP00000026817	ENSCAFP00000029029
ENSGACP00000027364	ENSCAFP00000023569
ENSGACP00000001506	ENSCAFP00000023569
ENSGACP00000017316	ENSCAFP00000001572
ENSGACP00000017947	ENSCAFP00000021382
ENSGACP00000009482	ENSCAFP00000021511
ENSGACP00000019836	ENSCAFP00000017044
ENSGACP00000000928	ENSCAFP00000020492
ENSGACP00000000289	ENSCAFP00000023923
ENSGACP00000000316	ENSCAFP00000041083
ENSGACP00000023829	ENSCAFP00000010111
ENSGACP00000012612	ENSCAFP00000007571
ENSGACP00000021327	ENSCAFP00000018020
ENSGACP00000022177	ENSCAFP00000005418
ENSGACP00000010333	ENSCAFP00000017258
ENSGACP00000024922	ENSCAFP00000005887
ENSGACP00000015901	ENSCAFP00000006892
ENSGACP00000025621	ENSCAFP00000025704
ENSGACP00000009132	ENSCAFP00000025704
ENSGACP00000015615	ENSCAFP00000012675
ENSGACP00000006620	ENSCAFP00000005222
ENSGACP00000001136	ENSCAFP00000017081
ENSGACP00000000603	ENSCAFP00000022125
ENSGACP00000005471	ENSCAFP00000017120
ENSGACP00000017464	ENSCAFP00000036862
ENSGACP00000017686	ENSCAFP00000007234
ENSGACP00000009120	ENSCAFP00000006778
ENSGACP00000003635	ENSCAFP00000010857
ENSGACP00000005222	ENSCAFP00000010857
ENSGACP00000007171	ENSCAFP00000036780
ENSGACP00000001842	ENSCAFP00000016238
ENSGACP00000015044	ENSCAFP00000014922
ENSGACP00000006165	ENSCAFP00000028093
ENSGACP00000020879	ENSCAFP00000024355
ENSGACP00000024406	ENSCAFP00000027075
ENSGACP00000027045	ENSCAFP00000027075
ENSGACP00000001249	ENSCAFP00000021425
ENSGACP00000004910	ENSCAFP00000016985
ENSGACP00000011065	ENSCAFP00000016985
ENSGACP00000019746	ENSCAFP00000010747
ENSGACP00000013664	ENSCAFP00000005381
ENSGACP00000001521	ENSCAFP00000023779
ENSGACP00000025577	ENSCAFP00000020701
ENSGACP00000005049	ENSCAFP00000020507
ENSGACP00000000854	ENSCAFP00000011459
ENSGACP00000007433	ENSCAFP00000015180
ENSGACP00000018323	ENSCAFP00000015180
ENSGACP00000004163	ENSCAFP00000008402
ENSGACP00000018024	ENSCAFP00000012777
ENSGACP00000019098	ENSCAFP00000004359
ENSGACP00000020938	ENSCAFP00000004359
ENSGACP00000009315	ENSCAFP00000020983
ENSGACP00000012717	ENSCAFP00000020983
ENSGACP00000003267	ENSCAFP00000023108
ENSGACP00000006171	ENSCAFP00000006927
ENSGACP00000015990	ENSCAFP00000000460
ENSGACP00000000379	ENSCAFP00000000460
ENSGACP00000003990	ENSCAFP00000008349
ENSGACP00000003476	ENSCAFP00000008349
ENSGACP00000008386	ENSCAFP00000029003
ENSGACP00000010049	ENSCAFP00000028447
ENSGACP00000020752	ENSCAFP00000011028
ENSGACP00000019013	ENSCAFP00000022652
ENSGACP00000009579	ENSCAFP00000025107
ENSGACP00000015447	ENSCAFP00000019634
ENSGACP00000015894	ENSCAFP00000036707
ENSGACP00000024230	ENSCAFP00000036707
ENSGACP00000004625	ENSCAFP00000029999
ENSGACP00000010472	ENSCAFP00000016688
ENSGACP00000021907	ENSCAFP00000018765
ENSGACP00000014357	ENSCAFP00000029157
ENSGACP00000005080	ENSCAFP00000027248
ENSGACP00000021666	ENSCAFP00000042246
ENSGACP00000013942	ENSCAFP00000042246
ENSGACP00000022915	ENSCAFP00000030074
ENSGACP00000015920	ENSCAFP00000030256
ENSGACP00000007663	ENSCAFP00000013337
ENSGACP00000010478	ENSCAFP00000029292
ENSGACP00000025703	ENSCAFP00000000699
ENSGACP00000005674	ENSCAFP00000022540
ENSGACP00000012987	ENSCAFP00000029266
ENSGACP00000006912	ENSCAFP00000029266
ENSGACP00000000763	ENSCAFP00000037462
ENSGACP00000010690	ENSCAFP00000005716
ENSGACP00000019388	ENSCAFP00000005716
ENSGACP00000012982	ENSCAFP00000042120
ENSGACP00000006902	ENSCAFP00000042120
ENSGACP00000024649	ENSCAFP00000041422
ENSGACP00000005811	ENSCAFP00000036157
ENSGACP00000018622	ENSCAFP00000008408
ENSGACP00000022042	ENSCAFP00000014262
ENSGACP00000005337	ENSCAFP00000033127
ENSGACP00000026179	ENSCAFP00000009230
ENSGACP00000013333	ENSCAFP00000028297
ENSGACP00000017255	ENSCAFP00000025534
ENSGACP00000006619	ENSCAFP00000025534
ENSGACP00000006032	ENSCAFP00000034288
ENSGACP00000022351	ENSCAFP00000021716
ENSGACP00000026791	ENSCAFP00000021716
ENSGACP00000003718	ENSCAFP00000013913
ENSGACP00000000517	ENSCAFP00000013913
ENSGACP00000026182	ENSCAFP00000009219
ENSGACP00000026183	ENSCAFP00000009210
ENSGACP00000000511	ENSCAFP00000013916
ENSGACP00000004390	ENSCAFP00000028295
ENSGACP00000012600	ENSCAFP00000012910
ENSGACP00000026553	ENSCAFP00000007631
ENSGACP00000020119	ENSCAFP00000025516
ENSGACP00000006373	ENSCAFP00000001579
ENSGACP00000001484	ENSCAFP00000027430
ENSGACP00000008033	ENSCAFP00000013658
ENSGACP00000019772	ENSCAFP00000021453
ENSGACP00000021294	ENSCAFP00000023802
ENSGACP00000023385	ENSCAFP00000023800
ENSGACP00000021605	ENSCAFP00000013957
ENSGACP00000021726	ENSCAFP00000001586
ENSGACP00000022434	ENSCAFP00000013009
ENSGACP00000009760	ENSCAFP00000028608
ENSGACP00000025753	ENSCAFP00000026217
ENSGACP00000021783	ENSCAFP00000011668
ENSGACP00000002411	ENSCAFP00000001317
ENSGACP00000013939	ENSCAFP00000023971
ENSGACP00000019385	ENSCAFP00000005802
ENSGACP00000011217	ENSCAFP00000029114
ENSGACP00000012144	ENSCAFP00000019781
ENSGACP00000025566	ENSCAFP00000023942
ENSGACP00000010439	ENSCAFP00000028484
ENSGACP00000014868	ENSCAFP00000028484
ENSGACP00000021580	ENSCAFP00000009326
ENSGACP00000010275	ENSCAFP00000008494
ENSGACP00000023716	ENSCAFP00000007121
ENSGACP00000006005	ENSCAFP00000001537
ENSGACP00000011835	ENSCAFP00000005006
ENSGACP00000015552	ENSCAFP00000036400
ENSGACP00000000769	ENSCAFP00000036400
ENSGACP00000021057	ENSCAFP00000029503
ENSGACP00000022007	ENSCAFP00000023730
ENSGACP00000019639	ENSCAFP00000007529
ENSGACP00000007243	ENSCAFP00000038348
ENSGACP00000021366	ENSCAFP00000023412
ENSGACP00000023703	ENSCAFP00000023412
ENSGACP00000002234	ENSCAFP00000005643
ENSGACP00000002068	ENSCAFP00000005643
ENSGACP00000010299	ENSCAFP00000019551
ENSGACP00000019946	ENSCAFP00000019551
ENSGACP00000003652	ENSCAFP00000013555
ENSGACP00000018486	ENSCAFP00000018885
ENSGACP00000019903	ENSCAFP00000018885
ENSGACP00000009398	ENSCAFP00000017002
ENSGACP00000022269	ENSCAFP00000017002
ENSGACP00000013495	ENSCAFP00000012448
ENSGACP00000005634	ENSCAFP00000016500
ENSGACP00000003964	ENSCAFP00000008251
ENSGACP00000014584	ENSCAFP00000008251
ENSGACP00000019172	ENSCAFP00000002173
ENSGACP00000026094	ENSCAFP00000023159
ENSGACP00000016083	ENSCAFP00000023844
ENSGACP00000011880	ENSCAFP00000028309
ENSGACP00000009835	ENSCAFP00000000301
ENSGACP00000010648	ENSCAFP00000025753
ENSGACP00000002514	ENSCAFP00000003630
ENSGACP00000004509	ENSCAFP00000019236
ENSGACP00000024261	ENSCAFP00000008682
ENSGACP00000020910	ENSCAFP00000023564
ENSGACP00000021744	ENSCAFP00000000179
ENSGACP00000002420	ENSCAFP00000012929
ENSGACP00000002848	ENSCAFP00000030034
ENSGACP00000010495	ENSCAFP00000022329
ENSGACP00000020039	ENSCAFP00000015710
ENSGACP00000002183	ENSCAFP00000015710
ENSGACP00000007671	ENSCAFP00000024966
ENSGACP00000013907	ENSCAFP00000031506
ENSGACP00000008319	ENSCAFP00000043002
ENSGACP00000022367	ENSCAFP00000023004
ENSGACP00000014798	ENSCAFP00000037907
ENSGACP00000012116	ENSCAFP00000023056
ENSGACP00000006991	ENSCAFP00000023746
ENSGACP00000021228	ENSCAFP00000043140
ENSGACP00000000040	ENSCAFP00000031317
ENSGACP00000005617	ENSCAFP00000041800
ENSGACP00000009932	ENSCAFP00000015386
ENSGACP00000004492	ENSCAFP00000012371
ENSGACP00000018433	ENSCAFP00000029099
ENSGACP00000027206	ENSCAFP00000013299
ENSGACP00000011058	ENSCAFP00000019103
ENSGACP00000022655	ENSCAFP00000019103
ENSGACP00000007292	ENSCAFP00000028292
ENSGACP00000027258	ENSCAFP00000028292
ENSGACP00000018316	ENSCAFP00000004807
ENSGACP00000022954	ENSCAFP00000027583
ENSGACP00000022504	ENSCAFP00000025151
ENSGACP00000014743	ENSCAFP00000016528
ENSGACP00000012954	ENSCAFP00000016528
ENSGACP00000020931	ENSCAFP00000005102
ENSGACP00000010342	ENSCAFP00000029356
ENSGACP00000013922	ENSCAFP00000033576
ENSGACP00000001086	ENSCAFP00000033576
ENSGACP00000022779	ENSCAFP00000020136
ENSGACP00000018466	ENSCAFP00000013634
ENSGACP00000020950	ENSCAFP00000013634
ENSGACP00000010234	ENSCAFP00000029355
ENSGACP00000016355	ENSCAFP00000015846
ENSGACP00000010461	ENSCAFP00000028446
ENSGACP00000009848	ENSCAFP00000014021
ENSGACP00000005448	ENSCAFP00000008132
ENSGACP00000007835	ENSCAFP00000025351
ENSGACP00000005719	ENSCAFP00000020301
ENSGACP00000018706	ENSCAFP00000020301
ENSGACP00000002843	ENSCAFP00000007499
ENSGACP00000012934	ENSCAFP00000033671
ENSGACP00000007190	ENSCAFP00000019241
ENSGACP00000009628	ENSCAFP00000000362
ENSGACP00000014654	ENSCAFP00000016996
ENSGACP00000018196	ENSCAFP00000029574
ENSGACP00000001233	ENSCAFP00000001051
ENSGACP00000000026	ENSCAFP00000014170
ENSGACP00000004608	ENSCAFP00000000715
ENSGACP00000012636	ENSCAFP00000005187
ENSGACP00000023631	ENSCAFP00000002985
ENSGACP00000016923	ENSCAFP00000002985
ENSGACP00000017981	ENSCAFP00000017978
ENSGACP00000002916	ENSCAFP00000017978
ENSGACP00000023159	ENSCAFP00000030208
ENSGACP00000003193	ENSCAFP00000016048
ENSGACP00000003358	ENSCAFP00000016847
ENSGACP00000018270	ENSCAFP00000021779
ENSGACP00000000924	ENSCAFP00000000587
ENSGACP00000000494	ENSCAFP00000016800
ENSGACP00000005511	ENSCAFP00000008098
ENSGACP00000013799	ENSCAFP00000014403
ENSGACP00000017894	ENSCAFP00000006003
ENSGACP00000004365	ENSCAFP00000010754
ENSGACP00000021106	ENSCAFP00000010754
ENSGACP00000026120	ENSCAFP00000017745
ENSGACP00000006949	ENSCAFP00000015829
ENSGACP00000012988	ENSCAFP00000015829
ENSGACP00000025130	ENSCAFP00000020396
ENSGACP00000019924	ENSCAFP00000018681
ENSGACP00000027377	ENSCAFP00000026850
ENSGACP00000010822	ENSCAFP00000004428
ENSGACP00000012362	ENSCAFP00000015494
ENSGACP00000021514	ENSCAFP00000015494
ENSGACP00000018804	ENSCAFP00000014624
ENSGACP00000022386	ENSCAFP00000014624
ENSGACP00000015677	ENSCAFP00000021311
ENSGACP00000001057	ENSCAFP00000020961
ENSGACP00000017421	ENSCAFP00000008802
ENSGACP00000026958	ENSCAFP00000023157
ENSGACP00000017299	ENSCAFP00000008674
ENSGACP00000020727	ENSCAFP00000000665
ENSGACP00000026143	ENSCAFP00000022762
ENSGACP00000022673	ENSCAFP00000014049
ENSGACP00000007114	ENSCAFP00000014049
ENSGACP00000014246	ENSCAFP00000000096
ENSGACP00000023279	ENSCAFP00000006062
ENSGACP00000001322	ENSCAFP00000006062
ENSGACP00000016221	ENSCAFP00000015964
ENSGACP00000021248	ENSCAFP00000020560
ENSGACP00000023596	ENSCAFP00000015115
ENSGACP00000024308	ENSCAFP00000024481
ENSGACP00000016391	ENSCAFP00000023345
